09年10月10日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年10月10日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 4R  芝3170m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 7R  ダ1900m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■10R  芝1800m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
 9,16,Ｍタガノムｰンダスト, 28,赤木高, 2.5, 42,*  1, -25, 5,  9.7, ④②, 9, 1, スプリングロック,,金子光,213.5,,,,11,112.4,⑬⑬⑬, 9, 1,Ｃオｰシャンクルｰズ, 74,柴原央, 1.1, 73,   4,*  7, 9, 30.3,⑭⑬⑫, 9,11,Ｉマルイチシンゲキ, 75,太宰啓, 0.7, 74,  16, -18,12,173.4, ②②
10, 2,Ｊシゲルカンスケ, 32,酒井学, 2.6, 44,   1, -24,13,167.7, ⑤⑥,10, 6, メイケイグリｰン,,出津孝,213.7,,,,12,113.6,⑫⑫⑪,10, 4,Ｄエイユｰパッション, 73,松山弘, 1.4, 68,   3,   4,12,194.3,⑫⑫⑬,10, 1,Ｋトップゾｰン, 72,藤岡佑, 0.7, 75,  12,  -9, 7, 16.8, ⑩⑧
11,15,Ｋリリｰマルレｰン, 29,熊沢重, 2.9, 39, -11, -12,14,186.2, ⑮⑭,11, 9, プライドイズハｰト,,五十嵐,214.1,,,, 8, 35.8,⑨⑩⑩,11,12,Ｇフジヤマワカムシャ, 72,武豊  , 1.7, 68,   6,  -4, 6, 15.8,⑧⑨⑨,11,13,Ｂディｰプスピリット, 78,国分恭, 0.7, 76,  15, -13, 8, 19.5, ⑦⑥
12, 7,Ｉキリシマウイング, 37,松山弘, 3.2, 35,   0, -30,10, 49.7, ③④,12, 4, ワイズタイクｰン,,中村将,215.0,,,,13,177.4,⑪⑪⑫,12,10,Ｈグロリアスウェザｰ, 71,幸英明, 1.7, 68,   1,   5,13,221.4,⑬⑭⑭,12, 7,Ｊヤマカツゴｰルド, 74,角田晃, 1.3, 70,  15, -22, 5,  8.7, ⑥⑤
13, 6,Ｆナンゴクトップガン, 48,藤岡康, 3.5, 35,*  1, -34, 9, 37.1, ②③,13,10, アグネスモナク,,仲田雅,218.5,,,,14,247.7,⑭⑭⑭,13, 3,Ｍジャンジャン, 61,田中健, 2.2, 64,   5,  -6,14,569.2,⑨⑩⑩,13, 6,Ｍクイックシュｰタｰ, 57,鮫島良, 1.5, 68,  15, -25,13,210.0, ③④
14, 4,Ｎカｰプ, 24,秋山真, 3.6, 33,  -6, -25, 8, 35.4, ⑫⑬,,,,,,,,,,,,,14,14,Ｋテイケイメルベイユ, 66,熊沢重, 4.4, 51,*  7, -29,10, 85.7,⑤⑤⑧,,,,,,,,,,,,
15,13,Ｐテイエムハクリュウ, 23,田中健, 5.0, 24, -12, -31,15,207.5, ⑭⑮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:-10 馬場:稍重(指数:-5),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:良(指数:-4),,,,,,,,,,,
単勝:710円 複勝:12=200円 08=150円 03=660円 枠連:920円,,,,,,,,,,,,単勝:830円 複勝:05=180円 08=130円 12=160円 枠連:750円,,,,,,,,,,,,単勝:630円 複勝:06=240円 09=150円 08=470円 枠連:950円,,,,,,,,,,,,単勝:280円 複勝:05=120円 02=200円 10=150円 枠連:730円,,,,,,,,,,,
"馬連:940円 ワイド:08-12=380円 03-12=1,950円 03-08=1,590円",,,,,,,,,,,,馬連:940円 ワイド:05-08=340円 05-12=540円 08-12=380円,,,,,,,,,,,,"馬連:1,060円 ワイド:06-09=480円 06-08=1,600円 08-09=890円",,,,,,,,,,,,馬連:800円 ワイド:02-05=370円 05-10=230円 02-10=630円,,,,,,,,,,,
"馬単:2,220円 3連複:8,310円 3連単:37,560円",,,,,,,,,,,,"馬単:2,210円 3連複:1,320円 3連単:9,350円",,,,,,,,,,,,"馬単:2,410円 3連複:5,530円 3連単:25,150円",,,,,,,,,,,,"馬単:1,500円 3連複:1,300円 3連単:5,150円",,,,,,,,,,,
■ 2R  芝1600m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 5R  芝1800m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  ダ1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■11R  芝2000m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ京都,,,,,,,,,,,,,,,,,,,,,,,,夕刊ﾌｼﾞ杯大原ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,18,Ａスズカイルマン, 68,安藤勝,, 58,*-10,*  0, 1,  1.9, ④③, 1, 5, テイラｰバｰトン,---,四位洋,, 54,* -6,* -9, 3,  7.8, ①①, 1, 2,Ｏエｰシンシｰクルｰ, 61,池添謙,, 74,*  3,   7, 6, 12.1, ①①, 1, 9,Ａアｰネストリｰ, 88,佐藤哲,, 90,* 17,   5, 1,  3.2,②②②
 2, 3,Ｃセトノステラ, 62,川島信, 0.4, 49,* -9,  -9, 5, 13.0, ①①, 2,11, ロｰドホｰリｰ,---,藤田伸, 0.8, 47, -10,*-10, 5, 12.3, ⑦⑦, 2, 7,Ｊフィｰルドチャペル, 67,幸英明, 0.1, 73,*  3,   6, 4,  9.1, ②②, 2, 7,Ｃアクシオン, 84,岩田康, 0.6, 85,  13,   5, 3,  4.7,⑧⑧⑦
 3, 2,Ｅヒロコファンタジｰ, 59,岩崎祐, 0.6, 50,*-10,  -9,12,129.6, ③④, 3, 8, バンコジｰロ,---,岩田康, 0.9, 43,  -9, -16, 1,  1.8, ④④, 3, 1,Ｂドキャｰレ, 75,小牧太, 0.3, 72,   1,   6, 1,  2.8, ③③, 3, 3,Ｉノットアロｰン, 78,小牧太, 0.8, 84,  14,  -2, 9, 29.1,⑥⑤⑤
 4, 1,Ｆカネトシディオス, 58,川田将, 0.7, 51, -13,  -6, 2,  4.7, ⑦⑨, 4,12, マコトダイダロス,---,小牧太, 0.9, 45,  -9, -15,11, 78.5, ⑧⑥, 4,11,Ｃギンザナイト, 75,川田将, 0.4, 71,   1,   5, 2,  5.5, ⑤⑤, 4,13,Ｅシゲルフセルト, 82,幸英明, 1.0, 85,  12,   4, 7, 22.3,⑫⑩⑪
 5,10,Ｇエムオｰゴｰルド, 57,岩田康, 0.8, 47, -12,  -9, 6, 15.1, ⑤⑥, 5, 3, エｰシンアクルクス,---,藤岡康, 1.0, 43,  -9, -18, 9, 46.5, ③③, 5,10,Ｄダスタップ, 72,松山弘, 0.4, 69,  -2,*  8, 9, 24.4, ⑦⑧, 5, 8,Ｍアヴェンティｰノ, 74,藤田伸, 1.0, 83,  11,   3,12, 49.3,⑨⑪⑨
 6,12,Ｄピカピカテッタ, 59,野元昭, 0.8, 48, -13,  -8, 4, 10.1, ⑨⑦, 6, 7, パントクラトｰル,---,安藤勝, 1.4, 41, -10, -19, 2,  4.9, ⑥⑧, 6, 5,Ａエｰシンフラクタル, 76,秋山真, 0.6, 69,  -4,*  8, 3,  6.1, ⑩⑩, 6,10,Ｆカネトシソレイユ, 82,秋山真, 1.1, 82,  11,   2, 6, 19.9,⑩⑫⑫
 7,15,Ｈカネトシパサｰジュ, 55,藤岡康, 0.8, 51, -17,*  0,10, 54.8, ⑯⑬, 7,10, ハヴアドリｰム,---,川田将, 1.5, 39,  -9, -25,10, 46.8, ⑤⑤, 7, 8,Ｍコロナ, 66,荻野琢, 0.8, 68,  -2,   4,11, 61.3, ⑥⑦, 7,11,Ｊドモナラズ, 77,池添謙, 1.2, 81,* 16,  -9,14,134.1,③③③
 8,14,Ｊキングシャｰロット, 51,四位洋, 0.9, 49, -14,  -6, 9, 42.3, ⑪⑧, 8, 1, タガノザイオン,---,赤木高, 1.8, 36, -16, -15, 4,  9.2, ⑫⑫, 8,13,Ｈメイショウマレンゴ, 67,武幸四, 0.9, 68,  -4,   5, 5,  9.7, ⑪⑪, 8, 1,Ｌブｰケフレグランス, 76,四位洋, 1.2, 82,   8,   6, 4, 11.3,⑭⑮⑭
 9,13,Ｂハｰトフルボディ, 65,武豊  , 1.2, 40,*-10, -19, 3,  8.0, ②②, 9, 4, ツルマルスピリット,---,上村洋, 2.0, 35, -15, -21, 7, 33.2, ⑩⑩, 9,15,Ｅリマレックス, 72,北村浩, 1.1, 64,  -6,   5,13,110.5, ⑬⑭, 9, 6,Ｇヤマニンウイスカｰ, 81,藤岡佑, 1.2, 83,   6,* 14, 2,  3.3,⑯⑯⑯
10, 7,Ｌグランデボス, 49,藤岡佑, 1.4, 42, -19,  -8, 8, 34.0, ⑭⑮,10, 6, ホッコｰダイクン,---,秋山真, 2.1, 34,* -7, -36,12,125.4, ②②,10, 4,Ｌクリスタルドア, 66,中村将, 1.1, 64,  -6,   5,15,136.7, ⑫⑫,10, 5,Ｈマルカハンニバル, 80,角田晃, 1.2, 81,  14,  -7, 8, 24.7,⑦⑥④
11,11,Ｒタマモアカデミｰ, 37,国分恭, 1.5, 43, -18,  -7,16,611.2, ⑮⑯,11, 2, シゲルイッテツ,---,幸英明, 2.4, 31, -13, -30, 8, 38.5, ⑨⑨,11, 3,Ｆテイエムハヤテオｰ, 71,熊沢重, 1.1, 65,  -9,*  9, 8, 18.6, ⑯⑯,11,12,Ｄヴィクトリアアイ, 82,川島信, 1.2, 80,   9,   6,15,148.4,⑮⑭⑬
12, 6,Ｍヒシボｰルドウィン, 46,石橋守, 1.6, 41, -18, -10,14,279.0, ⑬⑰,12, 9, リボｰンドリｰム,---,武豊  , 2.4, 30, -14, -26, 6, 22.4, ⑪⑪,12, 6,Ｇクレムリンエッグ, 69,浜中俊, 1.2, 63,  -3,   2,10, 32.2, ⑨⑥,12,14,Ｋシゲルタック, 76,武豊  , 1.4, 78,  13,  -5,10, 33.6,⑪⑨⑩
13, 9,Ｋタクシｰ, 50,松山弘, 1.6, 38, -14, -16,11,108.5, ⑧⑩,,,,,,,,,,,,,13,14,Ｉメイショウアｰチャ, 67,武豊  , 1.5, 61,  -8,   4, 7, 12.8, ⑭⑬,13,16,Ｂキタサンチｰフ, 84,藤岡康, 1.6, 75,  14, -13, 5, 14.9,⑤⑦⑥
14, 4,Ｎポｰルラッシュ, 46,熊沢重, 1.7, 40, -19,  -8,13,164.9, ⑰⑱,,,,,,,,,,,,,14,16,Ｐスナｰクアステｰル, 58,高橋亮, 2.2, 55,  -8,  -2,16,430.9, ⑮⑮,14,15,Ｏアドバンスヘイロｰ, 70,浜中俊, 1.8, 76,   9,  -4,16,180.7,⑬⑬⑮
15, 8,Ｐメイショウオルフェ, 40,難波剛, 1.8, 36, -16, -18,17,613.9, ⑩⑫,,,,,,,,,,,,,15, 9,Ｎセレスマン, 61,藤田伸, 2.4, 52,   1, -13,14,122.8, ④④,15, 4,Ｐマルイチクエスト, 69,太宰啓, 2.2, 69,* 18, -32,11, 47.2,①①①
16,16,Ｉライブリフライト, 52,佐藤哲, 1.9, 33, -16, -18, 7, 21.7, ⑫⑪,,,,,,,,,,,,,16,12,Ｋスズカデヒア, 66,国分恭, 2.6, 52,  -2, -12,12, 76.6, ⑧⑨,16, 2,Ｎアキノレッドスタｰ, 74,川田将, 3.3, 61,  14, -37,13, 74.7,④④⑧
17,17,Ｏロンロンハクユウ, 45,浜中俊, 1.9, 35, -11, -26,18,772.5, ⑥⑤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18, 5,Ｑテイエムフジスタｰ, 38,幸英明, 2.1, 34, -19, -16,15,552.3, ⑱⑭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:-4),,,,,,,,,,,
"単勝:190円 複勝:18=110円 03=400円 02=1,310円 枠連:1,300円",,,,,,,,,,,,"単勝:780円 複勝:05=210円 11=240円 08=120円 枠連:4,550円",,,,,,,,,,,,"単勝:1,210円 複勝:02=410円 07=230円 01=140円 枠連:890円",,,,,,,,,,,,単勝:320円 複勝:09=140円 07=180円 03=750円 枠連:690円,,,,,,,,,,,
"馬連:1,520円 ワイド:03-18=560円 02-18=3,230円 02-03=8,930円",,,,,,,,,,,,"馬連:5,770円 ワイド:05-11=1,550円 05-08=410円 08-11=490円",,,,,,,,,,,,"馬連:5,500円 ワイド:02-07=1,600円 01-02=790円 01-07=490円",,,,,,,,,,,,"馬連:890円 ワイド:07-09=390円 03-09=1,630円 03-07=2,280円",,,,,,,,,,,
"馬単:2,220円 3連複:38,420円 3連単:102,840円",,,,,,,,,,,,"馬単:14,230円 3連複:3,420円 3連単:44,510円",,,,,,,,,,,,"馬単:11,260円 3連複:4,710円 3連単:41,050円",,,,,,,,,,,,"馬単:1,600円 3連複:7,950円 3連単:27,810円",,,,,,,,,,,
■ 3R  芝1400m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 6R  ダ1400m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 9R  芝1400m 2 歳500万(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■12R  ダ1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,ﾒｲｸﾃﾞﾋﾞｭｰ京都,,,,,,,,,,,,,,,,,,,,,,,,りんどう賞,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13, トイボックス,---,秋山真,, 43,*-14, -11, 7, 16.7, ①①, 1,11,Ｍワンダｰフウラン, 60,国分恭,, 73,   3,   5, 4, 18.7, ⑤⑤, 1, 6,Ａラナンキュラス, 73,四位洋,, 74,   0,*  6, 1,  2.3, ⑦⑤, 1,10,Ａヒシアカデミｰ, 85,藤田伸,, 80,* 13,   3, 1,  3.7, ②②
 2,15, メイショウトリノ,---,武豊  , 0.0, 44, -18,  -6, 1,  2.1, ④③, 2,12,Ｆカミヒコｰキ, 70,藤岡佑, 0.0, 71,*  6,   1, 7, 44.9, ①①, 2, 8,Ｄグレナディｰン, 62,武豊  , 0.2, 70,   1,   2, 3,  4.4, ④④, 2, 3,Ｄスリｰアリスト, 78,武幸四, 0.0, 83,  -5,* 20, 4,  5.8, ⑮⑮
 3,12, ウインジェラルド,---,岩田康, 0.3, 41, -22,  -6, 2,  5.0, ⑨⑦, 3, 7,Ｊジョｰゲルダ, 65,渡辺薫, 0.1, 72,   0,*  8, 9, 72.4, ⑪⑨, 3, 5,Ｅユメノキラメキ, 62,松山弘, 0.3, 69,*  7,  -7, 5, 22.8, ①①, 3,16,Ｎシゲルカサギヤマ, 70,国分恭, 0.3, 79,   5,   8, 7, 26.8, ⑨⑦
 4, 9, マイネルジョイフル,---,佐藤哲, 0.4, 40, -22,  -6, 4,  8.6, ⑫⑩, 4,13,Ａシャンパンマリｰ, 84,藤田伸, 0.2, 70,*  4,   1, 1,  1.7, ③③, 4, 4,Ｂアマファソン, 72,岩田康, 0.5, 66,  -1,   1, 2,  3.0, ⑥⑦, 4, 7,Ｃダノンアスカ, 80,小牧太, 0.3, 78,  -4,* 17, 5,  6.1, ⑭⑭
 5, 6, ペガサスダンディｰ,---,幸英明, 0.4, 40, -21,  -9,12,106.3, ⑤⑤, 5, 6,Ｃルｰジュバンブｰ, 76,武豊  , 0.4, 68,   0,   4, 2,  2.7, ⑧⑧, 5, 2,Ｉオｰロラナイト, 40,池添謙, 0.5, 68,   0,  -1, 6, 23.3, ⑤⑥, 5, 8,Ｊツルマルハロｰ, 72,浜中俊, 0.6, 76,   7,   4, 6, 15.3, ⑥⑥
 6, 8, フラッパｰウィング,---,藤田伸, 0.4, 40, -21,  -9, 8, 30.8, ⑦⑨, 6, 2,Ｋタガノアルデバラン, 65,秋山真, 0.5, 67,   0,   3, 5, 20.4, ⑦⑦, 6, 9,Ｇダンツミラション, 57,藤田伸, 0.6, 66,  -2,   1, 7, 38.2, ⑧⑧, 6, 9,Ｆエｰシンエスヴィｰ, 75,赤木高, 0.7, 74,   5,   4,15,223.4, ⑧⑨
 7, 3, アイアンアタック,---,野元昭, 0.5, 38, -18, -12,15,120.7, ③④, 7, 1,Ｎフィｰリングトｰン, 59,岩田康, 0.6, 67,  -1,   4, 8, 68.3, ⑨⑩, 7, 1,Ｆインタレスティング, 57,酒井学, 0.7, 63,   2,  -6, 8, 80.7, ③③, 7, 5,Ｏロイヤルタバスコ, 69,藤岡康, 1.2, 70,   3,   3,11, 69.0, ⑩⑩
 8, 4, シャイニｰナイト,---,小牧太, 0.6, 42, -30,*  2, 5, 11.9, ⑭⑭, 8, 9,Ｄフェイドレスシｰン, 76,浜中俊, 0.7, 67,  -2,   5, 3, 11.7, ⑭⑬, 8, 3,Ｈタガノジョｰカｰ, 47,国分恭, 1.2, 59,  -6,  -2, 9,102.4, ⑨⑨, 8,13,Ｍドスライス, 72,武豊  , 1.2, 70,   2,   2, 3,  5.1, ⑪⑪
 9, 5, クリｰンダイアナ,---,四位洋, 0.8, 35, -22, -11,11, 89.0, ⑪⑫, 9, 8,Ｇサクラサクラサクラ, 70,赤木高, 0.8, 65,   0,   2, 6, 29.6, ⑩⑪, 9, 7,Ｃコルドバ, 64,藤岡佑, 1.7, 53,*  6, -24, 4,  8.3, ②②, 9,15,Ｂオオヒメ, 80,藤岡佑, 1.2, 69,   8,  -3, 2,  4.4, ⑤⑤
10, 1, カネトシビッグバン,---,太宰啓, 0.9, 37, -27,  -6, 9, 51.4, ⑬⑬,10, 3,Ｅチキリムｰディｰ, 70,石橋守, 1.0, 66,   0,   0,10, 74.0, ⑬⑫,,,,,,,,,,,,,10,11,Ｅタニノジュレップ, 76,鮫島良, 1.2, 72,  11,  -5, 9, 40.8, ④③
11,10, セレスペドロイア,---,安藤勝, 0.9, 33, -19, -16, 3,  7.3, ⑥⑥,11,14,Ｈレディオｰロラ, 68,田中健, 1.2, 62,   3,  -6,14,420.8, ⑥⑥,,,,,,,,,,,,,11, 2,Ｌワンダｰグラス, 72,田村太, 1.3, 69,   5,  -1,12,123.8, ⑦⑧
12,11, ルクリア,---,川田将, 1.1, 31, -21, -18,14,109.4, ⑩⑧,12,10,Ｌウィズインライアン, 63,幸英明, 1.2, 62,   3,  -5,11,188.1, ④④,,,,,,,,,,,,,12, 1,Ｐアピｰル, 67,太宰啓, 1.3, 70, -10,* 16,10, 43.1, ⑯⑯
13,14, スタｰリングパｰト,---,松山弘, 1.3, 27,*-17, -26, 6, 15.7, ②②,13, 4,Ｏランラン, 57,藤岡康, 1.6, 59,  -2,  -3,12,297.2, ⑫⑭,,,,,,,,,,,,,13,14,Ｋヴァンジェｰロ, 72,秋山真, 1.3, 68,  -1,   5,16,263.6, ⑬⑬
14, 7, セイラヴリイ,---,酒井学, 1.3, 26, -22, -19,10, 74.3, ⑧⑪,14,16,Ｐマｰベラスリリｰ, 48,小牧太, 2.5, 51,*  5, -20,13,314.3, ②②,,,,,,,,,,,,,14, 4,Ｈホッコｰワンマン, 74,熊沢重, 1.4, 69,   2,   2,14,220.1, ⑫⑫
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15, 6,Ｉメラトニン, 73,荻野琢, 1.8, 65,* 15, -14, 8, 29.5, ①①
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,12,Ｇボストンカラｰズ, 74,石橋守, 3.1, 55,* 13, -24,13,150.4, ③④
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-11 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:68 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:-5),,,,,,,,,,,
"単勝:1,670円 複勝:13=300円 15=130円 12=180円 枠連:430円",,,,,,,,,,,,"単勝:1,870円 複勝:11=560円 12=1,140円 07=1,720円 枠連:16,440円",,,,,,,,,,,,単勝:230円 複勝:06=120円 08=140円 05=340円 枠連:390円,,,,,,,,,,,,"単勝:370円 複勝:10=160円 03=240円 16=580円 枠連:1,070円",,,,,,,,,,,
