09年 2月 7日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 2月 7日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-7,,,,,■ 4R  ダ1600m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 7R  ダ1600m 4歳上1000万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  ダ2100m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
 9,10,Ｉアルアインシチｰ, 44,蛯名正, 1.9, 44,  -4, -16, 3,  7.5, ⑤③, 9, 1,Ｇスグリワ, 56,村田一, 2.1, 55,  -3, -11, 6, 18.6, ⑭⑭, 9,10,Ｍエプソムメサイア, 71,池崎祐, 0.7, 73,   4,   8,10, 38.6, ⑨⑨, 9,10,Ｊメジロティモン, 82,吉田豊, 2.0, 82,  -1,  23, 9, 34.7,⑩⑩⑩
10, 6,Ｇマハラｰニ, 47,江田照, 2.2, 46,  -7, -11,12, 93.7, ⑨⑨,10, 6,Ｎミヤビクロスオｰ, 46,勝浦正, 2.1, 50,*  4, -21, 7, 19.6, ②②,10,13,Ｉハイカックウ, 73,田中勝, 0.8, 71,   5,   6, 8, 11.8, ⑩⑦,10, 8,Ｃマイネルマニセス, 86,石橋脩, 2.1, 76,   5,   9,11,107.6,⑤⑤⑤
11,15, デンコウヤマト,---,吉田豊, 2.3, 43, -12,  -7, 2,  4.8, ⑮⑮,11, 9,Ｅメジロミッション, 57,吉田隼, 2.2, 50,   0, -14, 8, 53.5, ⑩⑨,11,15,Ｅセイリングシップ, 77,千葉直, 0.9, 68,*  6,   3,12, 44.8, ③④,11, 5,Ｈトロフィｰディｰル, 82,松岡正, 2.9, 77,  -1,  18,10, 45.8,⑪⑪⑪
12, 4,Ｈカシノクリス, 47,池崎祐, 2.6, 40,  -7, -17,16,345.5, ⑦⑧,12, 3,Ａフレイムプリｰスト, 64,内田博, 2.3, 48,  -4, -13, 1,  2.7, ⑮⑮,12,11,Ｋフレンチムスメ, 73,江田照, 1.0, 72,   3,   7,14, 98.0, ⑫⑬,,,,,,,,,,,,
13,16,Ｍトウショウパンサｰ, 35,石橋脩, 3.9, 32, -11, -20,13,103.1, ⑬⑭,13,14,Ｊケイズパステル, 53,江田照, 2.4, 49,   2, -21,14,121.7, ④⑤,13, 8,Ｈパｰプルカフェ, 73,小島太, 1.4, 67,   5,   0,13, 78.8, ⑤⑥,,,,,,,,,,,,
14, 1,Ｌミスティックセドナ, 43,千葉直, 6.0, 13,  -4, -50,14,207.8, ③④,14,16,Ｐマキシムギンガ, 38,大庭和, 3.4, 39,   0, -27,15,177.4, ⑨⑧,14, 6,Ｐナンヨｰウエスト, 64,石橋脩, 1.7, 65,   5,  -1,15,168.4, ⑦⑧,,,,,,,,,,,,
15, 7,Ｏジュンノブルボン,-16,小野次, 6.3, 12, -14, -40,15,323.2, ⑯⑯,15, 7,Ｋタマモヒマワリ, 51,津村明, 4.1, 36,*  3, -37,13,105.5, ③③,15, 4,Ｌツルマイクィｰン, 71,中谷雄, 1.7, 66,   3,   1,16,368.6, ⑪⑫,,,,,,,,,,,,
,,,,,,,,,,,,16, 5,Ｏストライクラプタｰ, 41,伊藤工, 4.7, 33,  -1, -34,16,275.3, ⑥⑪,16, 5,Ｎココシュニック, 70,後藤浩, 2.4, 58,*  7, -13, 2,  5.5, ①①,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:77 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:良(指数:3),,,,,,,,,,,
"単勝:2,270円 複勝:03=650円 08=270円 14=380円 枠連:12,160円",,,,,,,,,,,,"単勝:280円 複勝:08=150円 10=250円 15=1,300円 枠連:830円",,,,,,,,,,,,"単勝:4,330円 複勝:07=1,010円 14=220円 09=610円 枠連:5,170円",,,,,,,,,,,,単勝:510円 複勝:04=170円 07=210円 06=130円 枠連:540円,,,,,,,,,,,
"馬連:12,930円 ワイド:03-08=3,870円 03-14=2,040円 08-14=1,490円",,,,,,,,,,,,"馬連:1,140円 ワイド:08-10=530円 08-15=3,210円 10-15=5,120円",,,,,,,,,,,,"馬連:16,070円 ワイド:07-14=3,830円 07-09=10,410円 09-14=1,780円",,,,,,,,,,,,"馬連:1,960円 ワイド:04-07=670円 04-06=270円 06-07=480円",,,,,,,,,,,
"馬単:28,670円 3連複:31,830円 3連単:249,560円",,,,,,,,,,,,"馬単:1,450円 3連複:19,610円 3連単:51,350円",,,,,,,,,,,,"馬単:37,990円 3連複:85,430円 3連単:619,170円",,,,,,,,,,,,"馬単:3,520円 3連複:1,460円 3連単:12,910円",,,,,,,,,,,
■ 2R  ダ2100m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 5R  芝1400m 3 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  芝3300m 4歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■11R  芝2000m 4歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ東京,,,,,,,,,,,,春麗ｼﾞｬﾝﾌﾟS,,,,,,,,,,,,白富士ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ａフルボディｰ, 67,内田博,, 61,*  4,  -1, 1,  1.6,④③③, 1,11, ヴィルマｰル,---,石橋脩,, 58, -20,*  6, 1,  2.0, ⑥⑥, 1, 1, コウヨウウェｰブ,,五十嵐,,,,, 4,  7.7,①①①, 1,13,Ｂシンゲン, 90,藤田伸,, 92,  18,*  6, 1,  3.0,⑧⑦⑤
 2, 3,Ｉタイキシムｰン, 46,田中勝, 0.0, 60,   0,*  9, 4, 13.9,⑭⑭⑬, 2, 5, トｰヨｰリｰ,---,勝浦正, 0.3, 52,*-17,  -2, 8, 24.1, ②②, 2, 8, シンメイリゲル,,西谷誠,220.2,,,, 3,  6.0,⑤②②, 2, 3,Ｆフォルテベリｰニ, 86,村田一, 0.2, 92,  18,*  5, 9, 38.0,⑤⑥⑦
 3, 7,Ｏガｰトモンテス, 31,吉田豊, 0.2, 59,   2,*  2, 5, 16.0,⑧⑦⑧, 3, 1, ユノゾフィｰ,---,蛯名正, 0.3, 52,*-18,  -1, 2,  4.0, ④③, 3, 5, スナｰクムサシ,,仲田雅,221.2,,,, 8, 22.5,⑥⑤⑤, 3,11,Ｋアグネストレジャｰ, 76,三浦皇, 0.4, 90,  16,*  5, 8, 27.3,⑪⑨⑩
 4,13,Ｂダノンエリモトップ, 65,藤田伸, 0.3, 58,*  5,  -5, 2,  4.8,①①①, 4, 4, ハンマｰプライス,---,木幡初, 0.3, 53, -20,   2, 3,  6.4, ⑤⑤, 4,11, オｰプンガｰデン,,江田勇,221.6,,,, 6, 17.6,⑫⑧⑧, 4, 8,Ａダンスアジョイ, 91,後藤浩, 0.4, 88,  16,*  5, 2,  4.7,⑫⑫⑪
 5, 4,Ｃセイカプレスト, 60,柴山雄, 0.3, 61,   3,   0, 7, 25.6,⑥⑥⑥, 5,16, スタｰリットラヴ,---,柴山雄, 0.6, 51, -23,   2, 6, 22.3, ⑨⑩, 5, 2, デイトレｰダｰ,,金子光,222.2,,,,12, 91.6,⑦⑦⑦, 5,12,Ｇフサイチアソｰト, 86,蛯名正, 0.4, 89,  18,   1, 3,  5.7,⑥⑤⑥
 6,16,Ｇハバナシガｰ, 55,千葉直, 0.9, 54,   1,  -2,11, 63.3,⑩⑩⑨, 6,10, ホリデイスクリｰン,---,酒井学, 0.6, 50, -23,   2,12, 61.9, ⑧⑨, 6,13, トｰセンセレニティ,,宗像徹,223.2,,,, 2,  4.1,⑧⑥⑥, 6, 7,Ｃサクラオリオン, 90,松岡正, 0.6, 86,  17,   1, 7, 22.6,⑨⑧⑨
 7,15,Ｊアルウェット, 45,後藤浩, 1.2, 53,*  4, -10,12, 63.7,⑤④④, 7,12, ファｰストレｰン,---,大野拓, 0.6, 51, -25,*  5, 9, 47.8, ⑩⑫, 7,14, クルワザｰド,,穂苅寿,223.8,,,, 5, 10.4,②③③, 7, 4,Ｅダブルティンパニｰ, 86,田中勝, 0.8, 85,  18,  -5, 6, 10.0,③④④
 8, 1,Ｄマイネルジｰニアス, 58,三浦皇, 1.5, 51,   2,  -9, 3, 11.0,⑨⑧⑦, 8, 8, イドゥナ,---,吉田隼, 0.7, 47,*-18,  -6, 4, 16.4, ③④, 8, 6, ワンダｰシンゲキ,,植野貴,224.2,,,, 1,  2.8,④④④, 8, 5,Ｈピサノパテック, 84,吉田豊, 0.9, 82,* 20, -12, 4,  6.7,①①①
 9, 2,Ｎブルｰデザフィｰオ, 35,蛯名正, 1.7, 50,   1,  -7, 8, 51.9,⑬⑪⑪, 9, 6, カミノスカｰレット,---,江田照, 1.0, 41,*-16, -14,11, 56.0, ①①, 9, 4, オンワｰドアリｰテ,,横山義,224.2,,,, 9, 29.6,⑨⑩⑨, 9,10,Ｊゴｰルデンメイン, 78,左海誠, 1.3, 79,* 19, -15,11, 50.8,④③③
10,14,Ｋスティｰヴハｰト, 45,武士沢, 2.0, 48,  -1,  -6,16,409.8,⑯⑯⑮,10, 3, スペｰスモア,---,横山義, 1.3, 40, -24,  -7,15,150.6, ⑦⑧,10,12, シルクサラマンダｰ,,大庭和,224.7,,,, 7, 20.6,⑪⑬⑬,10, 6,Ｌニホンピロキｰス, 75,酒井学, 1.3, 79,* 21, -16,10, 41.1,②②②
11,12,Ｍマイネルスラッガｰ, 41,石橋脩, 2.6, 45,   1, -13,15,347.9,⑮⑬⑫,11, 2, ポスタｰバリュｰ,---,三浦皇, 1.5, 41, -26,  -6, 5, 19.3, ⑯⑭,11, 9, バシケｰン,,山本康,226.1,,,,11, 82.3,⑩⑪⑩,11, 2,Ｉチェストウイング, 80,吉田隼, 1.5, 79,  15,  -8,12, 96.6,⑦⑩⑫
12, 8,Ｈレオビンテｰジ, 52,江田照, 2.7, 45,   3, -22,10, 60.9,③⑤⑤,12, 9, トｰセンライジング,---,鈴来直, 1.6, 39, -27,  -6,16,253.1, ⑭⑬,12, 3, グランツｰリズモ,,浜野谷,226.3,,,,10, 32.7,③⑨⑪,12, 1,Ｄマチカネオｰラ, 87,内田博, 1.8, 75,  18, -18, 5,  9.0,⑩⑪⑧
13, 6,Ｌチャｰムドサｰクル, 45,伊藤工, 2.7, 44,   0, -13,14,301.3,⑪⑫⑭,13,14, ペカｰ,---,田中勝, 1.7, 36, -22, -14,13, 82.1, ⑫⑦,13, 7, ワイズタイクｰン,,高野和,226.4,,,,14,112.5,⑬⑫⑫,13, 9,Ｍトウショウパワｰズ, 74,柴山雄, 2.1, 73,  15, -15,13,148.3,⑬⑬⑬
14,10,Ｅマアｰラウ, 58,松岡正, 2.7, 45,  -1, -11, 9, 60.2,⑫⑮⑯,14,13, カヤドｰミｰティア,---,内田博, 1.9, 34, -23, -13, 7, 24.0, ⑪⑪,,,,,,,,,,,,,,,,,,,,,,,,
15, 9,Ｆヴィｰヴァアミｰコ, 57,吉田隼, 3.1, 41,*  4, -28, 6, 23.2,②②②,15,15, ポアントゥブルボン,---,吉田豊, 1.9, 34, -26, -11,10, 50.4, ⑮⑮,,,,,,,,,,,,,,,,,,,,,,,,
16, 5,Ｐクラウザｰサン, 25,村田一, 4.3, 38,   0, -30,13,135.0,⑦⑨⑩,16, 7, スペシャル,---,小林淳, 2.2, 32, -27, -12,14,130.2, ⑬⑯,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:2),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:88 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:良(指数:2),,,,,,,,,,,
単勝:160円 複勝:11=110円 03=310円 07=300円 枠連:680円,,,,,,,,,,,,"単勝:200円 複勝:11=120円 05=360円 01=140円 枠連:1,220円",,,,,,,,,,,,"単勝:770円 複勝:01=270円 08=280円 05=500円 枠連:2,380円",,,,,,,,,,,,"単勝:300円 複勝:13=160円 03=940円 11=800円 枠連:3,630円",,,,,,,,,,,
"馬連:1,110円 ワイド:03-11=540円 07-11=520円 03-07=1,490円",,,,,,,,,,,,"馬連:1,790円 ワイド:05-11=750円 01-11=220円 01-05=880円",,,,,,,,,,,,"馬連:2,290円 ワイド:01-08=740円 01-05=1,970円 05-08=2,140円",,,,,,,,,,,,"馬連:5,930円 ワイド:03-13=2,150円 11-13=1,790円 03-11=5,890円",,,,,,,,,,,
"馬単:1,600円 3連複:3,320円 3連単:13,390円",,,,,,,,,,,,"馬単:2,610円 3連複:2,070円 3連単:10,640円",,,,,,,,,,,,"馬単:4,390円 3連複:16,920円 3連単:84,930円",,,,,,,,,,,,"馬単:8,350円 3連複:40,600円 3連単:176,020円",,,,,,,,,,,
■ 3R  ダ1600m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 6R  芝2400m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 9R  芝1400m 3 歳500万(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■12R  芝1400m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,春菜賞,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ｃハｰレムスウィング, 60,吉田豊,, 60,  -4,*  4, 1,  4.1, ⑤④, 1, 3,Ｄフランドルシチｰ, 74,蛯名正,, 72,*  2,  14, 4,  6.7,④③③, 1,16,Ａマイティｰスルｰ, 72,小野次,, 74,   3,*  6, 1,  2.3, ⑩⑩, 1, 3,Ｅサンクスノｰト, 75,内田博,, 84,  -6,* 17, 7, 12.9, ⑤⑤
 2,14,Ｅナパ, 56,三浦皇, 0.2, 60,  -4,*  5, 2,  4.6, ⑦⑧, 2,14,Ｂピエナグッドラック, 77,藤田伸, 0.0, 76,   0,* 23, 1,  3.2,⑫⑪⑨, 2, 3,Ｄフェルミオン, 67,吉田豊, 0.2, 73,   0,*  9, 2,  5.1, ⑮⑮, 2, 5,Ｇアグネストカチ, 74,松岡正, 0.0, 82,* -3,  14, 3,  8.1, ②②
 3,11,Ｄプラチナルｰプ, 57,内田博, 0.5, 58,  -3,   1, 4,  5.7, ⑥⑤, 3,15,Ｊキングオブチャド, 69,三浦皇, 0.1, 74,   1,  18, 2,  4.2,⑨⑦⑦, 3, 5,Ｃアンプレショニスト, 68,内田博, 0.2, 73,   4,   2, 3,  5.6, ⑥⑧, 3, 6,Ｂブラックオリｰブ, 79,三浦皇, 0.1, 81,* -1,  10, 2,  3.9, ①①
 4, 9,Ｇゴｰルドラプソディ, 54,津村明, 0.5, 57,  -4,*  2, 7, 12.3, ⑨⑦, 4, 4,Ｃエイシンフレンチ, 76,吉田豊, 0.1, 74,  -1,* 21, 7, 14.0,⑦⑧⑧, 4, 1,Ｇコスモカラｰズ, 61,松岡正, 0.5, 71,   7,  -5, 9, 45.0, ⑤⑤, 4, 2,Ｌシェリルピンク, 65,田中勝, 0.5, 79,  -9,* 15, 4,  8.3, ⑥⑧
 5, 2,Ａカツヨグラッチェ, 64,田中勝, 0.9, 53,* -1,  -7, 6,  9.1, ①①, 5, 9,Ａマイネルファヴｰル, 77,内田博, 0.4, 72,   0,  18, 3,  5.3,⑭⑭⑫, 5, 4,Ｊハッピｰシャトル, 57,柴山雄, 0.7, 69,* 11, -14, 7, 26.3, ①①, 5,10,Ｄパパラチア, 77,千葉直, 0.7, 74,  -5,   7, 9, 31.5, ③④
 6, 6,Ｈトロピカルベリｰズ, 53,後藤浩, 0.9, 53,* -2,  -6, 3,  5.5, ③③, 6,10,Ｎハイアベレｰジ, 59,後藤浩, 0.5, 68,   1,  10, 6, 12.4,②④④, 6, 6,Ｆドゥミポワント, 63,武士沢, 0.7, 69,   8, -10,12, 60.0, ②③, 6, 9,Ａミルクトｰレル, 85,藤田伸, 0.7, 75,  -9,  11, 1,  2.6, ⑧⑦
 7,16,Ｂマカフシギ, 62,木幡初, 0.9, 56,  -6,   1, 5,  6.2, ⑩⑪, 7, 7,Ｅティアップアライブ, 73,石橋脩, 0.5, 72,   0,  17, 8, 20.9,⑩⑨⑩, 7,15, プレミアム,---,左海誠, 0.7, 65,  -6,* 10,14,114.1, ⑯⑯, 7,13,Ｈサマｰアクトレス, 73,伊藤工, 0.8, 71,* -3,   3, 6, 10.8, ④③
 8,13,Ｆスナｰクキャロル, 55,梶晃啓, 1.0, 55,  -5,  -1, 8, 33.2, ⑧⑨, 8,13,Ｋクレプスキュｰル, 67,伊藤工, 0.7, 69,  -2,  16,11, 60.3,⑧⑩⑪, 8,11,Ｅマイネアリス, 65,三浦皇, 0.8, 68,   6,  -7, 4,  7.8, ⑨⑥, 8, 7,Ｊダイワジャンヌ, 70,村田一, 0.9, 73,  -8,   9, 5, 10.8, ⑦⑥
 9, 4,Ｊフジノチヨヒメ, 48,大庭和, 1.1, 53,  -6,   0,13,145.6, ⑪⑩, 9, 8,Ｆビｰモブホｰプ, 72,江田照, 0.7, 72,  -1,  18,12,114.6,⑬⑫⑬, 9, 7,Ｎプルプル, 52,村田一, 0.9, 66,   0,   0,16,189.3, ⑭⑭, 9, 1,Ｃアドマイヤダｰリン, 78,後藤浩, 0.9, 74, -12,  13, 8, 25.9, ⑫⑫
10, 7,Ｉオオハシャギ, 49,左海誠, 1.5, 50,  -8,  -1, 9, 73.9, ⑬⑬,10,12,Ｉグランデスピリッツ, 70,勝浦正, 0.8, 70,  -1,  16, 9, 50.8,⑪⑬⑭,10,13,Ｈココナッツパルム, 59,後藤浩, 1.3, 62,* 11, -21, 5, 11.0, ④②,10, 4,Ｆカｰムブレイカｰ, 74,吉田豊, 1.1, 71, -11,   9,13,190.6, ⑨⑪
11,12,Ｋウインパランセ, 47,千葉直, 2.2, 44,  -8,  -5,11, 95.1, ⑭⑭,11, 1,Ｏスマｰトステｰジ, 44,田中勝, 0.9, 63,*  2,   0,10, 54.6,①①①,11,14,Ｂコスモクラッベ, 71,津村明, 1.3, 62,   7, -15, 6, 20.4, ⑧⑦,11,11,Ｉマイネルグロッソ, 73,丹内祐, 1.2, 70, -12,   9,10, 46.9, ⑬⑬
12, 5,Ｍメイスンヴィグラス, 44,蛯名正, 2.6, 42,* -1, -20,12,131.1, ②②,12,11,Ｈマイネルブリアｰ, 70,松岡正, 1.1, 62,  -1,   6, 5, 10.6,⑤⑤⑥,12,12,Ｉプリンセスパトラ, 58,小林淳, 1.4, 61,   8, -19,10, 55.0, ③④,12, 8,Ｍチアフルワｰルド, 62,勝浦正, 1.3, 68, -10,   6,12,128.0, ⑩⑩
13, 1,Ｏブルｰフォｰチュン, 25,武士沢, 2.6, 41,  -7, -12,15,319.1, ⑫⑫,13, 5,Ｌエプソムブラスト, 64,池崎祐, 1.6, 58,   1,  -4,14,243.3,⑥⑥⑤,13, 8,Ｏジェットロｰズ, 52,大野拓, 1.5, 58,   3, -12,13, 62.5, ⑬⑫,13,12,Ｋトｰヨｰエｰピｰ, 68,柴山雄, 1.6, 64,  -8,   1,11, 87.8, ⑪⑨
14,10,Ｎエクリプスロマン, 44,小野次, 4.5, 28,  -4, -33,14,257.0, ④⑥,14, 2,Ｍオンワｰドオウガ, 63,千葉直, 1.6, 56,*  2,  -8,15,261.5,③②②,14,10,Ｍキミニムチュウ, 54,石橋脩, 1.6, 58,   2, -12, 8, 28.0, ⑪⑪,,,,,,,,,,,,
15,15,Ｐカリビアンレッド, 25,藤田伸, 5.5, 23, -12, -28,10, 86.6, ⑮⑮,15, 6,Ｇキクジロウ, 71,柴山雄, 2.1, 57,  -3,   3,13,121.8,⑮⑮⑮,15, 2,Ｌチェアユｰアップ, 57,吉田隼, 1.6, 57,   4, -16,11, 55.6, ⑦⑨,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16, 9,Ｋエフテｰダｰジｰ, 57,菊池憲, 1.9, 53,   3, -18,15,181.4, ⑫⑬,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
