09年 1月11日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 1月11日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 4R  芝2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 7R  ダ2300m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  芝1800m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,千種特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｂジョｰカプチｰノ, 69,中舘英,, 67,*  4,*  7, 1,  1.3,①①①, 1,14,Ｃスペシャルシンガｰ, 53,渡辺薫,, 54,*  0,  -1, 1,  1.4,②②②, 1, 8,Ａゲバルトステイヤｰ, 79,上村洋,, 77,*  9,*  8, 1,  2.8,③④③, 1,12,Ｂメイショウナイト, 77,高橋亮,, 79,   3,* 11, 2,  6.1,⑫⑪⑩
 2, 1,Ａロｰレルセラヴィ, 70,田辺裕, 0.1, 65,*  3,*  8, 3, 11.0,③②②, 2,13,Ｏジャングルケイ, 32,上村洋, 0.0, 55,* -1,   1,14,204.7,⑩③③, 2, 6,Ｅマイネルコレドｰル, 73,石橋脩, 0.0, 76,   8,*  8, 8, 32.3,⑮⑨⑤, 2,13,Ｈゴｰルデンガッツ, 70,船曳文, 0.1, 77,   6,   5, 6, 14.7,⑨⑦⑥
 3, 7,Ｃマイネルカルツェ, 64,石橋脩, 0.8, 61,   1,   5, 2,  6.6,⑧⑤③, 3,12,Ａガリアｰノ, 55,津村明, 0.1, 59,  -6,* 15, 2,  7.0,⑯⑯⑪, 3,10,Ｋエナｰジバイオ, 68,丸田恭, 0.2, 76,   8,*  8, 3,  6.3,⑥⑦⑧, 3, 1,Ａオセアニアボス, 79,鮫島良, 0.4, 75,   6,  -1, 1,  2.0,⑤⑤③
 4, 5,Ｄクオリティタイム, 64,飯田祐, 1.4, 60,  -1,   5, 4, 16.5,⑬⑫⑬, 4, 8,Ｊラムタムタガｰ, 43,安藤光, 0.3, 51,  -2,   1, 8, 51.1,⑨⑦⑤, 4,14,Ｃオッティマルｰチェ, 79,田中博, 0.6, 73,   7,   6, 4,  8.4,⑩⑩⑪, 4, 6,Ｆグッドバニヤン, 74,中舘英, 0.4, 77,   7,   1, 4,  8.7,⑦⑥⑤
 5, 4,Ｊシゲルタカチホ, 48,渡辺薫, 2.2, 55,   1,  -7,14,423.2,⑥④④, 5, 3,Ｆブライダルベｰル, 51,鮫島良, 0.4, 59,  -5,* 12, 3,  9.1,⑭⑬⑮, 5,12,Ｌニシノノイジｰ, 68,藤岡康, 0.6, 72,*  9,   0,10, 41.0,②①①, 5,15,Ｅメイショウゲンジ, 75,渡辺薫, 0.4, 73,*  7,  -2, 5, 10.2,③③②
 6,13,Ｅカイテキゴｰゴｰ, 60,上村洋, 2.2, 55,   0,  -3, 7, 57.7,⑪⑨⑤, 6,10,Ｅカネトシアミｰゴ, 52,田嶋翔, 0.4, 51,  -4,   2, 4, 13.2,⑥⑧⑧, 6,15,Ｄトｰセンコックス, 75,和田竜, 0.7, 72,   7,   5, 5, 10.9,⑪⑪⑦, 6, 7,Ｃナミダガキラリ, 76,上村洋, 0.5, 76,   2,*  7, 3,  7.0,⑭⑭⑭
 7,10,Ｇアリデッド, 56,荻野琢, 2.3, 55,  -3,  -2, 5, 18.6,⑫⑬⑩, 7, 5,Ｂパワｰルｰルズ, 53,荻野琢, 0.5, 51,  -5,   3, 6, 41.4,⑮⑫⑩, 7,11,Ｂタキオンバッハ, 79,中舘英, 0.7, 72,*  9,   1, 2,  3.4,⑤③④, 7, 4,Ｉビルトミｰアップ, 65,宮崎北, 0.7, 71,   6,  -3,12,102.5,⑥⑧⑦
 8, 6,Ｎインディアンボス, 41,丸田恭, 2.8, 49,  -2,  -7,12,317.4,⑨⑩⑧, 8, 2,Ｍレオマイヒメ, 36,黛弘人, 0.7, 47,* -1,  -6, 7, 45.0,③④④, 8, 5,Ｆパパノエル, 71,宮崎北, 1.4, 67,   6,   2,15,130.8,⑬⑫⑫, 8, 3,Ｏハｰバｰブリッジ, 58,小原義, 0.9, 70,   2,   2,14,202.7,⑬⑫⑪
