09年11月 8日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年11月 8日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 4R  芝1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-14,,,,,■ 7R  ダ1150m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  芝1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,赤湯特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ｃシルクタイムレス, 50,江田照,, 53,  -7,*  1, 2,  4.6,③⑤④, 1, 9,Ｃプリマフォルツァ, 68,丸田恭,, 74,   0,* 13, 3,  5.4,⑫⑪⑨, 1,10,Ｊホウライパレｰド, 64,荻野琢,, 73,*  7,   9,10, 40.6, ①①, 1, 8,Ｂファルクス, 74,宮崎北,, 76,  -6,* 15, 1,  4.2, ⑩⑤
 2, 3,Ｆラビットラヴソング, 47,的場勇, 0.3, 52, -10,*  4,10, 45.0,⑦⑪⑩, 2, 3,Ｋロｰレルエルヴェル, 60,田辺裕, 0.3, 72,  -1,* 11,11, 38.7,⑮⑭⑫, 2, 5,Ｂラビットマン, 78,丸山元, 0.2, 70,*  5,   9, 1,  2.2, ④④, 2, 9,Ｇフレッドバロｰズ, 70,藤岡康, 0.0, 76,  -8,* 16, 5,  7.6, ⑪⑩
 3,12,Ｅラド, 47,宮崎北, 0.3, 49,  -7,*  0, 4,  5.6,⑨⑨⑧, 3,15,Ｍメイショウデュｰイ, 58,江田照, 0.4, 68,   2,   2, 7, 17.6,⑦⑧⑦, 3, 1,Ｉアサギリ, 66,津村明, 0.6, 67,*  6,   5,14, 78.3, ②②, 3,10,Ｈミキノクレシェンド, 68,古川吉, 0.3, 73,  -2,   7, 4,  7.3, ③③
 4, 6,Ｇマルタカルｰキｰ, 47,木幡初, 0.6, 47,* -5,  -6, 6, 12.1,④③③, 4, 4,Ｂシンセサイザｰ, 70,スボリ, 0.4, 69,   2,   3, 2,  4.2,⑩⑥⑤, 4, 4,Ｅマックスオネスティ, 69,木幡初, 0.8, 65,  -1,  10, 9, 26.3, ⑥⑤, 4,12,Ｅウインリｰズン, 70,松田大, 0.4, 72,  -9,* 13, 6, 12.0, ⑬⑫
 5, 7,Ｄコスモマハトマ, 49,大野拓, 0.9, 46,  -7,  -7, 5,  9.2,⑧⑥⑤, 5,16,Ａマイネルアトレ, 72,中舘英, 0.5, 68,   3,  -1, 1,  3.2,④④③, 5,11,Ｋスタｰサイクル, 64,的場勇, 1.0, 63, -12,* 17,11, 45.8, ⑯⑮, 5,13,Ｋナスザン, 66,田辺裕, 0.6, 68,  -4,   5,10, 28.0, ⑤④
 6, 4,Ｏオウシュウベスト, 30,クラス, 0.9, 47,  -7,  -5,14,111.5,⑤⑧⑦, 6,13,Ｐアイティｰバトル, 51,丸山元, 0.6, 67,   0,   4,12, 85.3,⑪⑫⑬, 6, 7,Ｇロｰドレンジャｰ, 68,田辺裕, 1.2, 62,  -1,   7, 4, 10.6, ⑧⑧, 6,15,Ａケイバズキ, 77,丸田恭, 0.6, 68,  -4,   6, 2,  4.5, ⑦⑧
 7,11,Ｈミゲｰル, 45,荻野琢, 1.1, 48, -10,  -3, 7, 13.7,⑬⑫⑭, 7, 6,Ｈリバｰインバウンド, 64,大野拓, 0.8, 64,   2,  -3, 8, 19.5,⑥⑦⑥, 7,15,Ａチェアユｰアップ, 78,丸田恭, 1.3, 61,  -4,   8, 2,  3.7, ⑩⑪, 7,11,Ｃホリノティアラ, 74,江田照, 0.6, 68,*  2,   0, 9, 24.6, ①①
 8, 5,Ｊマイネルウィル, 42,武士沢, 1.2, 44, -11,  -2,11, 51.6,⑮⑭⑫, 8,10,Ｏケイエスラック, 51,難波剛, 0.9, 64,   0,  -1,15,264.7,⑨⑩⑩, 8,16,Ｃシュウボンバｰ, 72,中舘英, 1.3, 60,   3,   2, 3,  9.3, ⑤⑥, 8,16,Ｆカヴァリエ, 70,スボリ, 0.7, 67,*  0,  -1, 3,  6.0, ②②
 9, 8,Ｂキョウエイバリュｰ, 51,田中博, 1.6, 43,* -5, -14, 3,  5.2,⑥④⑥, 9, 1,Ｆエムエスシャｰプ, 65,西田雄, 0.9, 63,   1,  -3, 9, 27.7,⑧⑨⑪, 9, 3,Ｍトｰセンモンロｰズ, 62,田中博, 1.4, 59,  -6,   7,12, 45.9, ⑪⑨, 9, 4,Ｏベルウッドゼウス, 62,大野拓, 0.8, 66, -13,  11, 8, 21.8, ⑭⑭
10,14,Ｉシゲルオカメノカタ, 44,小野寺, 1.6, 42,  -9,  -9,15,124.6,⑩⑩⑪,10, 2,Ｇモアスマイル, 65,松田大, 0.9, 65,  -1,   3, 5, 12.4,⑭⑬⑭,10, 9,Ｏブルｰラヴ, 61,宮崎北, 1.6, 56,  -5,   6, 5, 20.0, ⑫⑫,10, 3,Ｍカフェアラジン, 63,横山義, 1.0, 62,  -9,   5,12, 32.8, ⑫⑬
11, 9,Ｍニシノソリスト, 35,丸田恭, 1.7, 42, -10,  -8, 9, 27.7,⑫⑬⑬,11,11,Ｅメイクデュｰス, 66,古川吉, 1.0, 63,   3,  -9, 4,  6.7,③③②,11, 2,Ｈブルｰプレミアム, 67,武士沢, 1.6, 57,*  5,  -3,13, 46.9, ③③,11, 1,Ｌブルｰアｰス, 64,荻野琢, 1.0, 61,  -4,   0,14, 93.6, ④⑥
12,13,Ｋカリズマアゲン, 36,西田雄, 2.1, 38,  -7, -17,12, 91.6,⑪⑦⑨,12, 5,Ｊフレンドケント, 64,木幡初, 1.3, 57,*  4, -15, 6, 15.9,②②①,12, 8,Ｄエｰシンウォｰマン, 70,村田一, 1.9, 56,  -8,   6, 7, 23.0, ⑮⑬,12, 7,Ｎコアレスリｰヴァ, 63,黛弘人, 1.0, 64,  -6,   3,15,155.3, ⑨⑦
13, 1,Ａヤマニンフリアンド, 61,中舘英, 2.2, 36,* -6, -20, 1,  4.2,①①①,13, 8,Ｎチｰフヴァｰジニア, 55,高山太, 1.3, 61,  -1,  -3,16,278.4,⑯⑯⑯,13,14,Ｎブライティアカペラ, 62,古川吉, 2.1, 54,  -6,   3,16,148.3, ⑭⑯,13, 2,Ｉノｰブルストｰン, 67,中舘英, 1.1, 62,  -6,   1, 7, 17.5, ⑧⑨
14, 2,Ｌカシノイワイザケ, 35,二本柳, 3.2, 33, -13, -15,13, 98.6,⑭⑮⑮,14,12,Ｉクリノポップコｰン, 64,武士沢, 1.3, 60,   0,  -2,14,120.7,⑬⑮⑮,14, 6,Ｌマザｰロｰド, 62,中谷雄, 2.2, 53,   0,  -4, 8, 25.7, ⑦⑦,14, 5,Ｊショウナンサミット, 66,田中博, 1.7, 54, -14,   1,13, 92.8, ⑮⑮
15,15,Ｎイワイザケ, 34,津村明, 3.3, 29,* -5, -29, 8, 20.8,②②②,15, 7,Ｌドリｰムエレメンツ, 59,丹内祐, 2.0, 51,   3, -21,13,100.9,⑤⑤⑧,15,12, ホｰカｰシｰホｰク,---,国分優, 2.3, 52,  -5,   0,15,105.8, ⑬⑭,15,14,Ｄフライングビｰン, 71,的場勇, 1.8, 52,  -5,  -9,11, 28.0, ⑥⑪
,,,,,,,,,,,,16,14,Ｄメイスンヴィグラス, 67,的場勇, 2.3, 46,*  6, -31,10, 37.3,①①④,16,13,Ｆベルモントエアロ, 69,大野拓, 2.4, 50,  -4,  -3, 6, 22.7, ⑨⑩,16, 6,Ｐタイキティファニｰ, 59,中谷雄, 1.9, 51, -14,  -2,16,169.8, ⑯⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:75 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:-3),,,,,,,,,,,
"単勝:460円 複勝:10=160円 03=850円 12=190円 枠連:5,840円",,,,,,,,,,,,"単勝:540円 複勝:09=230円 03=1,040円 15=630円 枠連:1,160円",,,,,,,,,,,,"単勝:4,060円 複勝:10=850円 05=120円 01=1,270円 枠連:1,100円",,,,,,,,,,,,単勝:420円 複勝:08=170円 09=280円 10=230円 枠連:690円,,,,,,,,,,,
