09年12月19日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年12月19日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 4R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 7R  ダ2300m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■10R  芝1200m 2 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
11,12,Ｐヤマニンフィズ, 21,丸田恭, 4.6, 40,  -4, -16,11,261.7,⑪⑪⑪,11, 6,Ｒスウィングダンス, 32,角田晃, 1.2, 51,  -1, -14,12, 75.6, ⑨⑪,11,11,Ｃメルシｰコバン, 75,安藤光, 2.7, 58,   6, -13, 5, 25.9,④⑥⑦,11,13,Ｌナムラタイフｰン, 54,古川吉, 1.3, 55,   5, -13,11, 99.6, ⑧⑧
12, 2,Ｎメイショウイオラニ, 35,飯田祐, 5.1, 36,  -4, -21,13,330.0,⑦⑧⑨,12, 5,Ｐジルコニア, 43,田中博, 1.4, 47,   0, -19,14, 86.0, ⑧⑧,12,16,Ｍフナベンケイ, 67,大野拓, 3.1, 57,   1,  -2,14, 85.6,⑭⑯⑯,12, 6,Ｊコスモソルスティス, 61,津村明, 1.5, 52,   5, -16,13,120.7, ⑥⑦
13, 5,Ｍダンツタフネス, 38,古川吉, 5.2, 38,  -7, -14,10,238.4,⑬⑭⑮,13, 3,Ｃブリジッドブルｰ, 62,荻野琢, 1.5, 48, -21,*  1,13, 83.1, ⑱⑱,13,13,Ｎエクスハイタッチ, 61,草野太, 3.2, 57,   1,  -3,16,529.9,⑫⑮⑮,13, 4,Ｅマイシャロｰナ, 66,武士沢, 1.5, 49,  -2,  -7,15,340.8, ⑫⑬
14, 4,Ｂロｰドアビリティ, 65,松田大, 5.2, 40,  -6, -18, 5, 33.2,③⑬⑬,14, 8,Ｊメイメイハクハク, 51,柴山雄, 1.5, 46,  -5, -14,17,266.9, ⑭⑬,14, 8,Ｋコアグリｰン, 68,川田将, 3.4, 56,   5, -13, 8, 35.5,⑦⑩⑬,14, 1, プレストクィｰン,---,南田雅, 1.7, 49,   3, -15,14,239.8, ⑩⑩
15,16,Ｌスプリングヴォイス, 41,生野賢, 5.3, 38, -12,  -7,16,434.8,⑩⑯⑯,15,17,Ｏメイクソリッド, 44,北村友, 1.5, 46, -10,  -9,10, 46.7, ⑰⑰,15, 5,Ｐハクサンレジェンド, 50,荻野琢, 4.0, 56,   2,  -9,15,218.0,⑪⑭⑭,15, 7,Ｈハシルヨミテテ, 63,田中博, 2.9, 37, -18, -12, 8, 22.3, ⑮⑮
16,13,Ｏアポロワンダフル, 34,丹内祐, 5.7, 34,  -7, -19,15,405.0,⑭⑮⑭,16,11,Ｎルクリア, 45,丸田恭, 1.5, 45,  -5, -14,15,148.8, ⑮⑮,16, 9,Ｉエバｰアップワｰド, 69,藤岡康, 4.8, 49,   5, -27, 6, 28.0,⑧⑧⑪,,,,,,,,,,,,
,,,,,,,,,,,,17,15,Ｍテイエムバラッド, 45,長谷川, 1.7, 43,  -4, -18,18,417.4, ⑬⑯,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18,18,Ｂスマｰトムｰビｰ, 64,藤岡康, 2.1, 43,* 11, -38, 5, 16.5, ②②,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:-1),,,,,,,,,,,
"単勝:110円 複勝:09=100円 01=460円 11=400円 枠連:1,170円",,,,,,,,,,,,"単勝:370円 複勝:01=160円 02=860円 10=220円 枠連:6,800円",,,,,,,,,,,,単勝:180円 複勝:03=110円 07=140円 04=170円 枠連:330円,,,,,,,,,,,,単勝:610円 複勝:02=160円 11=150円 08=440円 枠連:530円,,,,,,,,,,,
"馬連:1,260円 ワイド:01-09=580円 09-11=410円 01-11=2,950円",,,,,,,,,,,,"馬連:6,130円 ワイド:01-02=1,740円 01-10=720円 02-10=5,240円",,,,,,,,,,,,馬連:410円 ワイド:03-07=210円 03-04=270円 04-07=520円,,,,,,,,,,,,"馬連:900円 ワイド:02-11=390円 02-08=1,370円 08-11=980円",,,,,,,,,,,
"馬単:1,430円 3連複:4,440円 3連単:12,790円",,,,,,,,,,,,"馬単:8,280円 3連複:19,320円 3連単:100,140円",,,,,,,,,,,,"馬単:650円 3連複:920円 3連単:2,580円",,,,,,,,,,,,"馬単:2,080円 3連複:4,660円 3連単:20,150円",,,,,,,,,,,
■ 2R  ダ1000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 5R  ダ1000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 8R  芝2000m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■11R  芝2000m 3歳上ｵｰﾌﾟﾝ(牝) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,愛知杯 ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ａエプソムアイリス, 73,田中健,, 74,*  5,*  7, 3,  5.9, ①①, 1,12,Ｃマルブツエンペラｰ, 69,古川吉,, 75,*  7,*  7, 4,  7.2, ②②, 1,11,Ｌレディｰビスティｰ, 66,中舘英,, 80,   8,*  3, 7, 16.9,⑰⑩⑦, 1, 6,Ｄリトルアマポｰラ, 90,中舘英,, 89,*  2,  18, 4,  7.4,②②②
 2, 9,Ｃメインヴォｰカル, 70,丸田恭, 0.6, 66,*  2,   3, 2,  4.2, ②②, 2, 2,Ｂシゲルクラマヤマ, 71,池添謙, 1.2, 63,*  9,  -6, 3,  4.2, ①①, 2, 3,Ｅハッピｰパレｰド, 72,池添謙, 0.0, 80,   8,*  4, 3,  4.8,⑦⑨⑧, 2, 3,Ｊブラボｰデイジｰ, 84,北村友, 0.0, 87,*  3,  16, 7, 17.3,①①①
 3, 4,Ｂラスカルデュｰク, 71,藤岡康, 0.7, 65,  -6,*  8, 1,  3.0, ⑨⑦, 3,14,Ｅレインボｰルシファ, 66,武士沢, 1.2, 60,  -4,   2,10, 64.2, ⑨⑧, 3,18,Ｆヴェルザンディ, 72,丸田恭, 0.1, 75,* 11,  -5, 9, 22.0,①①①, 3, 2,Ａメイショウベルｰガ, 93,池添謙, 0.1, 90,   1,* 22, 1,  3.8,⑧⑧⑦
 4,15,Ｅノボパガｰレ, 65,丸山元, 0.8, 63,  -1,   3, 4,  6.1, ⑤⑥, 4, 7,Ｇファｰストメジャｰ, 64,的場勇, 1.2, 59, -13,*  9, 7, 30.1, ⑮⑭, 4,16,Ｂニシノルｰファス, 75,北村宏, 0.5, 72,* 11,  -9, 1,  4.4,③②②, 4, 1,Ｆヒカルアマランサス, 88,藤岡康, 0.1, 89,   1,* 22, 3,  6.7,⑦⑦⑥
 5, 7,Ｈシックスシグマ, 60,黛弘人, 1.2, 59,  -4,   1,14, 73.0, ⑥⑤, 5, 5,Ｏジャｰジデスマイル, 53,柴山雄, 1.5, 58, -10,*  4, 8, 36.0, ⑬⑬, 5, 8,Ｈイエロｰタキオン, 70,デムｰ, 0.8, 70,*  9, -11, 4,  6.7,④③③, 5,18,Ｂニシノブルｰムｰン, 92,北村宏, 0.4, 86,  -1,* 20, 5,  8.4,⑩⑩⑩
 6,13,Ｐクｰルボｰイズ, 54,丹内祐, 1.2, 60,  -1,   0, 7, 20.4, ④④, 6,10,Ｆスイｰトライラ, 65,安藤光, 1.7, 54,  -6,   0, 5, 13.0, ⑪⑪, 6, 9,Ｇロｰズバンク, 71,川田将, 0.9, 70,*  9, -12, 2,  4.4,⑭⑥⑤, 6, 7,Ｃウェディングフジコ, 92,菊沢隆, 0.4, 83,   1,  15, 6, 14.7,⑤⑤⑤
 7,16,Ｆコパノチカチャン, 65,田中博, 1.2, 60,  -3,   2, 6, 18.5, ⑦⑧, 7,13,Ｈトップオブバイオ, 63,北村宏, 1.7, 56,   2,  -6,12, 94.5, ⑤④, 7,10,Ｃサマｰアクトレス, 73,大野拓, 1.1, 69,   5,  -7, 6, 13.5,⑯⑯⑪, 7, 9,Ｍマイネレｰツェル, 80,川田将, 0.6, 88,  -1,* 21, 9, 21.4,⑫⑬⑬
 8, 6,Ｊリップサｰビス, 58,草野太, 1.3, 58,  -7,   3,16,144.8, ⑧⑩, 8, 6,Ｄアスタｰクリス, 68,北村友, 1.8, 56,   2,  -6, 9, 40.8, ④⑤, 8, 6,Ａマイネナデシコ, 75,津村明, 1.4, 65,   6, -12,11, 43.6,⑪⑬⑫, 8,15,Ｎレインダンス, 79,武幸四, 0.6, 84,*  2,  10,16, 59.5,④③③
 9,11,Ｌフォレストルｰラｰ, 58,中村将, 1.4, 57,  -6,   1, 8, 22.0, ⑩⑨, 9,16,Ｎステルスワン, 56,丹内祐, 1.8, 56,*  5,  -8,15,332.0, ③③, 9,17,Ｄカネトシスラｰヴァ, 73,小林慎, 1.5, 64,* 10, -20, 5,  9.5,⑬⑤④, 9, 5,Ｇセラフィックロンプ, 86,角田晃, 0.7, 81,   1,  10, 8, 19.8,③④④
10,12,Ｇウインクルラッキｰ, 62,田村太, 1.5, 56,  -6,   1,15, 90.2, ⑪⑪,10, 9,Ｊウェｰブガｰル, 63,丸田恭, 1.8, 55,  -3,  -3, 6, 23.5, ⑧⑩,10, 1,Ｎピュアラブ, 64,藤岡康, 1.6, 63,   5, -13,12, 52.0,⑩⑭⑭,10,12,Ｋピエナビｰナス, 83,古川吉, 0.7, 87,  -2,  19,15, 56.2,⑭⑫⑫
11, 5,Ｏトクトイムスメ, 54,加藤士, 1.5, 55, -16,*  7,13, 52.7, ⑮⑮,11,15,Ｍキングベガロｰド, 59,難波剛, 2.0, 53,   1,  -8,14,305.5, ⑦⑥,11, 7,Ｊメイクデュｰス, 68,国分恭, 1.6, 62,   8, -18,10, 29.0,⑥⑪⑩,11, 8,Ｅムｰドインディゴ, 89,デムｰ, 0.9, 83,  -3,  19, 2,  6.2,⑱⑯⑮
12, 2,Ｎガリレオシチｰ, 57,大下智, 1.5, 58, -15,*  6,10, 40.7, ⑭⑭,12, 4,Ｋアイノタンゴ, 62,上村洋, 2.0, 54,  -5,  -4,11, 70.5, ⑩⑨,12,15,Ｐトゥザハッスル, 57,北村友, 1.6, 62,*  9, -21,16,176.3,⑨⑦⑨,12, 4,Ｉラフレッシュブルｰ, 84,上村洋, 0.9, 83,  -2,  16,11, 27.8,⑪⑪⑪
13,10,Ｄクリノオンビｰト, 68,生野賢, 1.6, 54, -12,   3, 5, 16.9, ⑬⑬,13, 1,Ａオウシュウバラッド, 72,中舘英, 2.1, 50, -13,   0, 1,  3.0, ⑭⑮,13, 4,Ｒルナレｰヴェ, 50,鮫島良, 1.7, 64,   5, -12,14,155.4,⑮⑰⑰,13,11,Ｌアルコセニョｰラ, 83,武士沢, 1.0, 82,  -3,  19,14, 42.2,⑯⑭⑭
14, 3,Ｍアドリｰム, 58,田中克, 1.6, 55,  -9,   1, 9, 34.7, ⑫⑫,14, 3,Ｌモルフェドット, 61,武英智, 2.1, 51, -10,  -1,13,120.9, ⑫⑫,14, 5,Ｉカイゼリン, 68,武幸四, 1.9, 63,   4, -14, 8, 19.6,⑱⑱⑱,14,16,Ｈクラウンプリンセス, 85,鮫島良, 1.2, 81,  -3,  16,10, 22.3,⑰⑮⑯
15,14,Ｉクレバｰグレイス, 60,国分恭, 1.7, 55,*  2,  -7,12, 49.4, ③③,15, 8,Ｉヒットヒットヒット, 63,飯田祐, 2.3, 51,   2, -10, 2,  3.6, ⑥⑦,15, 2,Ｍシュンドルゴナ, 66,田中健, 2.1, 59,   8, -25,15,174.8,⑧⑫⑮,15,10,Ｏエリモファイナル, 78,石橋守, 1.4, 79,  -6,  17,18,206.6,⑮⑱⑰
16, 1,Ｋコンゴウ, 58,高井彰, 2.1, 50, -20,   5,11, 45.9, ⑯⑯,,,,,,,,,,,,,16,13,Ｏリキサンキャロル, 60,安藤光, 2.2, 58,   6, -22,18,386.3,⑫⑮⑯,16,14,Ｐトｰルポピｰ, 76,松田大, 1.6, 71,   1,   1,12, 35.4,⑨⑨⑧
,,,,,,,,,,,,,,,,,,,,,,,,17,14,Ｋヴァリアントレディ, 66,上村洋, 2.6, 54,*  9, -36,13, 98.1,⑤④⑥,17,17,Ｒヤマニンメルベイユ, 71,柴山雄, 1.8, 67,   1,  -4,17,134.8,⑥⑥⑨
,,,,,,,,,,,,,,,,,,,,,,,,18,12,Ｑカネスヴィバｰチェ, 56,丸山元, 4.5, 42,   8, -60,17,379.0,②⑧⑬,18,13,Ｑダイアナバロｰズ, 71,田中博, 2.4, 66,  -5,   2,13, 37.1,⑬⑰⑱
ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-10 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:88 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-1),,,,,,,,,,,
"単勝:590円 複勝:08=150円 09=160円 04=130円 枠連:1,110円",,,,,,,,,,,,単勝:720円 複勝:12=220円 02=180円 14=860円 枠連:550円,,,,,,,,,,,,"単勝:1,690円 複勝:11=520円 03=190円 18=610円 枠連:2,790円",,,,,,,,,,,,"単勝:740円 複勝:06=260円 03=500円 02=170円 枠連:3,110円",,,,,,,,,,,
"馬連:1,200円 ワイド:08-09=470円 04-08=260円 04-09=250円",,,,,,,,,,,,"馬連:1,340円 ワイド:02-12=670円 12-14=3,340円 02-14=2,640円",,,,,,,,,,,,"馬連:3,290円 ワイド:03-11=1,310円 11-18=2,970円 03-18=1,370円",,,,,,,,,,,,"馬連:7,430円 ワイド:03-06=2,320円 02-06=740円 02-03=1,480円",,,,,,,,,,,
"馬単:2,710円 3連複:1,050円 3連単:8,130円",,,,,,,,,,,,"馬単:3,230円 3連複:14,380円 3連単:64,800円",,,,,,,,,,,,"馬単:8,010円 3連複:20,260円 3連単:86,840円",,,,,,,,,,,,"馬単:13,710円 3連複:10,730円 3連単:73,140円",,,,,,,,,,,
■ 3R  ダ1700m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 6R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 9R  ダ1700m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,,■12R  芝2500m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,天竜川特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ｊエヴァ, 65,デムｰ,, 77,*  9,*  5, 2,  3.5,①①①, 1, 8,Ｌエｰシンカハナモク, 58,川田将,, 71,*  9,   0, 7, 31.0,③③⑤, 1,12,Ａアグネスラナップ, 80,池添謙,, 73,*  5,* 14, 2,  4.4,④③③, 1,10,Ｈメインストリｰム, 78,川田将,, 86,   7,* 19, 3,  6.6,⑫⑭⑭
 2,11,Ｇキシュウグラシア, 67,国分恭, 0.0, 76,   7,*  7, 3,  4.9,②③③, 2,11,Ｂハリマノワタリドリ, 73,丸田恭, 0.0, 70,   7,*  3, 4,  8.5,⑨⑥④, 2,15,Ｇニホンピロララバイ, 69,藤岡康, 0.0, 75,*  6,* 13, 6,  9.2,②②②, 2, 3,Ｋウィッシングデュｰ, 74,国分恭, 0.1, 82,* 12,   3,11, 46.6,③④②
 3, 6,Ｃメイショウコレット, 74,田中健, 0.4, 75,   7,   4, 4,  7.3,⑥④④, 3,10,Ｅトｰホウオｰディン, 71,柴山雄, 0.3, 69,   8,  -1, 3,  5.2,④⑤⑥, 3, 1,Ｄレッドアイ, 74,角田晃, 0.9, 72,   0,* 16, 3,  5.7,⑭⑬⑩, 3, 4,Ｅハｰマジェスティ, 81,小林慎, 0.2, 82,  11,   6, 5, 10.7,⑨⑦⑦
 4,10,Ｈストロングジョイス, 65,津村明, 0.9, 70,   6,   2, 8, 34.1,⑦⑥⑥, 4, 9,Ａオｰシャンクルｰズ, 76,柴原央, 0.4, 69,   5,*  4, 2,  3.2,⑭⑫⑩, 4, 7,Ｂクｰルフォｰマ, 79,北村宏, 1.0, 64,   4,   7, 1,  3.5,⑤⑤④, 4, 5,Ｌティズインパルス, 72,安藤光, 0.2, 80,* 13,  -3,15,192.4,①①①
 5, 7,Ａパルクエスト, 76,鮫島良, 1.0, 70,*  8,  -4, 1,  3.3,③②②, 5, 3,Ｃアドバンスピｰル, 71,北村宏, 0.4, 66,*  9,  -4, 5, 11.3,②②②, 5,16,Ｆトップオブオナｰ, 69,国分恭, 1.0, 68,   3,   9,10, 61.4,⑬⑧⑥, 5, 1,Ｉワシャモノタリン, 75,中村将, 0.5, 78,   9,   3,13, 84.6,⑤⑧⑧
 6, 4,Ｉヤマニンノベリスト, 65,柴山雄, 1.0, 70,   3,*  5,12,103.3,⑩⑩⑩, 6,13,Ｉグラスブレイド, 67,大野拓, 0.5, 67,   5,*  3, 9, 36.6,⑪⑪⑦, 6,14,Ｅベイビｰロｰズ, 70,川田将, 1.2, 65,*  7,   1, 7, 17.2,①①①, 6,12,Ｆマイネルプリマス, 81,津村明, 0.6, 77,  11,  -2, 6, 11.4,⑥⑥⑥
 7,15,Ｂクリノソｰニャ, 74,丸山元, 1.8, 64,   5,  -5, 5,  9.2,⑪⑧⑦, 7,14,Ｄリｰジェントゲスト, 71,津村明, 1.0, 63,   5,  -3,10, 71.1,⑫⑨⑨, 7, 4,Ｃエイブルベガ, 77,鷹野宏, 1.6, 63,   1,   8, 4,  6.8,⑨⑩⑪, 7, 6,Ｂイケドラゴン, 83,中舘英, 0.6, 78,  10,  -3, 7, 12.3,②⑤⑤
 8, 3,Ｏイズミコマンダｰ, 54,荻野琢, 1.9, 67,   2,   0,13,111.2,⑬⑬⑮, 8, 1,Ｇニシノホウギョク, 68,デムｰ, 1.2, 62,*  9, -12, 1,  3.0,①①①, 8,11,Ｉネオファロス, 66,荻野琢, 2.2, 62,   1,   2,11,101.9,⑪⑫⑨, 8, 9,Ａヴェルトマイスタｰ, 84,デムｰ, 0.6, 77,* 12,  -5, 1,  3.7,⑦③④
 9,16,Ｅゴｰルドケｰ, 69,田中博, 2.1, 63,   2,  -1,11, 81.2,⑯⑭⑪, 9, 7,Ｋキクジロウ, 65,田中博, 1.2, 63,   6,  -6,12,107.8,⑧⑦⑧, 9, 8,Ｏラｰナック, 51,黛弘人, 2.6, 57,   2,  -1,14,191.1,⑩⑪⑫, 9, 2,Ｍマチカネフクノカミ, 70,的場勇, 0.7, 75,   9,   0,10, 17.9,⑧⑨⑨
10,14,Ｋフレアリングロｰズ, 64,田辺裕, 2.1, 63,   0,   2,15,184.5,⑮⑮⑭,10, 5,Ｎメイショウカポネ, 57,国分恭, 1.3, 62,   7, -10,15,203.2,⑦④③,10, 9,Ｋエｰティｰショパン, 62,北村友, 2.6, 55,   3,  -4, 9, 38.4,⑦⑦⑦,10,11,Ｃベストオｰカン, 83,北村宏, 0.7, 78,   8,*  7, 8, 13.4,⑬⑫⑪
11, 9,Ｌシｰオブザスタｰズ, 64,大野拓, 2.3, 60,   7, -11, 7, 28.8,⑨⑤⑤,11,15,Ｆエアパパガト, 68,藤岡康, 1.4, 63,   3,  -1,14,193.8,⑬⑮⑬,11, 6,Ｍエｰシンウォｰマン, 59,丸山元, 2.7, 55,   3,  -5,12,110.5,⑥⑥⑧,11, 8,Ｇエタｰナルクラウン, 78,池添謙, 0.8, 76,   9,  -1, 9, 14.2,⑩⑩⑩
