09年 9月21日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 9月21日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1400m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 4R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 7R  ダ1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■10R  芝1000m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,驀進特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｂブラックイレブン, 54,吉田豊,, 56,  -2,* -7, 4,  6.2, ⑥⑥, 1,11,Ｃキャニオンブラウン, 71,内田博,, 70,   7,* -1, 1,  2.3,④③③, 1, 4,Ｄホワイトショウフク, 78,宮崎北,, 80,   8,* 12, 6, 14.9,⑧⑧⑧, 1, 4,Ｅパッションロｰズ, 76,芹沢純,, 90,* 14,  11, 7, 13.1,   
 2, 1,Ｇサンワｰドネオ, 46,西田雄, 0.7, 50,*  3, -23, 7, 53.2, ①①, 2, 3,Ｄタテヤマキセキ, 63,中村将, 0.0, 68,*  8,* -2, 4, 13.3,②②②, 2, 9,Ｆダイレクトパス, 75,内田博, 0.6, 79,   7,   9, 4,  8.1,⑪⑪⑪, 2,14,Ｉキヲウエタオトコ, 73,安藤勝, 0.3, 86,   6,* 12, 1,  4.7,   
 3, 7,Ｄショウナンスマイル, 53,柴田善, 0.7, 47,  -5, -13, 2,  3.2, ⑦⑦, 3, 1,Ａメジロロッキｰ, 75,柴山雄, 0.5, 65,   6,  -3, 2,  2.7,⑪⑤⑤, 3, 8,Ａシルクエンデバｰ, 79,田中勝, 0.8, 73,   8,   4, 7, 15.3,⑩⑦⑦, 3, 8,Ｃマヤノクレナイ, 76,藤田伸, 0.4, 83,   7,   9, 2,  5.8,   
 4, 5,Ａキングシャｰロット, 55,内田博, 0.7, 48,  -2, -17, 1,  2.7, ⑤⑤, 4, 2,Ｂゴｰカイフォンテン, 72,江田照, 0.8, 62,   6,  -6, 3,  5.3,③④④, 4,10,Ｇエイシンワｰルド, 71,伊藤工, 0.8, 73,   7,   7, 5, 10.4,⑨⑩⑨, 4, 3,Ａウインアンジェラス, 80,北村宏, 0.5, 81,   6,   9, 5, 10.5,   
 5, 8,Ｃクナンガン, 54,松岡正, 0.8, 46,  -9,*-10, 3,  4.4, ⑨⑧, 5, 5,Ｈネオライディｰン, 57,松岡正, 0.8, 64,   4,  -3, 9, 38.3,⑥⑥⑥, 5, 1,Ｋスタｰノｰブルマン, 57,木幡初, 1.0, 70,*  9,  -1,10, 55.2,①①①, 5, 7,Ｆフェスティヴマロン, 76,丸田恭, 0.6, 78,  -2,* 13,15, 57.2,   
 6, 4,Ｊストロングリゲル, 24,津村明, 0.9, 46,*  0, -23, 5, 10.8, ②②, 6,10,Ｉサイキカンパツ, 57,草野太, 1.7, 58,   1,  -6,10,228.3,⑨⑪⑪, 6, 2,Ｃマイネルアベニｰル, 78,津村明, 1.0, 71,   8,   3, 1,  2.9,⑥⑥⑥, 6, 5,Ｂストロングポイント, 79,柴田善, 0.8, 75, -13,* 18,12, 27.0,   
 7, 9,Ｈミゲｰル, 41,宮崎北, 1.3, 39,  -8, -18, 9, 99.8, ⑧⑨, 7, 4,Ｆベルウッドランタン, 61,田辺裕, 1.8, 56,*  7, -18, 7, 29.3,①①①, 7, 7,Ｂガｰトモンテス, 78,吉田豊, 1.3, 70,*  9,  -3, 2,  3.6,②②②, 7, 2,Ｄパパラチア, 76,吉田隼, 0.9, 74,  -5,  11,10, 25.2,   
 8,11,Ｅコウセイベイビｰ, 50,黛弘人, 1.3, 42,  -1, -27, 8, 60.9, ④③, 8, 8,Ｋホウザンドラゴン, 32,伊藤工, 2.0, 53,   4, -14,11,280.9,⑤⑦⑦, 8, 3,Ｈアルスボヘミアン, 70,勝浦正, 1.4, 69,   8,  -2, 8, 19.4,③③③, 8, 1,Ｋストレｰトイン, 72,中舘英, 0.9, 75,  -1,   8, 8, 16.6,   
