09年 9月26日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 9月26日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 4R  ダ1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 7R  ダ1800m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■10R  芝1000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,飛翔特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ｍマイネルチハヤ, 30,石橋脩,, 58,   6,*-15, 7, 12.9,⑩④④, 1,12,Ｇアグネスハイヤｰ, 61,中舘英,, 61,*  4,* -6, 8, 37.6,③②③, 1, 1,Ｂスズカエルマンボ, 78,宮崎北,, 79,   7,* 13, 1,  1.9,③③③, 1,15,Ｊバロンダンス, 69,木幡初,, 86,   1,* 18, 8, 22.5,   
 2, 3,Ｌスナｰクスペイン, 33,小野次, 0.1, 57,   5,*-13, 2,  4.6,⑥⑥⑤, 2, 6,Ｂトラストブルｰ, 68,村田一, 0.0, 62,   2,* -3, 1,  2.7,⑧⑦⑤, 2, 2,Ｊエビスハルカ, 67,西田雄, 0.8, 74,   5,*  8,11, 95.9,⑥⑥⑤, 2,12,Ｈゴｰルデンリング, 72,赤木高, 0.0, 87,* 12,   9, 6, 13.1,   
 3, 9,Ｃエｰシンガレオン, 46,吉田隼, 0.8, 52,*  8, -24, 4,  7.7,②②②, 3,11,Ａコスモツイマイ, 68,木幡初, 0.7, 56,   2,  -8, 3,  4.9,⑨⑧⑦, 3,14,Ｆクリノソｰニャ, 74,丸山元, 0.8, 75,   6,   8, 9, 37.5,⑦⑤④, 3,16,Ｃラインディｰヴァ, 76,松田大, 0.1, 85,*  9,   9, 7, 20.9,   
 4,11,Ｋシルクタイムレス, 35,江田照, 0.9, 50,*  8, -26, 6, 11.6,④①①, 4,13,Ｃレインボｰマジック, 66,安藤光, 0.8, 55,   1,  -8, 4,  6.2,⑪⑩⑧, 4,11,Ｃスティｰルシャｰク, 77,荻野琢, 1.3, 72,   5,   4, 7, 18.0,⑤⑦⑥, 4, 2,Ｇチャｰムペンダント, 72,石橋脩, 0.2, 83,*  9,   7, 5, 12.9,   
 5, 8,Ａコスモマハトマ, 48,大野拓, 1.1, 50,   4, -20, 1,  3.8,⑪⑦⑥, 5, 3,Ｆスｰパｰコｰタロｰ, 63,江田照, 0.8, 55,   3, -11, 5, 11.6,⑤③②, 5, 7,Ａクルンプホルツ, 80,田中博, 1.4, 73,   4,   8, 2,  3.6,⑮⑫⑫, 5,11,Ｂリｰヴタイム, 77,安藤光, 0.2, 83,*  8,   9, 9, 25.4,   
 6,13,Ｂウエスタンウェイブ, 46,田辺裕, 1.1, 51,*  7, -25, 8, 14.0,⑤③③, 6, 9,Ｄサンワｰドカペラ, 66,吉田隼, 0.9, 55,   3, -12, 2,  3.8,⑥⑤④, 6,13,Ｇオシャベリコパ, 73,吉田隼, 2.2, 64,*  9, -11, 5, 16.4,①①①, 6,14,Ｆサンマルヘイロｰ, 72,小林淳, 0.3, 81,  -7,* 17, 2,  4.4,   
 7, 2,Ｄマイネルウィル, 45,武士沢, 2.3, 43,  -2, -19,11, 60.7,⑮⑬⑩, 7, 5,Ｉグラッドストック, 55,石橋脩, 1.4, 52,*  4, -19, 7, 29.0,①①①, 7, 5,Ｄクリノサンデｰママ, 76,高橋亮, 2.2, 66,   4,   1, 4, 14.7,⑩⑪⑨, 7,17,Ｄホリノティアラ, 76,江田照, 0.3, 80,   5,   9, 1,  2.2,   
 8, 5,Ｈキタサンアイドル, 41,熊沢重, 2.6, 43,   2, -28,13, 87.4,⑧⑧⑧, 8, 4,Ｋミスケンタッキｰ, 49,大野拓, 2.2, 46,   2, -21,13,251.8,⑦⑥⑥, 8, 6,Ｅアクアリング, 75,小野次, 2.4, 64,   5,  -3, 6, 17.3,⑨⑨⑧, 8, 8,Ｅウェｰブガｰル, 73,大野拓, 0.6, 76,  -4,* 12,12, 56.2,   
 9, 1,Ｏトミケンアベｰユ, 23,赤木高, 3.0, 40,   0, -27,10, 30.6,⑬⑫⑨, 9, 1,Ｊメイショウアルテア, 54,荻野琢, 2.7, 46,  -2, -16,10,148.8,⑬⑬⑬, 9, 8,Ｈラブリｰコンサｰト, 71,的場勇, 2.4, 64,* 10, -13, 3, 13.3,⑪②②, 9, 7,Ａプリティマリ, 79,武士沢, 0.7, 74,   5,   3,11, 42.3,   
10, 6,Ｊシゲルオカメノカタ, 38,飯田祐, 4.2, 34,  -3, -31,14,178.0,⑭⑮⑭,10, 7,Ｈホワイトデイズ, 58,黛弘人, 3.6, 38,   1, -32, 9, 40.1,⑩⑨⑨,10,15,Ｋネオコルテックス, 67,高橋智, 2.5, 65,   2,   1,10, 52.9,⑫⑭⑭,10,13,Ｋホウライパレｰド, 67,荻野琢, 0.8, 72,   4,   3,10, 36.9,   
11,15,Ｆドクトルカｰル, 43,宮崎北, 6.0, 25,   0, -52,12, 87.2,⑦⑪⑪,11, 8,Ｅセプテンバｰレイン, 64,丸田恭, 5.0, 31,   3, -47, 6, 15.3,②④⑩,11,12,Ｍマイシルバｰスタｰ, 51,丸田恭, 2.9, 60,   6,  -9,12,153.2,④⑧⑦,11, 4,Ｍコリコパット, 66,中舘英, 0.9, 73,   4,   2, 4, 12.6,   
12,12,Ｎミキノキョウニシキ, 27,西田雄, 6.5, 24,  -1, -53,15,258.2,⑨⑭⑮,12,10,Ｍダノンブリッジ, 26,熊沢重, 6.0, 29,   0, -50,11,157.6,⑫⑫⑫,12, 9,Ｉコヅル, 70,中舘英, 3.6, 55,   6, -17, 8, 19.7,②④⑪,12, 6,Ｒタイキティファニｰ, 48,田辺裕, 1.1, 67,  -8,   7,15,154.8,   
13, 4,Ｉスズヨジハｰド, 39,丸山元, 7.1,  7,   5, -72, 5,  7.7,①⑤⑦,13, 2,Ｌエトワｰルドｰル, 38,丸山元, 6.2, 26,   0, -52,12,194.6,④⑪⑪,13, 4,Ｌキタノオハナ, 54,武士沢, 3.6, 55,   2,  -9,13,240.9,⑬⑬⑬,13, 3,Ｌハッシャバイ, 67,宮崎北, 1.3, 65,   5,  -5,14,108.2,   
14, 7,Ｇチェリｰブロッサム, 41,丸田恭, 7.5,  4,   0, -67, 3,  6.9,⑫⑩⑫,,,,,,,,,,,,,14, 3,Ｎマヤノモノポリｰ, 51,大野拓, 4.2, 51,   4, -17,14,353.7,⑧⑩⑩,14,18,Ｎイｰサンバブル, 61,的場勇, 1.4, 63,   5,  -6,13, 91.6,   
15,14,Ｅシャイニｰベスト, 44,木幡初, 8.2,  0,   1, -74, 9, 16.9,③⑨⑬,,,,,,,,,,,,,15,10,Ｏロマニｰトウショウ, 49,小林淳, 4.6, 50,  -1, -11,15,454.9,⑭⑮⑮,15, 1,Ｐフライトマイル, 56,高橋智, 1.4, 62,  -8,   3,18,299.5,   
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16, 9,Ｏブライティアピア, 59,丸田恭, 1.5, 61,   0,  -4,16,167.1,   
