09年12月12日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年12月12日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 4R  芝1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 7R  ダ1400m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  芝1400m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,六甲ｱｲﾗﾝﾄﾞｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,16,Ｄトｰホウプリンセス, 57,岩田康,, 66,*  4,  -3, 2,  4.1, ②②, 1, 4,Ａミッキｰドリｰム, 67,和田竜,, 62,* -2,* 10, 2,  3.7, ⑤⑤, 1, 7,Ｈナムラタイタン, 69,熊沢重,, 83,*  9,  10, 3,  8.1, ②②, 1,11,Ｆエｰシンフォワｰド, 82,池添謙,, 87,  11,   9, 3,  4.9, ⑥⑥
 2,12,Ｃハｰトフルボディ, 61,武豊  , 0.4, 62,  -1,* -1, 5,  7.8, ⑤⑤, 2, 6,Ｃネオヴァンドｰム, 61,デムｰ, 0.0, 60,* -1,   7, 1,  2.7, ②②, 2, 4,Ｂライフストリｰム, 76,武豊  , 0.3, 79,   7,  10, 2,  3.4, ④③, 2, 1,Ｃオセアニアボス, 84,デムｰ, 0.3, 83,  11,   5, 1,  3.2, ④④
 3, 4,Ｇトシザマキ, 49,浜中俊, 0.8, 60,*  3,  -8, 3,  5.6, ④④, 3,16,Ｊシンコｰプリンス, 47,幸英明, 0.3, 58,* -2,   5, 7, 31.1, ④④, 3,14,Ａクレスコワンダｰ, 81,浜中俊, 0.3, 80,   1,* 17, 1,  2.3, ⑪⑫, 3, 3,Ｎストリｰトスタイル, 74,浜中俊, 0.5, 81,   8,   6, 6, 13.2, ⑦⑦
 4, 9,Ａサウンドバリアｰ, 66,幸英明, 0.8, 60,*  5, -11, 1,  2.4, ①①, 4, 1,Ｇシャイニｰナイト, 53,小牧太, 0.4, 58,  -5,   9, 6, 21.7, ⑧⑦, 4, 2,Ｄフェイマステイル, 74,藤田伸, 1.3, 72,   1,   8, 6, 14.4, ⑬⑪, 4, 7,Ｇコアレスコジｰン, 81,石橋守, 0.5, 80,   3,* 12,10, 55.8, ⑬⑬
 5, 3,Ｂプリティスタｰ, 64,池添謙, 1.2, 56,*  3, -12, 4,  7.4, ③③, 5,15,Ｄカネトシパサｰジュ, 61,藤岡佑, 0.5, 59,  -8,* 13, 3,  4.1, ⑬⑫, 5,11,Ｇジョｰゲルダ, 71,渡辺薫, 1.4, 73,   0,   9, 5, 14.1, ⑯⑭, 5, 2,Ｂゼットオｰラ, 85,川田将, 0.6, 80,* 13,  -3, 5, 12.1, ②②
 6, 6,Ｅメイプルリボｰン, 57,佐久間, 1.3, 53,  -7,  -2, 7, 35.3, ⑨⑨, 6, 8,Ｌトウショウフリｰク, 46,池添謙, 0.5, 57,* -2,   3, 5, 16.5, ⑥⑥, 6,15,Ｋプリティゴｰルド, 64,池添謙, 1.4, 71,   4,   4,11, 91.7, ⑩⑩, 6, 4,Ａラフレッシュブルｰ, 86,藤田伸, 0.7, 78,   5,   7, 7, 14.1, ⑩⑫
 7, 8,Ｊホンマキセキ, 43,安部幸, 1.5, 51, -10,  -3,11,143.3, ⑫⑪, 7,18,Ｍカレンパッキャオ, 45,藤岡康, 0.6, 58,  -9,* 16,16,293.9, ⑱⑮, 7, 5,Ｌキャニオンブラウン, 63,安部幸, 1.5, 71,   5,   2, 8, 35.3, ⑦⑤, 7,15,Ｄサザンギャラクシｰ, 84,武豊  , 0.7, 77,   4,   7, 2,  4.3, ⑫⑪
 8,15,Ｈヤマイチテキｰラ, 48,田嶋翔, 1.5, 52,  -4,  -7,13,190.9, ⑧⑦, 8,12,Ｉジュヌドラゴン, 48,岩田康, 1.0, 50,  -5,   0, 8, 34.1, ⑪⑧, 8, 3,Ｅマサヤマト, 72,武幸四, 1.6, 71,   3,   4, 7, 27.9, ⑧⑦, 8,18,Ｅエイシンパンサｰ, 82,藤岡佑, 0.8, 77,   2,* 10, 4,  6.5, ⑯⑭
 9, 1,Ｎサチノクイック, 32,小牧太, 1.9, 45, -19,*  2,10, 82.3, ⑯⑯, 9, 5,Ｆクリスマドンナ, 59,熊沢重, 1.1, 48,* -2,  -7, 9, 47.1, ③③, 9, 8,Ｎレインボｰマリｰン, 62,和田竜, 1.6, 70,  -2,  10,12,104.8, ⑮⑯, 9, 5,Ｒオメガユリシス, 62,藤岡康, 0.8, 76,   7,   2, 9, 50.2, ⑨⑧
10,11,Ｆトップオブザヘヴン, 49,藤田伸, 2.0, 45, -13,  -4, 6, 24.0, ⑮⑭,10, 3,Ｂアドマイヤマリン, 64,川田将, 1.2, 51,  -8,   4,10, 47.1, ⑨⑬,10, 6,Ｃコンヴィヴィオ, 75,デムｰ, 1.8, 68,   4,   1, 4,  8.6, ⑨⑨,10,14,Ｑショウナンカッサイ, 68,幸英明, 0.9, 77,* 15,  -8,12, 79.1, ①①
11, 5,Ｋカネコメキラリ, 40,渡辺薫, 2.1, 47,  -9,  -8, 8, 47.3, ⑩⑫,11, 2,Ｅトｰワランマル, 60,石橋守, 1.5, 46,  -6,  -4,14,110.2, ⑩⑩,11,13,Ｆオシャベリコパ, 71,川田将, 1.9, 67,   5,  -2, 9, 39.1, ⑥⑥,11,12,Ｈグレイトフルタイム, 81,岩田康, 1.0, 73,   4,   3, 8, 42.6, ⑪⑩
12, 2,Ｌキタサンエタニティ, 36,藤岡康, 2.1, 45, -10,  -7,12,182.0, ⑬⑬,12,10,Ｈヤマニンフリスキｰ, 50,安部幸, 1.7, 47, -10,   3,13, 89.1, ⑭⑯,12, 1,Ｊパリオ, 66,藤岡佑, 2.5, 62,   1,  -2,14,155.8, ⑫⑬,12, 6,Ｏジョイントスタｰズ, 73,国分恭, 1.1, 74,  11,  -5,16,237.2, ⑤⑤
13, 7,Ｉナムラクレイン, 44,国分恭, 3.1, 37,  -5, -22, 9, 57.5, ⑥⑥,13, 7,Ｒエリモシシオｰ, 33,渡辺薫, 1.9, 45, -12,   3,17,375.7, ⑯⑰,13,12,Ｐエｰシンフォｰサン, 49,国分恭, 2.6, 62,   5,  -8,13,132.8, ⑤⑧,13,17,Ｍトｰワユメジ, 76,小坂忠, 1.1, 73,  -2,* 11,17,252.5, ⑰⑱
14,10,Ｐゴｰルドロザリｰ, 26,石橋守, 3.3, 36, -10, -19,15,221.8, ⑪⑩,14,17,Ｎテイエムハクリュウ, 45,国分恭, 2.2, 38,  -8, -12,15,194.0, ⑫⑪,14, 9,Ｏマックスコヒヌｰル, 60,四位洋, 2.6, 62,   1,  -1,15,178.8, ⑭⑮,14, 8,Ｐルルパンブルｰ, 70,武幸四, 1.1, 75,   3,   5,14,122.7, ⑭⑮
15,13,Ｏパｰプルナイト, 31,和田竜, 3.4, 34, -12, -17,14,217.2, ⑭⑮,15,14,Ｋエムオｰゴｰルド, 46,浜中俊, 2.2, 37,* -1, -26,11, 48.4, ①①,15,10,Ｍワンモアグリッタｰ, 62,北村浩, 3.0, 57,* 12, -20,16,343.0, ①①,15, 9,Ｉシルクドラグｰン, 79,安藤光, 1.2, 72,   2,   5,15,161.3, ⑮⑯
16,14,Ｍドｰルフェステバル, 34,高野容, 4.3, 26,  -5, -32,16,290.5, ⑦⑧,16,13,Ｐゼロｰソ, 36,藤田伸, 2.2, 37,  -5, -17,12, 62.2, ⑦⑨,16,16,Ｉブルｰデライト, 66,岩田康, 3.2, 55,   8, -16,10, 68.2, ③④,16,10,Ｋドリｰムシグナル, 77,安部幸, 1.6, 67,  -1,   4,11, 66.1, ⑱⑰
,,,,,,,,,,,,17, 9,Ｏオメガキングコング, 40,武豊  , 3.1, 29,  -9, -20, 4, 12.4, ⑮⑭,,,,,,,,,,,,,17,13,Ｊストラテジｰ, 77,川島信, 2.0, 62,   8, -15,13, 96.7, ⑧⑨
,,,,,,,,,,,,18,11,Ｑアンク, 35,小林徹, 3.7, 25, -13, -21,18,379.2, ⑰⑱,,,,,,,,,,,,,18,16,Ｌバルバレスコ, 76,五十嵐, 2.1, 63,* 12, -21,18,294.7, ③③
