09年 1月10日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 1月10日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 4R  ダ1400m 3 歳新馬(牝) 馬齢,,,,,,,,,,,,■ 7R  ダ1800m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  芝2200m 4歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ京都,,,,,,,,,,,,,,,,,,,,,,,,許波多特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｊマコトエレンシア, 48,福永祐,, 65,*  3,*  1, 7, 15.0,①①①, 1, 9, トｰホウリッチ,---,角田晃,, 63,* -3,*  2, 4, 11.4, ④②, 1, 4,Ａイカガデスカ, 74,佐藤哲,, 71,   3,*  6, 2,  3.5,③⑤③, 1, 6,Ｊドリｰムキュｰブ, 73,和田竜,, 86,* 15,  -3, 5, 14.6,①①①
 2, 7,Ｂクリスザドｰル, 58,幸英明, 0.4, 61,   0,*  1, 1,  2.5,⑧⑦⑥, 2,12, ピュアマリｰン,---,石橋守, 1.0, 57,* -1,  -8, 7, 24.1, ①①, 2, 7,Ｂアドマイヤミスティ, 74,川田将, 0.1, 72,   2,*  7, 3,  3.8,⑦⑨⑨, 2, 1,Ｂウォｰゲｰム, 82,安藤勝, 0.5, 81,  12,  -2, 1,  2.4,③③③
 3, 9,Ｋフィロンルｰジュ, 45,岩田康, 0.5, 62,  -1,*  2, 3,  7.4,⑩⑧⑧, 3, 7, カネトシフィオｰレ,---,岩田康, 1.6, 52,  -7,  -5, 8, 24.6, ⑧⑤, 3,14,Ｅワキノキルシェ, 71,岩田康, 0.7, 71,   2,   5, 1,  2.8,⑬⑬⑩, 3, 5,Ｄエタｰナルクラウン, 79,池添謙, 0.6, 82,   7,* 11, 7, 17.8,⑪⑪⑨
 4, 8,Ｍイズミコマンダｰ, 44,池添謙, 0.7, 60,  -1,*  1, 9, 23.5,⑨⑨⑨, 4, 3, ハギノハニｰ,---,福永祐, 2.0, 48,* -3, -14, 2,  4.6, ②③, 4, 2,Ｆヒミノプリンセス, 70,幸英明, 1.0, 64,   2,  -1, 9, 63.8,⑧⑧⑦, 4,10,Ｉタガノファントム, 74,岩田康, 0.7, 80,  11,   0, 3,  4.4,⑤⑥⑥
 5, 1,Ｈアヤナベル, 52,太宰啓, 0.8, 58,   0,  -1,11,128.3,⑦⑥⑦, 5, 8, エドノジェリモ,---,渡辺薫, 2.0, 49,  -5, -12, 6, 18.9, ⑤⑥, 5, 3,Ｈテｰオｰクレバｰ, 67,福永祐, 1.2, 63,*  3,  -7, 6, 19.7,②②②, 5, 7,Ａウィルビｰキング, 83,藤岡佑, 0.9, 78,  10,   0, 2,  4.2,⑥⑦⑦
 6,13,Ａナムララピス, 58,小牧太, 1.2, 58,   1,  -7, 2,  4.7,⑥⑤④, 6, 2, パンドル,---,小牧太, 2.1, 48, -12,  -4, 5, 13.8, ⑨⑨, 6,10,Ｊラフアップ, 64,池添謙, 1.2, 63,   2,  -4, 8, 51.7,⑥⑦⑧, 6, 4,Ｌメインストリｰム, 71,福永祐, 1.2, 77,   8,   1, 4, 14.0,⑩⑨⑧
 7, 5,Ｉヴィｰヴァシラオキ, 51,藤岡佑, 1.9, 51,   1, -13, 4,  9.4,④③③, 7, 5, アドマイヤセレス,---,川田将, 2.1, 48,* -2, -15, 3,  4.9, ③④, 7,12,Ｌケイエスユリ, 60,石橋守, 1.3, 67,  -2,   4,13, 87.5,⑭⑭⑬, 7, 8,Ｅバｰジンフォレスト, 78,佐藤哲, 1.6, 72,  11, -15,10, 69.2,⑨⑤⑤
 8,10,Ｅホクセツテンシ, 57,和田竜, 2.0, 50,*  2, -16, 5, 10.1,②②②, 8,10, マルヨモザｰ,---,安藤勝, 2.3, 45, -15,* -2, 1,  2.1, ⑩⑪, 8, 5,Ｃセイウンハレルヤ, 73,田中克, 1.4, 64,   1,  -3, 5, 12.4,⑪⑩⑪, 8, 2,Ｆディジュリドゥｰ, 77,幸英明, 1.7, 72,   5,  -1,11,107.5,⑫⑫⑫
