09年 4月 4日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 4月 4日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 4R  芝2970m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1400m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  ダ1400m 4歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｺｰﾗﾙｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ｃピサノプリヴェ, 63,岩田康,, 57,*  0,   5, 1,  1.9,①①①, 1, 3, タガノマスタング,,北沢伸,,,,, 2,  4.4,③③①, 1, 8,Ａザッハｰマイン, 79,中谷雄,, 79,* -3,* 20, 1,  2.4, ③②, 1,15,Ａセントラルコｰスト, 94,川田将,, 90,*  8,  18, 1,  2.2, ②②
 2,12,Ａティフィン, 64,藤岡佑, 0.2, 57,*  0,   5, 3,  5.5,⑥④③, 2, 8, トロピカルクイｰン,,今村康,196.6,,,, 1,  2.6,①①②, 2, 7,Ｃマルブツサクラオｰ, 75,浜中俊, 0.0, 79,* -2,* 19, 4,  7.5, ①①, 2, 8,Ｃオリジナルフェイト, 90,武豊  , 0.2, 87,*  8,  16, 2,  4.4, ①①
 3,11,Ｅマルフクギガ, 56,秋山真, 0.3, 54,*  0,   3, 2,  4.4,②②②, 3, 5, マンノレｰシング,,金折知,197.4,,,, 6, 14.2,⑦⑥⑤, 3,16,Ｄサイキックダイブ, 74,福永祐, 1.0, 72,  -7,  17, 3,  6.4, ⑧⑧, 3, 1,Ｅアンクルリｰサム, 89,四位洋, 0.3, 87,   6,  17,11, 33.9, ④③
 4, 1,Ｄミルフィアタッチ, 60,福永祐, 0.4, 58,  -3,*  9, 4,  8.2,⑩⑩⑦, 4, 1, ファンドリリュウ,,熊沢重,197.8,,,, 3,  6.8,②②③, 4, 1,Ｂシュウボンバｰ, 76,四位洋, 1.1, 70,  -5,  13, 2,  4.2, ④④, 4, 6,Ｂペプチドルビｰ, 94,荻野要, 0.3, 88,   3,* 23, 3, 10.0, ⑬⑩
 5, 3,Ｋキャリコロｰズ, 41,小牧太, 0.4, 56,  -3,*  8, 6, 23.8,⑦⑨⑧, 5,10, メイショウダンディ,,植野貴,198.7,,,, 7, 14.8,④④④, 5, 4,Ｅクレアシオン, 73,藤岡佑, 1.2, 71, -10,* 19, 5, 13.8, ⑫⑪, 5, 2,Ｇイブロン, 87,藤岡佑, 0.5, 86,   2,* 22,10, 33.4, ⑫⑬
 6, 2,Ｆビクトリｰレディｰ, 53,荻野琢, 0.6, 54,  -2,   4, 9, 76.4,③⑤⑤, 6,12, スリｰプレアデス,,高野容,199.2,,,,10, 43.7,⑧⑦⑦, 6,12,Ｆエｰシンブイムｰド, 73,武豊  , 1.3, 69,  -5,  12, 6, 17.7, ⑦⑥, 6, 4,Ｌシャｰベットトｰン, 85,上村洋, 0.6, 85,   4,  18,16,150.8, ⑧⑨
 7, 7,Ｂカスガ, 63,幸英明, 0.6, 52,* -1,   2, 5, 20.4,④③④, 7, 4, マルブツバンダリｰ,,西谷誠,199.3,,,, 8, 17.0,⑤⑤⑥, 7, 5,Ｈディアアゲイン, 72,太宰啓, 1.3, 68,  -5,  12, 7, 18.5, ⑤⑤, 7,13,Ｆセレスハント, 89,岩田康, 0.8, 83,*  7,  12, 4, 10.6, ③④
 8, 8,Ｇラヴボンジェリｰ, 53,藤岡康, 1.0, 50,  -2,   1, 7, 26.2,⑤⑥⑥, 8, 6, ライフチェンジ,,出津孝,203.0,,,,12,107.3,⑥⑧⑧, 8, 2,Ｎキｰミヤビ, 59,池添謙, 1.6, 66,* -4,   7,10, 32.7, ②③, 8, 3,Ｋヒシオフェンス, 85,池添謙, 0.8, 84,   4,  17, 8, 19.0, ⑨⑦
