09年 8月30日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 8月30日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1400m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 4R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 7R  ダ1200m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  芝1200m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,飯豊特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ｄソルプリマベラ, 52,伊藤工,, 65,*  0,  -2, 3,  7.3, ②②, 1, 3,Ｆフェｰズシックス, 60,伊藤工,, 70,   9,*  0, 2,  4.1,⑧⑥⑦, 1,13,Ｂテイエムヨカドｰ, 75,石橋脩,, 72,  -5,* 14, 1,  3.9, ⑧⑦, 1, 5,Ｉルミナスハｰバｰ, 75,福永祐,, 80,   2,* 12, 1,  2.8, ⑧⑧
 2, 7,Ｇゴｰルドジャパン, 48,木幡初, 0.3, 61,  -3,  -2, 7, 32.5, ⑤④, 2, 8,Ｂゴｰカイフォンテン, 65,江田照, 0.2, 68,* 11,  -7, 7, 24.2,②②②, 2,11,Ｃシュンカジョウ, 75,後藤浩, 0.2, 69,  -6,* 13, 2,  4.0, ⑨⑨, 2, 6,Ｌブルｰカｰディナル, 75,江田照, 0.3, 75,   4,   5,12, 39.8, ⑤④
 3, 9,Ｃエフティフロｰラ, 59,蛯名正, 0.5, 59,  -6,  -2, 1,  1.7, ⑧⑦, 3, 6,Ｈシルクコンダクタｰ, 55,菊沢隆, 0.4, 69,   9,* -4,11,117.2,⑩⑧⑥, 3, 9,Ｄレッドリップス, 74,伊藤工, 0.3, 67,*  0,   6, 4,  6.2, ③③, 3, 9,Ｐデライトシｰン, 69,松岡正, 0.4, 75,* 10,  -3, 3,  9.5, ①①
 4, 3,Ｅプロスペラスマム, 49,武士沢, 0.6, 57,  -7,  -2, 5, 11.8, ⑨⑧, 4,13,Ａマイネルレクシス, 70,松岡正, 0.8, 65,  11, -10, 1,  2.2,⑤⑤⑤, 4, 5,Ａラヴリｰドリｰム, 75,木幡初, 0.9, 63,*  1,   0, 6, 11.3, ①①, 4,13,Ａウインアンジェラス, 89,北村宏, 0.4, 73,*  5,   2,10, 23.4, ③③
 5, 5,Ｂマイネコティヨン, 60,石橋脩, 0.6, 59,  -3,  -7, 4,  8.0, ③③, 5,14,Ｇジュウモンジ, 60,石橋脩, 0.8, 65,* 13, -15, 3,  6.3,①①①, 5, 8,Ｅブライティアカフェ, 74,福永祐, 1.0, 63,*  0,  -1, 3,  5.2, ②②, 5,17,Ｇパパラチア, 76,池添謙, 0.5, 74,   0,*  6, 6, 12.8, ⑪⑪
 6,14,Ａプルミエアムｰル, 65,北村宏, 0.9, 56, -13,*  4, 6, 13.7, ⑭⑬, 6, 5,Ｅヴィｰヴァジョｰコ, 62,柴山雄, 0.9, 67,   7,* -1, 6, 18.3,⑭⑪⑩, 6, 3,Ｈハイデフィニション, 67,柴山雄, 1.1, 61,  -3,   1, 7, 17.5, ⑤⑤, 6,10,Ｅカレンナサクラ, 79,吉田隼, 0.6, 72,   0,   5, 2,  5.0, ⑨⑨
 7,11,Ｆニシノフェミニン, 49,吉田隼, 0.9, 55,  -8,  -3, 8, 41.7, ⑩⑩, 7, 4,Ｃヒシフロンティア, 64,武士沢, 1.2, 63,   6,  -5,10, 49.7,⑫⑫⑫, 7,10,Ｍザデイ, 59,宮崎北, 1.1, 60,  -8,   6, 8, 19.8, ⑩⑧, 7,18,Ｆシベリアンヒｰト, 77,柴田善, 0.7, 70,  -3,*  6, 9, 21.0, ⑬⑫
 8, 6,Ｈワイドスプレッド, 44,後藤浩, 1.0, 54,  -4,  -9, 2,  6.5, ⑥⑥, 8,12,Ｄセトウチサンダｰ, 64,大野拓, 1.3, 63,  10, -15, 5, 12.4,④④④, 8, 6,Ｎベルイシス, 59,北村宏, 1.2, 60, -10,   8,13,111.6, ⑪⑪, 8,14,Ｈプレンティラヴ, 76,木幡初, 0.8, 69,   3,   0, 8, 15.2, ⑦⑤
 9, 8,Ｍメジロカトリｰヌ, 34,大江原, 1.3, 49,  -6, -12, 9, 52.3, ⑦⑨, 9,11,Ｍクレバｰネオ, 43,中谷雄, 1.3, 63,  11, -14,12,196.6,③③③, 9, 4,Ｊハングインゼア, 64,菊沢隆, 1.3, 61,  -2,   0,15,335.9, ⑥⑥, 9, 7,Ｎアイアンデュｰク, 70,蛯名正, 0.8, 70,  -5,*  8, 5, 11.3, ⑮⑰
10,13,Ｉコスモマイティｰン, 43,佐藤哲, 1.6, 47, -15,  -3,12,227.3, ⑯⑯,10,10,Ｊインザブラック, 52,蛯名正, 2.3, 56,   6, -15, 4,  8.6,⑦⑩⑪,10, 2,Ｉリヒタｰ, 66,柴田善, 1.3, 60, -14,  10, 9, 52.9, ⑬⑬,10, 8,Ｑタカラタロウ, 66,村田一, 0.9, 69,   3,  -2,16,259.5, ⑥⑦
11, 2,Ｏアップルミント, 27,大野拓, 1.7, 46,  -3, -19,14,365.9, ④⑤,11, 1,Ｌナモンカラｰ, 44,木幡初, 2.7, 54,   5, -13,14,409.0,⑪⑬⑬,11,12,Ｆフレイヤ, 71,郷原洋, 1.3, 59,  -2,  -2, 5,  7.8, ④④,11,16,Ｏセレスダイナミック, 69,角田晃, 0.9, 68,  -4,   5,14, 58.4, ⑯⑭
12,10,Ｋユウキサンオｰラ, 41,郷原洋, 1.9, 45,  -9, -14,13,244.1, ⑪⑪,12, 2,Ｋグラスレジェンド, 51,小野次, 2.8, 52,   9, -24, 9, 46.7,⑨⑦⑧,12, 1,Ｇビクトリアスバイオ, 67,池添謙, 1.3, 59, -19,* 15,10, 67.8, ⑮⑮,12, 4,Ｍトップオブピｰコイ, 71,後藤浩, 1.0, 67,   0,   0, 4, 10.9, ⑩⑩
13,15,Ｌアイアイレインボｰ, 40,西田雄, 2.0, 43, -11, -14,16,712.0, ⑫⑫,13,15,Ｉトゥパックアマル, 54,後藤浩, 3.1, 51,  10, -27, 8, 34.2,⑥⑨⑨,13,15,Ｌレッドレイク, 61,蛯名正, 1.9, 54, -10,   1,12, 96.8, ⑫⑫,13, 1,Ｋソリッドラヴ, 75,宮崎北, 1.1, 65,  -5,   3,17,281.8, ⑭⑯
14, 1,Ｊディアコトミ, 42,池添謙, 2.7, 34,*  0, -36,10,153.6, ①①,14, 7,Ｏロッキｰマウンテン, 25,黛弘人, 7.4, 29,  -2, -43,15,594.0,⑬⑭⑭,14, 7,Ｏグランドロｰザ, 40,村田一, 2.3, 52, -16,   4,14,282.6, ⑭⑭,14, 3,Ｃソロソログランプリ, 81,武士沢, 1.1, 64,  -3,   1,11, 38.0, ⑫⑬
15,12,Ｎハセノヒマワリ, 29,柴田善, 2.8, 33, -11, -25,11,206.9, ⑬⑭,15, 9,Ｎニシノドスカラス, 41,佐藤哲,31.4,31.4---, -16, ---,13,235.6,⑮⑮⑮,15,14,Ｋミラクルフルｰツ, 62,吉田隼, 2.4, 50,  -5,  -8,11, 83.6, ⑦⑩,15,11,Ｊアサクサブラボｰ, 75,菊沢隆, 1.3, 61,  -7,   2,15,228.7, ⑱⑱
16,16,Ｐヤマニンフィズ, 25,柴田大, 3.8, 22, -12, -35,15,666.3, ⑮⑮,,,,,,,,,,,,,,,,,,,,,,,,,16, 2,Ｂファッシオドンナ, 84,伊藤工, 1.5, 60,   4, -11,13, 58.1, ④⑥
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,15,Ｒヒュｰムウッド, 57,黛弘人, 2.2, 51,  -4, -12,18,454.6, ⑰⑮
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,12,Ｄサウスヒュｰマｰ, 80,小林久, 2.5, 47,*  8, -28, 7, 13.2, ②②
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+10 ﾚｰｽｱｶﾞﾘ指数:-9 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:1),,,,,,,,,,,
"単勝:730円 複勝:04=170円 07=490円 09=110円 枠連:3,480円",,,,,,,,,,,,"単勝:410円 複勝:03=190円 08=470円 06=1,940円 枠連:3,910円",,,,,,,,,,,,単勝:390円 複勝:13=150円 11=140円 09=180円 枠連:450円,,,,,,,,,,,,"単勝:280円 複勝:05=150円 06=760円 09=330円 枠連:5,530円",,,,,,,,,,,
"馬連:9,980円 ワイド:04-07=2,110円 04-09=290円 07-09=770円",,,,,,,,,,,,"馬連:4,000円 ワイド:03-08=1,250円 03-06=6,920円 06-08=17,060円",,,,,,,,,,,,馬連:760円 ワイド:11-13=320円 09-13=510円 09-11=420円,,,,,,,,,,,,"馬連:6,640円 ワイド:05-06=1,930円 05-09=640円 06-09=4,130円",,,,,,,,,,,
"馬単:16,970円 3連複:4,390円 3連単:62,870円",,,,,,,,,,,,"馬単:5,670円 3連複:86,180円 3連単:362,990円",,,,,,,,,,,,"馬単:1,530円 3連複:1,390円 3連単:5,620円",,,,,,,,,,,,"馬単:10,060円 3連複:15,870円 3連単:103,690円",,,,,,,,,,,
■ 2R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 5R  芝1800m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  芝1600m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■11R  芝2000m 3歳上ｵｰﾌﾟﾝ(国) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ新潟,,,,,,,,,,,,古町特別,,,,,,,,,,,,農林水産省賞典 新潟記念 ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ｂガｰトモンテス, 71,吉田隼,, 74,* 10,* -1, 1,  3.2,①①①, 1,12, トｰセンパｰシモン,---,後藤浩,, 64, -23,* 18, 4,  7.0, ⑦⑧, 1,12,Ｌサトノエクスプレス, 65,池添謙,, 87,  -7,* 24,10, 32.3, ⑭⑮, 1, 5,Ｂホッコｰパドゥシャ, 90,江田照,, 96,   2,  27, 5,  9.9, ⑦⑦
 2, 4,Ａメジロロッキｰ, 71,柴山雄, 0.2, 72,   8,*  3, 5, 14.1,⑧⑧⑧, 2, 4, ロフティｰクリフ,---,柴田善, 0.3, 57,*-21,   8, 6,  9.2, ①①, 2, 9,Ｈシェリルピンク, 70,木幡初, 0.1, 81,* -1,  13, 8, 21.9, ⑤⑥, 2, 6,Ｊサンライズベガ, 86,池添謙, 0.0, 95,*  3,  22, 6, 10.9, ②③
 3, 2,Ｈコスモツイマイ, 60,木幡初, 0.9, 66,   9,  -5, 7, 24.1,⑥④④, 3, 7, ドリｰムバスケット,---,柴山雄, 0.7, 53,*-20,   4, 3,  6.1, ②②, 3,11,Ｃクレスコワンダｰ, 76,後藤浩, 0.1, 87,  -7,* 24, 2,  5.3, ⑰⑯, 3, 8,Ｎメイショウレガｰロ, 84,村田一, 0.1, 93,*  4,  18,12, 25.8, ①①
 4, 5,Ｄポッピイ, 69,蛯名正, 0.9, 68,   7,  -2, 6, 22.2,⑪⑨⑨, 4, 2, シルクゴスホｰク,---,松岡正, 0.7, 57, -25,* 13, 1,  3.0, ⑩⑨, 4,17,Ｇプロスアンドコンズ, 70,福永祐, 0.2, 86,  -8,* 24, 1,  2.1, ⑱⑱, 4,16,Ａエアシェイディ, 91,後藤浩, 0.1, 98,  -1,* 31, 3,  7.5, ⑰⑰
 5, 1,Ｉヨシキタドッコイ, 59,中谷雄, 1.1, 66,   8,  -5, 8, 35.9,⑩⑦⑦, 5,13, ジャストザシｰズン,---,北村宏, 1.0, 49, -23,   5,10, 49.6, ⑧⑥, 5,15,Ｅテクニカルラン, 73,石橋脩, 0.2, 83,  -3,  15, 6, 16.3, ⑧⑨, 5,11,Ｃアルコセニョｰラ, 90,武士沢, 0.1, 94,   1,  27, 1,  6.3, ⑨⑨
 6, 8,Ｊツクバチャｰム, 56,菊沢隆, 1.4, 66,   4,* -1, 9, 44.4,⑬⑩⑩, 6, 9, タイトｰフォルテ,---,吉田隼, 1.0, 49,*-22,   2, 8, 23.4, ⑤⑤, 6,10,Ａスマｰトステｰジ, 80,北村宏, 0.3, 79,  -4,  16, 4, 10.2, ⑬⑬, 6,14,Ｏセラフィックロンプ, 83,宮崎北, 0.1, 92,   1,  24,15, 38.3, ⑤⑥
 7,12,Ｅワンダフルカフェ, 68,小島太, 1.9, 60,* 10, -17, 3,  3.5,②②②, 7, 8, サベラｰジュ,---,木幡初, 1.7, 38,*-22,  -9,11, 83.0, ③③, 7, 6,Ｉアナナス, 69,村田一, 0.5, 79,  -2,  11,11, 73.4, ⑦⑧, 7, 3,Ｄダンスアジョイ, 88,角田晃, 0.2, 94,   1,  24, 9, 13.4, ⑫⑧
 8,10,Ｆオンワｰドイデア, 64,伊藤工, 1.9, 60,   3,  -3,15,325.5,⑭⑬⑫, 8, 1, トｰセンフリｰジア,---,伊藤工, 1.8, 48, -32,  10, 7, 22.5, ⑬⑬, 8, 8,Ｂスイｰトカルタゴ, 78,柴田善, 0.9, 73,  -7,  10, 3,  8.0, ⑯⑰, 8, 1,Ｍレオマイスタｰ, 85,北村宏, 0.2, 90,*  3,  21,18, 76.7, ⑥⑤
 9, 3,Ｃリｰプアヘッド, 70,松岡正, 2.5, 56,*  9, -20, 2,  3.4,④⑤⑤, 9,11, クラヴィエ,---,福永祐, 1.8, 41, -25,  -5, 2,  4.5, ⑥⑦, 9, 4,Ｍクリアソウル, 63,松岡正, 0.9, 74,  -4,   8,12, 75.2, ⑩⑩, 9, 2,Ｒマルカシェンク, 78,柴山雄, 0.2, 96,   0,* 28,10, 18.2, ⑮⑬
10,14,Ｋアルカディアシチｰ, 54,江田照, 2.7, 54,*  9, -22,10, 79.4,③③③,10, 3, マイネルウィル,---,石橋脩, 1.9, 44, -29,   2,12, 98.3, ⑪⑪,10, 5,Ｄプリティダンス, 73,佐藤哲, 0.9, 68,* -1,   2, 7, 18.2, ④④,10,15,Ｌハギノジョイフル, 85,吉田隼, 0.3, 96,  -1,* 29,13, 34.9, ⑯⑯
