09年 6月21日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 6月21日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 4R  芝1600m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  ダ1400m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■10R  芝2000m 3歳上ｵｰﾌﾟﾝ(牝) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ阪神,,,,,,,,,,,,,,,,,,,,,,,,ﾏｰﾒｲﾄﾞｽﾃｰｸｽ ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ａサクラナスカ, 66,幸英明,, 67,* -1,   4, 3,  4.7, ②②, 1, 1, ダノンパッション,---,武豊  ,, 38, -31,* -2, 1,  1.2, ④⑤, 1,15,Ｃメイショウセンゴク, 77,幸英明,, 73,   4,   6, 3,  6.0, ⑥④, 1, 1,Ｋコスモプラチナ, 79,和田竜,, 89,* 16,   1, 9, 22.1,①①①
 2,11,Ｆビバエルフ, 58,川田将, 0.1, 68, -12,* 15,10, 27.2, ⑭⑭, 2, 8, シャイン,---,太宰啓, 0.1, 36, -31,  -5, 7, 31.8, ⑥④, 2, 9,Ｄキアｰロ, 75,渡辺薫, 0.0, 74,   0,* 11, 5, 17.4, ⑮⑨, 2,10,Ｃニシノブルｰムｰン, 85,北村宏, 0.3, 83,  10,   8, 4,  6.6,③③③
 3,10,Ｂモア, 64,野元昭, 0.3, 65,  -4,   4, 7, 20.6, ⑤⑥, 3, 3, ポｰトサンダｰ,---,和田竜, 0.3, 33,*-29, -10, 3, 10.6, ①①, 3,11,Ｆイｰスタンリバｰ, 68,上村洋, 0.1, 72,   0,*  9,14,339.7, ⑯⑩, 3,16,Ｅリトルアマポｰラ, 83,福永祐, 0.4, 87,   7,* 14, 2,  5.4,⑨⑨⑨
 4, 7,Ｄアｰトオブダンサｰ, 62,田村太, 0.6, 62,* -1,  -1, 1,  3.8, ④③, 4, 2, セレスロンディｰ,---,岩田康, 0.4, 31, -31,  -8, 6, 24.6, ⑤⑥, 4, 6,Ａエｰシンビｰトロン, 87,武豊  , 0.1, 73,*  8,   0, 1,  1.7, ①①, 4, 5,Ａベッラレイア, 91,秋山真, 0.5, 85,  10,   8, 1,  3.4,⑥⑥⑥
 5,13,Ｃスズカスコｰル, 63,芹沢純, 0.8, 59,  -5,   0, 2,  4.7, ⑫⑧, 5, 7, エｰシンテュポｰン,---,福永祐, 0.4, 32, -31,  -9, 2,  7.8, ③③, 5, 3,Ｂペプチドアトム, 78,和田竜, 0.1, 73,*  6,   3, 2,  4.0, ③⑤, 5, 4,Ｈレッドアゲｰト, 81,武豊  , 0.5, 83,* 13,   0,11, 25.0,②②②
 6,12,Ｉクンチャン, 49,大下智, 0.9, 59,  -6,   0,13, 73.3, ⑨⑩, 6, 4, リワｰドクラウン,---,吉田稔, 0.7, 26,*-29, -15, 4, 17.5, ②②, 6,14,Ｅファイアナカヤマ, 74,国分恭, 0.2, 72,*  6,   2, 4, 11.5, ④③, 6,11,Ｏセラフィックロンプ, 73,角田晃, 0.6, 86,   6,* 14,15, 83.6,⑩⑩⑪
 7, 3,Ｇグレンチェック, 53,角田晃, 1.0, 59,  -3,  -3, 9, 25.2, ③④, 7, 6, クレスコサンデｰ,---,浜中俊, 0.7, 29, -32, -11, 5, 20.0, ⑧⑦, 7,12,Ｋアンクルトップ, 62,石橋守, 0.3, 73,   3,   6,13,286.9, ⑪⑧, 7, 9,Ｆウェディングフジコ, 82,菊沢隆, 0.7, 80,  10,   3, 7, 20.0,⑤⑤⑤
 8, 1,Ｊフォルクスオｰパｰ, 47,吉田稔, 1.3, 55, -12,   3, 4,  7.0, ⑬⑬, 8, 5, ナムラジョイ,---,熊沢重, 1.0, 24, -34, -14, 8, 46.5, ⑦⑧, 8,13,Ｇハイデフィニション, 68,北村宏, 1.0, 64,*  6,  -6,10,112.7, ②②, 8,15,Ｇムｰドインディゴ, 82,岩田康, 0.8, 82,   6,  11, 5,  9.8,⑬⑫⑫
