09年 5月24日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 5月24日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-10,,,,,■ 4R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-12,,,,,■ 7R  芝1200m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■10R  ダ2300m 3歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,
,,,,,,,,,,,,15,14,Ｊジツリキテイオｰ, 63,木村健, 3.5, 49,   1, -14,14,224.6,⑮⑭⑭,,,,,,,,,,,,,15,12,Ｏシｰクレットハｰト, 60,小林徹, 3.7, 47,  -6,  -8,14, 83.1,⑮⑮⑮
,,,,,,,,,,,,16, 8,Ｏグランドオアシス, 41,安部幸, 4.3, 45,  -1, -15,16,446.2,⑯⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-11 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:83 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:-4),,,,,,,,,,,
"単勝:590円 複勝:13=210円 14=240円 06=350円 枠連:1,680円",,,,,,,,,,,,"単勝:200円 複勝:05=120円 13=400円 15=1,100円 枠連:1,550円",,,,,,,,,,,,単勝:470円 複勝:04=200円 12=250円 09=700円 枠連:700円,,,,,,,,,,,,"単勝:390円 複勝:11=160円 16=390円 13=130円 枠連:3,300円",,,,,,,,,,,
"馬連:1,570円 ワイド:13-14=550円 06-13=890円 06-14=1,210円",,,,,,,,,,,,"馬連:1,650円 ワイド:05-13=710円 05-15=2,020円 13-15=8,140円",,,,,,,,,,,,"馬連:1,830円 ワイド:04-12=770円 04-09=2,230円 09-12=3,450円",,,,,,,,,,,,"馬連:4,360円 ワイド:11-16=1,390円 11-13=260円 13-16=790円",,,,,,,,,,,
"馬単:2,920円 3連複:6,340円 3連単:30,130円",,,,,,,,,,,,"馬単:2,210円 3連複:22,980円 3連単:70,980円",,,,,,,,,,,,"馬単:3,420円 3連複:23,420円 3連単:78,330円",,,,,,,,,,,,"馬単:6,680円 3連複:2,750円 3連単:23,860円",,,,,,,,,,,
,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,,,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,
,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,,,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,
