09年 5月 2日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 5月 2日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 4R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 7R  芝1800m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■10R  芝2400m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,荒川峡特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ａレッドリップス, 67,国分優,, 66,*  6,*  2, 1,  1.8, ②②, 1, 1,Ａホワイトホｰネット, 70,宮崎北,, 62,*  0,*  4, 1,  1.8, ②②, 1,14,Ａスリｰオリオン, 73,宮崎北,, 77, -13,* 23, 1,  2.9, ⑤⑥, 1, 8,Ｂニキティス, 72,中舘英,, 72,*  7,  15, 2,  3.0,①①①
 2, 7,Ｂフレイヤ, 67,中舘英, 0.2, 64,*  8,  -2, 2,  4.2, ①①, 2, 6,Ｂマルコｰドリｰム, 57,中舘英, 0.4, 59,*  2,  -1, 2,  4.4, ①①, 2, 5,Ｉエイシンチョｰテン, 62,荻野琢, 0.2, 72,*-11,  14, 7, 14.0, ①①, 2, 3,Ｄゼットスピｰル, 71,佐藤哲, 0.4, 68,   5,  16, 3,  4.5,④③③
 3, 2,Ｆニシノアンクレット, 52,松山弘, 0.7, 58,   2,  -1, 4, 10.0, ③④, 3,12,Ｃダイヤモンドビット, 54,鷹野宏, 0.7, 58,  -3,*  2, 3,  8.0, ⑤④, 3, 9,Ｂポケッタブルゲｰム, 71,木幡初, 0.3, 76, -13,* 20, 3,  5.9, ⑦⑦, 3, 1,Ａサクラシコウテイ, 74,小野次, 0.5, 66,*  6,  10, 1,  2.6,②②②
 4, 4,Ｃマザｰロｰド, 58,吉田隼, 1.4, 52,   2,  -7, 3,  7.3, ④⑤, 4,10,Ｇマスタｰドリｰム, 47,太宰啓, 1.4, 50, -12,*  2, 9, 28.3, ⑪⑪, 4,15,Ｃマルカレガｰト, 71,北村友, 0.5, 70,*-12,  13, 4,  7.2, ②③, 4, 7,Ｃナムラチェンジ, 71,太宰啓, 0.5, 70,   4,* 19, 4,  5.1,⑦⑥⑥
 5, 5,Ｇフェアリｰルｰジュ, 48,大野拓, 1.6, 47,  -9,*  2, 8, 81.1, ⑫⑪, 5, 4,Ｅダンツヘルメス, 53,野元昭, 2.0, 45,  -9,  -6, 6, 24.6, ⑨⑧, 5,13,Ｇポンテディリアルト, 64,吉田隼, 0.9, 69, -16,  16, 5, 11.3, ⑪⑫, 5, 4,Ｅグリフィス, 67,安藤光, 0.8, 68,   2,* 18, 5, 14.8,⑤⑦⑦
 6,12,Ｄカネトシジュラｰル, 53,池崎祐, 1.6, 46, -11,*  3, 6, 17.7, ⑭⑮, 6, 5,Ｆプロウスト, 50,田中博, 2.0, 45,  -5,  -9, 5, 18.1, ④⑤, 6, 1,Ｌシデンカイ, 56,丸山元, 1.0, 64,*-12,   7,15,176.5, ③②, 6, 5,Ｇスマｰトスパイラル, 62,田辺裕, 0.8, 66,   3,  15, 7, 54.7,⑥⑤⑤
 7, 9,Ｈサｰジプロミネンス, 46,荻野琢, 1.7, 50,   0,  -7, 7, 54.9, ⑦⑦, 7, 8,Ｄリバｰポンキｰ, 53,藤岡康, 2.1, 45,  -3, -12,10, 30.9, ③③, 7, 6,Ｆナムラノブナガ, 64,中舘英, 1.0, 71, -18,  17, 6, 11.4, ⑮⑭, 7, 2,Ｆユウタｰダｰツ, 64,荻野琢, 1.4, 60,   4,   5, 6, 41.3,③④④
 8,14,Ｅウッディｰムｰン, 52,西田雄, 1.7, 50,   3, -10, 5, 14.5, ⑤③, 8,14,Ｍチャｰムリノ, 35,西田雄, 2.1, 44,  -7,  -9,15,317.1, ⑧⑦, 8, 2,Ｋキングケイザンオｰ, 56,大野拓, 1.1, 65, -15,  11,11, 91.1, ⑨⑨, 8, 6,Ｈシルクブレイカｰ, 47,北村友, 2.0, 58,  -1,  12, 8, 74.3,⑧⑧⑧
