09年10月25日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年10月25日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 4R  芝1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 7R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  芝2000m 3歳上1000万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,三春駒特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ａエｰシンガレオン, 56,中舘英,, 55, -14,* 11, 1,  3.3,③④④, 1, 7,Ｂメイショウロｰラン, 77,飯田祐,, 78,   0,* 12, 1,  2.3, ⑬⑩, 1,12,Ａロｰドイノセント, 78,中舘英,, 75,* 10,   3, 1,  1.3,②②②, 1, 9,Ｂプロヴィナｰジュ, 79,佐藤哲,, 80,* -3,  20, 1,  1.6,②①①
 2, 6,Ｃサスティナブル, 54,田面木, 0.1, 54,*-12,   7, 3,  6.4,①①①, 2, 1,Ｄエリモサリュｰト, 70,国分優, 0.1, 77,   5,   5, 6, 14.0, ③③, 2, 7,Ｂマイネルサラン, 76,佐藤哲, 0.0, 78,   3,* 17, 2,  9.5,⑫⑫⑫, 2, 7,Ｅクロカンブッシュ, 73,津村明, 0.1, 86,  -5,* 28, 8, 52.0,⑧⑦⑨
 3, 2,Ｄシルクタイムレス, 54,江田照, 0.5, 52, -15,*  9, 2,  4.6,⑦⑥⑥, 3,15,Ａブルｰスバロｰズ, 77,佐藤哲, 0.2, 74,*  8,   1, 5, 11.7, ①①, 3, 2,Ｋキングアレキサンダ, 65,太宰啓, 0.2, 75,   8,   6, 8, 31.5,③③③, 3, 6,Ｄマジックビクトリア, 78,木幡初, 0.1, 84,  -4,  25, 2,  5.5,⑤⑤②
 4, 8,Ｈマルタカルｰキｰ, 46,木幡初, 0.7, 50,*-12,   5,10, 28.3,④③③, 4,16,Ｈサアドウゾ, 66,中舘英, 0.3, 75,*  8,   0, 4, 11.3, ②②, 4, 9,Ｆマｰブルデイビｰ, 72,宮崎北, 0.5, 72,   5,   9,12, 88.1,⑪⑪⑦, 4, 8,Ｆアｰスシンボル, 73,中舘英, 0.3, 84,  -5,  25, 4, 10.0,⑦⑧⑥
 5,14,Ｅラド, 51,宮崎北, 0.8, 50, -16,*  9, 4,  8.2,⑨⑬⑫, 5, 4,Ｃミスベルツリｰ, 70,木幡初, 0.4, 73,  -7,* 13, 2,  4.2, ⑯⑯, 5,11,Ｉモルフェキセキ, 69,武士沢, 0.6, 73,   0,* 18,11, 87.5,⑭⑬⑬, 5, 1,Ｃシャトヤンシｰ, 79,太宰啓, 0.3, 84,  -7,* 28, 5, 10.4,⑨⑨③
 6, 4,Ｆクイｰンフラワｰ, 47,大野拓, 0.9, 48, -14,   5, 5, 10.3,⑧⑧⑦, 6, 2,Ｏヨシインゾｰン, 57,大野拓, 0.6, 71,   0,   4,14,143.5, ⑪⑨, 6, 8,Ｇトランプ, 71,安藤光, 0.6, 70,* 11,  -3, 4, 14.7,①①①, 6, 3,Ｇブライズメイト, 73,田辺裕, 0.4, 81,  -5,  22, 9,141.9,⑥⑥⑦
 7, 3,Ｊイニモニマニモ, 44,武士沢, 1.2, 46, -15,   4, 8, 15.1,⑫⑩⑪, 7, 6,Ｋレｰシングレデイｰ, 63,松田大, 0.8, 68,   1,   0, 7, 18.4, ⑧⑦, 7, 5,Ｅシルクアルバス, 72,松田大, 0.7, 76,   6,   6, 5, 17.0,⑧⑧⑥, 7, 5,Ａスイｰトブレナム, 79,二本柳, 0.7, 75,  -4,  15, 3,  6.2,③③⑧
 8, 9,Ｂボストンサプライズ, 55,芹沢純, 1.2, 46, -15,   4,12, 48.9,⑬⑪⑭, 8,11,Ｎスマｰトストｰム, 58,田辺裕, 0.9, 66,  -4,   4,15,157.4, ⑮⑬, 8, 4,Ｎケイオｰスタｰ, 55,勝浦正, 0.8, 72,   5,   7,13,141.3,⑩⑩⑪, 8, 2,Ｈマイネレプリｰク, 69,大野拓, 1.0, 72,  -4,  11, 7, 51.5,④④⑤
 9, 7,Ｌシゲルオカメノカタ, 36,飯田祐, 1.3, 47, -15,   3,15,149.6,⑤⑦⑩, 9, 5,Ｉダイワバｰガンディ, 66,武士沢, 0.9, 66,  -3,   3, 3,  6.7, ⑭⑮, 9, 1,Ｃシルクメルヴェイユ, 74,田辺裕, 0.9, 71,   5,   6, 7, 25.1,⑨⑨⑨, 9, 4,Ｉシゲルキリガミネ, 68,芹沢純, 1.0, 71,* -3,   8, 6, 32.5,①②④
10,12,Ｉサンライズシュｰト, 45,安藤光, 1.4, 43, -14,  -1, 6, 13.8,⑥⑤⑤,10, 3,Ｆコスモブリｰズ, 67,丹内祐, 0.9, 67,   3,  -2,12,103.5, ⑦⑥,10, 3,Ｈアンブロｰクン, 70,木幡初, 1.5, 66,   6,  -1, 9, 41.2,⑦⑦⑩,,,,,,,,,,,,
11,15,Ｏアポロノリック, 25,勝浦正, 1.8, 43, -15,  -2, 9, 28.1,⑪⑨⑧,11, 8,Ｊコルサｰジュ, 66,宮崎北, 0.9, 67,   1,  -1,11, 91.5, ⑨⑪,11,13,Ｄケイアイスサノオ, 73,江田照, 1.5, 66,   8,  -5, 3, 13.8,④④④,,,,,,,,,,,,
12,11,Ｎミブノギシ, 26,小野次, 1.9, 41,*-12,  -8, 7, 14.3,②②②,12,13,Ｍブライダルフェア, 60,上村洋, 1.1, 64,   5,  -8, 9, 33.8, ⑤④,12,14,Ｌカシノマルス, 64,西田雄, 2.3, 61,   7, -10,14,259.7,⑥⑥⑧,,,,,,,,,,,,
13, 5,Ｇマイネルネオハｰト, 46,丹内祐, 1.9, 43, -16,   0,11, 29.5,⑩⑭⑬,13,12,Ｌキタノオｰロラ, 60,小野次, 1.3, 62,   1,  -6, 8, 22.4, ⑩⑫,13,15,Ｏサクラプレミアム, 53,田中博, 2.6, 62,   0,   1,15,273.9,⑬⑭⑭,,,,,,,,,,,,
14,13,Ｍシｰラブズテｰラｰ, 33,郷原洋, 1.9, 44, -16,   0,13, 82.7,⑭⑫⑨,14, 9,Ｐケイエスラック, 33,難波剛, 1.3, 62,  -1,  -3,16,180.4, ⑫⑭,14, 6,Ｍメイショウカガリビ, 58,池添謙, 2.7, 58,   6, -13, 6, 24.5,⑤⑤⑤,,,,,,,,,,,,
15,10,Ｋエムエムクイｰン, 39,田辺裕, 2.6, 38, -17,  -5,14,100.6,⑮⑮⑮,15,10,Ｇトップオブバイオ, 66,江田照, 1.6, 57,   5, -14,13,137.7, ④⑤,15,10,Ｊメイショウデジレ, 66,小島太, 2.8, 59,  -1,  -1,10, 65.6,⑮⑮⑮,,,,,,,,,,,,
,,,,,,,,,,,,16,14,Ｅイイデシンゲン, 67,長谷川, 1.7, 56,   4, -14,10, 49.5, ⑥⑧,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:-15 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:良(指数:-3),,,,,,,,,,,
"単勝:330円 複勝:01=140円 06=240円 02=150円 枠連:1,330円",,,,,,,,,,,,"単勝:230円 複勝:07=140円 01=310円 15=280円 枠連:1,090円",,,,,,,,,,,,単勝:130円 複勝:12=100円 07=180円 02=580円 枠連:280円,,,,,,,,,,,,"単勝:160円 複勝:09=110円 07=520円 06=140円 枠連:2,180円",,,,,,,,,,,
"馬連:1,370円 ワイド:01-06=560円 01-02=240円 02-06=570円",,,,,,,,,,,,"馬連:1,780円 ワイド:01-07=590円 07-15=540円 01-15=2,210円",,,,,,,,,,,,"馬連:390円 ワイド:07-12=180円 02-12=760円 02-07=2,020円",,,,,,,,,,,,"馬連:3,310円 ワイド:07-09=820円 06-09=170円 06-07=1,180円",,,,,,,,,,,
"馬単:2,600円 3連複:1,500円 3連単:7,170円",,,,,,,,,,,,"馬単:2,530円 3連複:4,590円 3連単:20,190円",,,,,,,,,,,,"馬単:440円 3連複:3,180円 3連単:8,080円",,,,,,,,,,,,"馬単:3,640円 3連複:3,040円 3連単:16,460円",,,,,,,,,,,
■ 2R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-6,,,,,■ 5R  ダ1150m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-10,,,,,■ 8R  芝1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■11R  芝1200m 3歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,福島民友ｶｯﾌﾟ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ｉクラリン, 43,古川吉,, 62,   3,  -8, 8, 56.2, ⑥⑤, 1, 7,Ｃフレイヤ, 70,小島太,, 72,*  6,*  3, 2,  4.8, ①①, 1, 6,Ｅロｰドバロック, 71,池添謙,, 78,  -8,* 18, 2,  5.9, ⑮⑭, 1, 4,Ｈジェイケイセラヴィ, 82,江田照,, 91,   2,* 22, 8, 15.4, ⑧⑧
 2, 7,Ｌトｰセンガラシャ, 38,木幡初, 0.0, 57,  -3,* -3, 7, 40.4, ⑨⑥, 2,10,Ａイルドロｰル, 82,中舘英, 0.2, 69,*  4,*  3, 1,  2.4, ②②, 2, 8,Ｊウスイ, 67,武士沢, 0.1, 73,  -3,  11,13, 77.4, ⑩⑨, 2,14,Ａモルトグランデ, 89,田辺裕, 0.0, 92,   2,* 22, 4,  8.6, ⑨⑨
 3, 6,Ａブラックジョｰク, 61,宮崎北, 0.3, 57,*  6, -17, 3,  4.7, ③③, 3,15,Ｅシルキｰキュｰト, 67,武士沢, 0.9, 62,   0,   1, 8, 29.6, ⑨⑧, 3,15,Ｄトｰホウカイザｰ, 74,勝浦正, 0.3, 73, -10,* 15, 3,  7.2, ⑯⑮, 3,15,Ｏサクラミモザ, 69,田中博, 0.3, 88,*  9,  12,11, 40.4, ③③
 4, 9,Ｃポケットキャンディ, 58,上村洋, 0.4, 54,   3, -14, 4,  5.8, ⑦⑦, 4, 2,Ｌミラクルロンド, 59,田中博, 1.2, 62,  -2,   2, 5, 13.9, ⑪⑩, 4,13,Ｍオペラセリア, 62,太宰啓, 0.3, 72,  -5,  11,16,197.9, ⑫⑫, 4, 5,Ｂコスモベル, 87,佐藤哲, 0.5, 84,   5,  13, 1,  2.9, ⑦⑤
