09年 9月 6日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 9月 6日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1600m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 4R  芝2850m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 7R  芝1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  芝1400m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,朝日岳特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,17,Ｂウエスタンディオ, 54,柴田善,, 58,  -1,  -7, 1,  1.9, ⑤⑥, 1,11, トロフィｰディｰル,,穂苅寿,,,,, 1,  1.7,④②②, 1,16,Ｇトウカイソニック, 61,的場勇,, 70,   1,*  5, 3,  4.3, ⑪⑪, 1, 5,Ａヘヴンリｰクルｰズ, 82,田中勝,, 76,   2,   7, 1,  3.5, ⑤⑥
 2, 3,Ａウインマリアベｰル, 54,内田博, 0.1, 57,*  1, -13, 3,  6.7, ③②, 2, 2, メジロラスタバン,,石神深,186.3,,,, 7, 25.2,⑦⑥⑤, 2, 3,Ａダイワオｰダｰ, 71,武士沢, 0.1, 68,   3,*  1, 5, 13.4, ⑨⑦, 2,10,Ｌデュヌラルテ, 69,二本柳, 0.2, 75,  -4,* 12,10, 59.9, ⑫⑪
 3,13,Ｃヤマニンミュゼット, 52,後藤浩, 0.1, 58,  -6,* -3, 2,  4.7, ⑬⑬, 3,10, ゼットコマンダｰ,,横山義,186.8,,,, 3, 10.2,③③③, 3, 2,Ｃグリッドマトリクス, 69,木幡初, 0.3, 65,*  4,  -7, 2,  3.3, ②③, 3,12,Ｇブルｰデインヒル, 75,岩田康, 0.2, 73,  -2,* 10, 6,  9.6, ⑩⑩
 4, 8,Ｇカワキタコマンド, 45,武士沢, 0.1, 55,  -3,  -7,12, 81.5, ⑦⑦, 4, 3, サンベルナｰル,,高野和,187.0,,,, 4, 11.5,⑤⑤④, 4, 9, テラノトムキャット,---,上村洋, 0.9, 61,  -2,* -4, 8, 32.7, ⑭⑮, 4,14,Ｅマルタカエンペラｰ, 77,江田照, 0.4, 71,   2,   2, 9, 27.6, ⑥④
 5, 7,Ｋショウナンスマイル, 42,岩田康, 0.2, 54,  -2, -12,14,108.7, ④④, 5, 9, アグネスヘルメス,,北沢伸,187.2,,,, 8, 39.9,⑧⑧⑧, 5, 8,Ｊフォグランプ, 50,田中勝, 1.0, 61,   0,  -8, 9, 33.5, ⑩⑨, 5, 1,Ｄトｰセントゥルｰ, 79,蛯名正, 0.5, 69,  -2,   5, 7, 12.7, ⑨⑨
 6,14,Ｍマイネルテネル, 38,松岡正, 0.3, 54,*  1, -18, 6, 18.1, ②③, 6, 8, プライドイズハｰト,,五十嵐,187.7,,,, 2,  3.9,⑨⑦⑥, 6,17,Ｄスリｰロゼット, 67,内田博, 1.1, 60,  -1,  -6, 6, 14.2, ⑫⑭, 6,13,Ｃメスナｰ, 79,松岡正, 0.5, 70,  -1,   3, 5,  7.9, ⑦⑦
 7,15,Ｄイｰスタリｰガスト, 48,北村宏, 0.4, 52, -10,*  0, 5, 16.8, ⑯⑰, 7, 6, ワイズタイクｰン,,金子光,187.7,,,,11,152.6,⑪⑩⑩, 7, 6,Ｆキクノアキレス, 61,吉田隼, 1.2, 58,   0,  -9, 4, 10.0, ⑬⑬, 7, 4,Ｆイｰサンラヴ, 75,藤岡佑, 0.7, 68,  -6,   8,14,147.2, ⑬⑫
 8,16,Ｌロｰドギャラクシｰ, 42,三浦皇, 0.4, 52,*  3, -22, 7, 27.1, ①①, 8, 7, ファストソニック,,浜野谷,187.9,,,, 9, 73.0,①①①, 8, 4,Ｂイルサルト, 69,後藤浩, 1.8, 51,*  4, -27, 1,  3.1, ③④, 8, 9,Ｉメイカ, 74,内田博, 0.8, 66,  -3,   3, 4,  6.7, ⑪⑬
 9, 5,Ｉクリｰルサンライズ, 43,蛯名正, 0.5, 52,  -1, -15, 4, 14.3, ⑥⑤, 9, 5, スリｰアトラス,,小坂忠,188.1,,,, 6, 18.1,⑥⑨⑨, 9, 1,Ｉサスライノテイオｰ, 52,勝浦正, 1.9, 51,   0, -20,10, 91.7, ⑮⑫, 9, 8,Ｍロットオブカクテル, 68,大野拓, 1.0, 62,*  6, -11,13, 90.5, ①①
10, 6,Ｏコスモエンペラｰ, 35,丹内祐, 0.7, 50,  -7,  -8,13, 97.9, ⑮⑮,10, 1, レオスタｰライト,,平沢健,190.6,,,,10,102.1,⑩⑪⑪,10, 7,Ｍオｰスミライセンス, 46,江田照, 2.1, 47,*  5, -36,12,108.9, ①①,10,15,Ｎクリｰルバレット, 67,木幡初, 1.0, 65, -10,   8,15,248.4, ⑮⑮
11, 1,Ｒトｰセンタイタン, 13,小林淳, 0.8, 51, -10,* -5,17,452.8, ⑰⑯,,,,,,,,,,,,,11, 5,Ｋマルタｰズクリス, 50,石橋脩, 2.2, 47,*  4, -33,14,173.4, ⑥②,11, 3,Ｂショウナンアクロス, 80,三浦皇, 1.1, 64,  -9,   6, 2,  4.5, ⑭⑭
12,11,Ｆトｰアボンジョルノ, 47,村田一, 0.8, 50, -12,* -3,11, 58.4, ⑱⑱,,,,,,,,,,,,,12,13,Ｅタｰジオン, 61,柴田善, 2.5, 44,*  4, -37, 7, 23.3, ④⑤,12, 6,Ｊスｰパｰウｰマン, 72,吉田隼, 1.1, 61,*  3, -10, 8, 24.8, ②⑤
13, 9,Ｎコスモマハトマ, 37,大野拓, 0.8, 48,  -6, -13, 8, 40.1, ⑧⑩,,,,,,,,,,,,,13,18,Ｐレオｰネドｰロ, 34,嘉藤貴, 2.5, 45,  -4, -20,15,214.3, ⑱⑰,13, 2,Ｋナチュラルウィン, 72,北村宏, 1.3, 58,  -2,  -6,11, 67.9, ⑧⑧
14,18,Ｊイニモニマニモ, 42,田中勝, 1.0, 46,  -3, -19,10, 44.8, ⑩⑧,,,,,,,,,,,,,14,10,Ｈロンギングブラスト, 53,蛯名正, 2.7, 42,   0, -33,13,115.4, ⑧⑩,14,11,Ｏグロｰリｰルピナス, 65,柴田善, 1.3, 59,*  3, -12, 3,  6.5, ④③
15,12,Ｐタンジブルアセット, 24,吉田隼, 1.0, 46,  -6, -16,16,369.5, ⑨⑫,,,,,,,,,,,,,15,15,Ｌヤマニンベルファム, 49,柴山雄, 2.8, 42,   3, -39,16,426.4, ⑤⑥,15, 7,Ｈレイザｰバック, 74,川田将, 1.5, 57,*  4, -16,12, 78.8, ③②
16,10,Ｅキチロクアナン, 48,二本柳, 1.3, 42,  -6, -21, 9, 41.2, ⑫⑪,,,,,,,,,,,,,16,14,Ｏエトワｰルドｰル, 40,岩田康, 3.3, 36,   1, -43,11,102.7, ⑦⑧,,,,,,,,,,,,
17, 2,Ｈレチタティｰヴォ, 44,勝浦正, 1.4, 42,  -7, -19,15,216.5, ⑭⑭,,,,,,,,,,,,,17,11,Ｎトヨ, 43,草野太, 3.8, 33,  -8, -32,17,465.5, ⑯⑱,,,,,,,,,,,,
18, 4,Ｑバシタップ, 23,嘉藤貴, 2.7, 29,  -5, -40,18,759.1, ⑪⑨,,,,,,,,,,,,,18,12, ディアマイホｰス,---,横山義, 5.3, 10,  -6, -58,18,499.8, ⑰⑯,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:-1),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:-1),,,,,,,,,,,
