09年 3月14日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 3月14日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 4R  芝2000m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 7R  ダ2300m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  芝1200m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,桑名特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ｐナカヤマスウェプト, 34,鷹野宏,, 65,* -5,*  9, 8, 39.9,①①①, 1,16,Ｆサクラロｰズマリｰ, 53,鮫島良,, 64,  -6,*  7, 2,  5.2,⑭⑭⑬, 1,11,Ｉレオプラズマ, 71,的場勇,, 77,  12,* -1, 6, 16.8,⑤⑤⑤, 1, 8,Ｆスペシャルポケット, 66,秋山真,, 75,   6,   0, 3,  8.9, ⑤④
 2,16,Ｉダノンプログラマｰ, 56,安藤勝, 0.0, 64,* -4,* 10, 3,  6.9,④③③, 2, 7,Ａスタｰリｰスカイ, 62,柴原央, 0.4, 58,  -2,  -8, 1,  2.7,④④④, 2, 8,Ａウォｰタｰボｰイズ, 77,安藤勝, 0.2, 74,* 14,  -7, 1,  2.6,③①①, 2, 4,Ｑデュｰクデビル, 50,武士沢, 0.3, 70,   3,  -2,16, 84.4, ⑥⑥
 3,11,Ｄインテネブリス, 61,武豊  , 0.6, 60,* -5,   4, 5, 10.9,②②②, 3, 2,Ｏグレイスファミリｰ, 43,藤岡佑, 0.4, 59,  -3,* -4,11, 43.7,⑥⑦⑦, 3, 3,Ｈメイショウトンボ, 72,中村将, 0.5, 74,  11,*  1, 7, 21.2,⑩⑨⑧, 3, 7,Ａエリモサリュｰト, 69,田嶋翔, 0.3, 70,   4,  -1, 4, 10.6, ⑦⑧
 4,12,Ｃシルクトマホｰク, 62,吉田豊, 0.8, 62,  -7,*  8, 4,  7.8,⑭⑪⑨, 4,10,Ｌマイファｰストラヴ, 49,北村友, 0.5, 59,  -3,  -5, 8, 21.8,⑫⑨⑨, 4, 9,Ｂマイネルアｰバニタ, 77,佐藤哲, 0.9, 72,  12,  -4, 2,  3.9,⑧⑦⑥, 4, 3,Ｉシルクマタドｰル, 63,石橋脩, 0.3, 74,* 10,  -8, 9, 23.9, ②②
 5, 3,Ａトｰセンピングス, 65,幸英明, 0.8, 59,  -7,   7, 1,  1.9,⑧⑧⑧, 5,11,Ｅシャｰペンエッジ, 54,荻野琢, 0.5, 56,  -2,  -9, 4,  8.3,⑤⑤⑤, 5,14,Ｅトップモンジュｰ, 74,中舘英, 0.9, 73,* 14, -10, 4,  7.8,⑥④③, 5,10,Ｐロｰレルエルヴェル, 56,田辺裕, 0.4, 67,  -3,*  4,13, 50.5, ⑬⑭
 6,10,Ｂツルマルエｰス, 62,和田竜, 1.1, 58,  -5,   2, 2,  5.5,⑤⑤⑤, 6, 4,Ｋシルクジャスパｰ, 49,渡辺薫, 1.0, 54,  -6,  -6,12, 89.8,⑩⑫⑩, 6, 2,Ｌインダストリアル, 68,北村友, 1.4, 68,* 14, -16, 3,  7.5,④③②, 6,17,Ｄノｰブルストｰン, 67,吉田豊, 0.6, 63,  -6,*  4, 7, 16.0, ⑰⑯
 7, 1,Ｆシルクドルフィン, 58,宮崎北, 1.3, 57,  -7,   2, 6, 15.0,⑨⑨⑩, 7,14,Ｂロｰズバンク, 60,安藤勝, 1.2, 49,*  0, -21, 3,  5.3,③③②, 7, 7,Ｃプライドイズハｰト, 75,宮崎北, 1.6, 68,  10,  -8, 8, 25.4,⑨⑩⑨, 7,16,Ｈマイネルコルベット, 65,中舘英, 0.6, 67,   5,  -7, 1,  2.8, ⑧⑦
 8,14,Ｇヘリオスアレイオン, 57,藤岡佑, 1.4, 55,  -6,  -1, 7, 37.8,⑦⑥⑦, 8,17,Ｇリキサンキャロル, 53,大野拓, 1.3, 52,  -8,* -2, 7, 19.7,⑯⑰⑯, 8,13,Ｇマイネルコレドｰル, 72,石橋脩, 1.9, 65,   9,  -7, 9, 37.6,⑮⑭⑭, 8, 1,Ｅメダイヨン, 66,菊沢隆, 0.6, 64,   0,  -1,11, 29.4, ⑨⑩
