09年 2月15日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 2月15日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 4R  芝3000m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1300m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■10R  芝1400m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,雲雀ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｂエアイグアス, 59,横山典,, 64,   0,*  2, 1,  2.6, ③④, 1, 6, トｰセンエックス,,穂苅寿,,,,, 4,  9.1,③③②, 1, 9,Ａトｰセンセイント, 77,吉田豊,, 76,*  7,   7, 2,  3.7, ②①, 1,16,Ａドラゴンファング, 87,ルメｰ,, 88,* 16,   4, 1,  2.3, ②②
 2, 1,Ｅタカラサンデｰ, 54,北村宏, 0.2, 61,  -5,*  6, 3,  4.3, ⑫⑫, 2,11, スリｰメガトン,,高野容,200.9,,,, 7, 16.0,①①①, 2, 2,Ｈアプロｰズヒｰロｰ, 70,柴山雄, 0.3, 76,  -3,* 17, 7, 14.2, ⑬⑬, 2, 6,Ｅメガトレンド, 81,勝浦正, 0.3, 81,   3,* 17, 4,  9.1, ⑮⑮
 3, 8,Ｊウインバンディエラ, 49,内田博, 0.9, 58,*  2,  -8, 2,  3.7, ④③, 3,12, メジロトンキニｰズ,,浜野谷,201.6,,,, 2,  5.6,⑧⑤④, 3, 7,Ｏデルマレグルス, 51,伊藤工, 0.4, 74,   1,  11,15,214.6, ⑨⑨, 3,14,Ｉゲイル, 78,内田博, 0.5, 79,   2,* 18, 8, 23.2, ⑯⑯
 4,14,Ｄエドノゴｰルド, 56,吉田豊, 1.1, 56,   0,  -7, 6, 13.2, ⑥⑥, 4, 7, スプリングロック,,大庭和,202.9,,,, 3,  8.2,⑫⑦⑧, 4,10,Ｊシルキｰキュｰト, 67,武士沢, 0.5, 72,  -1,  11, 9, 38.4, ⑪⑪, 4,15,Ｇコウユｰキズナ, 80,三浦皇, 0.5, 81,   9,   7,13, 63.9, ⑪⑪
 5, 9,Ｍハセハインドマｰチ, 42,松岡正, 1.3, 54,   0,  -9, 7, 31.4, ⑤⑤, 5,13, サトノスロｰン,,山本康,203.0,,,, 1,  2.0,⑦⑧⑦, 5,16,Ｆスペシャルハｰト, 71,内田博, 0.6, 71,*  7,   3, 1,  3.6, ③③, 5, 8,Ｊショウナンアクロス, 78,和田竜, 0.6, 80,  14,  -1,10, 40.6, ④④
 6,15,Ａダイワモｰメント, 60,武士沢, 1.3, 53,  -3,  -5, 4,  8.9, ⑪⑩, 6, 2, ロｰランジェネルｰ,,宗像徹,203.6,,,, 5, 11.0,②②③, 6,11,Ｌバｰニングブライト, 66,勝浦正, 0.9, 71,  -3,  13,12, 61.3, ⑭⑮, 6,12,Ｌアｰバニティ, 75,田中勝, 0.6, 81,  14,  -1, 2,  4.5, ⑤⑤
 6, 4,Ｉアンシャンレジｰム, 50,蛯名正, 1.3, 54,*  2, -12, 5, 12.5, ②②, 7, 5, スルｰザグリｰン,,柴田未,203.8,,,,10, 49.5,⑬⑩⑨, 7, 4,Ｅアルフェラッツ, 72,草野太, 0.9, 68,   1,   6,10, 49.1, ⑧⑧, 7, 9,Ｄヴィヴァチッシモ, 82,北村宏, 0.7, 75,   6,   8, 6, 19.3, ⑬⑫
 8,11,Ｃコウギョウサクラ, 56,小島太, 2.0, 48,  -8,  -5, 8, 44.4, ⑯⑭, 8, 4, サンベルナｰル,,高野和,204.4,,,, 8, 31.4,⑥④⑤, 8, 3,Ｄスコルピオンキッス, 73,蛯名正, 0.9, 68,   3,   3, 3,  4.8, ⑥⑥, 8,11,Ｋグレイトフルタイム, 76,吉田豊, 0.8, 76,  10,   0, 7, 23.0, ⑨⑨
