09年 4月25日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 4月25日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1150m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 4R  芝1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 7R  ダ1700m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  ダ1700m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,
 9,11,Ｌアスパルテｰム, 34,宮崎北, 2.8, 44,  -7,  -8,16,286.9, ⑬⑬, 9, 1,Ａケイオｰキング, 67,大野拓, 1.9, 51,* 16, -29, 5,  8.8,③②⑤, 9,12,Ｏヒロノキョウシュウ, 46,石橋脩, 1.1, 58,   3,   3, 9, 37.7,⑭⑬⑬, 9, 3,Ｅヤマノロｰラ, 73,田中博, 1.6, 61,   4,   3, 8, 27.5,⑦⑦⑧
10,14,Ｊウィンクキス, 44,田中博, 2.8, 47,   1, -15,14,155.3, ④⑤,10, 8,Ｄトウショウザウルス, 57,武士沢, 2.3, 48,  11, -27, 6, 14.2,⑬⑪⑨,10,14,Ｎアサクサキンメダル, 47,中谷雄, 1.2, 59,   4,   3,14, 89.9,⑫⑫⑨,10,15,Ｈコスモディアナ, 67,石橋脩, 1.9, 59,   2,   5, 7, 23.2,⑭⑬⑪
11, 5,Ｇチャｰムタンポポ, 52,中村将, 2.9, 42,  -6, -10, 7, 17.0, ⑫⑪,11, 4,Ｎオンワｰドフロイデ, 26,中舘英, 3.6, 39,  10, -40, 8, 20.5,⑧⑫⑫,11, 4,Ｋフジファレノプシス, 64,黛弘人, 1.9, 52,   8, -12,12, 83.7,③④⑥,11, 5,Ｋメイショウコウセイ, 61,松山弘, 2.1, 58,   2,   2, 9, 29.6,④⑪⑫
12,10,Ｄホッコｰテイオｰ, 58,石橋脩, 3.3, 40,  -4, -15, 3,  7.0, ⑩⑩,12, 2, リバプｰルカフェ,---,丹内祐, 4.4, 31,   7, -46,13, 72.3,⑮⑮⑬,12,13,Ｍマリンスノｰ, 53,大野拓, 3.5, 43,   7, -20,11, 66.1,⑨⑨⑫,12,10,Ｏモンドｰル, 39,古川吉, 2.9, 55,   4,  -7,14, 93.5,⑬⑨⑩
13,16,Ｆファインラヴ, 52,藤岡康, 3.5, 40,   0, -21,11, 56.1, ⑥⑦,13, 9,Ｋライブリリュウショ, 48,太宰啓, 4.7, 31,* 15, -67,11, 48.5,②③⑧,13, 8,Ｊアルタントプチ, 66,西田雄, 4.1, 40,   7, -27,10, 55.2,⑤⑥⑪,13, 4,Ｆネオヴェリｰベリｰ, 71,秋山真, 3.2, 48,*  5, -13, 6, 18.9,②②⑥
14, 4, ダイメイウェザｰ,---,太宰啓, 3.6, 38,  -7, -14,10, 48.9, ⑪⑫,14,15,Ｊスズノネオ, 49,津村明, 6.9, -4,  13, -91, 3,  5.8,④⑨⑭,14,11,Ｌゴｰストライタｰ, 59,北村友, 4.5, 34,   1, -23, 8, 17.6,⑦⑭⑭,14,11,Ｌマイネルプエルト, 60,柴山雄, 3.3, 51,  -1,  -3,15,118.3,⑫⑭⑭
15,13,Ｈキクノアッシャ, 51,松田大, 3.6, 40,   0, -21, 8, 20.8, ⑤⑥,15, 3,Ｍクラルサッハ, 42,古川吉, 9.0,-27,   9, ---,15,135.8,⑤⑬⑮,15,15,Ｃキタサンユキ, 72,秋山真, 4.5, 35,  -3, -16, 7, 16.9,⑮⑮⑮,15,13,Ｍジョウテンキッズ, 59,武士沢, 4.6, 41,   3, -20,10, 58.6,⑧⑩⑮
16,12, ミツアキスズラン,---,丸山元, 7.6,-14, -39, -21,15,208.2, ⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:稍重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:+10 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:重(指数:16),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:不良(指数:-3),,,,,,,,,,,
単勝:250円 複勝:15=120円 08=220円 07=300円 枠連:680円,,,,,,,,,,,,単勝:660円 複勝:12=200円 07=140円 06=620円 枠連:400円,,,,,,,,,,,,"単勝:10,870円 複勝:02=2,300円 06=210円 10=1,920円 枠連:1,350円",,,,,,,,,,,,単勝:260円 複勝:08=130円 02=170円 01=370円 枠連:450円,,,,,,,,,,,
"馬連:1,000円 ワイド:08-15=400円 07-15=720円 07-08=1,030円",,,,,,,,,,,,"馬連:930円 ワイド:07-12=410円 06-12=2,620円 06-07=1,360円",,,,,,,,,,,,"馬連:27,470円 ワイド:02-06=5,940円 02-10=31,310円 06-10=5,530円",,,,,,,,,,,,馬連:820円 ワイド:02-08=350円 01-08=980円 01-02=920円,,,,,,,,,,,
"馬単:1,620円 3連複:3,100円 3連単:9,950円",,,,,,,,,,,,"馬単:2,260円 3連複:8,370円 3連単:36,410円",,,,,,,,,,,,"馬単:47,100円 3連複:288,340円 3連単:4,246,720円",,,,,,,,,,,,"馬単:1,300円 3連複:3,380円 3連単:10,910円",,,,,,,,,,,
■ 2R  芝1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 5R  芝1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-16,,,,,■ 8R  ダ1150m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■11R  芝1800m 4歳上ｵｰﾌﾟﾝ(牝) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,福島牝馬ｽﾃｰｸｽ ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ｄケイアイホシノカミ, 58,中舘英,, 68,* 11,   5, 3,  5.8, ①①, 1, 8,Ｈマサヒトボｰイ, 41,黛弘人,, 61,  10,* -3, 9, 63.9, ③③, 1, 1,Ｇテイエムゲンキボ, 69,武士沢,, 71,  -2,* 16, 7, 19.6, ⑫⑧, 1, 8,Ｉブラボｰデイジｰ, 79,生野賢,, 76,* -2,   9, 7, 13.7,①①①
 2,14,Ｇハツノボリ, 50,後藤浩, 0.0, 67,   4,* 13, 6, 14.9, ⑨⑤, 2,14,Ｂコクトｰ, 58,田面木, 0.1, 63,* 14,  -8, 2,  4.0, ②②, 2, 4,Ａスコルピオンキッス, 77,北村宏, 0.0, 72,   3,* 12, 1,  1.8, ⑥②, 2, 2,Ｌアルコセニョｰラ, 79,武士沢, 0.3, 82,  -9,* 22,11, 28.6,⑬⑭⑫
 3,12,Ａカリスマテｰラｰ, 62,大野拓, 0.0, 66,* 10,   6, 2,  4.7, ②②, 3, 3,Ａフェバリットガｰル, 63,松田大, 0.1, 63,* 14,  -8, 1,  2.4, ①①, 3,10,Ｃウルドサリエ, 74,後藤浩, 0.3, 69,   6,   8, 3,  8.3, ④⑤, 3,13,Ｏヤマニンメルベイユ, 77,柴山雄, 0.4, 71,* -2,   3,13, 39.6,②②②
 4, 9,Ｃヴィトンクイｰン, 60,田中博, 0.3, 62,  -2,* 14, 1,  3.1, ⑫⑧, 4,12,Ｇフリｰソウル, 48,小林久, 0.3, 57,   8,  -6, 6, 13.6, ⑥⑤, 4,15,Ｈケイアイモｰガン, 69,三浦皇, 0.6, 67,   1,   9, 4, 12.5, ⑨⑩, 4,15,Ｅピンクカメオ, 83,後藤浩, 0.5, 70,* -3,   4, 2,  5.0,④④③
 5, 7,Ｆドクタｰクリス, 52,石橋脩, 0.6, 60,   7,   1, 8, 16.7, ④④, 5,11,Ｄラインディオｰネ, 52,丸山元, 0.6, 54,   9,  -9, 4,  7.5, ⑤④, 5, 8,Ｋディアアゲイン, 66,長谷川, 0.7, 68,  -2,* 12, 2,  7.4, ⑮⑮, 5, 1,Ｋカレイジャスミン, 79,木幡初, 0.8, 67,  -5,   3, 9, 24.8,⑤⑤④
 6, 1,Ｈカワキタラブポップ, 45,千葉直, 1.0, 53,  -1,   4,10, 34.8, ⑩⑪, 6, 7,Ｅトｰホｰグロリア, 48,後藤浩, 0.6, 51,   2,* -2, 7, 19.7, ⑪⑦, 6, 7,Ｉヒシシャトル, 68,中舘英, 1.0, 63,*  9,  -1,11, 57.2, ①①, 6,10,Ｐレッドアゲｰト, 75,中舘英, 0.9, 69,  -4,   2,10, 27.8,⑦⑥⑦
 7,16,Ｍシｰギリアレディｰ, 33,津村明, 1.3, 52,*  9,  -8, 9, 29.8, ③③, 7, 9,Ｆコウワエクスプレス, 48,的場勇, 0.8, 47,   2,  -6, 5, 12.9, ⑩⑪, 7,12,Ｅキタサンコンバット, 71,北村友, 1.2, 60,   0,   4, 6, 15.3, ⑪⑭, 7, 3,Ａベッラレイア, 89,秋山真, 1.1, 70, -10,* 11, 1,  3.2,⑭⑮⑭
 8, 8,Ｂオカゲサマデ, 61,三浦皇, 1.3, 51,  -5,   5, 4,  7.3, ⑬⑬, 8,10, マイネルストラウス,---,津村明, 1.2, 45,   6, -14, 8, 42.0, ⑧⑥, 8, 5,Ｎマジックモｰメント, 56,的場勇, 1.2, 63,*  7,  -1,12, 61.9, ③④, 8, 9,Ｆテンイムホウ, 83,的場勇, 1.3, 59,* -3,  -5,15, 77.8,③③⑤
 9, 5,Ｅチャｰムアンサｰ, 54,藤岡康, 1.4, 49,   2,  -4, 5,  7.7, ⑦⑨, 9, 5,Ｃマラホフ, 56,国分優, 1.4, 41,   5, -16, 3,  6.2, ⑦⑧, 9,13,Ｌスズカゲラン, 61,河北通, 1.2, 61,  -2,   6,14,115.1, ⑭⑬, 9,11,Ｊマイネカンナ, 79,石橋脩, 1.3, 65,  -5,   0, 5, 13.0,⑨⑨⑪
10,10,Ｋモダンバレエ, 43,荻野琢, 1.7, 45,   1,  -6,13,198.0, ⑪⑫,10, 1,Ｉスマイルオンリップ, 37,梶晃啓, 1.6, 38,  -5,  -8,12,140.7, ⑬⑭,10, 2,Ｍリネンスタイル, 56,丸山元, 1.3, 60,   0,   3,15,168.2, ⑩⑥,10,12,Ｈアスクデピュティ, 80,赤木高, 1.3, 65, -10,   7,14, 50.7,⑪⑬⑯
11,13,Ｉアラタマデジタル, 44,安藤光, 1.8, 46,   4,  -9,16,231.5, ⑧⑦,11,16,Ｊトｰアランラン, 36,木幡初, 1.9, 35,   5, -22,15,184.3, ⑨⑨,11,14,Ｆディマンシュ, 70,宮崎北, 1.7, 56,   3,  -3, 8, 24.4, ⑦⑫,11,16,Ｄブｰケフレグランス, 84,三浦皇, 1.4, 61,  -5,  -5, 4,  8.6,⑥⑦⑥
12, 3, スプリングタｰシャ,---,的場勇, 2.0, 39, -14,   5,14,217.4, ⑯⑯,12, 2,Ｎアカフジ,-13,二本柳, 2.0, 34,  -9,  -9,16,220.9, ⑭⑫,12, 9,Ｏマイアイビギニング, 50,西田雄, 1.8, 56,   1,  -2,13,109.0, ⑧⑨,12, 6,Ｇリビアｰモ, 80,吉田隼, 1.4, 66, -11,   8, 6, 13.0,⑯⑯⑮
13,15,Ｎクニサキレモネｰド, 30,西田雄, 2.1, 41,   5, -15,15,221.2, ⑥⑥,13,13,Ｌメジロサブリナ, 33,小野寺, 2.3, 32, -10, -11,10, 94.2, ⑮⑮,13, 6,Ｄワイルドイリｰガル, 71,太宰啓, 1.8, 55,  -1,   0, 9, 27.7, ⑬⑪,13, 7,Ｍサンレイジャスパｰ, 77,難波剛, 1.4, 64,  -8,   3,16,119.7,⑫⑫⑬
14, 6,Ｊヤマイチヘレネ, 44,宮崎北, 2.4, 36,   6, -20, 7, 16.3, ⑤⑩,14,15,Ｋフラワｰライン, 34,千葉直, 2.4, 30,  -1, -21,11,122.8, ⑫⑬,14,11,Ｊマｰシャルソング, 67,赤木高, 2.0, 53,   4,  -6,10, 40.5, ⑤⑦,14, 5,Ｂオディｰル, 88,北村友, 1.7, 58,  -7,  -4, 3,  7.4,⑩⑩⑨
15, 2,Ｌショウナンアデｰヤ, 37,古川吉, 2.4, 38,  -9,  -4,12,156.4, ⑭⑭,15, 4,Ｍシャンディア, 21,土谷智, 3.2, 20,   7, -41,14,169.9, ④⑩,15, 3,Ｂフォレストジャガｰ, 74,藤岡康, 2.7, 48,*  7, -14, 5, 12.9, ②③,15,14,Ｎメジロフォｰナ, 77,藤岡康, 1.8, 57,  -7,  -5,12, 31.7,⑮⑪⑩
16, 4, ラブユｰミｰ,---,松山弘, 4.5, 10, -11, -29,11,141.3, ⑮⑮,16, 6, チェリｰムテキ,---,武士沢, 3.9, -5, -17, -26,13,169.0, ⑯⑯,,,,,,,,,,,,,16, 4,Ｃセラフィックロンプ, 87,宮崎北, 1.9, 54,  -6,  -9, 8, 16.5,⑧⑧⑧
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:稍重(指数:16),,,,,,,,,,,,ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:重(指数:16),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:89 ﾚｰｽﾍﾟｰｽ指数:-13 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:不良(指数:16),,,,,,,,,,,
"単勝:580円 複勝:11=200円 14=370円 12=180円 枠連:2,120円",,,,,,,,,,,,"単勝:6,390円 複勝:08=1,270円 14=160円 03=130円 枠連:2,400円",,,,,,,,,,,,"単勝:1,960円 複勝:01=410円 04=120円 10=180円 枠連:1,730円",,,,,,,,,,,,"単勝:1,370円 複勝:08=410円 02=940円 13=1,170円 枠連:5,030円",,,,,,,,,,,
"馬連:2,960円 ワイド:11-14=1,200円 11-12=620円 12-14=1,450円",,,,,,,,,,,,"馬連:13,270円 ワイド:08-14=3,110円 03-08=2,290円 03-14=230円",,,,,,,,,,,,"馬連:1,610円 ワイド:01-04=650円 01-10=1,590円 04-10=330円",,,,,,,,,,,,"馬連:13,060円 ワイド:02-08=4,050円 08-13=4,720円 02-13=9,220円",,,,,,,,,,,
"馬単:4,950円 3連複:7,510円 3連単:38,880円",,,,,,,,,,,,"馬単:31,450円 3連複:8,350円 3連単:109,330円",,,,,,,,,,,,"馬単:5,440円 3連複:3,180円 3連単:28,320円",,,,,,,,,,,,"馬単:24,330円 3連複:145,730円 3連単:792,960円",,,,,,,,,,,
■ 3R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 6R  芝2600m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:13,,,,,■ 9R  芝2000m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■12R  芝1200m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-8,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,伏拝特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ｃトｰセンピングス, 61,北村友,, 56,*-20,* 17, 3,  3.9,①①①, 1, 9,Ｂブルｰスタｰキング, 67,後藤浩,, 74,*  6,* 17, 1,  2.2,②②②, 1,14,Ｄスカｰレットダイヤ, 70,後藤浩,, 84,   6,* 15, 1,  3.9,⑩⑨⑥, 1,10,Ｆシティボス, 66,太宰啓,, 66,   0,*  0, 3,  6.3, ⑫⑦
 2, 7,Ａプレゼピオ, 76,三浦皇, 0.7, 52,*-20,  12, 1,  2.2,⑤③③, 2, 4,Ｃワンダｰベルグ, 63,吉田隼, 0.8, 68,   4,  12, 3,  4.9,⑤⑤⑤, 2, 8,Ｅコスモザガリア, 67,中舘英, 0.1, 82,*  8,*  6, 4,  6.2,②①②, 2, 9,Ｃナムラブｰム, 68,古川吉, 1.0, 54,   3, -16, 5, 12.1, ⑨⑩
 3, 6,Ｄハジメレンジャｰ, 61,河北通, 0.7, 53,*-20,  12, 5, 29.6,⑥④⑤, 3,10,Ｉテンシノザｰル, 54,中村将, 1.5, 59,*  6,  -5,10, 79.7,①①①, 3, 4,Ｋメイショウベｰネ, 64,大野拓, 1.0, 74,   3,*  8,13, 42.4,⑭⑭⑪, 3, 8,Ｊタニノゴッドマザｰ, 59,田中博, 1.0, 56,*  6, -18,15, 63.4, ④⑥
 4, 2,Ｂフェｰズシックス, 71,田辺裕, 0.9, 50, -21,  13, 2,  2.9,④⑦④, 4, 2,Ｄシｰダｰラック, 60,柴山雄, 1.5, 62,   3,   4, 5, 14.8,⑥⑥⑥, 4, 6,Ｏナナツダチ, 52,石橋脩, 1.2, 72,   6,  -1, 8, 25.3,⑮⑩⑧, 4, 7,Ａジュｰシｰジｰン, 72,北村宏, 1.0, 51,  -2, -11,11, 35.5, ⑮⑫
 5,10,Ｅユウタｰフラッシュ, 53,後藤浩, 1.0, 49,*-20,   9, 7, 35.4,②②②, 5, 7,Ｅマラｰド, 58,河北通, 1.6, 64,   1,  11, 6, 24.5,⑩⑩⑦, 5, 7,Ｆサプライズユｰ, 66,吉田隼, 1.2, 71,   3,   3, 6, 14.5,⑬⑬⑫, 5, 2,Ｂマイネルカｰロ, 72,大野拓, 1.0, 53,   1, -13, 4, 11.8, ⑩④
 6, 9,Ｇシルクライトアップ, 49,武士沢, 1.2, 50, -21,  11, 6, 30.5,⑧⑧⑦, 6, 6,Ｇマイネルガルボ, 55,三浦皇, 1.8, 60,   5,  -4, 4, 10.8,③③④, 6,13,Ｇメタルビｰズ, 66,木幡初, 1.4, 70,*  8,  -6,12, 42.2,⑦④③, 6,13,Ｇメタリック, 65,西田雄, 1.1, 52,   0, -13, 7, 20.5, ⑬⑬
 7, 5, アイビスランド,---,嘉藤貴, 2.1, 43, -23,   5, 8, 52.7,⑩⑩⑧, 7, 3,Ｈファンドリリｰダｰ, 55,松山弘, 1.9, 60,   2,   4, 8, 36.9,⑧⑦⑧, 7, 1,Ａマイネソシオ, 75,津村明, 1.7, 68,   6,  -7, 3,  5.5,⑨⑦④, 7,12,Ｈエリモラフィｰネ, 63,松田大, 1.2, 50,  -4, -11, 9, 25.4, ⑯⑮
 8, 1,Ｈカシマモナｰク, 47,宮崎北, 2.5, 39, -23,   1,10,155.8,⑦⑨⑩, 8, 5,Ｆウインアヴェニュｰ, 57,宮崎北, 2.0, 61,   3,   4, 7, 24.7,⑨⑧⑨, 8,12,Ｍウィンドチャイム, 61,西田雄, 1.9, 63,*  7, -15,10, 31.9,⑤③⑤, 8, 1,Ｎベタｰデイズ, 51,畑端省, 1.4, 50,   4, -20,13, 37.2, ⑧③
 9, 8,Ｆチョウハイレベル, 51,石橋脩, 2.7, 36,*-20,  -5, 4, 14.8,⑨⑤⑨, 9, 1,Ａトｰセンペトリュス, 68,中舘英, 2.4, 54,   3, -10, 2,  3.4,④④③, 9,15,Ｃミスフェイスフル, 70,宮崎北, 2.0, 60,*  7, -17,11, 31.9,①②①, 9, 4,Ｋテイクザスカイ, 57,石橋脩, 1.5, 51,*  6, -24, 6, 19.5, ②②
10, 3,Ｉリョウザンパク, 34,木幡初, 3.4, 30, -21,  -9, 9, 93.7,③⑥⑥,10, 8,Ｊナンヨｰアウトロｰ, 47,赤木高, 3.5, 46,   2, -17, 9, 58.1,⑦⑨⑩,10, 3,Ｂショウナンアルス, 72,小野次, 2.3, 60,   4, -13, 9, 31.0,⑥⑪⑨,10,11,Ｅデュｰクデビル, 67,武士沢, 1.5, 50,*  6, -25, 1,  2.7, ⑤⑧
,,,,,,,,,,,,,,,,,,,,,,,,11, 9,Ｊショウナンアヤカ, 65,武英智, 2.3, 60,   5, -14,14, 46.2,③⑥⑦,11,15,Ｉステラクッキｰ, 62,生野賢, 1.8, 45,   2, -24, 8, 22.3, ⑪⑪
,,,,,,,,,,,,,,,,,,,,,,,,12,10,Ｌメイショウシオギリ, 64,難波剛, 2.9, 54,   5, -24,15, 66.9,⑧⑧⑭,12,16, アルファカムカム,---,中谷雄, 2.5, 37,   5, -35,16,102.2, ⑦⑨
,,,,,,,,,,,,,,,,,,,,,,,,13, 2,Ｈビタｰオレンジ, 65,三浦皇, 3.4, 52,   4, -28, 5, 12.2,⑪⑫⑩,13, 5,Ｄレットイットライド, 67,宮崎北, 2.8, 33,*  6, -41, 2,  4.7, ③⑤
,,,,,,,,,,,,,,,,,,,,,,,,14, 5,Ｎタガノトゥｰリ, 61,田中博, 4.4, 43,   0, -33, 7, 24.8,⑫⑮⑮,14, 3,Ｏレイナウッド, 30,中村将, 3.2, 31,*  9, -47,14, 47.0, ①①
,,,,,,,,,,,,,,,,,,,,,,,,15,11,Ｉハッピｰプレゼント, 65,北村友, 4.5, 41,*  7, -48, 2,  4.0,④⑤⑬,15,14,Ｍボニｰアクション, 57,三浦皇, 3.3, 26,  -1, -41,10, 25.9, ⑭⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16, 6,Ｌビｰビｰフェイク, 57,的場勇, 4.1, 16,   5, -55,12, 35.7, ⑥⑭
