09年10月25日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年10月25日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 4R  ダ1400m 2 歳新馬(牝) 馬齢,,,,,,,,,,,,■ 7R  ダ1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■10R  芝1200m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-6,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ京都,,,,,,,,,,,,,,,,,,,,,,,,桂川ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ａフライトオブスワン, 72,武豊  ,, 72,*  7,   1, 1,  1.2, ②②, 1, 9, サンヴァンサン,---,松山弘,, 71,*  7,*  0, 6, 12.9, ④②, 1,10,Ｊイセノスバル, 76,小林徹,, 80,*  5,  10, 8, 18.1, ②②, 1, 9,Ｉセブンシｰクィｰン, 76,和田竜,, 81,* 12,   0, 6, 13.7, ①①
 2, 9,Ｃマイネルレガｰロ, 63,松岡正, 1.1, 61,   3,  -5, 2, 10.0, ⑤③, 2, 6, ナムラアトラクト,---,小林徹, 0.2, 70,*  8,  -5, 2,  3.5, ①①, 2, 4,Ｄシゲルカサギヤマ, 80,幸英明, 0.0, 79,   2,  13, 4,  7.4, ④④, 2, 3,Ｆテｰオｰギャング, 79,福永祐, 0.0, 82,*  8,   4, 3,  5.9, ④④
 3,15,Ｆコウエイロブロイ, 58,幸英明, 1.1, 62,   3,  -5,10, 71.7, ⑦⑥, 3, 2, ビタｰスウィｰト,---,後藤浩, 1.5, 57,  -1,  -3,12, 64.1, ⑫⑪, 3,15,Ｆコンフォｰコ, 79,横山典, 0.1, 79,   2,  13, 7, 16.6, ⑥⑥, 3,17,Ａランチボックス, 86,岩田康, 0.1, 80,   4,   7, 5, 12.6, ⑧⑦
 4,13,Ｂスペシャルイモン, 64,松山弘, 1.1, 60, -17,* 13, 4, 18.7, ⑯⑮, 4, 4, ヤマニンフリアンド,---,岩田康, 1.6, 58,*  7, -14, 7, 18.9, ③④, 4, 9,Ｇオシャレキング, 77,熊沢重, 0.3, 78,   2,  11, 5, 10.6, ⑤⑤, 4, 8,Ｄオｰルタイムベスト, 83,武豊  , 0.2, 82,  -6,* 16, 1,  2.7, ⑭⑭
 5, 3,Ｅオフェンシヴライン, 58,川田将, 1.6, 59,  -1,  -5, 7, 47.9, ⑧⑧, 5,13, シュンセイ,---,蛯名正, 1.8, 55,  -1,  -6,10, 38.4, ⑬⑩, 5, 1,Ｎセレスダイナミック, 73,福永祐, 0.3, 77,  -1,  13,13, 97.7, ⑧⑦, 5,13,Ｂエｰシンフォワｰド, 85,秋山真, 0.2, 80,   4,   6, 2,  5.6, ⑥⑥
 6, 6,Ｏフリｰクムｰン, 20,小林徹, 1.7, 58, -11,   3,13,199.3, ⑫⑫, 6, 8, タガノシビル,---,赤木高, 1.9, 53,  -2,  -6, 5,  8.4, ⑭⑭, 6, 2,Ｅフミノパシフィック, 79,松岡正, 0.3, 77,  -4,* 16, 3,  6.1, ⑬⑫, 6,16,Ｃサワヤカラスカル, 84,浜中俊, 0.3, 78,   7,   2, 4,  8.0, ⑤⑤
 7, 8,Ｉピヴォワｰヌ, 41,蛯名正, 1.7, 57,   3, -11, 5, 23.1, ④⑦, 7,10, バンダムロｰゼ,---,松岡正, 2.0, 53,   1, -11,13, 69.7, ⑪⑨, 7,13,Ｂシャイニｰクエスト, 82,岩田康, 0.5, 75,  -1,  12, 2,  4.8, ⑪⑩, 7, 4,Ｅタイセイハニｰ, 80,蛯名正, 0.4, 78,  -2,   9, 8, 20.2, ⑪⑪
 8, 7,Ｈタガノムｰンダスト, 45,赤木高, 1.8, 55, -13,*  3,11,148.7, ⑭⑭, 8, 1, アグネスワルツ,---,国分恭, 2.1, 54,   1, -13, 3,  7.3, ⑨⑦, 8, 3,Ｃダノンシャトル, 82,浜中俊, 0.5, 76,  -4,* 14, 9, 24.5, ⑫⑪, 8, 2,Ｋホエｰルシャｰク, 75,松岡正, 0.5, 79,  -9,* 15,11, 53.9, ⑮⑮
