09年 2月21日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 2月21日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 4R  芝1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 7R  芝1200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■10R  芝2000m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,あすなろ賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｃオリオンザブラック, 62,嘉藤貴,, 63,  -5,   5, 4, 17.8, ④④, 1, 4,Ａソラヲカケル, 62,安藤光,, 66,  -3,* 12, 2,  3.1,⑦⑦⑥, 1,12,Ｆゲットブラック, 70,松田大,, 73, -11,* 16, 2,  5.2, ⑦⑧, 1, 2,Ｃヤマニンウイスカｰ, 72,浜中俊,, 74,  10,*  1, 1,  2.5,⑩⑨⑥
 2,11,Ｅワイドヒリュウ, 52,角田晃, 0.1, 62,  -9,*  7, 8, 27.3, ⑨⑨, 2, 6,Ｈレインフォｰレスト, 48,藤岡康, 0.3, 62,  -2,   7, 4,  9.1,⑥⑤③, 2,11,Ｂライトグロｰリｰ, 72,荻野琢, 0.0, 72,*  1,   4, 3,  5.2, ①①, 2, 9,Ａモエレビクトリｰ, 85,的場勇, 0.2, 65,* 15, -14, 3,  5.2,①①①
 3, 2,Ｇカシノコロン, 52,二本柳, 0.2, 60, -13,*  9,13,156.8, ⑩⑥, 3,11,Ｍドリｰムサンセｰル, 39,丸田恭, 0.5, 60,  -6,* 12, 6, 20.4,⑩⑩⑨, 3,17,Ｋエイワンキセキ, 66,浜中俊, 0.1, 75, -22,* 25, 6, 14.4, ⑯⑯, 3, 7,Ｌテツキセキ, 54,荻野琢, 0.3, 70,  12,  -4, 5, 12.5,⑨⑧⑤
 4, 7,Ｂカゼノジュエリｰ, 65,鮫島良, 0.3, 60,* -2,   0, 1,  1.4, ②②, 4, 5,Ｐニシノアクエリオン, 23,赤木高, 0.7, 55,*  1,  -6,12, 58.3,①①①, 4,18,Ｄエムオｰミラクル, 71,田辺裕, 0.2, 71, -12,  15, 7, 15.8, ⑨⑨, 4,12,Ｇシゲルエボシダケ, 64,角田晃, 0.7, 69,   9,* -2,11, 62.8,⑭⑭⑬
 5, 4,Ｊエｰシンウィゾｰル, 44,荻野琢, 0.5, 57,  -9,   3, 6, 19.5, ⑧⑦, 5, 9,Ｇグッゲンハイム, 49,田中博, 0.9, 58,  -5,   4, 8, 36.6,⑨⑨⑩, 5, 4,Ｇミティｰク, 70,佐藤哲, 0.3, 68,  -8,  10, 9, 23.4, ④④, 5, 5,Ｊシゲルキリガミネ, 60,安藤光, 0.7, 64,  13, -14,14,159.8,④③②
 6, 3,Ｉバルバロッサ, 47,宮崎北, 0.6, 55,  -5,  -1,12,123.5, ③③, 6,13,Ｄスリｰオブジャパン, 56,宮崎北, 1.0, 56,  -6,   5, 7, 24.0,⑪⑪⑫, 6, 1,Ｊクレイジｰラブ, 68,二本柳, 0.3, 68,* -2,   3, 5,  8.3, ②②, 6, 3,Ｅスペシャルシンガｰ, 68,北村友, 0.8, 64,  11, -13, 6, 17.4,⑦⑦⑧
 7, 8,Ａアベニｰルシチｰ, 65,北村友, 0.9, 53,  -4,  -3, 2,  7.9, ⑤⑤, 7, 2,Ｃトキノヤマトボシ, 57,松田大, 1.2, 53,  -5,   0, 5, 10.4,⑧⑧⑦, 7,13,Ｌヤマニンプロロｰグ, 63,角田晃, 0.4, 70, -18,* 17,10, 29.4, ⑮⑬, 7,11,Ｈアキノカウンタｰ, 61,鮫島良, 1.0, 65,   8,  -4,15,181.6,⑮⑮⑨
 8,10,Ｎキクノアッシャ,  5,中舘英, 1.0, 52,* -1,  -7, 5, 17.8, ①①, 8,15,Ｌロマンチックデス, 41,生野賢, 1.4, 52,  -7,   2,14,141.4,⑫⑬⑮, 8,10,Ａカｰリアンダンス, 76,丸田恭, 0.5, 66, -15,  13, 4,  7.0, ⑪⑪, 8, 4,Ｄラヴィンライフ, 69,長谷川, 1.0, 63,   9,  -7, 4,  8.5,⑪⑬⑭
