09年 4月18日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 4月18日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■ 4R  芝1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 7R  ダ1200m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  芝1600m 4歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,読売ﾏｲﾗｰｽﾞｶｯﾌﾟ ＧⅡ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12, ティックルピンク,---,安藤勝,, 59,  -2,*  5, 2,  4.1, ⑨⑧, 1, 6,Ｅトｰセンロマネ, 58,藤岡佑,, 66,  -6,*  9, 4, 14.7, ⑭⑬, 1,15,Ａワｰキングウｰマン, 74,藤田伸,, 66,   4,   6, 2,  4.6, ③③, 1, 3,Ｂスｰパｰホｰネット, 94,藤岡佑,, 95,  -3,  26, 1,  2.4, ⑥⑦
 2, 5,Ａブラストアｰト, 69,福永祐, 0.0, 61,*  3,  -1, 1,  4.0, ②②, 2,18,Ａナイトフッド, 65,福永祐, 0.0, 64,  -4,*  3, 1,  1.5, ⑫⑪, 2,14,Ｂユメイッポ, 73,藤岡佑, 0.0, 66,*  5,   4, 3,  6.4, ②②, 2, 5,Ａカンパニｰ, 99,横山典, 0.0, 93,  -3,  26, 3,  5.8, ⑦⑥
 3, 3, クリムゾンブｰケ,---,浜中俊, 0.3, 59,  -7,*  8, 8, 13.5, ⑬⑭, 3, 9, トｰセンマドロｰナ,---,川田将, 0.2, 61,  -7,*  4, 3,  7.9, ⑨⑫, 3, 3,Ｃルｰシｰショｰ, 71,岩田康, 0.3, 63,   3,   4, 1,  2.6, ⑥④, 3,10,Ｉスマイルジャック, 86,岩田康, 0.0, 91,   0,  20, 9, 28.4, ③③
 4, 4,Ｃマイネシラユキ, 65,川島信, 0.3, 57,   1,  -1,12, 51.9, ⑥⑤, 4, 2,Ｄタクティクス, 60,安藤勝, 0.4, 58,  -2,  -6, 2,  6.7, ③④, 4, 8,Ｇモモフク, 66,国分恭, 0.3, 63,   3,   4, 5, 12.2, ④⑤, 4, 4,Ｅオｰスミグラスワン, 92,川田将, 0.1, 95,  -8,* 31, 7, 19.5, ⑩⑩
 5, 7,Ｇゴッドフェニックス, 51,池添謙, 0.4, 57,*  5,  -7, 4,  7.2, ①①, 5,13,Ｃツルマルノホシ, 61,上村洋, 0.4, 59,* -1,  -9, 6, 24.8, ④③, 5,13,Ｆアズライト, 66,浜中俊, 0.4, 62,  -9,* 15,12, 37.2, ⑯⑮, 5, 2,Ｆアブソリュｰト, 90,田中勝, 0.3, 91,  -1,  18, 5, 14.8, ⑤⑤
 6,13,Ｅホッコｰフクヒメ, 59,渡辺薫, 0.4, 59,  -8,*  8, 9, 20.9, ⑯⑬, 6,15, スティアヘッド,---,上野翔, 0.6, 57,  -6,  -1, 7, 32.5, ⑯⑭, 6, 2,Ｍウインクルラッキｰ, 61,鮫島良, 0.6, 61,  -2,   6,14,132.9, ⑧⑦, 6, 6,Ｃヒカルオオゾラ, 94,武豊  , 0.4, 88,  -5,  21, 2,  3.4, ⑨⑨
 7, 1,Ｉワンダｰプリマ, 47,武豊  , 0.4, 57,*  2,  -4, 6, 11.7, ③③, 7,17, ミシュランシチｰ,---,佐藤哲, 0.8, 53,  -4, -10, 8, 38.2, ⑧⑦, 7,11,Ｎワンモアグリッタｰ, 57,川島信, 0.6, 59,  -7,* 11, 8, 27.0, ⑮⑫, 7, 1,Ｈリトルアマポｰラ, 86,福永祐, 0.4, 88,  -2,  17, 4, 12.4, ④④
 8,16,Ｂマルヨモザｰ, 68,横山典, 0.5, 56,   0,  -1, 5, 11.0, ⑦⑥, 8, 7,Ｂネオイユドゥレｰヌ, 65,横山典, 1.0, 48,*  0, -22, 5, 18.5, ①①, 8,10,Ｅテイエムヨカドｰ, 69,酒井学, 0.8, 60,  -3,   5, 4,  9.7, ⑨⑨, 8, 7,Ｄビｰビｰガルダン, 92,安藤勝, 0.6, 80,*  2,   6, 6, 15.3, ①①
 9,15,Ｆショウナンタイリン, 58,岩田康, 0.8, 54,  -2,  -1, 7, 12.7, ⑧⑨, 9,12, メイショウソウコウ,---,幸英明, 1.0, 53,  -4, -12,16,233.1, ⑩⑨, 9, 4,Ｌテｰオｰエンジェル, 61,武豊  , 1.0, 57,   3,  -2, 6, 12.8, ⑤⑥, 9, 8,Ｇタマモサポｰト, 89,津村明, 0.6, 82,*  2,   6, 8, 25.3, ②②
10,10, マヤノカピオラニ,---,幸英明, 0.8, 54,  -5,   2,13, 58.8, ⑫⑪,10,16,Ｆエリモサリｰレ, 54,小牧太, 1.2, 50,  -5, -13,11, 73.2, ⑪⑩,10, 1,Ｊリッショウユｰザｰ, 63,田中健, 1.0, 59,   1,   1,11, 36.9, ⑦⑧,10, 9,Ｊライブコンサｰト, 85,小牧太, 0.7, 85,  -4,  17,10, 34.1, ⑧⑧
11, 9,Ｋアンディｰフロイデ, 39,武幸四, 1.4, 51,  -4,  -5,11, 50.1, ⑩⑩,11, 8,Ｊサンレイシャｰマン, 47,難波剛, 1.2, 51,  -8,  -7,12,106.3, ⑮⑮,11, 6,Ｈメイショウシオギリ, 65,石橋守, 1.1, 57,  -4,   3,13, 40.9, ⑩⑩,,,,,,,,,,,,
12,11,Ｈハイウイング, 50,木村健, 1.5, 50,   1, -11,14,149.2, ⑤⑦,12, 1,Ｉパｰプルラッキｰ, 49,小林徹, 1.4, 48,  -4, -17,13,114.4, ⑥⑧,12, 7,Ｄイイデソユｰズ, 70,木村健, 1.2, 56,  -7,   6, 7, 23.9, ⑭⑬,,,,,,,,,,,,
13,14,Ｄスプリングベリｰ, 60,秋山真, 1.8, 45,  -7,  -5,10, 25.5, ⑭⑮,13, 5,Ｇオｰトホワイティ, 53,渡辺薫, 1.5, 50,  -7, -10,10, 70.8, ⑰⑯,13,16,Ｉスマｰトストｰム, 63,小牧太, 1.3, 54,  -6,   3,10, 34.2, ⑫⑯,,,,,,,,,,,,
14, 2, ブライティアソワレ,---,国分恭, 1.8, 46,  -5,  -7,15,339.3, ⑪⑫,14,14,Ｈジャズシンガｰ, 52,岩田康, 1.6, 45,  -2, -23, 9, 50.3, ⑦⑥,14, 9,Ｋレディショコラ, 62,福永祐, 1.5, 54,*  7, -10, 9, 27.1, ①①,,,,,,,,,,,,
15, 8,Ｊミスアサｰト, 41,酒井学, 1.8, 48,  -7,  -3,16,419.8, ⑮⑯,15,11,Ｌスペｰスオｰバｰ, 36,木村健, 1.7, 44,*  1, -30,18,271.5, ②②,15, 5,Ｏマルノパイオニア, 57,幸英明, 1.6, 52,  -4,   0,16,258.4, ⑪⑪,,,,,,,,,,,,
16, 6, キュプリス,---,藤岡佑, 1.9, 44,   1, -16, 3,  7.0, ④④,16, 3,Ｍシャイニｰバｰド, 17,角田晃, 2.0, 47, -13,  -5,14,128.7, ⑱⑱,16,12,Ｐマッキｰサマンサ, 52,野元昭, 1.9, 49,  -6,  -1,15,236.0, ⑬⑭,,,,,,,,,,,,
,,,,,,,,,,,,17,10, メイショウクック,---,秋山真, 2.2, 41,  -2, -32,15,153.8, ⑤⑤,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18, 4,Ｋコスモミラクル, 42,野元昭, 6.7,-15,  -9, -84,17,258.8, ⑬⑰,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:92 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:-2),,,,,,,,,,,
単勝:410円 複勝:12=190円 05=140円 03=370円 枠連:620円,,,,,,,,,,,,"単勝:1,470円 複勝:06=240円 18=110円 09=220円 枠連:620円",,,,,,,,,,,,"単勝:460円 複勝:15=170円 14=160円 03=130円 枠連:1,110円",,,,,,,,,,,,単勝:240円 複勝:03=130円 05=180円 10=480円 枠連:530円,,,,,,,,,,,
"馬連:1,020円 ワイド:05-12=410円 03-12=1,420円 03-05=1,080円",,,,,,,,,,,,馬連:900円 ワイド:06-18=380円 06-09=930円 09-18=310円,,,,,,,,,,,,"馬連:1,350円 ワイド:14-15=440円 03-15=350円 03-14=310円",,,,,,,,,,,,"馬連:550円 ワイド:03-05=260円 03-10=1,140円 05-10=1,650円",,,,,,,,,,,
"馬単:2,110円 3連複:4,120円 3連単:18,070円",,,,,,,,,,,,"馬単:2,880円 3連複:1,790円 3連単:18,700円",,,,,,,,,,,,"馬単:2,580円 3連複:1,160円 3連単:8,090円",,,,,,,,,,,,"馬単:900円 3連複:4,900円 3連単:14,010円",,,,,,,,,,,
■ 2R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 5R  ダ1800m 3 歳500万 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 8R  芝2200m 4歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■11R  ダ1400m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,白鷺特別,,,,,,,,,,,,,,,,,,,,,,
