09年 4月 4日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 4月 4日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 4R  芝2880m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-10,,,,,■10R  芝2500m 4歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安房特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｇアルウェット, 56,横山典,, 65,*  2,*  8, 6, 14.9,⑭①①, 1, 1, スタルカ,,穂苅寿,,,,, 2,  3.4,②②②, 1, 3,Ｅアクセプトアゲン, 69,江田照,, 69,* -1,   4, 3,  7.0, ①①, 1, 5,Ｂヤエノアカハチ, 82,田辺裕,, 92,  12,* 17, 6, 11.9,⑭⑩⑦
 2,10,Ａユングフラウヨシコ, 64,郷原洋, 0.5, 64,  -1,* 10, 1,  2.7,⑩⑦⑤, 2, 9, マイネルネオス,,宗像徹,195.1,,,, 1,  3.3,⑨⑥⑤, 2, 2,Ｃソシアルグレイシｰ, 71,横山典, 0.6, 63,  -6,   4, 2,  5.3, ④④, 2, 3,Ｃミヤビベガ, 79,藤田伸, 0.6, 87,  13,* 11, 1,  4.4,⑩⑫⑪
 3,15,Ｂユキノクイｰン, 61,蛯名正, 0.5, 63,*  0,*  7, 2,  2.8,⑥④②, 3, 7, ニュｰヨｰカｰ,,高野和,195.9,,,,11, 59.6,③③③, 3, 1,Ｊディｰエスルｰラｰ, 61,勝浦正, 0.7, 62, -10,   6,11, 45.3, ⑧⑦, 3, 9,Ｆフェニコｰン, 78,三浦皇, 1.0, 83,  14,   0, 4,  5.7,⑧⑦⑤
 4, 8,Ｄビクトリアスバイオ, 60,三浦皇, 0.8, 60,*  1,   3, 4,  9.9,①②③, 4,10, ロッキｰロｰレル,,大江原,196.1,,,, 8, 27.2,⑦④④, 4, 7,Ｇボンジュｰルソノコ, 66,赤木高, 0.8, 60, -14,*  9,13, 76.3, ⑩⑨, 4,13,Ｇダイワバゼラｰド, 77,北村宏, 1.1, 79,  12,   2, 2,  5.6,⑪⑨⑨
 5,12,Ｍシンワノジョケツ, 43,中舘英, 1.3, 56,*  0,   0, 3,  9.4,②③④, 5,12, ウエルアップ,,平沢健,196.1,,,,10, 29.5,①①①, 5,14,Ａコメンテｰタｰ, 72,木幡初, 1.0, 58,* -4,  -2, 7, 10.5, ③③, 5, 2,Ｄベストオｰカン, 79,大野拓, 1.1, 80,  14,  -2, 7, 13.0,④⑥④
 6, 1,Ｃセイカドルチェ, 60,内田博, 1.8, 55,  -1,  -1, 5, 13.2,③⑥⑥, 6, 8, スプリングロック,,大庭和,196.2,,,, 4,  6.7,⑫⑩⑥, 6, 5,Ｌアイオロスシチｰ, 55,宮崎北, 1.0, 58, -22,* 14,10, 38.7, ⑮⑮, 6,10,Ｅロックザキャスバ, 78,柴田善, 1.1, 81,  12,   0, 8, 13.9,⑥⑧⑧
 7, 2,Ｆネオコルテックス, 58,吉田豊, 2.0, 55,  -2,   0, 8, 17.8,⑦⑩⑧, 7,14, ストロングマリオン,,浜野谷,197.0,,,, 3,  5.4,⑩⑨⑨, 7,12,Ｆネバｰグレイス, 66,郷原洋, 1.0, 58, -18,* 11,14,120.0, ⑭⑫, 7,12,Ｉフランドルシチｰ, 75,蛯名正, 1.3, 79,* 15, -10, 5,  6.4,⑤③②
 8, 7,Ｊショウナンアンサｰ, 51,柴田善, 2.4, 52,  -1,  -5,11,133.3,⑨⑨⑦, 8, 4, スパｰクルキング,,江田勇,197.4,,,,12, 74.0,⑥⑧⑧, 8,15,Ｈエイワンキセキ, 64,藤田伸, 1.1, 58,  -8,   1, 5,  9.0, ⑦⑥, 8, 8,Ｋレイトスプリング, 73,田中博, 1.4, 78,* 15, -11,10, 37.2,③④③
