09年 4月11日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 4月11日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 4R  ダ1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-17,,,,,■ 7R  ダ1800m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  芝1400m 4歳上ｵｰﾌﾟﾝ(牝) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｻﾝｽﾎﾟ杯阪神牝馬S ＧⅡ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ａフレッドバロｰズ, 69,浜中俊,, 68,  -3,*  6, 1,  1.2, ③③, 1, 7,Ｉメイショウモネ, 44,古川吉,, 67,   2,* -1, 8, 34.5, ⑦⑥, 1,14,Ｊスリｰベイダｰ, 71,小坂忠,, 73,*  9,   6, 9, 23.3,①①①, 1,12,Ａジョリｰダンス, 89,四位洋,, 98,  -1,* 33, 7, 19.9, ⑪⑪
 2, 3,Ｂエリモフリｰダム, 64,川島信, 0.7, 61,*  1,  -3, 3, 13.8, ①①, 2, 3,Ｂマｰブルデイビｰ, 65,浜中俊, 0.0, 65,*  4,  -5, 2,  5.1, ③③, 2, 1,Ｆマサライト, 75,小牧太, 0.0, 74,*  8,   8, 2,  7.0,③③③, 2, 8,Ｆザレマ, 86,安藤勝, 0.2, 93,   2,* 26, 3, 10.2, ⑥⑥
 3, 4,Ｈアドマイヤセレス, 50,川田将, 1.5, 57,  -2,  -6,10, 92.9, ④④, 3, 9,Ａヴィｰヴァサルｰテ, 65,藤岡佑, 0.3, 62,*  4,  -8, 1,  2.0, ②②, 3, 6,Ｉオｰミプレシャス, 74,四位洋, 0.1, 75,   8,  10, 8, 20.6,⑧⑦⑤, 3,15,Ｅオディｰル, 86,岩田康, 0.5, 89,   4,  21, 4, 12.8, ⑤④
 4, 5,Ｄエｰシンウィゾｰル, 58,和田竜, 1.7, 54,  -3,  -8, 5, 18.7, ⑥⑥, 4,16,Ｊマイスイｰトホｰム, 44,川田将, 0.3, 64,*  6, -10, 5, 14.8, ①①, 4,11,Ａキャッツインブｰツ, 81,川田将, 0.1, 76,   5,* 15, 1,  1.8,⑩⑪⑩, 4, 5,Ｎサワヤカラスカル, 79,浜中俊, 0.7, 91,  -1,* 26,10, 35.2, ⑬⑭
 5,16,Ｃヤマニンライラ, 60,田中勝, 1.7, 52, -13,*  1, 4, 14.3, ⑯⑬, 5, 2, ヒミノマｰチ,---,幸英明, 0.5, 58,  -4,*  1, 9, 39.5, ⑭⑫, 5, 7,Ｈキャプテンマジン, 75,安藤勝, 0.3, 71,   7,  10, 5, 16.7,⑨⑧⑦, 5, 7,Ｏレジネッタ, 78,小牧太, 0.8, 88,   0,  22, 8, 20.4, ⑩⑨
 6,15,Ｍヨバンタックン, 42,小林徹, 1.7, 54,  -5,  -6,11,101.6, ⑩⑤, 6,14, メイショウヨシムネ,---,岩崎祐, 0.9, 56,  -1,  -6,12,120.7, ⑩⑪, 6,13,Ｅメイショウイッキ, 76,武豊  , 0.5, 71,   6,   9, 3,  7.6,⑬⑩⑧, 6,17,Ｄレインダンス, 86,藤岡康, 0.9, 87,  -1,  23, 6, 17.3, ⑭⑫
 7,10,Ｉシュバルツカレラ, 46,岩田康, 2.4, 47,  -4, -14, 7, 48.3, ⑤⑦, 7, 4, ゴｰルデンキュｰブ,---,藤岡康, 1.0, 54,  -4,  -4, 3,  6.4, ⑬⑬, 7, 3,Ｄナリタチャレンジ, 77,川島信, 0.7, 69,   5,  10, 4, 15.6,⑭⑫⑪, 7,11,Ｉウエスタンダンサｰ, 84,川田将, 0.9, 83,*  6,  13, 9, 26.0, ③③
 8,12,Ｋロｰレルファイアｰ, 45,藤岡康, 2.4, 47, -11,  -7,14,201.5, ⑫⑮, 8, 8,Ｆホッカイボンベイ, 48,田村太, 1.3, 53,  -1, -10,15,219.4, ⑪⑩, 8, 4,Ｂゴｰルドスミス, 80,横山典, 0.7, 69,   6,   7, 6, 17.5,⑦⑨⑫, 8,16,Ｃポルトフィｰノ, 87,武豊  , 0.9, 84,   3,  17, 1,  2.1, ⑧⑦
