09年 8月 9日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 8月 9日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1400m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 4R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 7R  芝1000m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-11,,,,,■10R  ダ1800m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,瀬波温泉特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,18,Ａシｰズバレンタイン, 54,柴田善,, 62,*  9, -18, 1,  2.2, ①①, 1, 2,Ａザバトルビジョウブ, 66,北村宏,, 59,* -3,   0, 4,  5.7, ①①, 1, 8,Ａスイｰトライラ, 70,蛯名正,, 65,*  5,  -5, 1,  1.9,   , 1, 8,Ｎアドバンスウェイ, 76,松岡正,, 87,*  6,* 22, 8, 30.7,①①①
 2,16,Ｌマイネコティヨン, 41,石橋脩, 0.0, 63,*  8, -15, 8, 26.2, ②②, 2, 3,Ｄバルバロッサ, 64,福永祐, 0.5, 56,* -4,  -3, 1,  2.7, ②②, 2,10,Ｇショウナンパスカル, 50,三浦皇, 0.2, 63,*  3,  -7, 8, 28.3,   , 2,12,Ｂシャルルマｰニュ, 85,蛯名正, 0.7, 84,   5,  20, 2,  5.0,⑦⑥⑥
 3, 4,Ｂアイキボウユウキ, 51,三浦皇, 0.2, 57,   0,  -9, 3,  6.5, ⑨⑨, 3, 1,Ｂカフェマｰシャル, 65,石橋脩, 0.5, 55,  -7,  -1, 2,  4.4, ③③, 3,11,Ｍコアレスソアラ, 42,田中勝, 0.2, 61,  -1,* -4, 9, 28.9,   , 3, 6,Ａスタッドジェルラン, 86,武豊  , 0.8, 84,   4,* 21, 1,  1.8,⑩⑩⑨
 4, 1,Ｅラッキｰダイス, 47,北村宏, 0.2, 54,  -4,* -4, 4,  7.1, ⑬⑫, 4,14,Ｃマッドマックス, 64,柴田善, 0.5, 55,  -9,*  2, 3,  4.7, ⑦⑦, 4, 5,Ｉシャンディア, 46,田辺裕, 0.5, 55,  -4,  -7,13, 59.9,   , 4,10,Ｊコスモフォｰス, 77,木幡初, 0.9, 82,   3,* 21, 4,  8.6,⑪⑭⑪
 5,10,Ｄプルミエアムｰル, 47,川田将, 0.2, 61,*  7, -16, 7, 16.2, ③③, 5, 8,Ｅソヴリン, 62,勝浦正, 0.9, 51, -10,  -2, 5, 10.1, ⑤⑤, 5, 2,Ｃアドマイヤミライ, 53,柴田善, 0.5, 54,  -8,* -4,11, 43.8,   , 5,15,Ｆアｰクビスティｰ, 81,勝浦正, 1.1, 80,*  5,  15, 6, 25.7,④④④
 6,12,Ｆメグリ, 46,武豊  , 0.3, 57,   1, -11, 5, 10.6, ⑥⑦, 6, 4,Ｈビッグナイト, 57,大野拓, 0.9, 53,  -6,  -4, 7, 28.8, ④④, 6,15,Ｌツキノテンシ, 44,小林淳, 0.7, 53,  -5,  -8, 2,  7.2,   , 6,11,Ｏビｰビｰファング, 65,石橋脩, 1.1, 80,   5,  16,12,149.1,⑥⑤⑤
 7, 2,Ｃウインマリアベｰル, 49,松岡正, 0.4, 55,  -1,  -9, 2,  5.7, ⑪⑩, 7,13,Ｇコスモジブリル, 58,木幡初, 1.0, 51, -10,   0, 8, 32.5, ⑩⑩, 7,16,Ｂマイティチアｰ, 58,北村宏, 0.7, 51,  -4, -10, 3,  8.6,   , 7, 1,Ｍロｰランウェルズ, 76,武士沢, 1.2, 79,   4,  18,14,182.4,⑧⑨⑧
 8, 5,Ｋランバレｰノ, 41,伊藤工, 0.7, 50,  -8,* -4,16,263.5, ⑰⑰, 8, 6,Ｋオｰシャントレイル, 50,吉田隼, 1.1, 50, -18,*  4, 9, 77.1, ⑭⑭, 8,17,Ｊムｰンパラダイス, 45,木幡初, 0.8, 48, -16,* -3,12, 51.1,   , 8, 2,Ｉグッドチョイス, 78,吉田豊, 1.5, 78,   5,  13,11,108.8,⑤⑦⑦
