09年12月12日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年12月12日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 4R  芝1800m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 7R  ダ2500m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  ダ1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
15, 4,Ｏダマスカスロｰズ, 41,大庭和, 1.3, 52,  -9,  -5,15,184.5,⑮⑮⑮,15, 3, ブラウンドラゴン,---,武士沢, 5.0, 12, -27, -28,11, 31.6,⑮⑮⑮,15, 6,Ｌクリアキｰ, 54,後藤浩, 1.7, 61,  -6,   2,10, 94.4, ⑭⑭,,,,,,,,,,,,
16, 5,Ｇリンガスバロン, 57,柴田善, 1.4, 48,*  0, -24, 7, 13.7,③①①,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:不良(指数:6),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:重(指数:6),,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:重(指数:6),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:重(指数:6),,,,,,,,,,,
"単勝:2,120円 複勝:08=700円 07=470円 06=250円 枠連:21,740円",,,,,,,,,,,,"単勝:620円 複勝:13=230円 05=510円 02=180円 枠連:3,010円",,,,,,,,,,,,"単勝:1,580円 複勝:02=370円 07=660円 01=150円 枠連:4,970円",,,,,,,,,,,,単勝:450円 複勝:01=140円 03=110円 08=210円 枠連:380円,,,,,,,,,,,
"馬連:20,270円 ワイド:07-08=6,390円 06-08=3,390円 06-07=1,630円",,,,,,,,,,,,"馬連:7,020円 ワイド:05-13=2,450円 02-13=660円 02-05=1,420円",,,,,,,,,,,,"馬連:7,490円 ワイド:02-07=1,340円 01-02=620円 01-07=1,510円",,,,,,,,,,,,馬連:360円 ワイド:01-03=180円 01-08=710円 03-08=310円,,,,,,,,,,,
"馬単:39,910円 3連複:57,590円 3連単:472,670円",,,,,,,,,,,,"馬単:12,610円 3連複:8,670円 3連単:65,200円",,,,,,,,,,,,"馬単:21,770円 3連複:10,080円 3連単:88,390円",,,,,,,,,,,,"馬単:1,140円 3連複:1,360円 3連単:7,980円",,,,,,,,,,,
,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,,,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,
,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,,,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,
