09年12月13日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年12月13日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 4R  芝2880m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1800m 2 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  芝1800m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,美浦ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｄタイムカｰド, 55,戸崎圭,, 62,* -3,*  9, 1,  3.1,④③③, 1,13, トｰセンジョｰカｰ,,五十嵐,,,,, 4,  6.2,①①①, 1,10,Ｈアイアムイチバン, 60,田中勝,, 73,   5,*  9, 6, 14.5,⑧⑦⑥, 1, 6,Ｍマイネルグラシュｰ, 78,戸崎圭,, 88,* -1,  19,11, 38.0,①①①
 2, 2,Ａマイネルオベリスク, 61,真島大, 0.3, 58,* -1,*  3, 2,  3.7,①①①, 2, 3, タカラボス,,大庭和,194.3,,,, 1,  3.4,④③③, 2, 1,Ｃレッドバリオス, 70,横山典, 0.1, 71,   6,   4, 2,  3.3,④④③, 2,10,Ｆルｰルプロスパｰ, 81,角田晃, 0.1, 88,* -1,  19, 4,  9.5,④③③
 3,13,Ｋテイクザファントム, 44,後藤浩, 1.4, 50,* -2,  -5,12,114.1,②②②, 3, 8, スプリングカラｰ,,金子光,194.9,,,, 2,  3.8,②②②, 3, 2,Ａココカラ, 72,柴山雄, 0.5, 68,*  8,  -2, 4,  6.6,①①①, 3, 5,Ｋスマｰトステｰジ, 78,村田一, 0.1, 92,  -7,* 29, 6, 11.5,⑩⑨⑧
 4, 6,Ｈサヤンクｰ, 46,横山典, 1.8, 48,* -3,  -7, 4,  8.1,③④④, 4, 4, トップモンジュｰ,,高田潤,195.3,,,, 3,  4.3,⑤⑥⑥, 4, 3,Ｄシルクゴスホｰク, 66,吉田豊, 0.7, 68,   3,*  5, 3,  5.0,⑪⑩⑧, 4, 1,Ｃブルｰマｰテル, 83,後藤浩, 0.2, 88,  -4,  22, 3,  5.5,⑤⑥⑤
 5, 8,Ｊクロスファイト, 44,武士沢, 1.9, 47,  -6,  -2,10, 98.9,⑨⑪⑪, 5, 5, サニｰネイティブ,,高野和,195.3,,,, 6, 11.5,③④④, 5, 9,Ｂエイシンナナツボシ, 70,後藤浩, 0.7, 67,   5,   2, 1,  2.8,⑥⑥⑦, 5,11,Ｌミッキｰペトラ, 78,柴田善, 0.4, 85,  -4,  19, 2,  4.0,⑥⑦⑥
 6,16,Ｃレオアラシ, 56,津村明, 1.9, 47,  -5,  -5, 6, 19.3,⑩⑨⑧, 6, 2, クンダリｰニ,,西谷誠,195.8,,,, 5,  8.2,⑩⑦⑦, 6, 6, サントアスコット,---,江田照, 1.6, 62,   3,  -1, 8, 59.5,⑩⑨⑩, 6, 2,Ｊハリｰアップ, 79,田中勝, 0.5, 89,  -8,* 28,12, 47.3,⑬⑬⑫
 7,12,Ｅディｰエスブリスク, 52,勝浦正, 1.9, 48,  -5,  -5, 7, 19.3,⑦⑧⑤, 7, 7, ブラボｰデイ,,宗像徹,196.0,,,, 9, 72.6,⑥⑤⑤, 7, 7,Ｍロトディパｰチャｰ, 52,真島大, 1.8, 60,*  7, -12, 7, 47.9,③③④, 7,12,Ｈゴｰルディｰロック, 79,勝浦正, 0.6, 86,  -8,  25,14, 63.3,⑪⑫⑬
 8, 4,Ｏマキシムトパｰズ, 38,大庭和, 2.0, 44,  -5,  -5,13,121.3,⑧⑥⑥, 8, 6, ユウタｰフラッシュ,,蓑島靖,197.1,,,,14,260.9,⑪⑨⑧, 8,13,Ｌサトノサンダｰ, 52,戸崎圭, 2.0, 62,   0,   2, 5, 10.2,⑭⑬⑬, 8, 4,Ｂコスモピロリ, 84,伊藤工, 0.6, 84,  -5,  20,10, 34.2,⑧⑩⑩
