09年 7月18日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 7月18日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 4R  ダ1000m 2 歳新馬 馬齢,,,,,,,,,,,,■ 7R  ダ1000m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■10R  ダ2400m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
 9, 2,Ｉデルマコルネリア, 42,中谷雄, 1.8, 35,  -5, -26,10,324.5, ⑤④,,,,,,,,,,,,, 9, 9,Ｈメジロアリス, 66,秋山真, 1.4, 57,  -9,   2, 8, 51.7, ⑨⑧, 9, 5,Ｈブルｰシｰズン, 65,津村明, 2.7, 59,  -1,  -1,11,184.6,⑧⑪⑩
10,11,Ｋスリｰピｰクス, 11,宮崎北, 2.2, 16, -26, -10,11,393.8, ⑪⑪,,,,,,,,,,,,,10, 7,Ｆミスティフォレスト, 69,藤田伸, 1.6, 54, -11,   1, 5, 14.7, ⑧⑩,10, 6,Ｊシャンパンファイト, 56,横山典, 4.4, 48,   1, -21, 5,  8.7,③④⑥
11, 8,Ｃサダムシンプウ, 59,岩田康, 2.5, 27,  -2, -37, 1,  2.1, ④⑤,,,,,,,,,,,,,11, 5,Ｄハッピｰネｰション, 71,武幸四, 1.6, 56, -17,   5, 3,  4.9, ⑪⑪,11,11,Ｃアドマイヤテキサス, 78,北村友, 5.1, 45,   0, -25, 4,  6.5,⑫⑦⑪
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12, 9,Ｌレオファイティｰン, 49,丸山元, 6.4, 40,  -3, -24,12,248.9,⑩⑫⑫
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-11 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:-2),,,,,,,,,,,
"単勝:1,080円 複勝:04=240円 07=190円 05=270円 枠連:1,630円",,,,,,,,,,,,単勝:610円 複勝:01=150円 08=120円 02=160円 枠連:0円,,,,,,,,,,,,"単勝:1,960円 複勝:02=410円 04=180円 06=310円 枠連:4,270円",,,,,,,,,,,,"単勝:5,740円 複勝:03=930円 12=3,310円 01=260円 枠連:11,420円",,,,,,,,,,,
"馬連:2,260円 ワイド:04-07=650円 04-05=850円 05-07=930円",,,,,,,,,,,,馬連:650円 ワイド:01-08=260円 01-02=400円 02-08=290円,,,,,,,,,,,,"馬連:3,570円 ワイド:02-04=980円 02-06=1,900円 04-06=620円",,,,,,,,,,,,"馬連:123,860円 ワイド:03-12=18,930円 01-03=2,080円 01-12=7,120円",,,,,,,,,,,
"馬単:5,080円 3連複:5,560円 3連単:30,320円",,,,,,,,,,,,"馬単:1,570円 3連複:1,170円 3連単:7,470円",,,,,,,,,,,,"馬単:8,710円 3連複:7,730円 3連単:49,880円",,,,,,,,,,,,"馬単:198,340円 3連複:186,630円 3連単:2,579,230円",,,,,,,,,,,
■ 2R  ダ1000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 5R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:14,,,,,■ 8R  芝1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■11R  ダ1700m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,納沙布岬特別,,,,,,,,,,,,ｳﾄﾅｲ湖特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ｃアルマダ, 59,中舘英,, 63,*  1,   0, 2,  8.8, ①①, 1, 7,Ａブラストヘッド, 71,三浦皇,, 68,* -1,* 10, 1,  2.3,⑦③①, 1,10,Ｄユキノハボタン, 72,横山典,, 73,  -3,   9, 2,  3.7, ⑤⑥, 1, 5,Ｂマルカフリｰト, 81,横山典,, 81,   0,* 22, 3,  3.2,⑦⑥④
 2, 5,Ｅユリカジョウ, 58,宮崎北, 0.1, 59,* -3,   0, 9, 78.4, ②②, 2, 2,Ｇプロヴィデンス, 60,丸田恭, 0.6, 65,  -3,*  8, 3,  7.0,④⑤③, 2, 6,Ｂキヲウエタオトコ, 74,安藤勝, 0.0, 73,*  2,   4, 1,  3.0, ②②, 2, 7,Ｃウィッシュビｰワン, 81,中舘英, 0.2, 78,*  2,  17, 1,  2.5,①①①
 3, 1,Ｆサンレイクロフネ, 58,小野寺, 0.2, 57, -23,* 12, 6, 41.5, ⑫⑫, 3,12,Ｈヤマチョウサン, 60,田中博, 1.4, 61,  -3,   3, 6, 23.6,⑫⑦⑥, 3, 4,Ｍシルクストレングス, 62,芹沢純, 0.2, 71,  -2,   5,10, 45.2, ③⑤, 3, 6,Ｄグレｰスエポナ, 78,宮崎北, 0.2, 77,*  2,  18, 4, 12.0,③②②
 4, 6,Ａヴィトンクイｰン, 74,田中博, 0.3, 58,  -4,  -1, 1,  1.2, ③③, 4,11,Ｍワイルドイマｰジュ, 56,丸山元, 1.8, 56,  -3,  -3,10, 75.7,⑤④④, 4, 1,Ｋノｰブルストｰン, 64,中舘英, 0.3, 71,  -7,   9, 9, 42.3, ⑧⑧, 4, 8,Ｅマイグロｰリアス, 75,長谷川, 0.3, 81,   1,  18, 6, 42.3,②③③
 5, 9,Ｄプラチナグリッタｰ, 58,古川吉, 0.5, 57,  -4,  -3, 4, 17.9, ④④, 5, 9,Ｅヨシキタドッコイ, 61,中谷雄, 2.0, 56,  -5,   1,11,120.0,⑪⑩⑨, 5,13,Ｇロｰドバロック, 70,秋山真, 0.3, 70,  -4,   7, 5, 13.6, ⑦⑦, 5, 4,Ａドリｰムトラベラｰ, 83,三浦皇, 0.3, 78,   0,  19, 2,  2.9,④⑤⑤
 6, 3,Ｉクリノシｰグリｰン, 51,中谷雄, 0.5, 56,  -9,   1,12,196.4, ⑥⑦, 6, 1,Ｆタマモユニヴァｰス, 60,藤田伸, 2.2, 52,* -1,  -9, 2,  3.0,②②②, 6,14,Ｏスイｰトバイカル, 57,四位洋, 0.3, 70,  -7,   9,14,192.4, ⑨⑩, 6, 3,Ｇデルマベガ, 61,丸山元, 2.1, 66,  -2,   8, 8,139.8,⑥⑦⑦
 7, 8,Ｂデステニｰアロｰ, 59,三浦皇, 0.6, 55,  -8,   0, 7, 55.8, ⑦⑥, 7, 5,Ｉデンコウゼファｰ, 59,岩田康, 2.3, 56,  -6,   0, 5, 23.1,⑩⑪⑩, 7, 3,Ｃフリｰダムエアｰ, 72,柴原央, 0.3, 71, -11,* 13, 3,  3.9, ⑩⑨, 7, 2, イｰサンジャンパｰ,---,秋山真, 2.3, 65,  -4,   8, 7, 68.3,⑧⑧⑧
 8, 7,Ｊクレバｰクンプウ, 50,岩田康, 0.9, 52,  -7,  -4, 5, 26.0, ⑤⑤, 8, 8,Ｄパチャｰルマニス, 64,梶晃啓, 2.3, 54,  -4,  -4, 8, 44.6,⑨⑨⑪, 8,12,Ｈハｰトランドノリカ, 68,長谷川, 0.4, 70, -11,* 12,11, 56.8, ⑫⑪, 8, 1,Ｆギンギラギン, 71,北村友, 2.4, 61,   0,   1, 5, 17.2,⑤④⑥
 9,12,Ｋジャズロック, 47,荻野琢, 1.1, 50,  -9,  -4,10,165.0, ⑧⑧, 9,10,Ｂフィｰルドオモロｰ, 67,小林徹, 2.5, 53,  -3,  -7, 7, 25.8,③⑥⑧, 9, 5,Ｆサクラモサ, 72,田中博, 0.5, 69, -17,* 16, 6, 22.9, ⑮⑮,,,,,,,,,,,,
10,11,Ｇクｰルザヒｰト, 57,丸田恭, 1.3, 48, -13,  -3, 3,  9.4, ⑩⑩,10, 6,Ｋスイｰトトｰク, 57,宮崎北, 2.5, 50,  -4,  -5,12,195.0,⑧⑧⑦,10,16,Ａマジックゲイル, 74,藤田伸, 0.6, 65,  -3,   2, 4, 10.3, ⑥④,,,,,,,,,,,,
11, 2,Ｌファルファラ, 40,丸山元, 1.6, 43, -17,  -4,11,168.5, ⑪⑪,11, 3,Ｃタイガｰスラム, 64,中舘英, 2.5, 53, -10,   4, 4,  7.2,⑥⑫⑫,11, 9,Ｌシルクマイホｰム, 63,船曳文, 0.6, 67, -14,* 12,13,119.3, ⑬⑭,,,,,,,,,,,,
12,10,Ｈスリｰテンペスト, 52,国分優, 1.9, 40, -14,  -9, 8, 62.2, ⑨⑨,12, 4,Ｊコルムケｰティｰ, 59,芹沢純, 4.0, 41, -10,  -9,13,303.5,⑬⑬⑬,12, 8,Ｉキリコンサｰト, 68,上野翔, 0.7, 64,*  3,  -6, 7, 23.7, ①①,,,,,,,,,,,,
,,,,,,,,,,,,13,13,Ｌアヴァルｰス, 56,国分優, 4.2, 39,* -1, -26, 9, 55.4,①①⑤,13, 7,Ｅオｰスミビｰナス, 72,北村友, 0.8, 64, -11,   7, 8, 25.8, ⑪⑬,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14,11,Ｎファンドリカップ, 61,武幸四, 1.2, 59,  -2,  -8,12, 73.8, ④③,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15, 2,Ｐダイヤフェニックス, 39,丸田恭, 1.3, 56, -17,   5,15,221.3, ⑭⑫,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:75 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-12 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:良(指数:-2),,,,,,,,,,,
"単勝:880円 複勝:04=400円 05=2,450円 01=1,350円 枠連:310円",,,,,,,,,,,,単勝:230円 複勝:07=120円 02=210円 12=630円 枠連:880円,,,,,,,,,,,,"単勝:370円 複勝:10=150円 06=140円 04=1,310円 枠連:630円",,,,,,,,,,,,単勝:320円 複勝:05=150円 07=120円 06=220円 枠連:0円,,,,,,,,,,,
"馬連:13,130円 ワイド:04-05=3,050円 01-04=1,520円 01-05=7,620円",,,,,,,,,,,,"馬連:830円 ワイド:02-07=390円 07-12=1,170円 02-12=2,720円",,,,,,,,,,,,"馬連:560円 ワイド:06-10=280円 04-10=4,360円 04-06=2,780円",,,,,,,,,,,,馬連:470円 ワイド:05-07=200円 05-06=460円 06-07=240円,,,,,,,,,,,
"馬単:27,340円 3連複:50,600円 3連単:398,080円",,,,,,,,,,,,"馬単:1,390円 3連複:6,330円 3連単:19,570円",,,,,,,,,,,,"馬単:1,350円 3連複:11,400円 3連単:50,350円",,,,,,,,,,,,"馬単:870円 3連複:1,280円 3連単:4,420円",,,,,,,,,,,
■ 3R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 6R  芝1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 9R  芝1800m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■12R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,HBC賞,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ｈミスアンコｰル, 58,三浦皇,, 68,*  2,*  6, 3,  7.3,①①①, 1, 5,Ａラヴインザダｰク, 73,安藤勝,, 66,* -2,   1, 1,  2.0, ①①, 1, 7,Ｂルｰルプロスパｰ, 83,三浦皇,, 89,*  4,* 16, 3,  4.2,③③③, 1, 1,Ａスギノブレイド, 75,横山典,, 74,   3,* 11, 1,  3.0,③③③
 2, 4,Ｄユキノクイｰン, 63,中舘英, 0.2, 67,   0,*  7, 2,  3.7,⑤④②, 2,15,Ｃモリトアヤメ, 65,横山典, 0.1, 67, -14,* 12, 5, 13.6, ⑩⑦, 2, 1,Ｄレッドシャガｰラ, 81,岩田康, 0.2, 86,   1,* 17, 2,  3.7,⑧⑧⑤, 2, 8,Ｃマスタｰソニック, 72,中舘英, 0.8, 68,*  4,   2, 4,  6.9,②②②
 3, 7,Ｅマスタｰコｰク, 63,岩田康, 0.4, 67,  -1,*  7, 4, 10.9,⑦⑦④, 3, 2,Ｊリアルキサラ, 49,荻野琢, 0.3, 63,  -7,   3,12,117.6, ③③, 3, 2,Ｅサクセスガｰウィン, 79,田中博, 0.5, 83,   0,* 16, 7, 28.4,⑪⑫⑨, 3, 3,Ｊヒルノラディアン, 61,松田大, 0.9, 74,   1,* 10, 9, 48.3,⑩⑪⑧
 4, 5,Ｉカラフルパレット, 55,秋山真, 0.6, 64,*  1,   1, 6, 18.5,②②③, 4, 4,Ｅレインボｰティアラ, 58,丸田恭, 0.4, 60, -10,   4, 8, 34.6, ⑥④, 4, 6,Ｉシャトヤンシｰ, 76,秋山真, 0.5, 83,   1,  14, 8, 28.6,⑫⑩⑧, 4, 5,Ｆヴァンクリマ, 67,秋山真, 0.9, 68,*  4,   2, 2,  4.2,④④④
 5,13,Ｇエレガントマナｰ, 59,横山典, 0.9, 63,  -1,   4, 5, 13.5,⑩⑨⑧, 5,11,Ｄドリｰムクラフト, 64,三浦皇, 0.4, 64, -16,* 11, 2,  4.4, ⑭⑩, 5,14,Ｆディｰエスハリアｰ, 79,藤田伸, 0.6, 84,  -1,* 18, 4,  8.1,⑭⑬⑫, 5,10,Ｌシシャモフレンド, 54,国分優, 1.0, 68,   3,   3,10, 64.3,⑦⑤⑥
 6, 2,Ａスナｰクキャロル, 71,鷹野宏, 1.1, 63,  -3,*  6, 7, 21.6,⑬⑫⑪, 6,12,Ｇショウナンタイリン, 55,北村友, 0.5, 61, -10,   3, 7, 26.4, ⑦⑤, 6, 8,Ｈコアレスストｰム, 78,四位洋, 0.6, 77,*  5,   3, 5, 14.3,①①①, 6,13,Ｈデルマアルタイル, 64,川島信, 1.4, 65,  -2,*  8,13,260.5,⑬⑬⑬
 7,10,Ｊヨドノホｰプ, 53,小林徹, 1.5, 59,  -1,  -3,11,103.3,⑧⑧⑥, 7,14,Ｆアリデッド, 56,岩田康, 0.7, 58, -15,   5, 3,  7.6, ⑬⑫, 7, 5,Ｃリネンフィｰルド, 82,丸田恭, 0.6, 78,   3,  10, 9, 33.0,⑥⑥⑦, 7, 2,Ｅブロックバスタｰ, 70,長谷川, 1.4, 69,   2,   2,11, 73.8,⑥⑦⑦
 8, 9,Ｃドゥクアンナン, 66,丸田恭, 1.8, 55,  -1,  -6,10, 84.9,④⑤⑦, 8,10,Ｉクレバｰアグネス, 51,四位洋, 0.7, 58,* -5,  -5, 4,  9.3, ②②, 8, 4,Ｌジャングルテクノ, 69,北村友, 0.7, 81,   1,  12,13, 60.9,⑨⑨⑩, 8,11,Ｉトムトム, 64,津村明, 1.5, 65,   2,   2, 7, 35.7,⑪⑩⑪
 9, 8,Ｂオンフルｰル, 70,安藤勝, 2.0, 53,*  1, -10, 1,  2.0,③③⑤, 9,16,Ｂレッドエンサイン, 66,松田大, 1.0, 54, -14,   0, 6, 14.7, ⑪⑧, 9, 3,Ｇマイネルスカット, 79,津村明, 0.8, 78,   3,   7,11, 39.9,⑤⑤⑥, 9,12,Ｄショｰファイトダダ, 70,藤田伸, 1.9, 61,   2,  -2, 3,  4.9,⑧⑧⑨
10, 6,Ｆマコトディアナ, 61,北村友, 2.2, 52,  -1,  -9, 9, 61.1,⑥⑥⑨,10, 8,Ｎサンレイギムレット, 46,小林徹, 1.3, 50, -15,  -2,10, 56.6, ⑫⑪,10,10,Ａトランスワｰプ, 85,横山典, 0.8, 78,   1,  10, 1,  3.2,⑩⑪⑪,10, 4,Ｍアドバンスピｰル, 51,安藤勝, 1.9, 59,*  5,  -8, 6, 12.7,①①①
11, 1,Ｍシルクマイヒメ, 42,菊沢隆, 2.2, 55,  -2,  -6,13,333.2,⑨⑩⑩,11, 1,Ｋルラパン, 48,芹沢純, 1.9, 43, -19,  -6,11,107.1, ⑮⑭,11, 9,Ｋハツカリ, 75,菊沢隆, 0.9, 73,*  5,   0,12, 42.7,②②②,11, 9,Ｂクラッカｰジャック, 73,三浦皇, 1.9, 61,   4,  -5, 5,  7.1,⑤⑥⑤
12,12,Ｋメイマドンナ, 50,国分優, 4.2, 39,  -3, -24,12,169.3,⑪⑪⑫,12,13,Ｈファインプレイ, 54,津村明, 2.1, 40, -19,  -9, 9, 55.4, ⑯⑯,12,12,Ｍレインフォｰレスト, 64,中舘英, 0.9, 77,*  4,   2, 6, 24.1,④④④,12, 6,Ｋステイマックス, 58,北村友, 2.1, 60,   0,   0, 8, 44.2,⑫⑫⑫
13,11,Ｌサンクチュアリ, 50,藤田伸, 5.1, 34,  -4, -27, 8, 57.9,⑫⑬⑬,13, 7,Ｍルｰシッドドリｰム, 47,小野寺, 2.3, 37,  -9, -22,14,135.9, ⑤⑥,13,11,Ｊクリスタルルｰジュ, 75,長谷川, 1.4, 74,  -1,   6,14,215.6,⑬⑭⑭,13, 7,Ｇナムラウシワカマル, 67,芹沢純, 2.2, 58,   2,  -4,12,118.1,⑨⑨⑩
,,,,,,,,,,,,14, 6,Ｏスズカジュエリｰ, 32,古川吉, 2.6, 34, -12, -22,13,132.3, ⑧⑬,14,13,Ｎオリエンタルロック, 56,武幸四, 2.9, 55,   3, -22,10, 33.6,⑦⑦⑬,,,,,,,,,,,,
,,,,,,,,,,,,15, 9,Ｐビｰビｰグレイナｰ, 28,中舘英, 3.1, 27, -13, -28,15,324.2, ⑨⑮,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,16, 3,Ｌシルクパサｰジュ, 47,長谷川, 3.3, 24,  -7, -36,16,341.0, ④⑨,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:61 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:-2),,,,,,,,,,,
"単勝:730円 複勝:03=230円 04=160円 07=290円 枠連:1,060円",,,,,,,,,,,,"単勝:200円 複勝:05=120円 15=390円 02=1,070円 枠連:530円",,,,,,,,,,,,単勝:420円 複勝:07=170円 01=180円 02=430円 枠連:730円,,,,,,,,,,,,単勝:300円 複勝:01=140円 08=210円 03=780円 枠連:510円,,,,,,,,,,,
"馬連:1,610円 ワイド:03-04=460円 03-07=1,010円 04-07=750円",,,,,,,,,,,,"馬連:1,040円 ワイド:05-15=520円 02-05=1,210円 02-15=7,060円",,,,,,,,,,,,"馬連:910円 ワイド:01-07=360円 02-07=1,360円 01-02=1,240円",,,,,,,,,,,,"馬連:900円 ワイド:01-08=460円 01-03=1,670円 03-08=4,240円",,,,,,,,,,,
"馬単:3,340円 3連複:4,190円 3連単:21,590円",,,,,,,,,,,,"馬単:1,530円 3連複:12,130円 3連単:36,600円",,,,,,,,,,,,"馬単:1,810円 3連複:6,670円 3連単:31,370円",,,,,,,,,,,,"馬単:1,480円 3連複:9,460円 3連単:32,920円",,,,,,,,,,,
,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,,,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,
,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,,,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,
