09年 5月16日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 5月16日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 4R  ダ1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 7R  ダ1200m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-10,,,,,■10R  芝1200m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-8,,,,
 9,12,Ｃクレバｰチｰコ, 55,松山弘, 0.6, 49,  -3,  -7, 7, 18.0,⑧⑧⑨, 9, 5,Ｂニシノアララギ, 63,中舘英, 1.6, 49,  -5,   2, 4,  7.8,⑥⑦⑧, 9,12,Ｄレインボｰルシファ, 70,宮崎北, 1.4, 56,   2,  -2, 9, 31.4, ⑩⑩, 9, 8,Ｅクリノスレンダｰ, 60,小野次, 0.7, 56,   1,  -8,12, 31.1, ⑨⑨
10, 3,Ｍマｰキスカット, 29,太宰啓, 0.8, 47,  -2, -10,11, 89.9,④④④,10,11,Ｋユキオｰ, 55,上村洋, 1.6, 52,  -7,   5,10, 79.5,⑧⑫⑫,10, 2,Ｆディアディライト, 68,石橋脩, 1.6, 56,*  7,  -7,10, 36.3, ②②,10,12,Ｉコウユｰルｰジュ, 58,安藤光, 0.7, 55,  -8,   1, 7, 17.8, ⑮⑮
11, 5, エイシンプリズム,---,小野次, 1.0, 45,  -4,  -7,12,120.4,⑬⑪⑪,11,10,Ｌバリアントバイオ, 55,宮崎北, 1.8, 48,  -7,   4,12,101.5,⑫⑪⑪,11,13,Ｋエカテリｰナ, 62,二本柳, 1.7, 55,   3,  -5,15,294.3, ⑨⑨,11, 7,Ｇコクトｰ, 59,田面木, 0.7, 61,* 11, -17, 6, 16.3, ②②
12, 2,Ｇオオハシャギ, 53,田辺裕, 1.9, 36,*  0, -23,10, 73.0,①①①,12, 6,Ｃケンマ, 62,村田一, 2.4, 46,  -5,  -6, 9, 55.6,⑨⑥⑦,12, 9,Ｉモンスタｰパｰク, 64,大野拓, 1.9, 53,  -3,  -1, 3,  9.0, ⑬⑬,12, 3,Ｋサイレントビｰト, 55,橋本美, 1.0, 54,   3, -13,14, 96.0, ⑧⑧
13,10,Ｌシンセイサクラ, 38,的場勇, 2.2, 43,  -3, -16,13,157.2,⑪⑬⑭,,,,,,,,,,,,,13, 1, アグネスレイザｰ,---,中舘英, 1.9, 53,*  8, -11, 7, 25.8, ①①,13, 1,Ｆタマモハｰバｰ, 59,石橋脩, 1.4, 54,* 12, -27, 1,  3.8, ①①
14,14,Ｊナンヨｰガｰル, 51,石橋脩, 2.8, 34,  -2, -27, 4, 11.9,⑥⑤⑥,,,,,,,,,,,,,14, 4,Ｌチョウキング, 54,太宰啓, 2.4, 49,  -2,  -5,14,122.3, ⑫⑫,14,14,Ｌキョウエイエルメス, 52,木幡初, 1.5, 49,   8, -24,11, 30.8, ③③
,,,,,,,,,,,,,,,,,,,,,,,,15, 3,Ｍソウルスクリｰム, 49,中谷雄, 3.1, 43,*  7, -20,13, 90.4, ③④,15, 4,Ｏヨシノアツヒメ, 48,野元昭, 1.8, 42,  -1, -19,15, 96.9, ⑪⑪
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16, 6,Ｐスクリプト, 31,中谷雄, 2.1, 40, -11, -12,16,106.0, ⑯⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:61 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:2),,,,,,,,,,,
"単勝:160円 複勝:01=110円 09=230円 07=130円 枠連:1,360円",,,,,,,,,,,,単勝:300円 複勝:13=130円 09=380円 08=170円 枠連:440円,,,,,,,,,,,,"単勝:920円 複勝:08=180円 06=180円 10=110円 枠連:1,150円",,,,,,,,,,,,"単勝:410円 複勝:13=180円 09=250円 10=460円 枠連:1,490円",,,,,,,,,,,
"馬連:1,360円 ワイド:01-09=460円 01-07=170円 07-09=680円",,,,,,,,,,,,"馬連:2,450円 ワイド:09-13=920円 08-13=430円 08-09=1,430円",,,,,,,,,,,,"馬連:2,450円 ワイド:06-08=670円 08-10=290円 06-10=310円",,,,,,,,,,,,"馬連:1,810円 ワイド:09-13=590円 10-13=1,060円 09-10=1,970円",,,,,,,,,,,
"馬単:1,860円 3連複:1,450円 3連単:6,930円",,,,,,,,,,,,"馬単:4,200円 3連複:4,590円 3連単:21,530円",,,,,,,,,,,,"馬単:5,200円 3連複:1,450円 3連単:12,770円",,,,,,,,,,,,"馬単:3,310円 3連複:11,870円 3連単:57,660円",,,,,,,,,,,
■ 2R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 5R  芝1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 8R  芝1400m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■11R  ダ1800m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中ﾉ岳特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ａフレイヤ, 69,中舘英,, 65,*  3,*  1, 1,  1.4, ①①, 1,13,Ｂトｰセンペトリュス, 61,中舘英,, 82, -11,* 23, 5,  9.7, ⑪⑪, 1, 9,Ｆデュヌラルテ, 66,二本柳,, 71,  -8,  14, 4,  9.4, ⑦⑤, 1,12,Ａタガノタイムピｰス, 85,赤木高,, 83,* 13,* 12, 1,  2.6,①①①
 2, 1,Ｅスズカスコｰル, 59,芹沢純, 0.5, 60,  -4,*  3, 2,  7.1, ⑦⑦, 2, 3,Ｄエルプレジデンテ, 60,松田大, 0.4, 75, -10,  16, 2,  4.2, ⑧⑥, 2, 4,Ｎサクラオｰルイン, 58,中舘英, 0.0, 75, -13,* 21,15, 98.1, ⑭⑭, 2, 7,Ｂタカオセンチュリｰ, 84,中舘英, 0.8, 77,* 12,   6, 2,  4.2,②②②
 3, 4,Ｄサザンヴィット, 60,小林淳, 0.7, 60,*  1,  -3, 5, 16.7, ②②, 3,14,Ｃドリｰムサンセｰル, 60,丸田恭, 0.5, 68,* -8,  10, 6, 10.1, ③③, 3,15,Ｂトシザコジｰン, 70,吉田隼, 0.1, 69,  -5,  10, 1,  3.4, ⑤⑥, 3, 4,Ｆドリｰムマイスタｰ, 78,石橋脩, 1.2, 76,   7,* 11, 5, 12.8,⑩⑪⑪
 4, 5, コスタズメラルダ,---,大野拓, 1.2, 54,  -2,  -5, 8, 59.3, ⑤⑤, 4, 2,Ｇフジマサエンブレム, 57,赤木高, 0.7, 70,  -8,  10, 7, 14.5, ④④, 4,14,Ｅイサミチェリｰ, 69,千葉直, 0.2, 72, -16,* 22, 8, 17.5, ⑮⑮, 4,14,Ｇメイショウタメトモ, 77,古川吉, 1.2, 79,* 12,   6, 6, 16.2,⑤④④
 4, 3,Ｂニシノアンクレット, 63,松山弘, 1.2, 55,  -2,  -5, 3,  9.0, ④④, 5,11,Ｆコンゴウテンリュオ, 57,小野次, 0.7, 65,* -6,   2, 9, 24.4, ①①, 5,12,Ｋテｰオｰエンペラｰ, 60,酒井学, 0.2, 68,  -9,  12,14, 65.1, ⑨⑧, 5,15,Ｎナリタベガ, 72,上村洋, 1.4, 75,   9,   6, 9, 23.5,⑨⑦⑦
 6, 9,Ｊコメットシャワｰ, 44,嘉藤貴, 1.5, 52,  -4,  -6,14,208.5, ⑧⑧, 6, 6,Ｅツルマルノホシ, 60,上村洋, 0.7, 68,  -9,   8, 4,  7.7, ⑤⑤, 6, 7,Ｄカノヤトップレディ, 70,上村洋, 0.3, 68, -12,  15, 5, 10.1, ⑫⑫, 6,10,Ｄトｰセンスタｰン, 81,村田一, 1.5, 78,   6,* 12, 4, 11.3,⑮⑬⑬
 7, 7,Ｇベルモントアシュラ, 54,梶晃啓, 1.8, 49,  -8,  -4, 6, 29.2, ⑪⑪, 7, 5,Ａクリｰルエイト, 64,石橋脩, 0.8, 72, -11,  13, 1,  2.9, ⑩⑩, 7,10,Ｈリトルディッパｰ, 64,木幡初, 0.3, 65,  -5,   6, 3,  6.9, ③③, 7,11,Ｃメイクアダッシュ, 83,西田雄, 1.5, 75,   9,   6, 3,  5.4,⑪⑧⑧
 8,13,Ｃキンシスタｰ, 62,赤木高, 1.9, 48,  -1, -12, 4, 11.7, ③③, 8, 7,Ｋトｰセンクリュグ, 41,田辺裕, 0.8, 70, -13,  16,10, 67.1, ⑫⑫, 8, 1,Ｏラッシュモア, 57,松田大, 0.3, 69, -12,  15,11, 38.5, ⑪⑪, 8, 9,Ｋキｰプウイニング, 75,小野次, 1.6, 72,   8,   6,15,114.3,⑧⑩⑨
 9,15,Ｈダンツヘルメス, 50,野元昭, 2.0, 48,  -5,  -9, 9, 90.3, ⑨⑨, 9, 1,Ｈヤマチョウサン, 56,田中博, 1.3, 63, -12,   6, 8, 20.6, ⑦⑧, 9,11,Ａコアレスカポｰテ, 77,丸田恭, 0.4, 66, -13,  15, 2,  4.1, ⑬⑬, 9, 5,Ｍロｰランウェルズ, 74,吉田隼, 1.6, 75,   7,  10,11, 71.1,⑫⑭⑭
10, 6,Ｎテラノチャンス, 34,松田大, 2.0, 49,  -8,  -5,10,110.0, ⑩⑩,10, 8,Ｌセンノバルダｰ, 40,田面木, 1.5, 59, -10,   1,13,202.1, ⑨⑨,10,16,Ｇクリプトゾｰン, 64,的場勇, 0.5, 62,* -1,   0,13, 59.6, ①①,10, 1,Ｈサンシｰズン, 77,柴原央, 1.7, 72,  10,   2,10, 69.4,④⑤⑤
11, 8,Ｋアスパルテｰム, 44,池崎祐, 2.0, 47, -13,  -1,15,315.4, ⑫⑬,11,10,Ｊクロスロｰド, 51,吉田隼, 2.0, 52,  -9,  -9, 3,  6.8, ⑥⑦,11,13,Ｍスプリングルｰシｰ, 60,村田一, 0.6, 65,  -9,   9, 9, 26.1, ⑩⑩,11, 8,Ｌプレンティスピｰド, 74,木幡初, 1.8, 72,   6,  10,12, 82.1,⑬⑫⑫
12,14,Ｉトｰセンモンテリナ, 46,西田雄, 2.0, 47,  -3, -11,11,149.8, ⑥⑥,12, 9, エムティラオウ,---,安藤光, 2.7, 48, -16,  -6,12,140.8, ⑭⑭,12, 5,Ｉプレンティフェスタ, 64,小野次, 0.8, 60,  -5,   1, 6, 12.7, ④④,12, 2,Ｅホｰマンラフィット, 79,中村将, 1.9, 71,   8,   4, 7, 17.9,⑥⑨⑩
13,11,Ｆミッキｰポリス, 59,吉田隼, 2.1, 46, -12,  -3, 7, 42.5, ⑬⑫,13, 4,Ｉストライクラプタｰ, 52,宮崎北, 2.9, 39,* -7, -26,11,123.0, ②②,13, 6,Ｌキングスグリｰム, 60,田辺裕, 0.9, 57,* -3,  -4,12, 48.4, ②②,13, 6,Ｊニッシンテｰスト, 76,野元昭, 1.9, 71,  10,   1,13,103.2,⑦⑥⑥
14,10,Ｌトｰセンラクルｰル, 39,千葉直, 3.4, 35, -14, -12,13,202.3, ⑭⑭,14,12,Ｍスペシャルインゼル, 30,嘉藤貴, 3.6, 36, -16, -18,14,260.7, ⑬⑬,14, 2,Ｊマイネフルｰレ, 63,石橋脩, 0.9, 64, -17,  14,10, 29.1, ⑯⑯,14,13,Ｉサｰユウジｰン, 77,橋本美, 2.0, 74,   5,  10,14,108.5,⑭⑮⑮
15, 2,Ｍメイショウヘリオス, 36,酒井学, 3.5, 33, -23,  -6,12,151.3, ⑮⑮,,,,,,,,,,,,,15, 8,Ｃディスパｰジョン, 70,宮崎北, 1.0, 57,  -7,  -1, 7, 14.4, ⑥⑦,15, 3,Ｏメイショウエグル, 56,松田大, 2.6, 68,* 11,  -8, 8, 21.6,③③③
,,,,,,,,,,,,,,,,,,,,,,,,16, 3,Ｐシルマリル, 45,田中博, 1.2, 55,  -9,   0,16,239.3, ⑧⑨,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:0),,,,,,,,,,,
単勝:140円 複勝:12=110円 01=170円 04=250円 枠連:520円,,,,,,,,,,,,"単勝:970円 複勝:13=310円 03=210円 14=260円 枠連:1,120円",,,,,,,,,,,,"単勝:940円 複勝:09=280円 04=2,480円 15=180円 枠連:8,380円",,,,,,,,,,,,単勝:260円 複勝:12=130円 07=140円 04=290円 枠連:610円,,,,,,,,,,,
馬連:470円 ワイド:01-12=240円 04-12=390円 01-04=740円,,,,,,,,,,,,"馬連:2,750円 ワイド:03-13=1,050円 13-14=1,050円 03-14=810円",,,,,,,,,,,,"馬連:33,010円 ワイド:04-09=6,740円 09-15=580円 04-15=7,260円",,,,,,,,,,,,馬連:570円 ワイド:07-12=280円 04-12=960円 04-07=850円,,,,,,,,,,,
"馬単:740円 3連複:1,190円 3連単:3,640円",,,,,,,,,,,,"馬単:6,680円 3連複:8,780円 3連単:53,670円",,,,,,,,,,,,"馬単:60,610円 3連複:36,240円 3連単:310,770円",,,,,,,,,,,,"馬単:1,050円 3連複:2,700円 3連単:9,220円",,,,,,,,,,,
■ 3R  芝2000m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,,■ 6R  芝1000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 9R  芝2400m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■12R  芝1600m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,石打特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ａスタｰフルｰツ, 67,荻野琢,, 73, -21,* 27, 1,  2.6,④⑦⑦, 1,14,Ａカリスマテｰラｰ, 65,赤木高,, 63,*  3,*  0, 1,  2.3,   , 1, 7,Ｅワンダｰアｰムフル, 68,吉田隼,, 75,   7,* 12, 5, 10.0,⑩⑩⑥, 1,12,Ｋスイｰトブレナム, 61,吉田隼,, 69,   3,   4,11, 68.5, ③③
 2, 2, ハギノウタヒメ,---,中舘英, 0.0, 67,*-16,  13, 6, 17.0,⑯①①, 2, 5,Ｆブレンニュｰライフ, 48,黛弘人, 0.5, 55,  -2,  -3,15, 71.7,   , 2, 3,Ａスズカゲイル, 74,上村洋, 0.1, 76,  10,*  8, 1,  3.3,⑨⑥⑤, 2,14,Ｃハｰリカ, 71,松田大, 0.1, 70,  -3,* 12, 3,  6.9, ⑧⑨
 3,15,Ｆタカイチライアン, 51,丸田恭, 0.9, 54,*-19,   7, 4,  7.3,③③③, 3,13,Ｂドクタｰクリス, 55,石橋脩, 0.5, 55,  -5,  -2, 4,  8.8,   , 3, 1,Ｄグリフィス, 68,安藤光, 0.4, 72,* 11,   1, 4,  9.3,④⑤③, 3, 7,Ｂアｰスシンボル, 71,丸田恭, 0.2, 68,  -7,* 18, 4,  6.9, ⑫⑫
 4, 5,Ｇブラストルピナス, 49,松田大, 1.0, 58, -21,  12, 8, 32.2,②⑥⑥, 4, 1,Ｉケｰジｰフジ, 45,小島太, 0.7, 52,  -5,  -4,12, 49.8,   , 4,10,Ｃスマｰトファントム, 70,中舘英, 0.5, 71,* 12,  -5, 2,  3.4,⑪②②, 4,13,Ｅビルトミｰアップ, 69,的場勇, 0.4, 61,* 11, -15, 7, 22.0, ②②
 5,11,Ｃフェリキタｰス, 53,安藤光, 1.0, 57, -20,   9, 5, 10.6,⑥⑤④, 4,15,Ｄカンファｰピュア, 52,太宰啓, 0.7, 52,  -5,  -4, 7, 19.5,   , 5, 8,Ｉエイデンダンス, 64,的場勇, 0.7, 67,   8,   3, 7, 15.3,⑧⑨⑨, 5, 2,Ｆニシノガｰランド, 68,村田一, 0.4, 68,  -2,   6, 2,  4.4, ⑨⑧
 6,10,Ｅピュアラブ, 52,小林淳, 1.5, 56, -22,  11, 2,  4.1,⑬⑩⑩, 6,16,Ｈサンマルクリス, 46,大野拓, 0.7, 50,  -9,  -2, 2,  5.7,   , 6, 6,Ｈリワｰドプレザン, 65,木幡初, 0.7, 69,   6,*  8, 9, 44.9,⑥⑫⑫, 6, 3,Ａヒカルダイヤモンド, 74,中舘英, 0.6, 61,* 11, -20, 1,  3.2, ①①
 7, 1,Ｂグレイスファミリｰ, 54,上村洋, 1.5, 54, -23,   9, 3,  6.4,⑤⑧⑨, 7, 4,Ｇアルアインシチｰ, 47,鷹野宏, 0.8, 48, -17,*  2,14, 66.6,   , 7,11,Ｂマルイチキセキ, 71,松山弘, 0.9, 67,   8,   0, 8, 26.3,⑤⑦⑧, 7, 5,Ｍプリマシア, 59,木幡初, 0.7, 62,   1,  -2,14, 90.3, ⑥⑥
 8, 8,Ｄスナｰクキャロル, 52,梶晃啓, 1.6, 53, -22,   8, 7, 20.9,⑦⑨⑧, 8, 3,Ｋコウヨウティアラ, 44,的場勇, 1.0, 45, -10,  -4,11, 45.0,   , 8, 5,Ｊミココロ, 62,丸山元, 0.9, 67,   8,   3,10, 53.3,⑦⑪⑪, 8,11,Ｄキャッスルトン, 70,宮崎北, 0.8, 64, -10,* 16, 5,  7.7, ⑯⑯
 9,13,Ｈドリｰムガｰデン, 44,松山弘, 2.2, 41, -20,  -7,11, 60.7,①④⑤, 9, 9,Ｃエレガントスピｰチ, 54,小野次, 1.0, 48,*  2, -13, 5, 15.2,   , 9,12,Ｆアイルビｰバウンド, 66,村田一, 1.5, 64,* 12, -18, 6, 11.3,②①①, 9, 1,Ｌスズカエンジェル, 60,黛弘人, 0.9, 61,  -7,   8,13, 89.2, ⑭⑬
10, 9,Ｉツルヒメ, 42,池崎祐, 2.2, 51, -28,  12,15,168.4,⑫⑬⑬,10, 2,Ｊクォｰク, 45,松山弘, 1.2, 44,  -6, -10, 9, 37.1,   ,10, 4,Ｋプラネットビｰナス, 61,石橋脩, 2.2, 57,   9, -23, 3,  5.2,①④⑦,10, 4,Ｎブリオｰサ, 59,田辺裕, 1.1, 55,   1, -10,10, 67.0, ⑤⑤
11,16,Ｎサラサラ, 19,石橋脩, 2.5, 34,*-16, -21,12, 74.8,⑨②②,11,11,Ｏロロキドル, 22,丸田恭, 1.4, 39, -10, -10,16,114.2,   ,11, 2,Ｇマイネルコレドｰル, 66,丹内祐, 2.6, 52,* 10, -31,11, 63.3,⑫③④,11,16,Ｉアルコイリス, 64,田中博, 1.3, 57,  -7,   3,15, 92.1, ⑪⑪
12, 7,Ｋリネンスマｰト, 34,村田一, 2.5, 45, -26,   2,16,202.8,⑪⑫⑫,12,12,Ｅツクバハピネ, 52,千葉直, 1.5, 40,  -2, -17, 6, 16.3,   ,12, 9,Ｌサフランチカラ, 61,古川吉, 2.8, 52,   8, -27,12, 71.4,③⑧⑩,12, 6,Ｊジェヴォｰナ, 61,小林淳, 1.3, 57,  -4,  -2, 9, 27.2, ⑩⑩
13, 3,Ｌタイムサイクル, 27,小野寺, 2.7, 41, -25,  -2,14,151.1,⑧⑪⑪,13, 8,Ｎチェリｰズバッグ, 27,高山太, 1.6, 38,  -1, -20,10, 41.5,   ,,,,,,,,,,,,,13,10,Ｇバクシンヒロイン, 67,太宰啓, 1.3, 58,  -8,   5, 6, 11.4, ⑬⑭
14,14,Ｊチムドンドン, 40,宮崎北, 2.8, 43, -30,   6, 9, 49.1,⑭⑯⑭,14, 7,Ｌブルｰレイ, 43,中舘英, 1.8, 36,  -1, -22, 3,  6.2,   ,,,,,,,,,,,,,14, 9, エプソムフルｰツ,---,二本柳, 1.4, 56, -10,   5,16,151.3, ⑮⑮
15, 6,Ｍヴェルディｰク, 22,芹沢純, 4.6, 20, -28, -22,13,113.0,⑮⑭⑮,15,10, サンレイクエスト,---,難波剛, 2.1, 27, -29,  -7, 8, 32.9,   ,,,,,,,,,,,,,15,15,Ｈサムタイムレｰタｰ, 65,安藤光, 1.6, 53,  -1, -12,12, 81.3, ⑦⑦
16, 4, サクラクイックリｰ,---,田中博, 5.0, 14, -30, -25,10, 50.3,⑩⑮⑯,16, 6,Ｍアズミ, 42,宮崎北, 3.4, 12,  -6, -39,13, 51.4,   ,,,,,,,,,,,,,16, 8,Ｏプレサンティｰル, 49,津村明, 2.4, 42,   2, -30, 8, 22.3, ④④
