09年 1月10日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 1月10日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-9,,,,,■ 4R  芝1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 7R  ダ1000m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■10R  芝2000m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ａウィアｰザスタｰ, 65,上村洋,, 64,* -3,*  8, 1,  2.1,③④④, 1, 6, スｰパｰミノル,---,松田大,, 52, -11,* -2, 7, 18.8,③⑤⑤, 1, 2,Ａホッコｰキングオｰ, 79,田中健,, 73,   8,*  2, 1,  1.4,⑥⑤⑤, 1,12,Ｆトｰホウオルビス, 82,中村将,, 78,* 12,   9, 7, 16.5,①①①
 2,15,Ｈマッキｰガリウム, 48,橋本美, 0.3, 60,* -1,   3,15,399.5,②②①, 2, 9, エリモアクアポリス,---,的場勇, 0.1, 46,* -9,  -8, 1,  3.7,⑤③③, 2, 4,Ｈファイトシｰン, 69,田村太, 0.4, 71,   3,*  8,13,144.6,⑪⑩⑩, 2, 3,Ｃヒカリコｰズウェｰ, 83,安藤光, 0.1, 80,   8,* 17, 4,  7.2,⑧⑦⑦
 3,12,Ｄシブン, 60,菊沢隆, 0.3, 61,* -3,   4, 2,  5.4,④③②, 3, 7, シンゼンオオジ,---,飯田祐, 0.4, 44,* -9, -14, 2,  3.7,④②②, 3,11,Ｅチョウカイラッキｰ, 72,北村友, 0.6, 66,   9,  -4, 7, 38.8,④③③, 3, 1,Ｇピイラニハイウェイ, 81,藤岡康, 0.1, 80,  11,  12, 2,  4.8,③③③
 4, 7,Ｅコスモフォｰス, 56,鮫島良, 0.3, 62,  -5,*  7, 5, 10.1,⑦⑦⑤, 4, 1, コスモプライド,---,丸田恭, 0.5, 42, -11, -12,10, 35.4,②④④, 4, 5,Ｆピエナワイルド, 69,草野太, 0.6, 68,* 11,  -9, 4, 12.7,②②①, 4,13,Ｂアンジェロバンダム, 83,中舘英, 0.4, 77,* 12,   7, 3,  6.4,②②②
 5, 1,Ｃカセドラルパレス, 61,北村友, 0.6, 57,  -6,*  9, 4,  9.7,⑩⑩⑦, 5,12, シセイギンガ,---,中舘英, 0.6, 46, -12, -10, 6, 13.1,⑧⑥⑥, 5, 9,Ｃキラメキパスワｰド, 75,藤岡康, 0.7, 68,   7,  -2, 5, 14.2,⑦⑥⑥, 5,15,Ｄパｰプルアカデミｰ, 83,赤木高, 0.5, 78,   7,  15, 1,  2.6,⑪⑨⑧
 6, 8,Ｍヤコモクリスタル, 43,大野拓, 1.7, 52,  -3,  -5,11,153.8,⑤⑤⑥, 6,11, マサゴｰルド,---,上村洋, 0.6, 46, -12,  -9, 8, 19.8,⑩⑦⑧, 6, 6,Ｉマイネルフォルザ, 69,丸田恭, 0.7, 69,   5,   1, 3, 10.5,⑩⑧⑦, 6, 8,Ａオシャレキング, 86,熊沢重, 0.6, 78,  10,  10, 6, 15.7,⑦⑥④
 7,10,Ｊソラヲカケル, 45,中村将, 1.7, 49,  -8,   1, 7, 17.6,⑫⑫⑬, 7, 4, シｰサイドカフェ,---,千葉直, 0.7, 44, -13,  -8, 4,  7.8,⑦⑨⑦, 7,12,Ｇコアレスナイナｰ, 69,宮崎北, 1.1, 63,   6,  -4, 9, 62.3,⑧⑦⑧, 7, 7,Ｊゼンノグッドウッド, 78,長谷川, 0.7, 83,   4,* 18, 9, 34.1,⑭⑭⑭
 8, 3,Ｆババロア, 55,田中健, 1.8, 51,  -6,  -3, 6, 13.6,⑪⑪⑩, 8,10, ホッカイボンベイ,---,中村将, 1.2, 38,* -6, -30,11, 51.8,①①①, 8, 8,Ｂパワｰクルセダｰ, 76,千葉直, 1.1, 64,   4,   1, 2, 10.3,⑫⑨⑨, 8,14,Ｌゼンノモナルカ, 77,上村洋, 0.9, 76,  11,   6, 5, 11.7,⑤⑤⑥
 9, 9,Ｂグロｰリｰタンゴ, 62,中舘英, 2.0, 47,  -5,  -7, 3,  5.6,⑧⑧⑨, 9, 8, マチカネオケハザマ,---,藤岡康, 1.2, 39, -15, -12, 3,  5.0,⑪⑩⑩, 9, 7,Ｄアイファｰドラゴン, 72,安藤光, 1.4, 62,   3,   0, 6, 17.7,⑭⑪⑪, 9, 6,Ｈグラスフォｰユｰ, 80,大野拓, 1.4, 75,   5,  12,13, 69.9,⑫⑬⑬
10, 6,Ｇミツアキクイｰン, 50,二本柳, 2.2, 48,  -8,  -3,14,373.8,⑬⑬⑫,10, 5, レッシブル,---,西田雄, 2.2, 31, -19, -16,12, 83.3,⑫⑫⑫,10, 1,Ｍニシノオトコギ, 58,丹内祐, 1.9, 61,   0,   0,10, 75.6,⑬⑫⑫,10, 9,Ｅウィッシングデュｰ, 82,鮫島良, 1.5, 75,   6,   8, 8, 24.6,⑨⑪⑫
11, 5,Ｉファインラヴ, 45,藤岡康, 2.3, 44,* -3, -14, 9, 65.0,①①③,11, 2, ブルｰデイズ,---,赤木高, 2.9, 23, -16, -33, 5,  9.3,⑨⑪⑪,11,10,Ｌカシノシンケン, 63,二本柳, 3.4, 50,* 10, -29,11, 92.1,③④④,11, 2,Ｉデジデｰリオ, 78,丹内祐, 1.5, 73,   6,   9,14,163.7,⑩⑩⑪
12,14,Ｋクンチャン, 45,飯田祐, 2.6, 43,  -4, -14, 8, 27.9,⑥⑥⑧,12, 3, イｰストソフィｰ,---,北村友, 3.1, 22, -13, -41, 9, 26.6,⑥⑧⑨,12, 3,Ｏリバティプログレス, 55,芹沢純, 3.8, 49,  -3, -10,12,108.7,⑨⑭⑭,12, 5,Ｋマルタカタキオン, 77,古川吉, 1.6, 74,   6,   7,12, 68.2,⑬⑫⑩
13,11,Ｌトミケンインパクト, 43,丹内祐, 3.1, 40,  -5, -15,16,401.7,⑭⑨⑪,,,,,,,,,,,,,13,13,Ｋケイエスショｰキ, 64,難波剛, 4.2, 45,   0, -20,15,220.8,⑮⑬⑬,13,11,Ｏサｰユウジｰン, 74,橋本美, 1.6, 74,   1,* 16,15,206.7,⑮⑮⑮
14,13,Ｏマイアイシュネル, 35,西田雄, 4.5, 31,  -9, -20,12,165.3,⑯⑮⑮,,,,,,,,,,,,,14,14,Ｊユウタｰジパング, 68,岩崎祐, 4.4, 43,* 11, -41, 8, 46.4,①①②,14,10,Ｐロックリヴァｰ, 73,丸田恭, 1.7, 70,  11,  -1,11, 59.6,④④⑤
15,16,Ｐサラサラ, 25,赤木高, 5.2, 25,  -9, -28,10, 94.4,⑨⑭⑭,,,,,,,,,,,,,15,15,Ｎトロピカルロマンス, 57,小坂忠, 9.9,  5,  -4, -60,14,206.5,⑤⑮⑮,15, 4,Ｍイマカツタイガｰ, 76,松田大, 1.8, 70,   7,   3,10, 35.3,⑥⑧⑨
16, 4,Ｎニホンピロジｰル, 38,安藤光, 5.7, 24,  -9, -27,13,200.3,⑮⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:-1),,,,,,,,,,,
"単勝:210円 複勝:02=110円 15=3,350円 12=150円 枠連:5,100円",,,,,,,,,,,,"単勝:1,880円 複勝:06=290円 09=130円 07=160円 枠連:2,610円",,,,,,,,,,,,"単勝:140円 複勝:02=110円 04=1,910円 11=580円 枠連:830円",,,,,,,,,,,,"単勝:1,650円 複勝:12=490円 03=220円 01=180円 枠連:4,400円",,,,,,,,,,,
"馬連:20,130円 ワイド:02-15=6,810円 02-12=240円 12-15=12,720円",,,,,,,,,,,,"馬連:2,940円 ワイド:06-09=740円 06-07=1,110円 07-09=270円",,,,,,,,,,,,"馬連:3,690円 ワイド:02-04=1,550円 02-11=700円 04-11=11,420円",,,,,,,,,,,,"馬連:4,770円 ワイド:03-12=1,680円 01-12=1,560円 01-03=640円",,,,,,,,,,,
"馬単:27,620円 3連複:28,280円 3連単:151,990円",,,,,,,,,,,,"馬単:6,770円 3連複:3,950円 3連単:32,050円",,,,,,,,,,,,"馬単:4,860円 3連複:25,350円 3連単:102,410円",,,,,,,,,,,,"馬単:12,330円 3連複:8,210円 3連単:71,540円",,,,,,,,,,,
■ 3R  ダ1700m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 6R  ダ1700m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 9R  芝2500m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■12R  芝1200m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鞍ｹ池特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ａタケイチゼット, 74,田中健,, 72,   6,   7, 3,  5.7,④④④, 1, 6,Ｅマルタカラッキｰ, 71,丹内祐,, 72,* -1,* 14, 3,  6.4,②②②, 1, 7,Ｂリアルハヤテ, 83,西田雄,, 77,   9,* -2, 3,  5.9,⑨⑦③, 1,15,Ｈメイショウカｰタｰ, 64,難波剛,, 74,   5,   3,12, 73.3, ⑨⑨
 2, 1,Ｆビバロングライフ, 70,飯田祐, 0.1, 72,   5,* 10, 8, 54.5,⑤⑥⑤, 2, 8,Ａマルサンテクニカル, 76,田村太, 0.0, 72,  -3,* 17, 1,  2.4,⑦⑥⑥, 2,14,Ｋスマｰトファントム, 67,藤岡康, 0.3, 73,   6,*  0, 9, 18.8,⑪⑪⑦, 2, 6,Ｌユキノハボタン, 61,上村洋, 0.1, 72,  -1,*  7,11, 48.3, ⑪⑪
 3, 6,Ｃマチカネオイカゼ, 74,藤岡康, 0.3, 68,   5,   6, 2,  3.1,⑥⑤⑥, 3, 4,Ｃギｰニョ, 72,藤岡康, 0.3, 69,  -2,  13, 2,  4.0,③④④, 3,10,Ａメイショウイチバン, 85,飯田祐, 0.6, 71,   4,*  1, 1,  5.1,⑫⑫⑨, 3, 7,Ｅクレイジｰラブ, 70,二本柳, 0.4, 69,   7,  -5, 3,  6.6, ⑧⑦
 4, 2,Ｂアンテヴォルテ, 74,上村洋, 0.5, 71,   4,* 11, 1,  2.8,⑨⑩⑦, 4,16,Ｂタンゴノセック, 73,田中健, 0.7, 68,  -2,  10, 6, 14.9,④⑤⑤, 4, 1,Ｇシャロｰム, 71,長谷川, 0.9, 68,   9, -17, 4,  6.2,⑥⑤⑤, 4, 9,Ｄマイネルピリアｰ, 72,鮫島良, 0.4, 68,  -3,*  6, 4,  9.6, ⑬⑫
 5, 4,Ｈシャフツレディ, 68,丸田恭, 0.7, 66,   6,   2, 6, 15.6,③③③, 5, 2,Ｄメイショウトンボ, 71,的場勇, 1.0, 67,  -6,  13, 4,  9.5,⑫⑫⑫, 5, 2,Ｄウォｰタｰセレネ, 75,芹沢純, 0.9, 69,   9, -17, 6,  7.8,④④④, 5, 4,Ｋバロンダンス, 63,宮崎北, 0.4, 71,   8,  -4, 9, 35.5, ⑦⑧
 6,12,Ｉラブリｰコンサｰト, 64,的場勇, 0.8, 66,*  8,  -2, 9, 78.0,②②②, 6,10,Ｈブルｰベドウィン, 67,荻野琢, 1.2, 68,  -7,* 14,13,121.5,⑭⑭⑬, 6, 3,Ｃニシノフェリｰチェ, 80,古川吉, 1.0, 69,   7, -14, 8, 18.2,⑧⑧⑧, 6, 3,Ｂゴｰルドネオ, 73,的場勇, 0.5, 64, -10,* 11, 7, 18.5, ⑮⑮
 7, 7,Ｄペチカ, 73,赤木高, 1.1, 62,*  9,  -5, 7, 17.0,①①①, 7, 3,Ｊオメガクエスト, 64,中舘英, 1.2, 64,  -4,   9, 5, 10.4,⑧⑧⑦, 7,13,Ｆトップウィｰク, 73,二本柳, 1.2, 65,*  9, -26, 5,  7.6,③②②, 7,11,Ｃライトグロｰリｰ, 72,長谷川, 0.7, 70,* 15, -16, 5, 11.6, ②②
 8, 3,Ｌシルクスイｰティｰ, 50,大野拓, 2.3, 58,   4,  -6,10, 98.7,⑩⑪⑪, 8, 5,Ｌシルクアドニス, 62,大野拓, 1.3, 65,  -6,  11,14,142.3,⑪⑪⑩, 8, 4,Ｊミッキｰスタｰ, 67,中舘英, 1.5, 66,   6, -15, 2,  5.8,⑩⑩⑫, 8,10,Ａユメイッポ, 80,赤木高, 0.8, 68,* 15, -17, 1,  2.8, ①①
 9, 8,Ｇピサノドヌｰヴ, 68,鮫島良, 2.4, 59,   3,  -6, 4,  8.2,⑫⑫⑫, 9, 1,Ｎナリタシャトル, 58,飯田祐, 1.4, 61,  -3,   4,12, 83.4,⑤③③, 9, 6,Ｅメイショウジャイロ, 73,田嶋翔, 2.1, 59,* 10, -39, 7, 12.5,②①①, 9,13,Ｏマコトヴェロニカ, 51,古川吉, 0.9, 62,  -8,   5,15,184.8, ⑭⑭
10,11,Ｅプリティダンス, 71,中舘英, 2.6, 53,   5, -10, 5, 10.2,⑪⑨⑨,10,11,Ｉトランプ, 66,熊沢重, 1.5, 61,* -1,   1, 7, 31.8,①①①,10,12,Ｈサウンドロｰデッド, 70,千葉直, 2.3, 60,   1,  -8,11, 37.7,⑭⑭⑬,10, 1,Ｆフリｰダムエアｰ, 70,中舘英, 1.0, 64,  11, -16, 2,  3.8, ④③
11, 5,Ｋスリｰリンクス, 60,岩崎祐, 2.7, 53,   5, -12,12,258.4,⑦⑦⑧,11, 7,Ｇメモリｰジャグラｰ, 69,西田雄, 1.5, 62,  -4,   7,10, 55.1,⑩⑨⑨,11, 9,Ｉマｰブルワンダｰ, 69,安藤光, 2.5, 57,   8, -40,12, 58.3,⑤⑥⑥,11, 8,Ｇシロキタベガ, 65,藤岡康, 1.0, 59,  -5,  -1,10, 45.9, ⑫⑬
12, 9,Ｊワイルドオｰキッド, 64,西田雄, 3.8, 44,   5, -21,11,180.8,⑧⑧⑩,12,12,Ｐアルディメント, 35,草野太, 1.7, 60,  -4,   4,16,363.5,⑥⑦⑧,12, 5,Ｍチェルシｰザベスト, 57,鷹野宏, 2.8, 56,   7, -40,14,114.8,⑦⑨⑪,12,16,Ｉアウロラプラネット, 64,北村友, 1.4, 59,  10, -20, 6, 12.3, ⑥⑥
,,,,,,,,,,,,13,14,Ｍハｰマジェスティ, 61,小林慎, 1.8, 61,  -7,   9, 8, 32.7,⑮⑮⑭,13,11,Ｎシトラスタチバｰナ, 55,赤木高, 4.5, 48,   1, -38,13, 98.9,⑬⑬⑭,13, 2,Ｍプレシャスドロップ, 60,千葉直, 1.4, 56,   2, -12,16,205.5, ⑩⑩
,,,,,,,,,,,,14,15,Ｏゴｰルデンコンパス, 37,丸田恭, 2.4, 57,  -5,   2, 9, 38.5,⑨⑬⑮,14, 8,Ｌゼンノソルジャｰ, 63,的場勇, 6.5,  6,* 10, -99,10, 20.7,①③⑩,14,14,Ｎエミネンツァベルタ, 53,安藤光, 1.5, 58,* 12, -24,13, 78.5, ③④
