09年 6月13日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 6月13日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 4R  芝1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 7R  芝1200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  ダ1700m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,白川郷ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｊサンコロネット, 47,中舘英,, 62,  -1,*  3,10, 61.7,⑤⑩⑨, 1, 8,Ａタマモリバｰ, 68,田中健,, 63,*  1,  -7, 1,  1.6, ②②, 1, 5,Ｂラッキｰバニヤン, 73,岩田康,, 77,  -6,* 15, 1,  1.7, ⑬⑩, 1, 4,Ｄニュｰイチトク, 85,太宰啓,, 86,* 11,* 14, 1,  2.4,②②②
 2,11,Ｄプロテクトジアｰス, 58,岩田康, 0.2, 60,*  2,  -6, 4,  9.9,⑥②②, 2, 9,Ｋイナズマガイア, 44,中村将, 0.0, 64,*  0,  -5,14,270.3, ③③, 2,11,Ｃテｰオｰエンペラｰ, 71,福永祐, 0.1, 76,   0,   9, 3, 11.3, ⑤⑤, 2, 2,Ｐスピｰドアタック, 76,武豊  , 0.5, 82,   9,  12, 2,  4.5,③④④
 3,10,Ｉオンフルｰル, 52,佐藤哲, 0.6, 56,*  2, -10, 5, 10.6,①①①, 3,12,Ｃマジックゲイル, 58,国分恭, 0.1, 60,  -3,  -4, 4, 10.6, ⑤⑤, 3, 9,Ｅイサミチェリｰ, 69,千葉直, 0.3, 74, -12,* 18, 2,  5.6, ⑯⑮, 3, 9,Ｃハｰドシｰキング, 86,浜中俊, 0.5, 84,   7,* 15, 7, 20.7,⑩⑧⑨
 4, 5,Ｂミステリアスオｰラ, 60,浜中俊, 0.7, 58,  -1,* -4, 7, 24.6,⑦⑧⑧, 4, 1,Ｄハギノハニｰ, 55,田中克, 0.4, 57,  -3,  -8, 6, 25.3, ④④, 4,17,Ｈトップオブボストン, 66,田中健, 0.4, 73,*  8,  -3, 9, 24.5, ①①, 4, 3,Ｈゼンノトレヴィ, 83,幸英明, 0.7, 79,* 11,   5,12, 64.5,①①①
 5,15,Ｃトｰセンウｰノ, 59,武豊  , 0.8, 55,   0,  -7, 1,  1.9,⑧⑦⑦, 5,15,Ｅマイプレファランス, 55,藤岡康, 0.5, 53, -10,  -3, 3,  8.4, ⑫⑪, 5, 3,Ｒムｰンクレイドル, 51,川田将, 0.6, 69, -19,* 20, 8, 23.7, ⑰⑰, 5,14,Ｆグランドバイオ, 84,佐藤哲, 0.7, 81,   8,  13, 3,  6.6,⑨⑥⑥
 6, 7,Ｅナムラワカバ, 57,田中克, 0.9, 57,   0,  -9, 2,  5.2,②③③, 6, 4,Ｊトウショウビリｰヴ, 47,松山弘, 0.5, 54,  -4,  -9, 8, 31.2, ⑥⑥, 6,18,Ｆエリモサリュｰト, 69,田嶋翔, 0.7, 69,*  3,  -2, 6, 18.0, ④③, 6, 5,Ｅタｰトルベイ, 85,福永祐, 0.8, 82,   6,* 14, 6, 19.2,⑫⑩⑧
 7,12,Ｌオｰルブランニュｰ, 44,長谷川, 1.1, 56,  -2,  -6, 9, 48.8,⑪⑪⑪, 7,14,Ｂシルクユニヴァｰス, 64,生野賢, 0.6, 54,  -4,  -9, 2,  5.1, ⑦⑦, 7,15,Ｉビビッドビビアン, 66,石橋守, 0.7, 69, -10,  10, 4, 13.8, ⑮⑯, 7, 1,Ｌマイプリティワン, 80,秋山真, 1.1, 80,   7,  12,10, 48.5,⑦⑨⑩
 8, 9,Ａスパｰクルレディｰ, 67,松山弘, 1.5, 51,   0, -13, 3,  7.2,③⑥⑥, 8,16,Ｇコｰトスタｰ, 53,荻野琢, 0.8, 51,  -6,  -9,10, 76.3, ⑪⑨, 8, 8,Ｄルｰシｰショｰ, 70,秋山真, 0.7, 68,  -2,   2, 5, 16.7, ⑦⑨, 8, 7,Ｂトｰホウアタック, 86,中舘英, 1.4, 76,   9,   5, 5,  9.9,⑥⑤⑤
