09年 8月29日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 8月29日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:15,,,,,■ 4R  ダ1000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 7R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  ダ1700m 3歳上1000万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｂティフィン, 71,安藤勝,, 70,*  3,*  8, 2,  3.8,④③③, 1,12,Ｄミルリュユッテ, 65,藤田伸,, 64,   0,*  1, 3,  4.4, ④④, 1, 6,Ｈエｰシンモアオバｰ, 88,中舘英,, 92,* 18,  12, 2,  8.2,①①①, 1, 4,Ａギムレットアイ, 74,三浦皇,, 75,* 10,* -7, 2,  3.2,⑤③②
 2, 4,Ａユキノクイｰン, 73,中舘英, 0.2, 69,*  3,   5, 1,  1.9,①①①, 2, 6,Ｅアンディｰフロイデ, 55,古川吉, 0.2, 62,  -2,*  1, 5, 10.1, ⑤⑤, 2, 8,Ｂオｰロマイスタｰ, 93,三浦皇, 0.3, 90,  14,* 17, 4, 10.1,⑧⑦⑦, 2, 7,Ｃピエナファンタスト, 72,武幸四, 0.4, 72,* 10, -15, 3,  8.4,②①①
 3, 3,Ｃエアカサミラ, 69,藤岡佑, 0.4, 68,   0,*  7, 4,  8.8,⑤⑥④, 3, 3,Ｂアラｰトフォｰス, 67,小野寺, 0.4, 60,*  4,  -6, 1,  3.3, ①①, 3,13,Ｅネイキッド, 91,四位洋, 0.5, 90,  15,  12,11, 60.3,⑥⑤⑤, 3, 9,Ｅマイネルアヴァル, 68,津村明, 0.6, 70,* 10, -13, 4,  8.5,④④③
 4, 9,Ｌセトウチダイヤ, 53,三浦皇, 1.0, 63,*  4,  -1, 8, 38.8,②②②, 4, 4,Ｈロイヤルポケット, 52,荻野琢, 0.8, 56,  -7,  -1, 8, 35.3, ⑥⑥, 4, 5,Ｊカネスラファｰル, 87,津村明, 0.8, 88,  13,* 16,13,269.6,⑩⑩⑩, 4, 8,Ｆオｰログランデ, 62,丸山元, 0.8, 68,   8,*-10, 9, 64.7,⑨⑧⑥
 5,11,Ｄプライムウィッシュ, 67,丸田恭, 1.1, 63,   0,   2, 5, 20.1,⑧⑦⑦, 5, 5,Ｋテイエムヤマビコ, 47,松田大, 0.9, 56,*  1,  -8,11,259.4, ②③, 5, 1,Ｆナンヨｰヒルトップ, 91,岩田康, 0.9, 88,  13,  13, 8, 32.7,⑦⑨⑨, 5, 5,Ｂトパンガ, 74,藤岡佑, 1.1, 65,* 10, -20, 1,  1.9,⑦⑥④
 6, 5,Ｉフミノタカラ, 59,池添謙, 1.3, 62,   1,   0, 7, 37.5,③⑤⑥, 6, 7,Ｃスズカスウィｰプ, 65,岩田康, 1.2, 51,  -8,  -4, 4,  4.6, ⑧⑧, 6, 2,Ｋキングトップガン, 85,安藤勝, 1.0, 86,  11,* 17, 7, 31.3,⑬⑬⑪, 6, 1,Ｈフレｰバｰティｰ, 58,丸田恭, 1.3, 62,   8, -22, 8, 49.1,③⑤⑤
 7,12,Ｅスナｰクキャロル, 66,梶晃啓, 1.5, 61,*  3,  -4, 9,101.0,⑪④⑤, 7, 1,Ｉヨイチラブソング, 51,中舘英, 1.6, 45, -15,  -3, 9, 77.6, ⑫⑫, 7,10,Ｃエプソムアｰロン, 92,秋山真, 1.0, 85,  15,   8, 3,  9.2,⑤④④, 7, 6,Ｇパｰリｰゲイツ, 61,秋山真, 2.0, 60,   7, -26, 7, 31.2,⑧⑦⑦
 8, 2,Ｆアトムスパンカｰ, 63,横山典, 1.5, 61,  -1,   1, 6, 32.1,⑨⑨⑧, 8, 9,Ｌエプソムクロｰバｰ, 40,梶晃啓, 1.7, 45, -11,  -7,12,440.1, ⑩⑨, 8,11,Ｄエアアドニス, 92,松田大, 1.1, 89,  14,  10,10, 57.8,⑨⑧⑧, 8, 2,Ｄペプチドハリケｰン, 71,武英智, 4.2, 50,   6, -51, 6, 24.3,⑥⑨⑨
 9,10,Ｈチリトテシャン, 61,松田大, 1.7, 64,  -4,   4,11,335.2,⑫⑫⑫, 9,11,Ｇスマイルトゥゲザｰ, 54,藤岡佑, 1.8, 44,  -9,  -9, 7, 31.6, ⑪⑩, 9,12,Ｍアｰリｰロブスト, 72,池添謙, 1.1, 84,* 16,   5, 9, 41.5,③③③, 9, 3,Ｉプラネットビｰナス, 57,荻野琢, 4.2, 50,* 10, -65, 5, 15.8,①②⑧
10, 7,Ｇドゥクアンナン, 62,北村浩, 1.8, 59,  -3,   1,12,343.5,⑩⑪⑩,10, 2,Ｆキタサンオリュウ, 55,芹沢純, 1.8, 44,   0, -15, 6, 25.0, ③②,10, 3,Ａマチカネニホンバレ, 95,横山典, 1.3, 84,  14,   7, 1,  1.4,④⑥⑥,,,,,,,,,,,,
