09年10月11日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年10月11日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 4R  ダ1400m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  ダ1400m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  ダ1400m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
 9,13,Ｋタイセイグリッタｰ, 39,太宰啓, 1.0, 54,*  5, -17,13,134.5, ②②, 9, 4, マルタｰズタイム,---,上村洋, 2.0, 57,  -6,  -1, 8, 20.7, ⑥⑦, 9,13,Ｂサイキックダイブ, 75,川島信, 1.2, 68,   8,  -4, 6, 15.1, ⑥⑥, 9,13,Ｏウインサウザｰ, 77,松山弘, 1.0, 78,* 10,   4,16,256.9, ②②
10, 1,Ｇダテノスイミｰ, 48,和田竜, 1.1, 53,   0, -11,11, 66.6, ⑤⑥,10, 7, メイショウガンケン,---,渡辺薫, 2.2, 55,* -3,  -7, 9, 96.7, ③③,10,16,Ｋマｰチインパクト, 61,橋本美, 1.3, 67,   5,  -2,12,118.9, ⑨⑪,10, 2,Ｎツルマルビビッド, 80,赤木高, 1.1, 79,   1,* 15,13,116.5, ⑮⑮
11, 4,Ｃテイエムジパング, 61,佐久間, 1.1, 49, -11,  -2, 5, 11.4, ⑭⑬,11,10, エｰシンケンタウリ,---,秋山真, 2.9, 50, -11,  -3,10,143.9, ⑪⑧,11, 5,Ｅファイナルパンチ, 71,渡辺薫, 1.4, 67,   5,  -2,15,174.8, ⑩⑫,11,12,Ｊテンザンコノハナ, 81,小林徹, 1.1, 80,   5,  11,12, 92.5, ⑬⑬
12, 7,Ｉグランデワイルド, 43,酒井学, 1.1, 51,  -3, -10, 7, 38.6, ⑧⑨,12,11, マジックポｰション,---,太宰啓, 5.0, 34, -28,   0,12,258.3, ⑫⑫,12,11,Ｏロｰドバリオス, 58,内田博, 1.5, 68,*  9,  -8, 1,  3.4, ③④,12,10,Ｋサンワｰドラン, 81,熊沢重, 1.3, 78,   6,   7,14,118.6, ⑪⑪
13, 5,Ｌワキノレジｰナ, 36,国分恭, 1.2, 50,  -7,  -7, 8, 40.3, ⑪⑩,,,,,,,,,,,,,13,15,Ａサクラアビリティｰ, 77,藤岡康, 1.7, 63,   5,  -5, 7, 18.3, ⑫⑩,13,15,Ｃリンリンリン, 87,芹沢純, 1.7, 72,* 10,  -1,11, 48.9, ⑤⑤
14, 9,Ｐアキノフェザｰ,  9,鮫島良, 1.9, 43,  -7, -12,16,416.0, ⑫⑫,,,,,,,,,,,,,14, 8,Ｆマｰブルデイビｰ, 69,熊沢重, 1.9, 61,   3,  -5,11, 66.1, ⑭⑭,14, 8,Ｈタマモグレアｰ, 84,石橋脩, 1.7, 74,   6,   4,10, 31.4, ⑩⑭
15,10,Ｈシゲルネネ, 47,中村将, 2.4, 38, -13, -11,14,135.9, ⑮⑭,,,,,,,,,,,,,15,12,Ｌレｰザｰウイング, 61,高野容, 2.7, 54,  -2,  -4,13,125.5, ⑮⑮,15, 3,Ｆスリｰセブンスピン, 85,福永祐, 2.1, 71,* 10,  -5, 7, 12.3, ③④
16,15,Ｍノアライン, 32,田中健, 4.3, 23, -10, -32,10, 64.2, ⑬⑯,,,,,,,,,,,,,16, 1,Ｐダンツエスエスティ, 57,浜中俊, 4.6, 40,  -6, -16,16,277.3, ⑯⑯,16,11,Ｐスマｰトギルド, 75,石橋守, 2.1, 73,   1,   6,15,186.4, ⑯⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:-3),,,,,,,,,,,
"単勝:12,470円 複勝:06=2,930円 03=220円 14=3,300円 枠連:4,970円",,,,,,,,,,,,"単勝:1,710円 複勝:02=270円 06=110円 01=140円 枠連:1,370円",,,,,,,,,,,,"単勝:2,480円 複勝:09=580円 03=320円 04=160円 枠連:2,910円",,,,,,,,,,,,"単勝:1,410円 複勝:05=340円 04=170円 06=160円 枠連:500円",,,,,,,,,,,
"馬連:33,780円 ワイド:03-06=11,060円 06-14=102,120円 03-14=7,800円",,,,,,,,,,,,"馬連:1,410円 ワイド:02-06=520円 01-02=560円 01-06=180円",,,,,,,,,,,,"馬連:12,220円 ワイド:03-09=3,000円 04-09=1,400円 03-04=760円",,,,,,,,,,,,"馬連:2,950円 ワイド:04-05=990円 05-06=960円 04-06=310円",,,,,,,,,,,
"馬単:149,180円 3連複:1,522,290円 3連単:8,478,840円",,,,,,,,,,,,"馬単:4,680円 3連複:1,220円 3連単:14,140円",,,,,,,,,,,,"馬単:27,060円 3連複:15,630円 3連単:149,230円",,,,,,,,,,,,"馬単:6,790円 3連複:2,940円 3連単:25,200円",,,,,,,,,,,
■ 2R  芝1400m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 5R  芝1600m 2 歳新馬(牝) 馬齢,,,,,,,,,,,,■ 8R  芝1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■11R  芝2400m 3歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ京都,,,,,,,,,,,,,,,,,,,,,,,,京都大賞典 ＧⅡ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ｂキタサンスズラン, 64,安藤勝,, 59,*-10,*  0, 1,  2.8, ③②, 1,11, タガノパルムドｰル,---,藤岡康,, 65,  -4,*  3, 3,  5.5, ⑨⑧, 1,17,Ｎキングストリｰト, 67,秋山真,, 82,* 11,*  0, 4,  9.5, ③③, 1, 2,Ｉオウケンブルｰスリ, 85,内田博,, 91,  13,* 14, 3,  4.9,⑪⑬⑬
 2,10,Ｋエｰシンリタｰンズ, 49,松岡正, 0.1, 59,*-10,*  0, 3,  4.4, ④④, 2, 5, ルクｰルダンジェ,---,内田博, 0.3, 60,*  3, -15, 2,  3.8, ②②, 2,18,Ｇウォｰクラウン, 76,佐藤哲, 0.4, 76,   8,*  0, 5,  9.6, ⑩⑩, 2, 3,Ａスマｰトギア, 97,福永祐, 0.1, 90,  10,* 18, 4,  6.6,⑭⑭⑭
 3,14,Ｄトｰホウシンバル, 60,四位洋, 0.1, 59, -12,*  2, 2,  4.0, ⑪⑨, 3, 1, カスクドｰル,---,松岡正, 0.5, 59,   2, -15, 8, 22.7, ③③, 3, 3,Ｆソラヲカケル, 76,荻野琢, 0.4, 76,   9,  -1,12, 22.5, ⑤⑤, 3, 1,Ｃトｰセンキャプテン, 92,四位洋, 0.4, 86,  14,   3, 7, 21.4,⑥⑦⑦
 4, 5,Ｆリズミカルステップ, 59,石橋脩, 0.3, 55,* -7,  -7,13,104.9, ①①, 4, 3, ニシノメルモ,---,浜中俊, 0.5, 59,  -1, -10, 5,  9.2, ⑥⑥, 4, 1,Ａカネトシスラｰヴァ, 79,石橋脩, 0.5, 79,   8,*  0, 7, 13.5, ⑧⑧, 4, 8,Ｈジャガｰメイル, 86,石橋脩, 0.4, 87,  14,   3, 1,  2.8,⑩⑪⑩
 5, 1,Ａアグネスクルｰガ, 66,国分恭, 0.4, 56, -14,*  1, 5, 14.6, ⑫⑫, 5, 9, マイトップイモン,---,松山弘, 0.7, 58,  -6,* -2,12, 80.8, ⑩⑩, 5, 5,Ｅハッピｰパレｰド, 77,松山弘, 0.6, 77,   7,*  2, 8, 15.4, ⑬⑭, 5, 7,Ｆモンテクリスエス, 91,安藤勝, 0.6, 84,  14,  -1, 6, 17.6,⑧⑩⑧
 6,11,Ｅニチドウルチル, 60,田嶋翔, 0.6, 52, -14,  -3,10, 32.3, ⑩⑪, 5,12, ハッピｰスカッシュ,---,池添謙, 0.7, 58,  -2,  -9,10, 58.7, ⑧⑨, 6, 2,Ｈチュウワプリンス, 75,池添謙, 0.6, 77,  10,  -5, 1,  3.9, ④④, 6, 9,Ｇハギノジョイフル, 88,幸英明, 0.7, 84,  13,   2,13,107.1,⑨⑧⑨
 7, 4,Ｇクラシックアｰト, 58,福永祐, 0.7, 50,*-10,  -8, 8, 22.8, ②③, 7, 8, スマｰトプラン,---,安藤勝, 0.7, 58,  -8,*  0, 1,  3.7, ⑮⑪, 7,10,Ｋガンダｰラ, 73,和田竜, 0.7, 75,  10,  -7, 6, 10.5, ⑦⑦, 7,10,Ｅマイネルキッツ, 92,松岡正, 0.8, 83,  13,  -1, 5,  9.5,⑫⑨⑫
 8,12,Ｈベルベットカフェ, 58,浜中俊, 0.8, 50, -11,  -8,11, 35.6, ⑧⑥, 8, 4, ティファニｰケイス,---,和田竜, 0.7, 56,*  5, -22, 6, 13.3, ①①, 8,13,Ｌブルｰモｰリシャス, 70,上村洋, 0.7, 77,   7,*  0, 2,  6.6, ⑮⑬, 8,14,Ｂトｰホウアラン, 95,鮫島良, 0.8, 82,  14,  -5, 2,  4.7,⑤⑤⑥
 9,16,Ｃスタｰリｰクルｰズ, 63,渡辺薫, 0.8, 52, -15,  -2, 4, 14.1, ⑮⑭, 9,18, オメガブルｰベリｰ,---,福永祐, 1.9, 43,*  3, -36, 4,  6.3, ④④, 9, 6,Ｉトムウィンズ, 75,岩崎祐, 0.7, 76,   8,  -3,11, 20.4, ⑨⑨, 9, 5,Ｊクィｰンスプマンテ, 82,田中博, 1.0, 79,* 24, -38,11, 51.7,②②②
10, 2,Ｑバンブｰヴィｰナス, 37,和田竜, 1.0, 46, -13, -10, 6, 16.2, ⑤⑦,10,15, ダンツオｰロラ,---,幸英明, 2.0, 43,  -8, -19, 7, 17.7, ⑪⑫,10,14,Ｒダノンファントム, 58,内田博, 0.8, 75,   4,*  3, 3,  7.1, ⑰⑱,10,11,Ｌメイショウクオリア, 80,武幸四, 1.0, 83,  16, -10,10, 49.8,④④④
11, 3,Ｍジュエリｰフラン, 49,田村太, 1.0, 47, -14,  -8,14,130.6, ⑨⑩,11,16, ヤマニンピトレスク,---,熊沢重, 2.3, 37,   2, -40,13,116.1, ⑤⑤,11,12,Ｂピサノルビｰ, 78,福永祐, 1.0, 73,   5,  -3,13, 37.2, ⑯⑯,11,13,Ｄアルコセニョｰラ, 92,藤田伸, 1.1, 81,  12,  -1, 8, 31.0,⑬⑫⑪
12,17,Ｏオｰナｰズアイ, 42,金折知, 1.0, 51, -19,*  0,18,787.9, ⑱⑱,12,13, ロｰザフィオｰレ,---,川島信, 2.8, 31,  -1, -42,11, 60.2, ⑦⑦,12, 9,Ｃピサノロンシャン, 77,藤岡康, 1.1, 70,   7,  -7,15, 97.7, ⑫⑫,12, 4,Ｋコスモプラチナ, 82,和田竜, 1.2, 79,  16, -14,12, 71.2,③③③
13,13,Ｉプリティカポレイ, 51,秋山真, 1.1, 47, -17,  -6,12, 64.0, ⑰⑯,13,14, イセノミライ,---,小林徹, 3.0, 32, -11, -29,16,246.7, ⑭⑭,13,11,Ｄラルｰチェ, 77,浜中俊, 1.1, 71,   7,  -6, 9, 19.5, ⑭⑮,13, 6,Ｎキングトップガン, 77,秋山真, 1.4, 77,  14, -13,14,201.2,⑦⑥⑤
14, 7,Ｒポリッシュアップ, 36,内田博, 1.4, 42, -11, -16, 7, 20.7, ⑥⑤,14, 7, パイザ,---,秋山真, 3.2, 30,  -9, -33,14,170.2, ⑬⑬,14,15,Ｍジャコスキｰ, 70,幸英明, 1.6, 65,* 12, -25,10, 19.6, ②②,14,12,Ｍテイエムプリキュア, 79,荻野琢, 3.2, 65,* 26, -76, 9, 43.1,①①①
15, 8,Ｊホクトスズラン, 51,藤田伸, 1.5, 40, -13, -16, 9, 29.7, ⑦⑧,15, 2, モンテロｰザ,---,四位洋, 3.5, 27, -17, -26, 9, 42.0, ⑯⑰,15,16,Ｊメイショウベｰネ, 73,熊沢重, 1.6, 64,   8, -17,16,140.2, ⑪⑪,,,,,,,,,,,,
16, 6,Ｐエンムスビヒメ, 38,幸英明, 1.6, 41, -15, -13,15,242.7, ⑬⑬,16, 6, キョウワクインビｰ,---,石橋守, 3.7, 25, -15, -30,15,235.4, ⑰⑯,16, 4,Ｏゼンノベリル, 64,長谷川, 1.7, 67,   5,  -8,18,318.9, ⑱⑰,,,,,,,,,,,,
17,15,Ｌヤマカツセイレｰン, 49,池添謙, 2.2, 33, -16, -20,16,323.9, ⑭⑰,17,17, シゲルキチョウ,---,酒井学, 3.7, 21, -10, -41,17,350.1, ⑫⑮,17, 7,Ｑキングスデライト, 62,藤田伸, 1.8, 62,* 12, -28,14, 57.8, ①①,,,,,,,,,,,,
18,18,Ｎリュウシンノア, 47,上村洋, 3.0, 24, -14, -33,17,378.4, ⑯⑮,,,,,,,,,,,,,18, 8,Ｐグランジョイ, 63,田中健, 1.8, 63,  10, -22,17,157.7, ⑥⑥,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:55 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:92 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:良(指数:-4),,,,,,,,,,,
単勝:280円 複勝:09=120円 10=140円 14=150円 枠連:800円,,,,,,,,,,,,単勝:550円 複勝:11=190円 05=170円 01=520円 枠連:930円,,,,,,,,,,,,"単勝:950円 複勝:17=350円 18=340円 03=680円 枠連:2,630円",,,,,,,,,,,,"単勝:490円 複勝:02=220円 03=220円 01=530円 枠連:1,560円",,,,,,,,,,,
馬連:720円 ワイド:09-10=250円 09-14=320円 10-14=370円,,,,,,,,,,,,"馬連:1,000円 ワイド:05-11=450円 01-11=2,130円 01-05=1,880円",,,,,,,,,,,,"馬連:3,640円 ワイド:17-18=1,410円 03-17=3,370円 03-18=2,500円",,,,,,,,,,,,"馬連:1,810円 ワイド:02-03=700円 01-02=1,850円 01-03=1,760円",,,,,,,,,,,
"馬単:1,370円 3連複:980円 3連単:4,100円",,,,,,,,,,,,"馬単:2,150円 3連複:10,660円 3連単:41,000円",,,,,,,,,,,,"馬単:6,780円 3連複:20,940円 3連単:118,300円",,,,,,,,,,,,"馬単:3,180円 3連複:8,780円 3連単:43,670円",,,,,,,,,,,
■ 3R  芝2000m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 6R  ダ1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 9R  芝1400m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■12R  ダ1800m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,久多特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ａエイシンフラッシュ, 58,内田博,, 61,  -6,*  1, 2,  3.6,⑨⑦⑦, 1, 2,Ｉツルマルエｰス, 67,酒井学,, 77,   6,*  6, 4,  7.7,②④④, 1,14,Ａダノンプログラマｰ, 81,熊沢重,, 84,  12,*  7, 1,  1.7, ⑬⑫, 1,12,Ｅトｰホウオルビス, 82,浜中俊,, 87,*  6,  19, 5, 10.2,①①①
 2, 1,Ｃレッドスパｰクル, 55,秋山真, 0.0, 60,  -6,*  0, 4,  9.5,④④③, 2,13,Ｈシャア, 69,小坂忠, 0.1, 75,*  7,   3,10, 52.5,⑫③②, 2,17,Ｉフリｰダムエアｰ, 74,四位洋, 0.0, 84,  10,*  9, 2,  8.2, ⑭⑬, 2,15,Ｃピイラニハイウェイ, 83,和田竜, 0.0, 88,*  5,* 21, 6, 14.3,④③③
 3, 8,Ｅステｰジプレゼンス, 54,安藤勝, 0.6, 54,  -6,  -8, 1,  2.5,⑤⑥⑥, 3,10,Ｅテイエムカイザｰ, 73,芹沢純, 0.3, 71,*  7,   1, 9, 37.2,③②①, 3,11,Ｃナリタシリカ, 79,川島信, 0.1, 85,* 19,  -5, 3, 11.0, ④④, 3,10,Ｂナリタカｰビン, 83,安藤勝, 0.1, 85,*  5,  19, 2,  5.9,②②②
 4, 5,Ｈグランドチャペル, 42,福永祐, 0.7, 54,  -8,  -6, 3,  3.9,⑦⑧⑨, 4, 8,Ｃテｰオｰマグナム, 75,浜中俊, 0.4, 73,   4,*  6, 6,  9.0,⑪⑨⑪, 4,18,Ｐスワン, 71,飯田祐, 0.3, 82,  16,  -3, 5, 15.6, ⑥⑦, 4, 6,Ｋスマｰトタイタン, 77,内田博, 0.2, 88,   4,* 20, 3,  7.5,⑨⑥⑤
 5, 4,Ｋオｰスミカイエン, 36,和田竜, 0.9, 49,* -5, -17, 9, 75.3,②②②, 5, 7,Ｂナムラブレット, 75,国分恭, 1.0, 72,   5,   0, 2,  4.7,⑧⑦⑦, 5, 2,Ｏクレバｰデュｰク, 72,和田竜, 0.4, 82,  18,  -7,12, 44.7, ⑤⑤, 5, 8,Ｊウインプレミアム, 78,福永祐, 0.4, 86,   3,* 21,12, 52.7,⑧⑩⑩
 6, 2,Ｄタイガｰバロｰズ, 54,角田晃, 0.9, 51,* -3, -18, 6, 21.9,①①①, 6,11,Ａレッドアイ, 76,角田晃, 1.7, 66,   5,  -7, 1,  3.2,⑬⑩⑥, 6, 5,Ｊエｰシンビｰエル, 74,浜中俊, 0.5, 79,  12,   0, 9, 26.3, ⑪⑪, 6, 2,Ｌミリアム, 75,松岡正, 1.0, 80,   4,  14, 9, 31.8,⑥⑦⑥
 7, 9,Ｂシルクゴスホｰク, 57,松岡正, 0.9, 52,  -8,  -9, 5, 11.8,⑧⑨⑩, 7, 9,Ｄエプソムスタウト, 74,内田博, 1.8, 65,   3,  -5, 5,  8.8,⑩⑬⑫, 7, 6,Ｋクリノゴｰルド, 74,生野賢, 0.6, 78,  15,  -7,17,223.8, ⑦⑥, 7,13,Ｉケｰジｰムサシ, 80,野元昭, 1.1, 80,   3,  15,13,137.1,⑭⑪⑧
 8, 3,Ｌモｰレツ, 17,松山弘, 1.0, 51,  -9,  -7,10,181.6,⑩⑪⑪, 8, 4,Ｆクリノサンデｰママ, 70,高橋亮, 1.9, 63,   6,  -8, 7, 10.4,④⑥⑤, 8,12,Ｎカシノマイケル, 72,藤岡康, 0.6, 77,   8,   4,18,318.5, ⑮⑯, 8, 3,Ｎバアゼルリバｰ, 74,国分恭, 1.2, 84,   2,  17, 7, 17.6,⑩⑬⑭
 9,11,Ｊハｰドダダンダン, 40,幸英明, 1.1, 49,  -6, -16, 7, 27.6,⑥⑤⑤, 9, 5,Ｇテンシノライアン, 70,中村将, 2.1, 61,   3,  -7,11, 57.5,⑦⑪⑨, 9,16,Ｌメスナｰ, 72,松岡正, 0.6, 80,  15,  -4, 4, 14.6, ⑨⑨, 9, 5,Ｈタマモクリエイト, 81,幸英明, 1.2, 78,   4,  12, 8, 19.8,⑦⑤⑦
10, 6,Ｆカシノピストン, 50,太宰啓, 1.4, 46,  -7, -18, 8, 68.7,⑪⑩⑧,10,14,Ｊケイアイコンジン, 67,長谷川, 2.1, 64,   5, -10, 8, 34.4,⑨⑧⑩,10,13,Ｆハイフィｰルド, 77,酒井学, 0.6, 75,   5,*  8,10, 41.3, ⑱⑰,10,14,Ｍナックルパｰト, 74,藤岡康, 1.3, 80,   2,  16,15,181.7,⑬⑭⑫
11,12,Ｉメイショウシャイン, 41,石橋守, 1.8, 43,  -9, -19,11,222.8,⑫⑫⑫,11,12,Ｎデュｰクワンダｰ, 48,田中博, 2.7, 57,   5, -16,13, 73.3,⑥⑤⑧,11,15,Ｅラフレッシュブルｰ, 77,池添謙, 0.8, 75,   7,   4,15,147.5, ⑰⑱,11,11,Ａラヴィンライフ, 86,松山弘, 1.3, 77,   3,  13, 1,  2.3,⑮⑫⑨
12, 7,Ｇセイピｰシｰズ, 47,渡辺薫, 1.8, 42,* -5, -28,12,275.5,③③④,12, 6,Ｌシシャモフレンド, 64,太宰啓, 2.7, 56,*  7, -20,12, 61.2,①①③,12, 7,Ｈアロド, 74,松山弘, 0.9, 74,  10,  -3,13, 96.0, ⑫⑭,12, 4,Ｐスマイルミッキｰ, 71,秋山真, 1.4, 77,   4,  10,14,170.6,③④④
,,,,,,,,,,,,13, 3,Ｍカシノダンク, 64,高野容, 3.3, 53,   3, -18,14, 90.1,⑤⑫⑬,13, 3,Ｒオリエンタルロック, 65,古川吉, 0.9, 75,  12,  -6,14,117.6, ⑩⑩,13, 7,Ｇメイショウオニカゲ, 81,古川吉, 1.6, 80,   2,  15,11, 37.2,⑫⑮⑮
,,,,,,,,,,,,,,,,,,,,,,,,14, 4,Ｇゼンノモナルカ, 77,小林徹, 0.9, 73,   8,   0,16,158.6, ⑯⑮,14,16,Ｆタガノアッシュ, 82,赤木高, 1.7, 75,   4,   9,10, 34.6,⑪⑧⑪
