09年 6月20日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 6月20日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 4R  芝1000m 2 歳新馬 馬齢,,,,,,,,,,,,■ 7R  ダ1000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  ダ1700m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ札幌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ａキララチュｰル, 62,池添謙,, 66,*  1,   3, 3,  7.1,③②②, 1, 2, コスモソルスティス,---,丸田恭,, 73,  -3,*  9, 8, 55.3, ③③, 1, 8,Ｇセトノジェネシス, 67,古川吉,, 74,*  6,   5, 8, 19.0, ②②, 1, 5,Ａマリアｰジュ, 76,藤田伸,, 71,  -3,  14, 1,  1.7,⑥⑥④
 2,12,Ｈレッドストリング, 50,安藤勝, 0.1, 65,  -4,*  9, 1,  1.8,⑪⑫⑤, 2, 8, タガノガルｰダ,---,藤田伸, 0.1, 72,* -2,   6, 1,  1.5, ②②, 2, 5,Ｃミッキｰシュタルク, 71,藤田伸, 0.0, 72,   3,   7, 2,  3.9, ③③, 2, 7,Ｂスノｰマジック, 72,宮崎北, 0.2, 69,  -6,* 17, 3,  6.3,⑫⑫⑧
 3, 3,Ｉジュモｰ, 50,藤岡佑, 0.1, 64,*  0,   3, 2,  6.5,⑤⑤④, 3, 4, デンコウセッカチ,---,川島信, 0.3, 69,  -7,*  8, 6, 26.0, ⑥⑥, 3, 6,Ａキングスウィｰプ, 72,小野寺, 0.2, 70,   1,   7, 6, 12.6, ④④, 3, 9,Ｌテｰオｰエンジェル, 63,藤岡佑, 0.2, 67,* -1,   9,13,103.5,②②②
 4,11,Ｂデルマネフティス, 61,横山典, 0.5, 62,  -4,*  7, 6, 16.3,⑫⑪⑪, 4, 6, ビバサムシング,---,藤岡佑, 0.3, 69,  -6,   6, 3,  9.6, ⑤⑤, 4, 2,Ｆアズライト, 67,三浦皇, 0.2, 69,  -8,* 12, 4, 11.1, ⑨⑨, 4, 8,Ｃコパノタイマネ, 72,北村友, 0.2, 67,  -4,  14, 6, 22.0,⑨⑧⑥
 5, 1,Ｄラヴソｰスウィｰト, 55,松田大, 0.7, 63,*  0,  -1, 4,  8.3,④④⑥, 5, 9, ロトディパｰチャｰ,---,田中博, 0.4, 68,  -3,   3, 7, 32.1, ④④, 5, 3,Ｉメジロライダｰ, 63,四位洋, 0.4, 67, -16,* 16, 7, 15.5, ⑫⑩, 5, 3,Ｋポンテディリアルト, 64,四位洋, 0.3, 71,  -7,* 18, 4, 14.9,⑬⑬⑫
 6, 2,Ｅパチャｰルマニス, 52,梶晃啓, 0.7, 60,  -2,   1,12,209.7,⑧⑦⑧, 6, 5, プレシャスジェムズ,---,中舘英, 0.6, 67,*  1,  -2, 2,  5.7, ①①, 6, 7,Ｊデルマベガ, 62,丸山元, 0.6, 65,  -7,   7,10,100.4, ⑧⑧, 6,11,Ｊニシエイビュレット, 65,丸田恭, 0.5, 65,*  0,   5,11, 77.4,①①①
 7,13,Ｆアンディｰフロイデ, 52,武幸四, 1.1, 61,*  0,  -5, 8, 34.9,⑦⑥③, 7, 1, マイネルトルネｰド,---,三浦皇, 0.8, 61, -11,   3, 4, 10.5, ⑨⑧, 7, 4,Ｈナムラエクシｰド, 64,小林徹, 0.6, 66,  -4,   6, 3,  8.2, ⑦⑤, 7, 4,Ｆシンデレラロマンス, 70,秋山真, 0.7, 66,  -5,  11, 5, 17.6,⑪⑩⑩
 8, 7,Ｇスイｰトトｰク, 52,北村友, 1.2, 54,*  1,  -8, 9, 72.0,②①①, 8, 7, サダムルｰジュ,---,宮崎北, 1.1, 56, -10,  -2, 5, 12.4, ⑦⑦, 8, 1,Ｂマルブツエンペラｰ, 71,中舘英, 0.7, 66,*  6,  -2, 1,  2.2, ①①, 8,12,Ｇロｰマンブリッジ, 68,国分優, 0.7, 64,  -2,   6, 9, 44.9,③③⑤
