09年 1月25日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 1月25日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 4R  芝2930m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1800m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■10R  芝1400m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,伏見ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ｂエｰシンリｰドオｰ, 69,川田将,, 68,*  3,   3, 3, 15.6, ②②, 1,11, スナｰクムサシ,,仲田雅,,,,, 1,  2.9,④③③, 1, 2,Ｈサラバンド, 62,鮫島良,, 71,*  3,   2, 7, 34.7,③③③, 1, 9,Ａトレノジュビリｰ, 92,岩田康,, 82,*  8,   4, 1,  1.8, ②②
 2, 9,Ｅグリッタｰアイス, 60,デムｰ, 0.2, 65,  -1,*  6, 4, 16.6, ⑤⑤, 2,13, ヤマカツジェット,,佐久間,197.0,,,, 2,  3.6,⑥②②, 2, 4,Ｂアドマイヤミスティ, 74,川田将, 0.2, 69,   2,   3, 2,  2.4,⑥⑦⑦, 2, 3,Ｊヘッドライナｰ, 75,幸英明, 0.1, 84,   4,   8, 4, 10.3, ⑥⑥
 3, 6,Ａワンモアマイウエイ, 75,藤岡佑, 0.3, 64,  -5,*  8, 1,  1.5, ⑨⑦, 3, 2, タマモハクライ,,林満明,197.2,,,, 4, 10.2,②①①, 3,10,Ｃマチカネオイカゼ, 74,デムｰ, 0.2, 67,   2,   1, 1,  2.3,⑤⑤⑤, 3, 6,Ｃクランエンブレム, 81,デムｰ, 0.1, 87,  -5,* 19, 2,  9.2, ⑭⑬
 4,11,Ｋシャイニｰクエスト, 49,角田晃, 0.5, 63,*  3,  -1, 7, 35.8, ③③, 4,12, メイショウチョイス,,黒岩悠,198.5,,,, 6, 11.1,⑦⑤⑤, 4, 3,Ａメイショウコレット, 75,福永祐, 0.3, 69,   0,*  4, 3,  6.6,⑪⑩⑩, 4, 5,Ｋメスナｰ, 75,角田晃, 0.2, 80,* 10,  -2, 3, 10.2, ①①
 5, 7,Ｆタガノバッチグｰ, 58,福永祐, 0.6, 63,  -4,   5, 6, 29.1, ⑥⑥, 5,10, スルｰザグリｰン,,柴田未,200.0,,,,13,109.1,⑩⑧⑦, 5, 8,Ｇラクシュミｰギャル, 63,岩田康, 0.6, 64,   2,  -2, 4, 14.2,④④④, 5,14,Ｄスｰパｰワシントン, 80,石橋守, 0.3, 83,   0,  11, 6, 17.5, ⑪⑩
 6, 2,Ｃアベニｰルシチｰ, 65,幸英明, 0.6, 62,   2,   0, 8, 43.9, ④④, 6, 8, マルブツキング,,小坂忠,200.0,,,,11, 64.4,⑧⑥⑥, 6, 9,Ｅラフアップ, 65,ルメｰ, 1.2, 60,*  3,  -9, 6, 26.3,②②②, 6, 1,Ｇアドマイヤディｰノ, 78,安藤勝, 0.4, 80,   1,   8, 9, 29.2, ⑧⑦
 7,16,Ｄメジロライダｰ, 60,岩田康, 0.8, 60,  -6,   5, 2,  3.8, ⑩⑨, 7, 6, ペガサスファイト,,熊沢重,202.3,,,, 5, 10.5,⑪⑨⑨, 7, 1,Ｆキャトルキャｰル, 65,秋山真, 1.2, 63,   0,  -1, 9, 46.1,⑩⑪⑪, 7, 2,Ｂサララ, 83,柴原央, 0.5, 84,  -7,* 18, 7, 22.4, ⑮⑮
 8, 1,Ｏアスカノラムセス, 30,小林徹, 1.8, 52, -15,   5, 9, 81.1, ⑯⑯, 8,14, ゴｰルデンカイザｰ,,北沢伸,202.6,,,, 9, 52.0,③④④, 8, 7,Ｄペルネティアナ, 68,小牧太, 1.4, 60,   2,  -8, 5, 21.4,⑧⑥⑥, 8,10,Ｌコスモラヴアゲイン, 74,佐藤哲, 1.0, 74,  -1,   4,14,128.4, ⑩⑪
 9,12,Ｊコンポステラ, 49,秋山真, 1.9, 50,  -4,  -7,13,322.6, ⑧⑧, 9, 3, パｰプルコランダム,,浜野谷,203.8,,,, 8, 25.5,⑨⑩⑩, 9, 6,Ｉテイエムブロッサム, 56,高井彰, 2.1, 55,   1, -12,11,329.7,⑦⑧⑨, 9, 8,Ｐペリｰ, 43,鮫島良, 1.0, 79, -10,* 16,16,236.8, ⑯⑯
10, 3,Ｇワイドヒリュウ, 54,田中克, 1.9, 52,*  4, -15,12,237.8, ①①,10, 1, エイシンキャップ,,南井大,203.9,,,,10, 58.0,⑫⑪⑪,10,11,Ｋリッカレイクブルｰ, 48,幸英明, 2.7, 50,   1, -17,10,117.4,⑨⑨⑧,10, 7,Ｉアキノパンチ, 77,秋山真, 1.1, 70,   6,  -8,10, 33.3, ⑤④
11,15,Ｈサチノユニヴァｰス, 52,大下智, 2.1, 49,  -6,  -7,15,453.9, ⑪⑩,11, 9, メイショウアンドレ,,西谷誠,204.4,,,, 3,  5.7,⑤⑦⑧,11, 5,Ｊスズカプラチナ, 51,藤岡佑, 2.9, 50,*  4, -24, 8, 45.7,①①①,11,11,Ｈグレイトフルタイム, 77,熊沢重, 1.1, 74,  -5,   6,11, 37.1, ⑬⑭
12, 4,Ｌメイショウマカルｰ, 44,渡辺薫, 2.2, 50,  -6,  -6,10,176.1, ⑫⑪,12, 5, キャプテンシチｰ,,山本康,206.9,,,,12, 89.0,⑬⑫⑫,,,,,,,,,,,,,12,13,Ｏエｰシンアロｰ, 73,武幸四, 1.1, 73,   3,  -2, 5, 10.6, ⑨⑧
13,13,Ｉマレンゴ, 50,佐藤哲, 2.3, 47,  -4, -10, 5, 20.6, ⑦⑫,13, 4, カブリオｰル,,今村康,226.5,,,, 7, 16.8,①⑬⑬,,,,,,,,,,,,,13, 4,Ｎマッハジュウクン, 73,四位洋, 1.2, 68,   6, -10, 8, 28.8, ④③
14,14,Ｎワシントンハｰト, 32,小牧太, 2.8, 42, -13,  -6,11,231.0, ⑭⑭,,,,,,,,,,,,,,,,,,,,,,,,,14,12,Ｍユメノオｰラ, 74,川田将, 1.2, 72,  -4,   4,15,171.0, ⑫⑫
15,10,Ｍニシオポｰル, 38,高橋亮, 2.9, 42, -13,  -6,16,685.1, ⑮⑬,,,,,,,,,,,,,,,,,,,,,,,,,15,15,Ｆピサノアルハンブラ, 78,藤岡佑, 1.4, 67,   1,  -5,12, 37.9, ⑦⑨
16, 8,Ｐアクトレスオペラ, 27,高野容, 7.1,  7, -11, -43,14,432.1, ⑬⑮,,,,,,,,,,,,,,,,,,,,,,,,,16,16,Ｅスｰパｰマルトク, 78,小牧太, 1.7, 63,   7, -15,13, 46.9, ③⑤
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:稍重(指数:1),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:稍重(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:5),,,,,,,,,,,
"単勝:1,560円 複勝:05=280円 09=280円 06=110円 枠連:860円",,,,,,,,,,,,単勝:290円 複勝:11=120円 13=150円 02=220円 枠連:330円,,,,,,,,,,,,"単勝:3,470円 複勝:02=420円 04=110円 10=120円 枠連:3,710円",,,,,,,,,,,,単勝:180円 複勝:09=130円 03=270円 06=250円 枠連:820円,,,,,,,,,,,
"馬連:6,380円 ワイド:05-09=1,280円 05-06=340円 06-09=440円",,,,,,,,,,,,馬連:480円 ワイド:11-13=210円 02-11=470円 02-13=570円,,,,,,,,,,,,"馬連:3,140円 ワイド:02-04=870円 02-10=860円 04-10=150円",,,,,,,,,,,,"馬連:1,200円 ワイド:03-09=480円 06-09=440円 03-06=1,450円",,,,,,,,,,,
"馬単:13,240円 3連複:2,250円 3連単:31,100円",,,,,,,,,,,,"馬単:1,020円 3連複:1,430円 3連単:5,560円",,,,,,,,,,,,"馬単:9,710円 3連複:2,300円 3連単:26,580円",,,,,,,,,,,,"馬単:1,670円 3連複:3,340円 3連単:11,990円",,,,,,,,,,,
■ 2R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 5R  芝2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 8R  芝1600m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■11R  ダ1800m 4歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,平安ｽﾃｰｸｽ ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ａアｰスワンハｰト, 69,小牧太,, 73,*  2,  11, 2,  3.4,①①①, 1, 2,Ａサトノエンブレム, 74,秋山真,, 67, -12,   7, 1,  1.8,②④③, 1, 2,Ｅテキｰラ, 72,岩崎祐,, 80,   8,* 12, 6, 18.7, ⑨⑦, 1, 2,Ｄワンダｰスピｰド, 93,小牧太,, 99,* 11,* 26, 3,  8.3,③③②
 2, 7,Ｄシゲルダイセン, 64,岩田康, 0.0, 74,   0,* 16, 3,  6.6,⑦⑥⑤, 2, 1,Ｍダイワカトリｰナ, 46,福永祐, 0.1, 64,* -9,   1, 7, 40.6,①①①, 2, 3,Ｄマイネルインゼル, 72,岩田康, 0.1, 77,* 15,  -1, 4, 11.1, ②②, 2, 3,Ｂエスポワｰルシチｰ, 95,佐藤哲, 0.0, 96,* 13,  22, 1,  1.9,①①①
 3, 9,Ｅケｰジｰサミット, 59,渡辺薫, 0.2, 74,*  1,  12, 6, 23.4,⑤⑤④, 3,16,Ｄメイショウケンロク, 59,高橋亮, 0.1, 69, -15,* 13, 8, 42.6,⑬⑩⑧, 3,13,Ｂメイショウゲンジ, 76,田中克, 0.2, 76,  13,  -1, 3, 10.3, ④④, 3, 6,Ｅマコトスパルビエロ, 92,安藤勝, 0.5, 93,* 12,  19, 5, 10.0,②②③
 4, 5,Ｂシルバｰフィｰルド, 68,幸英明, 0.8, 67,*  1,   6, 1,  1.7,③④②, 4, 6,Ｃハッピｰパレｰド, 64,岩田康, 0.2, 65, -13,   9, 3,  7.6,⑥⑦⑦, 4,16,Ｉナリタスレンダｰ, 68,幸英明, 0.3, 76,* 19, -12, 9, 38.7, ①①, 4,10,Ｉネイキッド, 88,デムｰ, 0.9, 92,  10,  20, 7, 11.5,⑤⑤⑤
 5, 6,Ｃオｰバルシェｰプ, 65,藤岡佑, 1.1, 66,*  1,   4, 5, 21.2,④②③, 5,12,Ｈフィクサｰ, 55,佐藤哲, 0.2, 67, -13,* 10,11, 77.7,⑨⑧⑨, 5,10,Ａサザンギャラクシｰ, 81,藤岡佑, 0.3, 76,   5,* 12, 1,  1.6, ⑪⑫, 5, 1,Ｎタガノエクリプス, 84,幸英明, 1.0, 91,   8,* 23,13,116.8,⑬⑫⑧
 6, 8,Ｋウォｰタｰイオレク, 13,佐久間, 2.1, 62,  -2,   3,11,355.0,⑨⑩⑩, 6, 5,Ｇガリアｰノ, 57,四位洋, 0.4, 66, -14,* 10, 6, 15.9,⑭⑬⑬, 6, 1,Ｃフサイチダイチャン, 73,四位洋, 0.3, 76,   9,   5, 2,  6.8, ⑦⑤, 6, 7,Ｆマイネルアワグラス, 92,ルメｰ, 1.2, 90,   8,  19, 6, 10.9,⑧⑨⑩
