09年 9月26日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 9月26日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 4R  芝2880m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  芝2500m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
 9, 5,Ｈマルタカルｰキｰ, 41,横山典, 1.4, 47,  -9,* -4, 5, 28.3, ⑭⑬, 9,10, スイｰトデビル,,山本康,197.7,,,, 8, 60.7,⑥⑨⑩, 9,11,Ｌイマジンノココロヲ, 65,横山義, 2.1, 62,   2,  -3,14,316.5,⑭⑫⑫, 9, 4,Ｇダノニｰ, 72,津村明, 0.8, 69,*  5,  -9, 5,  9.0,①①①
10,13,Ｌコスモトウゴウ, 36,柴山雄, 1.7, 44,  -6, -11,13,368.1, ⑬⑭,10, 6, ピュアロング,,横山義,199.2,,,, 7, 42.6,⑦⑦⑦,10,14,Ｎニュｰパワｰ, 63,北村宏, 2.1, 60,*  5, -10, 8, 28.2,③③③,10, 3,Ｊマｰスエンペラｰ, 65,柴田善, 0.9, 70,*  4,  -4,10,110.1,③③③
11, 2,Ｇケイアイドリｰム, 43,勝浦正, 1.7, 47,   5, -20,12,332.5, ④⑥,11, 8, オンワｰドカルマ,,高野和,199.5,,,,12,241.5,⑧⑧⑧,11, 6,Ｍコスモディアナ, 64,丹内祐, 2.5, 61,   0,  -2,12,153.3,⑯⑯⑮,,,,,,,,,,,,
12, 1,Ｃインフィニティラブ, 60,内田博, 1.7, 49,*  6, -22, 3,  5.6, ①①,12, 2, ドンアドヴァイタ,,平沢健,205.8,,,, 5, 31.6,⑫⑫⑫,12,16,Ｋクレバｰネオ, 67,津村明, 2.6, 57,   5, -11,10,122.3,⑧⑦⑦,,,,,,,,,,,,
13, 6,Ｊトｰセンガラシャ, 37,伊藤工, 2.3, 38, -10, -12, 8, 51.6, ⑮⑮,,,,,,,,,,,,,13, 5,Ｆエイダイハリケｰン, 73,蛯名正, 2.7, 58,   3, -10, 6, 22.0,⑫⑩⑪,,,,,,,,,,,,
14,14,Ｉカシノイワイザケ, 38,池崎祐, 2.7, 36, -12, -14,14,520.7, ⑯⑯,,,,,,,,,,,,,14,10,Ｈキャラメルボイス, 71,伊藤工, 3.7, 51,   2, -16,15,402.7,⑪⑪⑬,,,,,,,,,,,,
15,11,Ｐバシタップ, 27,嘉藤貴, 3.0, 35,  -3, -23,16,772.0, ⑫⑫,,,,,,,,,,,,,15,13,Ｏホｰリｰカップ, 61,郷原洋, 4.0, 50,   5, -22, 9, 62.5,⑨⑧⑩,,,,,,,,,,,,
16, 4,Ｏオリオンザエルメス, 29,丹内祐, 4.4, 25,*  6, -44,11,170.9, ②⑦,,,,,,,,,,,,,16, 4,Ｐスリｰコｰスト, 48,小野寺, 7.5, 31,   0, -44,16,582.3,⑦⑮⑯,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:良(指数:0),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-7),,,,,,,,,,,
単勝:630円 複勝:15=140円 07=110円 09=120円 枠連:470円,,,,,,,,,,,,単勝:250円 複勝:01=110円 07=110円 05=430円 枠連:170円,,,,,,,,,,,,"単勝:1,700円 複勝:09=340円 07=230円 03=160円 枠連:1,070円",,,,,,,,,,,,"単勝:740円 複勝:01=180円 05=310円 10=120円 枠連:4,120円",,,,,,,,,,,
馬連:520円 ワイド:07-15=200円 09-15=350円 07-09=160円,,,,,,,,,,,,馬連:170円 ワイド:01-07=130円 01-05=610円 05-07=690円,,,,,,,,,,,,"馬連:3,900円 ワイド:07-09=1,210円 03-09=640円 03-07=470円",,,,,,,,,,,,"馬連:4,460円 ワイド:01-05=1,080円 01-10=330円 05-10=740円",,,,,,,,,,,
"馬単:1,520円 3連複:580円 3連単:4,660円",,,,,,,,,,,,"馬単:430円 3連複:1,380円 3連単:4,230円",,,,,,,,,,,,"馬単:8,600円 3連複:3,720円 3連単:39,200円",,,,,,,,,,,,"馬単:7,980円 3連複:3,890円 3連単:31,420円",,,,,,,,,,,
■ 2R  芝1600m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 5R  芝1200m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  芝1800m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■11R  ダ1800m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ中山,,,,,,,,,,,,,,,,,,,,,,,,ながつきｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｂウインマリアベｰル, 60,内田博,, 59,*-14,*  5, 1,  2.5,①①①, 9, 5, ハングリｰジャック,---,蛯名正, 0.0, 50, -14,  -5, 1,  1.9, ④④, 1, 3,Ｄアカリ, 70,勝浦正,, 79,   9,   0, 7, 16.7,④④④, 1,14,Ｂオｰロマイスタｰ, 92,内田博,, 91,   1,* 29, 1,  2.3,⑤③③
 2, 5,Ｇビｰビｰラッハｰン, 47,田中勝, 0.1, 58, -17,*  7, 3,  5.0,③③④, 1, 2, ランドスパウト,---,勝浦正,, 49,* -7, -13, 3,  4.4, ②②, 2, 9,Ｅビルトミｰアップ, 70,横山典, 0.0, 76,* 13,  -7, 3,  9.0,②②②, 2,13,Ａロラパルｰザ, 94,吉田豊, 0.2, 87,*  3,  25, 2,  3.8,②②②
 3, 6,Ａデパｰル, 60,伊藤直, 0.2, 56,*-14,   2, 6, 25.8,②②②, 2, 4, ムｰンライトシティ,---,松岡正, 0.2, 48,  -9, -11, 2,  3.7, ③③, 3, 6,Ｌユｰピロンユｰ, 57,吉田豊, 0.2, 75,* 15, -14, 4, 10.1,①①①, 3,16,Ｆニｰドルポイント, 87,横山典, 0.5, 87,  -1,* 29, 6, 25.7,⑭⑭⑫
 4, 2,Ｆミッキｰミステリｰ, 49,横山典, 0.6, 51, -20,*  5, 2,  3.6,⑦⑨⑦, 3, 8, クｰルカラｰ,---,柴田善, 0.7, 41, -18, -10, 8, 68.1, ⑤⑤, 4, 5,Ｃベイルリ, 71,柴田善, 0.5, 76,  -4,* 19, 6, 14.2,⑭⑭⑫, 4, 8,Ｋロリンザｰユｰザｰ, 82,勝浦正, 0.8, 82,*  3,  20,12, 60.7,①①①
 5,10,Ｃプロポｰズ, 59,北村宏, 0.7, 47, -16,  -4, 4,  6.2,⑥⑤③, 4, 9, ハマノドリｰム,---,吉田豊, 0.8, 39, -24,  -5, 7, 54.4, ⑥⑥, 5,10,Ｂラヴドシャンクシｰ, 72,内田博, 0.5, 73,   9,  -6, 1,  1.7,⑤⑤⑥, 5, 3,Ｄカネスラファｰル, 90,佐藤聖, 0.8, 84,   0,  24, 9, 52.5,⑧⑧⑦
 6, 7,Ｅマイネルテネル, 54,松岡正, 0.8, 48, -16,  -5, 5,  6.5,④④⑤, 5, 3, コウギョウイｰグル,---,小島太, 1.1, 35, -35,*  2, 4, 11.4, ⑨⑨, 6, 2,Ａニシノフェリｰチェ, 76,北村宏, 0.7, 69,   8,  -6, 5, 13.6,⑥⑥⑤, 6,10,Ｌグランドバイオ, 82,加藤士, 1.2, 80,   1,  19,13, 89.9,⑦⑥⑥
 7, 8,Ｄシルクソアリング, 57,鈴来直, 1.2, 47, -21,   0,10,274.8,⑩⑩⑩, 6, 6, ハイタッチクイｰン,---,田面木, 1.2, 35, -30,  -4, 9,215.0, ⑧⑦, 7, 1,Ｉテイクザスカイ, 59,柴山雄, 0.9, 71,   3,   0,10, 96.3,⑩⑨⑧, 7,12,Ｇセイカアレグロ, 86,津村明, 1.4, 78,   0,  19, 7, 29.3,⑩⑩⑩
 8, 4,Ｈゼフュロス, 45,柴田大, 1.3, 42, -18,  -8, 7,118.0,⑧⑦⑥, 7, 7, グリッタラｰティ,---,北村宏, 1.4, 30, -30,  -7, 6, 33.5, ⑦⑧, 8,14,Ｆモアスマイル, 69,後藤浩, 0.9, 72,  -2,* 10, 2,  5.9,⑬⑫⑬, 8, 6,Ｈミンティエアｰ, 86,田中勝, 1.5, 79,   0,  19, 8, 37.1,⑮⑪⑪
 9, 9,Ｊマイネルオベリスク, 13,丹内祐, 2.1, 30, -19, -20, 9,240.5,⑨⑧⑨, 8, 1, ソリッソ,---,後藤浩, 5.0,-17,* -7, -78, 5, 16.8, ①①, 9, 7,Ｍチｰフヴァｰジニア, 51,高山太, 1.0, 70,  -1,   6,13,269.3,⑪⑪⑩, 9, 7,Ｊサンマルセイコｰ, 84,嘉藤貴, 1.8, 76,   0,  16,11, 56.3,⑨⑨⑨
10, 3,Ｉエｰシンアマゾｰン, 22,柴山雄, 2.1, 32, -18, -18, 8,131.6,⑤⑥⑧,,,,,,,,,,,,,10, 4,Ｇセイカドルチェ, 63,津村明, 1.2, 65,  10, -19, 8, 29.9,③③③,10, 4,Ｃミダｰスタッチ, 90,松岡正, 1.8, 77,  -1,  18, 4,  8.3,⑬⑬⑬
,,,,,,,,,,,,,,,,,,,,,,,,11,11,Ｈサマｰタｰゲット, 61,小野寺, 1.9, 60,   2, -13,12,184.4,⑨⑩⑨,11, 1,Ｅロｰルオブザダイス, 87,柴田善, 1.9, 77,*  3,  13, 5, 12.2,⑥⑤⑤
,,,,,,,,,,,,,,,,,,,,,,,,12, 8,Ｊメイプルプラウド, 59,菊沢隆, 2.1, 55,   5, -22, 9, 79.9,⑧⑦⑦,12, 5,Ｉゲンパチタキオン, 85,蛯名正, 2.0, 76,  -2,  18,10, 54.6,⑯⑯⑮
,,,,,,,,,,,,,,,,,,,,,,,,13,13,Ｋアメリカンヒロイン, 59,千葉直, 3.1, 48,  -4, -19,14,410.8,⑫⑬⑭,13, 9,Ｍプラテアｰド, 81,北村宏, 2.6, 71,  -2,  13, 3,  6.9,⑪⑮⑯
,,,,,,,,,,,,,,,,,,,,,,,,14,12,Ｎジェットプリティｰ, 45,伊藤工, 3.3, 45,   3, -37,11,115.9,⑦⑧⑪,14,15,Ｏレツィｰナ, 79,伊藤工, 2.9, 67,*  2,   4,14,106.6,③④④
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,11,Ｎセレスケイ, 80,南田雅, 3.6, 64,  -1,   3,16,335.4,⑫⑫⑭
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16, 2,Ｐランキング, 78,高山太, 3.6, 64,   1,   0,15,169.2,④⑦⑧
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:-14 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:良(指数:0),,,,,,,,,,,
単勝:250円 複勝:01=120円 05=170円 06=420円 枠連:740円,,,,,,,,,,,,"単勝:440円 複勝:02=220円 04=190円 08=1,270円 枠連:960円",,,,,,,,,,,,"単勝:1,670円 複勝:03=430円 09=310円 06=410円 枠連:690円",,,,,,,,,,,,単勝:230円 複勝:14=120円 13=150円 16=550円 枠連:450円,,,,,,,,,,,
"馬連:730円 ワイド:01-05=270円 01-06=870円 05-06=1,410円",,,,,,,,,,,,"馬連:950円 ワイド:02-04=300円 02-08=2,060円 04-08=1,770円",,,,,,,,,,,,"馬連:5,360円 ワイド:03-09=1,260円 03-06=1,690円 06-09=1,030円",,,,,,,,,,,,"馬連:450円 ワイド:13-14=210円 14-16=1,170円 13-16=1,690円",,,,,,,,,,,
"馬単:1,280円 3連複:3,600円 3連単:11,530円",,,,,,,,,,,,"馬単:2,040円 3連複:9,330円 3連単:41,980円",,,,,,,,,,,,"馬単:12,470円 3連複:11,100円 3連単:86,720円",,,,,,,,,,,,"馬単:770円 3連複:3,450円 3連単:9,720円",,,,,,,,,,,
■ 3R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 6R  芝1600m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 9R  芝1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■12R  ダ1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,汐留特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ｎマジカルブリット, 40,菊沢隆,, 77,* -2,* 18, 6, 16.7,③③③, 1,11,Ｃカワキタラブポップ, 65,津村明,, 68,*-10,*  9, 6, 11.5,③③③, 1, 1,Ｅレッドリップス, 69,後藤浩,, 78,*  6,   4, 1,  2.9, ①①, 1,16,Ｄエｰブダッチマン, 71,内田博,, 82,* 11,   7, 2,  4.7, ①①
 2,14,Ｄユメヒマワリ, 65,小野寺, 2.1, 62,  -2,   3,12, 55.9,⑤④④, 2, 9,Ｅアドマイヤハヤト, 57,勝浦正, 0.0, 67,* -9,   6, 4,  5.5,②②②, 2, 5,Ｉバイラオｰラ, 66,横山典, 0.4, 73,  -6,* 11, 4,  5.7, ⑬⑫, 2,15,Ｃマルタｰズブレｰヴ, 72,北村宏, 0.2, 78,   8,   7, 4, 16.5, ⑤③
 3, 7,Ｉレオアドミラル, 60,柴山雄, 2.4, 59,*  0,  -3, 4,  6.6,①①①, 3, 1,Ａアコガレノダンス, 72,柴田善, 0.3, 66, -12,* 11, 1,  2.9,⑩⑧⑧, 3, 2,Ｄセンシュアルドレス, 70,柴田善, 0.5, 72,  -6,* 10, 5,  8.2, ⑫⑪, 3, 3,Ａスペシャルハｰト, 80,後藤浩, 0.2, 79,   8,   8, 1,  1.5, ③④
 4, 1,Ｌキュｰティガビｰ, 55,柴田善, 2.5, 61,  -5,   5,11, 41.7,⑪⑫⑭, 4,10,Ｋスズカラベンダｰ, 41,小野寺, 0.4, 64,* -9,   5,15,429.7,⑦⑤④, 4,15,Ｇヒシフラッシｰ, 66,田中勝, 0.6, 71,  -8,* 10, 9, 66.2, ⑮⑭, 4, 4,Ｂアンシャンレジｰム, 72,蛯名正, 0.3, 78,   7,   7, 3,  9.8, ⑥⑥
 5, 9,Ｊロッタラック, 59,松岡正, 2.8, 57,  -4,   0, 7, 16.7,⑨⑦⑥, 5,13,Ｄラスティｰク, 62,北村宏, 0.6, 58, -11,   4, 2,  4.7,⑤⑦⑦, 5,12,Ｊコスモジャイロ, 64,津村明, 0.6, 70,   1,   0, 8, 24.4, ④④, 5,10,Ｍイルドロｰル, 59,柴田善, 0.6, 76,*  9,   3, 8, 48.5, ④⑤
 6, 4,Ｂシルクジャｰニｰ, 68,後藤浩, 2.9, 56,  -4,   0, 3,  6.2,⑫⑩⑪, 6, 4,Ｐユノマニッシュ, 30,菊沢隆, 0.7, 61, -14,   8,13,315.0,⑮⑫⑩, 6, 9,Ｌメタリック, 59,柴田大, 0.7, 69,  -4,   5,13,158.0, ⑨⑩, 6, 7,Ｉアグネスクイック, 64,横山典, 0.6, 75,* 10,   2, 5, 20.9, ②②
 7,15,Ｆボストンレッド, 64,横山典, 3.0, 54,* -2,  -7, 1,  2.7,②②②, 7, 5,Ｆティアップムトオｰ, 56,松岡正, 0.9, 54,* -8,  -6, 3,  4.7,①①①, 7, 3,Ｍナスザン, 58,柴山雄, 0.7, 69,  -5,   6,11,108.6, ⑩⑧, 7, 1,Ｋテングジョウ, 62,柄崎将, 0.6, 75,  -3,* 14,11,101.3, ⑭⑬
 8, 6,Ｅグッゲンハイム, 64,蛯名正, 3.0, 57,  -4,  -2, 5, 11.9,④⑥⑦, 8, 6,Ｎギンザクイｰンビｰ, 40,蛯名正, 0.9, 61, -18,* 11, 8, 33.3,⑯⑯⑭, 8, 6,Ｎメリトゥム, 52,丹内祐, 0.8, 68,  -2,   2,12,146.1, ⑦⑤, 8,12,Ｆソヴリン, 69,勝浦正, 0.9, 72,   3,   5, 6, 27.7, ⑩⑨
 9,10,Ｃコンフェルヴォｰレ, 66,吉田豊, 3.0, 58,  -4,   1,13, 66.3,⑬⑬⑩, 9, 3,Ｂシルキｰルンバ, 66,横山典, 1.1, 52,* -9,  -5, 5, 10.5,④④⑥, 9, 8,Ａミラグロレディ, 77,北村宏, 0.8, 66,  -4,   3, 2,  5.0, ⑧⑨, 9,14,Ｈクイックハンタｰ, 64,松岡正, 1.0, 72,   0,   9, 9, 52.9, ⑫⑪
10, 5,Ｋアッフェルグランデ, 56,北村宏, 3.1, 54,  -5,  -1, 9, 35.6,⑩⑪⑫,10, 8,Ｍニングル, 40,五十嵐, 1.1, 58, -16,   6,12,289.7,⑭⑮⑬,10,10,Ｈコクトｰ, 66,田面木, 0.8, 67,*  3,  -4,15,176.4, ②②,10, 2,Ｇベルモントエアロ, 68,田中勝, 1.3, 69,  -3,   8,10, 60.5, ⑬⑭
11, 3,Ｇアメｰジングカフェ, 60,小島太, 3.2, 56,  -5,   0,10, 40.2,⑮⑭⑬,11,15,Ｇピクチャｰオブユｰ, 55,後藤浩, 1.1, 53,*-10,  -5, 7, 18.5,⑥⑥⑤,11, 7,Ｃフライングビｰン, 70,蛯名正, 0.8, 67,   1,  -2, 6, 10.8, ③③,11,13,Ｌアツキオモイ, 61,丹内祐, 1.4, 70,   6,   0,13,291.0, ⑧⑧
12,11,Ｈクレバｰクンプウ, 60,内田博, 3.3, 55,  -2,  -7, 8, 32.6,⑥⑤⑤,12, 2,Ｊツルヒメ, 52,池崎祐, 1.1, 55, -14,   1,10,157.5,⑪⑪⑪,12,13,Ｂフェリスホイｰル, 71,内田博, 0.9, 66,   0,  -2, 3,  5.6, ⑤⑥,12, 8,Ｎアイファｰラスカル, 56,伊藤工, 1.6, 66,   0,   3,16,441.0, ⑪⑫
13, 2,Ｍタイセイグレｰス, 47,勝浦正, 4.3, 47,  -4, -12,14,188.6,⑦⑧⑧,13,12,Ｌタニオブデピュティ, 40,大江原, 1.5, 50, -14,  -3,16,558.0,⑬⑭⑮,13,16,Ｆメジロアリエル, 68,吉田豊, 1.1, 64,   0,  -5, 7, 22.1, ⑥⑦,13, 5,Ｊエドノゴｰルド, 63,吉田豊, 2.1, 62,   5,  -5, 7, 37.4, ⑦⑦
14, 8,Ａモリノマｰケット, 69,伊藤工, 5.6, 38,  -4, -23, 2,  4.4,⑧⑨⑨,14,14,Ｉスズカアベニュｰ, 52,郷原洋, 2.3, 39, -12, -18,11,209.3,⑧⑨⑨,14,14,Ｋウイングフット, 60,伊藤工, 1.2, 62,  -5,  -1,14,169.5, ⑪⑬,14, 9,Ｏバブルガムエンド, 53,菊沢隆, 2.1, 62,   2,  -4,14,372.1, ⑨⑩
15,12,Ｏヒｰロｰニナルトキ, 36,嘉藤貴, 9.2, 20,  -9, -43,15,519.7,⑭⑮⑮,15, 7,Ｈホウショウワｰルド, 52,田中勝, 2.7, 35, -14, -21, 9,126.4,⑫⑬⑯,15, 4,Ｐクリノアツヒメ, 40,菊沢隆, 1.7, 55,  -9,  -3,16,355.9, ⑯⑮,15,11,Ｅサイレントパンサｰ, 69,柴山雄, 2.1, 63,  -2,   2,12,157.1, ⑯⑯
,,,,,,,,,,,,16,16,Ｏラスリｰラ, 38,柴山雄, 3.2, 28, -12, -32,14,420.9,⑨⑩⑫,16,11,Ｏサウロビスティｰ, 52,勝浦正, 2.3, 48,  -7, -14,10, 81.5, ⑭⑯,16, 6,Ｐキングオｰサム, 35,小野寺, 2.2, 61,  -3,   0,15,429.5, ⑮⑮
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:75 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:0),,,,,,,,,,,
"単勝:1,670円 複勝:13=690円 14=870円 07=260円 枠連:2,960円",,,,,,,,,,,,"単勝:1,150円 複勝:11=200円 09=180円 01=130円 枠連:2,470円",,,,,,,,,,,,単勝:290円 複勝:01=160円 05=160円 02=200円 枠連:790円,,,,,,,,,,,,"単勝:470円 複勝:16=150円 15=290円 03=110円 枠連:2,290円",,,,,,,,,,,
