09年11月28日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年11月28日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1600m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 4R  芝3000m 3歳上未勝利 定量,,,,,,,,,,,,■ 7R  ダ1600m 2 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■10R  芝2000m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｵﾘｴﾝﾀﾙ賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,16,Ｇリｰサムカイト, 48,クラス,, 54,  -5,* -4, 8,111.1, ⑫⑪, 1, 9, ランヘランバ,,南井大,,,,, 2,  4.1,①①①, 1,11,Ｂエアウルフ, 71,スミヨ,, 71,*  6,*  3, 1,  2.6, ③②, 1, 3,Ｉベルベットロｰド, 78,スミヨ,, 93,*  3,* 27, 2,  4.1,④④④
 2,13,Ｈグラスヴィクタｰ, 48,小林淳, 0.0, 55,  -6,* -4, 3, 17.9, ⑪⑭, 2,11, タカラボス,,大庭和,202.9,,,, 3,  4.9,③③③, 2,16,Ｇトシギャングスタｰ, 62,吉田豊, 0.0, 71,   4,*  7, 2,  5.0, ⑥⑥, 2, 8,Ｃエックスダンス, 81,内田博, 0.2, 91,   1,  26, 1,  2.6,⑦⑦⑥
 3, 3,Ｅコスモマハトマ, 49,デムｰ, 0.2, 52,  -6,* -4, 5, 32.1, ⑮⑮, 3, 5, チャイコフスキｰ,,五十嵐,203.0,,,, 1,  2.0,⑤②②, 3, 2,Ａココカラ, 74,柴山雄, 0.1, 70,   4,*  5, 3,  6.6, ②④, 3, 9,Ｋブレｰブビスティｰ, 75,勝浦正, 0.6, 92,  -3,* 32, 8, 28.5,⑭⑭⑭
 4, 9,Ｆスズオリヅル, 49,北村宏, 0.5, 49,  -8,* -4,13,234.3, ⑯⑯, 4,14, パゴダ,,高野和,203.5,,,, 5, 14.1,②④⑤, 4, 1,Ｅクナンガン, 66,デムｰ, 1.1, 63,   1,   3, 4,  7.8, ⑩⑫, 4, 4,Ｄエオリアンハｰプ, 80,田中勝, 0.7, 87,   0,  23, 3,  7.0,⑪⑪⑨
 5, 6,Ｏディｰエスリパルス, 32,石橋脩, 0.6, 51,  -6,  -9,15,396.4, ⑭⑬, 5,10, インベストホｰプ,,石神深,204.3,,,, 8, 88.8,⑪⑩⑩, 5,13,Ｃシロイキセキ, 69,内田博, 1.3, 62,   2,  -3, 5, 10.3, ⑦⑨, 5, 5,Ｆダイワオｰジｰ, 79,柴田善, 0.7, 85,   1,  21, 6, 12.1,⑥⑥⑦
 6, 5,Ａカロルバンダム, 71,内田博, 0.6, 50,  -3, -13, 1,  1.1, ⑥⑥, 6, 2, ジャストルｰラｰ,,穂苅寿,204.7,,,, 4, 11.3,④⑤④, 6, 5,Ｏレｰザｰブレイド, 55,三浦皇, 1.5, 60,   3,  -3,10, 60.1, ⑧⑦, 6, 2,Ｅヴェルトマイスタｰ, 80,デムｰ, 0.7, 81,*  4,  14, 7, 13.1,③③②
 7, 8,Ｋホッカイアラカティ, 47,三浦皇, 0.8, 48,* -1, -16,11,198.0, ②②, 7, 8, クイックステップ,,宗像徹,205.0,,,, 9, 97.1,⑩⑧⑥, 7,14,Ｍダイヤペルセウス, 56,田中勝, 1.6, 59,   2,  -3,14,161.9, ⑫⑪, 7,12,Ｈメインストリｰム, 78,カステ, 0.8, 83,   1,  19, 4,  8.5,⑨⑧⑧
 8,12,Ｊメジロレイチェル, 47,武士沢, 1.2, 43,  -4, -15, 6, 40.7, ⑧⑩, 8,13, タイキボナパルト,,草野太,205.4,,,,10,100.4,⑫⑨⑨, 8,15,Ｄブルｰソックス, 68,丸田恭, 1.8, 58,*  7, -13, 7, 13.9, ①①, 8,13,Ａイケドラゴン, 85,三浦皇, 0.9, 83,   0,  20, 5, 11.2,⑩⑩⑩
 9, 1,Ｃシュプスタンス, 51,伊藤工, 1.3, 42,  -4, -18, 4, 31.8, ⑩⑤, 9, 4, キチロクレナン,,山本康,205.6,,,,13,183.3,⑧⑦⑦, 9, 7,Ｈフェバリットアワｰ, 61,勝浦正, 1.8, 58,   1,  -4,11, 98.1, ⑪⑩, 9,10,Ｌアキノカウンタｰ, 72,田中博, 1.0, 80,*  3,  13,12, 86.9,②②③
10, 2,Ｎラビングリｰシャ, 35,田辺裕, 1.6, 43,  -5, -17,16,397.1, ⑬⑫,10, 3, テンブレイク,,金子光,206.6,,,,14,199.4,⑭⑫⑪,10, 8,Ｊアカシロｰレル, 60,柴田善, 2.1, 57,   0,  -4, 9, 31.8, ⑬⑬,10, 1,Ｍマイスタｰキング, 70,石橋脩, 1.4, 79,   0,  14,13,252.8,⑧⑨⑪
11,14,Ｐプロジェクトブルｰ, 19,後藤浩, 1.7, 40,  -4, -22,10,153.8, ⑨⑧,11, 7, キョウエイライジン,,大江原,206.9,,,, 7, 30.3,⑬⑬⑬,11, 9,Ｎトゥザサミット, 56,北村宏, 2.3, 52,   3, -11, 8, 25.3, ⑨⑧,11,11,Ｎフェスティヴナイト, 68,村田一, 1.5, 72,*  4,   2,14,340.5,①①①
12, 7,Ｌデルマドミティア, 39,丸山元, 1.9, 40,* -1, -27,14,370.1, ①①,12, 6, エイトシｰド,,平沢健,206.9,,,, 6, 19.7,⑨⑪⑫,12, 6,Ｌマイネピアチェ, 57,丹内祐, 2.9, 51,  -1, -10,13,144.9, ⑭⑭,12,14,Ｂシングンレジェンド, 83,武士沢, 1.6, 75,  -1,  14, 9, 29.2,⑫⑫⑬
13, 4,Ｄゴｰルドマッシモ, 50,田中博, 2.0, 40,  -4, -23, 2, 13.4, ⑤⑨,13, 1, ショウナンアンサｰ,,水出大,207.1,,,,12,156.2,⑥⑥⑧,13,12,Ｉマチカネソナエアリ, 61,的場勇, 2.9, 49,   4, -18,12,102.0, ⑤⑤,13, 7,Ｊタニオブゴｰルド, 77,丸田恭, 1.6, 71,*  3,   4,11, 65.1,⑤⑤⑤
14,15,Ｉラヴァリｰボヌス, 48,蛯名正, 2.3, 37,  -3, -29, 7, 92.6, ④④,14,12, ハクサン,,蓑島靖,209.9,,,,11,140.9,⑦⑭⑭,14,10,Ｆブランビｰブラック, 64,蛯名正, 2.9, 49,*  5, -21, 6, 11.0, ④③,14, 6,Ｇミヤビベガ, 79,吉田隼, 1.6, 77,  -1,  15,10, 51.2,⑬⑬⑫
15,10,Ｍトップクィｰン, 35,伊藤直, 3.7, 28,  -4, -39,12,210.6, ⑦⑦,,,,,,,,,,,,,15, 3,Ｐエｰシンガレオン, 52,吉田隼, 3.6, 45,  -4, -12,15,202.2, ⑮⑮,,,,,,,,,,,,
16,11,Ｂコスモショｰル, 57,丹内祐, 3.7, 29,  -3, -40, 9,121.5, ③③,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-10 馬場:良(指数:0),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:良(指数:0),,,,,,,,,,,
"単勝:11,110円 複勝:16=4,410円 13=610円 03=1,270円 枠連:6,980円",,,,,,,,,,,,"単勝:410円 複勝:09=140円 11=140円 05=110円 枠連:1,390円",,,,,,,,,,,,単勝:260円 複勝:11=120円 16=180円 02=170円 枠連:520円,,,,,,,,,,,,単勝:410円 複勝:03=170円 08=120円 09=550円 枠連:350円,,,,,,,,,,,
"馬連:24,340円 ワイド:13-16=3,660円 03-16=5,850円 03-13=1,420円",,,,,,,,,,,,"馬連:1,520円 ワイド:09-11=330円 05-09=250円 05-11=180円",,,,,,,,,,,,馬連:750円 ワイド:11-16=310円 02-11=340円 02-16=630円,,,,,,,,,,,,"馬連:620円 ワイド:03-08=290円 03-09=2,020円 08-09=1,220円",,,,,,,,,,,
"馬単:91,040円 3連複:72,680円 3連単:696,300円",,,,,,,,,,,,"馬単:2,730円 3連複:740円 3連単:6,750円",,,,,,,,,,,,"馬単:1,230円 3連複:1,670円 3連単:6,330円",,,,,,,,,,,,"馬単:1,730円 3連複:4,570円 3連単:17,260円",,,,,,,,,,,
■ 2R  芝1400m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 5R  芝1400m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  ダ1600m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:13,,,,,■11R  芝1600m 3歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ東京,,,,,,,,,,,,,,,,,,,,,,,,ｷｬﾋﾟﾀﾙｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ａニｰマルオトメ, 67,内田博,, 71, -18,* 15, 1,  1.9, ⑥⑤, 1,15, メトロポリタン,---,柴田善,, 69,*  5,  -7, 3,  6.2, ①①, 1, 8,Ｂスカｰレットライン, 79,スミヨ,, 78,   5,*  9, 3,  5.5, ⑩⑧, 1,16,Ｋトライアンフマｰチ, 83,スミヨ,, 91,  13,* 18, 1,  4.0, ⑫⑩
 2, 1,Ｉエフティフロｰラ, 55,蛯名正, 0.2, 66,*-16,   8, 2,  4.6, ②②, 2, 6, ワクワク,---,蛯名正, 0.2, 68,*  4,  -7, 6, 20.2, ②②, 2,16,Ｆセイウンアスラン, 76,内田博, 0.0, 79,   6,*  8, 2,  3.5, ④⑤, 2, 9,Ｅキャプテンベガ, 87,田中勝, 0.1, 90,  10,* 20, 7, 10.5, ⑱⑯
 3, 4,Ｂビッグサンダｰ, 62,柴山雄, 0.5, 67, -25,* 16, 4, 14.1, ⑯⑭, 3,12, ランダムトｰク,---,横山典, 0.6, 59,  -3,  -3, 1,  2.0, ⑦⑧, 3, 9,Ｄリバイバルシチｰ, 77,草野太, 0.2, 76,   5,   8, 8, 24.0, ⑥⑦, 3, 6,Ｂアップドラフト, 88,吉田豊, 0.3, 87,  10,* 17,11, 27.0, ⑬⑭
 4,18,Ｑウエスタンドルチェ, 23,田中勝, 0.7, 63, -22,  10, 6, 29.5, ⑪⑪, 4, 3, クレｰンズラヴァｰ,---,丸田恭, 0.6, 59,  -5,* -1,13,132.4, ⑩⑨, 4, 6,Ａボンバルディエｰレ, 79,柴田善, 0.5, 76,   3,*  9, 1,  3.4, ⑭⑯, 4,10,Ｃリザｰブカｰド, 88,北村宏, 0.4, 84,  11,  14, 3,  6.7, ⑨⑪
 5, 7,Ｆラヴァリｰトゥルｰ, 58,江田照, 0.7, 60, -18,   4, 7, 30.2, ③③, 5,11, シンボリルルド,---,後藤浩, 1.0, 56,   1, -15, 5, 11.1, ⑤③, 5,11,Ｌティグフォルテ, 74,大庭和, 0.6, 69,*  7,   2,10, 26.5, ②②, 5,13,Ｎゲイルスパｰキｰ, 82,後藤浩, 0.4, 85,* 18,   2,12, 50.6, ①①
 6, 8,Ｋミヤギマジック, 51,木幡初, 0.7, 58,*-14,  -1,13, 63.6, ①①, 6,13, ダイワシｰルド,---,武士沢, 1.1, 52, -11,* -1, 8, 30.7, ⑪⑪, 6, 5,Ｃエフティレガシｰ, 78,柴山雄, 0.7, 73,   6,   3,14, 69.8, ⑤③, 6,12,Ｍバトルバニヤン, 82,勝浦正, 0.6, 84,   8,  15,10, 25.6, ⑯⑱
 7,11,Ｈトｰホウカクテル, 56,横山典, 0.8, 61, -22,  10, 3,  5.6, ⑫⑩, 7,14, オｰサンクロッカス,---,村田一, 1.1, 55,  -5,  -7,11, 72.1, ⑨⑩, 7, 4,Ｐキャプテンルビｰ, 69,村田一, 0.7, 76,   5,   6,16,115.7, ⑫⑪, 7,17,Ａタイガｰストｰン, 88,デムｰ, 0.6, 83,  12,   9, 5,  8.8, ⑰⑬
 8, 6,Ｊアイアイレインボｰ, 54,北村宏, 0.9, 57, -18,   2,10, 40.5, ④④, 8, 9, グラスミュｰズ,---,吉田豊, 1.3, 52,  -3, -14,10, 43.4, ⑧⑦, 8, 1,Ｉワｰズワｰス, 75,横山典, 0.7, 72,*  8,   0, 9, 26.5, ①①, 8, 3,Ｏワｰルドハンタｰ, 81,田辺裕, 0.6, 82,  12,   8,15,121.2, ⑧⑦
 9,16,Ｃドリｰムラブソング, 59,柴田善, 0.9, 58, -20,   4, 5, 19.5, ⑩⑨, 9, 8, カンタベリｰドｰル,---,三浦皇, 1.3, 52, -12,*  0, 7, 30.4, ⑫⑫, 9,15,Ｇディアトウシロウ, 76,北村宏, 0.7, 72,   5,   5,12, 38.8, ⑮⑬, 9, 1,Ｆホッカイカンティ, 86,石橋脩, 0.6, 84,  15,   3, 4,  8.1, ③④
10, 5,Ｇメグリ, 58,大江原, 1.3, 53, -19,  -1, 9, 37.5, ⑦⑦,10, 5, ミリオンデンジャｰ,---,吉田隼, 1.4, 51,  -2, -17, 2,  5.0, ⑥⑥,10, 7,Ｅアビリティガｰデン, 76,田中博, 0.7, 74,   5,   4, 7, 18.2, ⑨⑥,10,15,Ｊタマモサポｰト, 83,津村明, 0.9, 78,* 17,  -4, 9, 20.9, ②②
11,13,Ｅマイネヴィッキｰ, 58,石橋脩, 1.4, 53, -19,  -2, 8, 36.2, ⑧⑧,11, 2, タケデンマナスル,---,高橋智, 1.7, 48,   1, -23,14,148.0, ④⑤,11, 3,Ｋリンガスアクタｰ, 74,江田照, 0.8, 72,   4,   5,13, 40.0, ⑬⑫,11, 8,Ｇフライングアップル, 85,横山典, 0.9, 78,  12,   5, 8, 18.0, ⑪⑫
12, 9,Ｄライトメイクアップ, 59,吉田隼, 1.4, 55, -23,   4,11, 48.1, ⑬⑬,12, 7, ドリｰムガイア,---,内田博, 2.1, 42, -15,  -9, 4, 11.0, ⑬⑭,12,12,Ｎキングスリｰジョン, 72,吉田隼, 1.4, 69,   3,   1, 4, 11.4, ⑪⑮,12,11,Ｐメイショウトッパｰ, 79,柴山雄, 1.0, 79,  10,   8,18,255.4, ⑭⑰
13, 2,Ｎアポロプレシャス, 37,勝浦正, 1.7, 48, -19,  -6,12, 60.1, ⑤⑥,13,10, アシュラノカゼ,---,デムｰ, 2.6, 39,   2, -35, 9, 37.7, ③④,13,10,Ｈダノンアスコット, 75,デムｰ, 1.4, 67,*  7,  -4, 6, 17.9, ③④,13, 7,Ｉマイネルフォｰグ, 84,三浦皇, 1.0, 79,  13,   2,14, 92.0, ⑩⑨
14,10,Ｍマシラ, 40,伊藤工, 1.7, 52, -30,   7,14,313.5, ⑱⑱,14, 1, ユウミホｰプ,---,丸山元, 3.5, 31, -18, -21,12,128.6, ⑮⑮,14,13,Ｊジェネラルノブレス, 74,蛯名正, 1.4, 68,   5,  -3, 5, 15.7, ⑦⑨,14,18,Ｈイｰスタｰ, 85,吉田隼, 1.4, 74,  14,  -6,13, 66.5, ⑦⑥
15,15,Ｌセイクリッドヒム, 46,丸山元, 2.4, 39, -22, -11,15,491.1, ⑨⑫,15, 4, マルブツダｰリン,---,江田照, 3.8, 28, -15, -31,15,154.3, ⑭⑬,15, 2,Ｏチェリｰクラウン, 72,田辺裕, 1.5, 68,   3,   1,15,111.2, ⑯⑭,15, 4,Ｑインセンティブガイ, 79,カステ, 1.5, 72,* 17, -11,16,130.8, ④③
16,14,Ｐエルボラｰチョ, 35,田中博, 2.7, 36, -25, -13,17,520.9, ⑮⑮,,,,,,,,,,,,,16,14,Ｍダイワバｰガンディ, 74,後藤浩, 2.5, 58,   5, -12,11, 27.2, ⑧⑩,16, 5,Ｄケイアイライジン, 88,柴田善, 1.8, 68,  15, -14, 2,  5.5, ⑥⑤
17,17,Ｒアップライト,  8,小林淳, 2.7, 38, -26, -10,18,541.6, ⑰⑰,,,,,,,,,,,,,,,,,,,,,,,,,17, 2,Ｒハチマンダイボサツ, 74,蛯名正, 2.1, 65,  14, -15,17,151.0, ⑤⑧
18, 3,Ｏカシノアラベスク, 36,二本柳, 3.3, 28, -26, -19,15,491.1, ⑭⑯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
