09年11月22日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年11月22日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 4R  芝3000m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1400m 2 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-6,,,,,■10R  芝1400m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
11, 2,Ｇボスポジション, 47,柴田善, 2.2, 44, -12,  -6,10, 53.1, ⑫⑫,11,14, パワｰチャンス,,水出大,212.4,,,,12,215.2,⑬⑬⑫,,,,,,,,,,,,,11, 1,Ｐバルバレスコ, 75,横山義, 0.9, 79, -16,  21,17,174.8, ⑥⑨
12, 4,Ｋビビッドボイス, 43,菊沢隆, 2.6, 42, -19,  -2,16,274.0, ⑮⑮,12, 1, エイトスタｰ,,平沢健,212.9,,,,14,226.5,⑫⑫⑬,,,,,,,,,,,,,12,14,Ｌシャペロンルｰジュ, 79,郷原洋, 1.0, 75,*-11,  13,13,107.4, ⑤④
13, 1,Ｎフラワｰイｰリス, 36,津村明, 2.6, 39, -11, -12,12,174.4, ⑤⑨,13,10, スイｰトデビル,,金子光,213.7,,,,11,180.0,⑪⑪⑪,,,,,,,,,,,,,13, 9,Ｇシルクドラグｰン, 81,熊沢重, 1.0, 79, -18,  24,10, 66.3, ⑭⑭
14,16,Ｏヤマニンクレリック, 27,伊藤工, 2.7, 40, -20,  -2,15,270.4, ⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,,14,17,Ｆセイウンワキタツ, 82,小野次, 1.0, 81, -22,* 28,11, 76.8, ⑯⑰
15,12,Ｅギンザアパッチ, 51,熊沢重, 2.7, 40, -10, -14, 7, 27.5, ⑨⑧,,,,,,,,,,,,,,,,,,,,,,,,,15, 6,Ｅヤマニンイグナイト, 82,武英智, 1.1, 81, -22,* 28,12,104.3, ⑰⑯
16, 7,Ｐホリノクリスタル,  8,江田照, 4.3, 27, -14, -22,13,211.4, ⑬⑭,,,,,,,,,,,,,,,,,,,,,,,,,16,13,Ｎルルパンブルｰ, 76,伊藤工, 1.2, 77, -18,  21,15,111.4, ⑮⑮
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,15,Ｉクランエンブレム, 80,伊藤直, 1.6, 68, -15,  10, 7, 33.6, ⑨⑧
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:2),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:68 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:-19 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:3),,,,,,,,,,,
"単勝:1,960円 複勝:15=380円 11=110円 05=140円 枠連:1,230円",,,,,,,,,,,,"単勝:240円 複勝:08=120円 02=1,310円 06=250円 枠連:3,780円",,,,,,,,,,,,単勝:160円 複勝:03=110円 01=130円 08=160円 枠連:250円,,,,,,,,,,,,"単勝:390円 複勝:03=160円 04=160円 05=140円 枠連:1,100円",,,,,,,,,,,
"馬連:1,380円 ワイド:11-15=530円 05-15=1,030円 05-11=200円",,,,,,,,,,,,"馬連:7,740円 ワイド:02-08=2,340円 06-08=480円 02-06=4,440円",,,,,,,,,,,,馬連:280円 ワイド:01-03=140円 03-08=210円 01-08=280円,,,,,,,,,,,,"馬連:1,080円 ワイド:03-04=470円 03-05=320円 04-05=330円",,,,,,,,,,,
"馬単:5,060円 3連複:1,890円 3連単:23,610円",,,,,,,,,,,,"馬単:13,020円 3連複:15,870円 3連単:107,870円",,,,,,,,,,,,"馬単:390円 3連複:470円 3連単:1,100円",,,,,,,,,,,,"馬単:2,030円 3連複:1,110円 3連単:5,640円",,,,,,,,,,,
■ 2R  ダ1600m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 5R  芝1400m 2 歳新馬 馬齢,,,,,,,,,,,,■ 8R  ダ1300m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■11R  ダ1400m 3歳上ｵｰﾌﾟﾝ(国) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ東京,,,,,,,,,,,,,,,,,,,,,,,,霜月ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,16,Ｈメイルストロｰム, 47,藤田伸,, 54,*  0,* -4, 2,  3.2, ②②, 1, 9, ピサノユリシｰズ,---,松岡正,, 59, -30,* 15, 1,  1.6, ⑥⑥, 1, 6,Ａサクセスオネスティ, 90,北村宏,, 80,*  5,* 12, 1,  1.4, ②②, 1,13,Ｆワンダｰポデリオ, 88,松岡正,, 94,   9,* 22, 2,  4.4, ⑤⑤
 2,14,Ａナリタシルクロｰド, 62,熊沢重, 0.5, 53,  -3,* -3, 1,  2.2, ⑥⑥, 2, 2, セレブビスティｰ,---,勝浦正, 0.1, 56,*-27,  10, 4, 11.5, ②②, 2, 4,Ｃロｰブドヴルｰル, 75,石橋脩, 0.4, 79,   3,* 11, 5, 15.6, ④④, 2, 7,Ｅミリオンディスク, 89,蛯名正, 0.3, 91,   9,  20, 5,  8.9, ④④
 3, 9,Ｆリネンタキシｰド, 50,村田一, 0.9, 49,* -1, -10,11,145.5, ④④, 3,10, ツクバエンジェル,---,蛯名正, 0.1, 55,*-27,  10, 2,  5.3, ③③, 3, 5,Ｄブレｰヴゴｰルド, 74,小林淳, 0.8, 76,  -1,* 11, 7, 52.0, ⑪⑪, 3, 8,Ｂダノンカモン, 92,石橋脩, 0.3, 93,   5,* 24, 1,  2.9, ⑩⑪
 4,13,Ｂディｰエスブリスク, 59,勝浦正, 1.0, 48,  -5,* -3, 6, 15.0, ⑬⑫, 4, 5, ドンシクラス,---,熊沢重, 0.6, 48, -30,   6, 7, 19.1, ⑤④, 4, 2,Ｅシャドウデイル, 74,松岡正, 0.8, 74,*  4,   7, 4, 12.2, ③③, 4, 4,Ｇシルクビッグタイム, 88,藤田伸, 0.4, 90,* 11,  16, 6,  9.9, ①①
 5,12,Ｏラッキｰバニラ, 20,菊沢隆, 1.1, 48,  -5,  -6, 5, 13.0, ⑨⑧, 5, 3, アザブノコマッチ,---,クラス, 0.8, 48, -31,   6, 6, 18.2, ⑦⑦, 5, 8,Ｂケｰジｰファントム, 75,勝浦正, 0.9, 73,   1,   8, 3,  8.5, ⑩⑩, 5, 3,Ｃアンダｰカウンタｰ, 90,小林淳, 0.8, 89,   8,  16, 3,  7.1, ⑦⑥
 6,10,Ｅトウカイセイバｰ, 53,武士沢, 1.1, 46,  -7,* -1, 8, 33.3, ⑭⑭, 6, 1, ハックルベリｰ,---,伊藤工, 0.8, 45,*-26,  -1, 8, 46.6, ①①, 6,11,Ｇダノンマイスタｰ, 72,柴田善, 1.1, 73,   1,   7, 2,  7.1, ⑦⑨, 6, 6,Ａエアアドニス, 93,武士沢, 1.1, 84,   6,  15, 9, 31.6, ⑧⑧
 7, 3,Ｉトｰセンブｰケ, 45,郷原洋, 1.3, 46,  -2, -11,13,171.1, ⑦⑤, 7, 6, ベルリｰヌ,---,北村宏, 1.1, 43, -29,   1, 3,  8.7, ④⑤, 7,15,Ｈリリｰザサン, 71,武士沢, 1.4, 68,  -3,   8, 9, 82.3, ⑬⑬, 7,14,Ｋカルナバリｰト, 86,小野次, 1.1, 85,* 10,  11, 7, 17.0, ③③
 8, 8,Ｃバンダムロｰゼ, 57,松岡正, 1.4, 45,  -5,  -6, 7, 30.3, ⑩⑩, 8, 8, マイネカラフル,---,石橋脩, 1.1, 45, -32,   4, 5, 15.2, ⑨⑨, 8, 9,Ｎコスモナダル, 61,伊藤工, 1.4, 69,  -2,   8,13,284.9, ⑫⑫, 8,10,Ｉベルｰガ, 86,江田照, 1.3, 83,   4,  16,11, 76.7, ⑭⑭
 9, 1,Ｐソルスティス, 20,柴田善, 1.5, 44,* -1, -15, 3,  9.1, ③③, 9, 4, エムエムキセキ,---,村田一, 1.2, 44, -35,   6,10,117.6, ⑩⑪, 9, 1,Ｏベルイシス, 61,クラス, 1.9, 67,   2,   1,12,241.2, ⑧⑦, 9,12,Ｍウォｰタｰオｰレ, 85,畑端省, 1.3, 83,* 10,   9,14,193.8, ②②
10, 5,Ｄヒノモトイチバン, 55,武英智, 1.5, 45,  -5,  -7, 4,  9.6, ⑪⑨,10, 7, フジノベルモット,---,武士沢, 1.4, 39, -32,  -1, 9, 88.9, ⑧⑧,10,13,Ｊアヤヒメ, 67,石神深, 2.1, 64,  -5,   5,10,118.9, ⑭⑭,10, 1,Ｊウエスタンマックス, 86,津村明, 1.3, 83,   5,  15,12,101.8, ⑪⑩
11, 4,Ｇキタサンアイドル, 48,北村宏, 2.3, 37,  -4, -16, 9, 53.3, ⑧⑦,11,11, ハｰベストラヴ,---,佐藤聖, 2.6, 24, -33, -15,11,180.6, ⑪⑩,11, 3,Ｉリバティｰプリント, 68,蛯名正, 2.6, 60,*  5, -11, 6, 30.0, ①①,11,11,Ｄアンクルリｰサム, 89,熊沢重, 2.0, 79,   7,   7, 8, 26.1, ⑨⑨
12, 2,Ｋブライトベイ, 35,蛯名正, 2.7, 36,  -9, -12,10, 86.0, ⑯⑯,,,,,,,,,,,,,12,14,Ｋケイアイマッシブ, 66,小野次, 2.7, 58,   3,  -9, 8, 78.5, ⑥⑥,12, 2,Ｌキクノサリｰレ, 86,村田一, 2.4, 76,   6,   4, 4,  7.6, ⑥⑦
13, 6,Ｍサｰストンムｰン, 31,石橋脩, 2.8, 36,*  1, -28,16,558.4, ①①,,,,,,,,,,,,,13, 7,Ｍオｰクリｰフキッド, 62,津村明, 2.8, 57,   1,  -8,14,462.8, ⑨⑧,13, 9,Ｈフライデイフライト, 88,北村宏, 2.5, 73,   6,   4,10, 32.4, ⑬⑫
14,11,Ｎコスモアヴィス, 28,伊藤工, 3.2, 31,  -5, -22,12,165.7, ⑤⑪,,,,,,,,,,,,,14,12,Ｌメジロアリス, 65,岩部純, 3.2, 55,   3, -13,11,137.4, ⑤⑤,14, 5,Ｎスピｰドタッチ, 72,千葉直, 2.8, 71,   3,   4,13,136.5, ⑫⑬
15, 7,Ｌツナミストｰム, 33,クラス, 3.4, 31,  -7, -21,15,487.7, ⑫⑬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,15,Ｊミネノタカオｰ, 38,大庭和, 3.4, 26,  -7, -22,14,207.6, ⑮⑮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-18 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:良(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:87 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:2),,,,,,,,,,,
"単勝:320円 複勝:16=160円 14=110円 09=1,260円 枠連:340円",,,,,,,,,,,,単勝:160円 複勝:09=110円 02=240円 10=140円 枠連:880円,,,,,,,,,,,,単勝:140円 複勝:06=110円 04=230円 05=540円 枠連:540円,,,,,,,,,,,,単勝:440円 複勝:13=140円 07=230円 08=140円 枠連:410円,,,,,,,,,,,
"馬連:440円 ワイド:14-16=250円 09-16=5,140円 09-14=2,820円",,,,,,,,,,,,"馬連:1,090円 ワイド:02-09=430円 09-10=180円 02-10=650円",,,,,,,,,,,,"馬連:670円 ワイド:04-06=330円 05-06=620円 04-05=2,960円",,,,,,,,,,,,"馬連:1,520円 ワイド:07-13=580円 08-13=260円 07-08=550円",,,,,,,,,,,
"馬単:970円 3連複:10,130円 3連単:30,780円",,,,,,,,,,,,"馬単:1,330円 3連複:1,230円 3連単:5,340円",,,,,,,,,,,,"馬単:790円 3連複:4,410円 3連単:9,070円",,,,,,,,,,,,"馬単:2,750円 3連複:1,690円 3連単:10,860円",,,,,,,,,,,
■ 3R  芝1600m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 6R  芝1800m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 9R  芝1800m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■12R  ダ1600m 3歳上1000万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ東京,,,,,,,,,,,,tvk賞,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ｇラッキｰダイス, 52,クラス,, 64,  -4,*  7, 2,  4.4, ⑧⑤, 1, 8, ブルｰグラス,---,松岡正,, 60,  -8,*  1, 3,  6.4,⑧⑥⑥, 1,11,Ｄマチカネカミカゼ, 80,蛯名正,, 80,   6,  19, 3,  4.0,⑥⑤⑤, 1, 8,Ｇデンコウヤマト, 76,柴田善,, 86,   4,* 23, 3,  9.5, ⑥⑤
 2,18,Ａコスモマクスウェル, 70,松岡正, 0.0, 63,* -3,   2, 1,  3.4, ④④, 2, 9, アドマイヤファイン,---,勝浦正, 0.2, 59, -12,*  6, 2,  3.1,⑦⑪⑪, 2,10,Ｂロｰドアリエス, 82,藤田伸, 0.0, 75,* 15,   0, 1,  2.7,①①①, 2,12,Ａシャルルマｰニュ, 85,蛯名正, 0.2, 84,*  5,* 19, 1,  1.4, ④④
 3, 8,Ｏユメノトキメキ, 35,村田一, 0.3, 62,  -8,* 10, 9, 41.6, ⑬⑮, 3,16, デイタイムハミット,---,武英智, 0.4, 56, -10,*  0,11, 89.5,⑪⑨⑨, 3, 3,Ｃスリｰオリオン, 81,松岡正, 0.0, 81,   5,* 22, 2,  3.6,⑤⑦⑦, 3, 5,Ｃユウタｰグロｰバル, 79,北村宏, 1.0, 77,   2,  18, 2,  7.2, ⑨⑨
 4, 6,Ｄクサナギノツルギ, 56,蛯名正, 0.5, 59,  -4,  -1, 3,  4.8, ⑤⑥, 4, 3, エｰブチェアマン,---,クラス, 0.5, 55,  -9,  -3, 5, 11.0,⑨⑧⑧, 4, 4,Ｅナイトフッド, 74,クラス, 0.1, 77,   7,  14, 5,  8.9,③③③, 4, 7,Ｄトｰセンマンボ, 79,武士沢, 1.2, 74,   3,  14, 5, 16.8, ⑦⑦
 5,11,Ｃスｰパｰティチャｰ, 56,勝浦正, 0.6, 55,* -3,  -6, 6, 10.6, ②③, 5, 1, シャイニンアｰサｰ,---,北村宏, 1.1, 45,  -8, -15, 1,  2.9,⑤⑤⑤, 5, 9,Ｆパｰトゥｰアワｰズ, 74,北村宏, 0.4, 76,   3,* 20, 7, 24.7,⑨⑪⑪, 5,14,Ｎエプソムスタウト, 71,クラス, 1.4, 74,*  6,   7,10, 80.9, ①①
 6,16,Ｂレオキラメキ, 64,柴田善, 0.8, 56,  -9,*  4, 5,  8.2, ⑰⑯, 6, 6, コスモアゲハ,---,大庭和, 1.3, 44,* -6, -20,12,103.4,③③③, 6, 6,Ａホクレレ, 82,柴田善, 0.6, 72,   4,  13, 4,  8.3,⑧⑧⑧, 6, 3,Ｂセイウンマル, 79,大庭和, 1.6, 71,   0,  16, 8, 39.5, ⑫⑫
 7,10,Ｍラヴァリｰグロリア, 44,江田照, 0.8, 55,  -7,   0,10, 64.1, ⑭⑫, 7, 4, コスモエポック,---,津村明, 1.3, 43,* -5, -23,13,165.2,①①①, 7, 8,Ｇアマミスウィフト, 72,勝浦正, 0.6, 75,   4,  17, 8, 70.0,⑪⑨⑨, 7, 4,Ｍディアディアｰ, 72,勝浦正, 1.7, 73,   0,  15,11,109.4, ⑬⑬
 8, 2,Ｎヒロノカイラ, 42,横山義, 0.9, 54, -10,   2,18,442.0, ⑮⑭, 8,14, ストライビング,---,藤田伸, 1.4, 43,  -9, -18, 4,  7.9,⑥⑦⑦, 8, 7,Ｈスズカダｰク, 71,武英智, 0.7, 73,   3,  16,11,194.4,⑩⑩⑩, 8, 9,Ｈマイネルハヤト, 75,津村明, 1.8, 71,   3,   9, 9, 61.9, ⑧⑧
 9,15,Ｌソリッソ, 47,小野次, 1.0, 51,*  0, -15,13,128.9, ③②, 9,12, ユウタｰウェｰヴ,---,柴田善, 1.4, 46, -15,  -6, 7, 26.8,⑭⑮⑭, 9, 1,Ｉワンマンシャチョウ, 70,熊沢重, 0.9, 68,   6,   6, 9, 83.7,④④④, 9,11,Ｆベロｰチェ, 77,小林淳, 1.9, 74,   2,  11,12,162.1, ⑪⑪
 9,13,Ｋワイドスプレッド, 48,藤田伸, 1.0, 51,*  0, -16, 7, 16.4, ①①,10, 5, ガリンペイロ,---,石橋脩, 1.5, 43,* -6, -25, 6, 15.4,②②②,10, 5,Ｋエバｰモア, 64,大庭和, 1.3, 63,   7,  -3,10,164.7,②②②,10,13,Ｌダンサｰズブロンド, 74,村田一, 2.0, 72,*  7,   3, 7, 32.1, ③②
11, 7,Ｉママズディッシュ, 49,津村明, 1.1, 53, -11,   2, 8, 32.1, ⑯⑰,11, 7, トップオンタイム,---,小野次, 1.5, 46, -15,  -7,16,270.9,⑩⑬⑬,,,,,,,,,,,,,11, 6,Ｋエイシンワｰルド, 74,石橋脩, 2.3, 71,   2,   7, 6, 24.3, ⑩⑩
12, 3,Ｒカツヨスペシャル, 18,菊沢隆, 1.2, 50, -12,   3,17,415.3, ⑱⑱,12, 2, ハッピｰメッセｰジ,---,村田一, 1.6, 43, -12, -15,14,180.8,⑫⑩⑩,,,,,,,,,,,,,12, 1,Ｉストｰムタイガｰ, 74,熊沢重, 2.9, 66,   4,  -1,13,170.5, ⑤⑥
13,14,Ｅコスモドロンパ, 56,伊藤工, 1.3, 49,  -6,  -9,11, 71.0, ⑩⑩,13,15, ジャングルボルト,---,武士沢, 1.6, 43, -16,  -6, 8, 26.9,⑮⑭⑮,,,,,,,,,,,,,13, 2,Ｊディアｰウィッシュ, 74,江田照, 3.2, 60,*  5,  -6, 4, 16.1, ②③
14,17,Ｆトウカイライフ, 54,小林淳, 1.6, 49,  -6, -11,12,108.5, ⑫⑬,14,11, サンダｰライト,---,江田照, 1.8, 41, -13, -14,15,181.3,⑬⑫⑫,,,,,,,,,,,,,,,,,,,,,,,,
15,12,Ｊマイネギュゼル, 49,石橋脩, 1.7, 45,  -4, -17,14,138.0, ⑥⑦,15,13, トランブルｰ,---,熊沢重, 1.9, 37,  -8, -28, 9, 46.0,④④④,,,,,,,,,,,,,,,,,,,,,,,,
16, 1,Ｈネオヴェリｰフェズ, 49,北村宏, 2.3, 36,  -7, -22, 4,  7.7, ⑪⑪,16,10, トｰホウテルヒメ,---,伊藤工, 2.5, 35, -17, -15,10, 74.8,⑯⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,
17, 9,Ｑプラチナサマンサ, 27,大庭和, 2.4, 37,  -4, -25,15,412.8, ⑦⑧,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18, 5,Ｐレインドロップ, 33,柴田未, 2.6, 34,  -6, -27,15,412.8, ⑨⑨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:2),,,,,,,,,,,
単勝:440円 複勝:04=180円 18=140円 08=770円 枠連:620円,,,,,,,,,,,,"単勝:640円 複勝:08=220円 09=160円 16=1,440円 枠連:990円",,,,,,,,,,,,単勝:400円 複勝:11=130円 10=110円 03=120円 枠連:550円,,,,,,,,,,,,単勝:950円 複勝:08=190円 12=110円 05=150円 枠連:340円,,,,,,,,,,,
"馬連:820円 ワイド:04-18=370円 04-08=1,890円 08-18=1,930円",,,,,,,,,,,,"馬連:960円 ワイド:08-09=340円 08-16=6,920円 09-16=3,140円",,,,,,,,,,,,馬連:560円 ワイド:10-11=230円 03-11=240円 03-10=220円,,,,,,,,,,,,馬連:530円 ワイド:08-12=260円 05-08=580円 05-12=180円,,,,,,,,,,,
