09年 4月12日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 4月12日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 4R  芝3200m 4歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 7R  ダ1800m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  芝1600m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,隅田川特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,15,Ｈモルフェキセキ, 47,戸崎圭,, 55,  -6,*  2, 7, 16.8, ⑧⑦, 1, 9, スズカスペンサｰ,,北沢伸,,,,, 5, 10.9,⑨④④, 1,11,Ｄトｰセンインプレス, 70,伊藤工,, 72,* -3,* 15, 7, 20.8,②②③, 1, 4,Ｂユキノハリケｰン, 77,戸崎圭,, 81,  17,  -5, 2,  5.3,③③③
 2,16,Ｉベルモントダイヤ, 46,江田照, 0.2, 54,*  0,  -5, 4, 10.4, ③③, 2, 5, ハリｰコマンド,,白浜雄,217.5,,,, 3,  6.6,⑥②②, 2, 7,Ｅダノンインスパイア, 69,戸崎圭, 0.0, 72,  -4,* 17, 4,  6.2,⑦⑤⑤, 2,11,Ｈゴｰルドアグリ, 72,蛯名正, 0.4, 77,  10,*  1, 4,  5.7,⑨⑧⑦
 3, 1,Ｅカネトシジュラｰル, 53,池崎祐, 0.4, 51, -11,*  3, 8, 29.2, ⑩⑩, 3,13, ハイヤｰザンヘブン,,草野太,217.9,,,,10, 39.4,①①①, 3, 6,Ａケンメイオウ, 73,田中勝, 0.1, 71,  -3,* 16, 1,  3.3,③④②, 3, 5,Ａブラックオリｰブ, 79,三浦皇, 0.5, 77,   8,*  2, 1,  3.8,⑧⑩⑨
 4,12,Ａプリモロｰズ, 64,三浦皇, 0.5, 51,*  0,  -7, 2,  4.1, ②②, 4, 1, メジロラスタバン,,石神深,218.3,,,, 8, 30.3,⑩⑨⑧, 4, 8,Ｃダイワチャｰム, 70,柴田善, 0.1, 72,* -3,  13, 2,  3.9,①①①, 4,10,Ｋノｰスリヴァｰ, 68,田中勝, 0.5, 77,  12,  -5, 7, 12.5,⑦⑦⑧
 5, 4,Ｄメリｰイベンタｰ, 53,吉田隼, 0.5, 51,  -6,  -2, 9, 31.6, ⑦⑧, 5,11, プライドイズハｰト,,五十嵐,218.8,,,, 7, 22.0,⑤⑥⑤, 5,10,Ｋアイルビｰバウンド, 64,蛯名正, 0.6, 69,* -2,  11, 3,  5.9,④③④, 5, 8,Ｃドリｰムスカイラブ, 76,吉田隼, 0.6, 74,  14,  -9, 5,  7.5,④⑤⑥
 6, 8, スイｰトヴァランス,---,内田博, 0.7, 49, -12,*  2, 3,  5.7, ⑪⑪, 6, 8, ブルｰベレッタ,,蓑島靖,219.2,,,, 6, 20.8,⑪⑩⑩, 6, 9,Ｆラビシュスペンダｰ, 69,内田博, 0.8, 68,  -4,  12, 5,  6.8,⑥⑥⑦, 6, 2,Ｄコアレスコジｰン, 76,吉田豊, 1.1, 70,  12, -13, 3,  5.6,⑤⑥④
 7,14,Ｊオｰスチンエブリン, 44,高山太, 0.8, 49,  -8,  -2,15,357.0, ⑨⑨, 7, 4, ワイズタイクｰン,,高野和,219.9,,,,11, 66.1,⑫⑫⑫, 7, 1,Ｂスタｰルｰセント, 71,吉田隼, 0.9, 68,  -6,  15, 9, 35.1,⑧⑨⑨, 7, 1,Ｉエスジｰストリｰム, 72,内田博, 1.3, 68,   5,  -3, 6, 12.1,⑪⑪⑪
 8,13,Ｂアトムスパンカｰ, 60,吉田豊, 0.9, 48,  -3,  -8, 1,  2.4, ⑥④, 8, 3, マウントフォンテン,,柴田未,220.0,,,,12,150.4,③⑧⑨, 8, 2,Ｈイマジンノココロヲ, 67,柴山雄, 1.0, 67,  -5,  11, 6, 16.1,⑨⑧⑧, 8, 6,Ｇタマモスクワｰト, 74,江田照, 1.3, 66,  15, -20, 9, 17.6,⑥④⑤
 9, 9,Ｇトクトイムスメ, 50,小林淳, 1.0, 46, -17,*  4,10, 46.5, ⑭⑬, 9,10, エステヴァン,,金子光,220.2,,,, 2,  6.1,⑦⑤⑦, 9,12,Ｇブルｰシｰズン, 68,吉田豊, 1.2, 65,  -7,  13,11, 60.6,⑫⑩⑫, 9, 3,Ｊテントゥワン, 68,二本柳, 1.4, 67,   9, -10,11, 84.5,⑩⑨⑩
