09年 4月19日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 4月19日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:12,,,,,■ 4R  ダ1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 7R  ダ1200m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  芝1200m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,淀屋橋ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｇマルフクギガ, 57,秋山真,, 63,* -5,*  8, 1,  3.0,②③③, 1, 2,Ｂドンドドｰン, 65,竹之下,, 65,   0,*  4, 3, 14.8,④⑦⑥, 1,10,Ｋワイズドリｰム, 67,上村洋,, 77,*  7,   6,11, 45.8, ②②, 1,12,Ｅコウユｰキズナ, 80,浜中俊,, 82,   2,  13, 3,  6.0, ⑦⑦
 2,10,Ｅフィロンルｰジュ, 60,浜中俊, 0.0, 64,* -4,   6, 5, 10.0,①①①, 2, 9,Ａヤマトバンパク, 75,幸英明, 0.1, 62,*  2,  -2, 1,  1.1,②①①, 2, 7,Ａメリュジｰヌ, 78,柴原央, 0.1, 77,*  8,   5, 1,  3.0, ①①, 2, 9,Ｎボストンゴｰルド, 74,和田竜, 0.0, 81,   3,  12, 9, 20.9, ⑥⑥
 3,11,Ｆキャリコロｰズ, 60,赤木高, 0.1, 62,* -5,   6, 3,  5.6,③②②, 3, 1,Ｃアルスフリｰゲン, 62,安部幸, 0.2, 64,*  2,   0, 2,  8.5,⑦⑥③, 3, 9,Ｃピュアチャプレット, 74,田中健, 0.1, 77,  -4,* 15, 4,  6.6, ⑫⑩, 3,11,Ａボｰダレスワｰルド, 82,藤岡佑, 0.0, 80,*  6,   9, 1,  4.3, ④③
 4,12,Ｌシャルマンスタイル, 52,小牧太, 0.4, 61,* -5,   5, 7, 18.7,④④④, 4, 3,Ｉコウエイクリスタル, 44,小林徹, 1.3, 57,   0,  -7,10,129.6,①③⑦, 4, 1,Ｈアイディンパワｰ, 70,小林徹, 0.3, 75,   1,*  9, 9, 25.1, ⑥⑤, 4, 4,Ｇエイシンパンサｰ, 79,上村洋, 0.1, 80,   5,  10, 2,  4.8, ②④
 5, 5,Ａロｰザレｰヌ, 64,幸英明, 0.6, 61,  -9,* 11, 6, 10.4,⑬⑫⑪, 5, 7,Ｆナリタテイオｰ, 51,渡辺薫, 1.4, 57,*  2, -11, 7, 50.2,⑨②②, 5, 5,Ｂトｰホウロｰド, 75,池添謙, 0.5, 74,   4,   5, 3,  5.9, ③④, 5, 8,Ｄエネルマオｰ, 80,川島信, 0.1, 79,*  6,   8, 7, 13.9, ③②
 6, 8,Ｄカスガ, 61,安部幸, 0.6, 60,  -6,   5, 8, 23.5,⑨⑦⑥, 6, 8,Ｇナショナルキッド, 51,国分恭, 2.0, 51,  -2, -10, 8, 87.9,⑥⑨⑧, 6,12,Ｌエｰブダッチマン, 67,川島信, 0.9, 68,   4,   1, 6, 12.1, ⑤③, 6, 7,Ｆテｰオｰギャング, 80,小坂忠, 0.2, 77,*  7,   5,13, 43.4, ①①
 7, 2,Ｍチャｰムピｰス, 51,小林徹, 1.0, 58,  -6,   1, 9, 34.7,⑤⑤⑤, 7, 4,Ｅケンブリッジナイト, 56,池添謙, 2.3, 50,   1, -18, 5, 42.8,③④④, 7, 8,Ｉバンドゥロンシャン, 69,赤木高, 1.0, 68,  -7,* 11, 2,  5.1, ⑮⑬, 7, 5,Ｂショウナンアクロス, 81,熊沢重, 0.2, 80,  -5,* 17, 5, 10.5, ⑬⑫
 8,13,Ｂコウエイテンプウ, 63,国分恭, 1.2, 56,  -8,   2, 4,  6.6,⑥⑧⑧, 8, 5,Ｈトｰアピョｰトル, 46,和田竜, 3.5, 44,  -1, -21, 9,119.3,⑧⑧⑨, 8, 6,Ｇプレジャｰラン, 70,佐藤哲, 1.3, 65,  -4,   5, 7, 16.5, ⑬⑫, 8,15,Ｌビｰチアイドル, 76,鮫島良, 0.3, 77,   5,   7,12, 35.3, ⑤⑤
