09年 4月25日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 4月25日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-8,,,,,■ 4R  芝3000m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1600m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  芝1400m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,立川特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9, ベルモントエルメス,---,内田博,, 61,* -1,*  4, 1,  4.3, ③③, 1,13, ヨシカツゾｰ,,石神深,,,,, 1,  3.0,④④④, 1,13,Ｃドリｰムハッチ, 68,鷹野宏,, 68,  -3,  12, 6, 34.6, ④③, 1,11,Ｆブルｰデインヒル, 73,松岡正,, 80,   1,   9, 7, 19.4, ⑤⑤
 2, 8,Ａロｰブドヴルｰル, 59,勝浦正, 0.2, 59,*  0,   1, 3,  4.9, ①①, 2, 2, トミケンクラｰジュ,,宗像徹,208.4,,,, 3,  6.5,③③③, 2, 3,Ａシｰフォｰアイ, 76,内田博, 0.0, 69,  -4,* 12, 1,  1.6, ③④, 2, 2,Ｄマルタカエンペラｰ, 74,大庭和, 0.2, 79,  -2,* 10, 5, 11.0, ⑥⑦
 3, 4,Ｃエフロレス, 57,伊藤工, 0.5, 57, -10,* 12, 2,  4.7, ⑪⑩, 3, 9, レイザストレングス,,穂苅寿,208.7,,,,10, 57.5,②②②, 3, 5,Ｉセイウンアスラン, 61,松岡正, 0.4, 63,* -2,   6, 4,  8.3, ①①, 3,12,Ｂゴｰルドアグリ, 78,蛯名正, 0.3, 78,  -2,   9, 2,  3.6, ⑨⑧
 4,11,Ｄベルモントダイヤ, 57,江田照, 0.8, 54,*  0,  -4, 4,  5.3, ②②, 4, 8, ビｰビｰライナｰ,,柴田未,209.2,,,, 6, 12.8,⑥⑤⑤, 4,11,Ｅサトノバロン, 64,横山典, 0.4, 64,  -5,  10, 2,  5.2, ⑦⑤, 4, 7,Ｈトッケンショウブ, 69,柴田善, 0.4, 73,   2,   1,10, 34.8, ④④
 5, 7,Ｉシャインエフォｰト, 15,吉田豊, 1.0, 53,  -2,  -3, 8, 27.0, ⑥⑤, 5, 5, カシマレジェンド,,佐藤聖,209.9,,,,12, 80.2,①①①, 5, 4,Ｄノボレインボｰ, 67,大庭和, 0.4, 64,  -5,  12, 5, 18.2, ⑤⑥, 5, 5,Ｍサマｰエタニティ, 64,伊藤工, 0.4, 72,*  6,  -4,12,106.4, ①①
 6, 5,Ｂスワニｰ, 58,松岡正, 1.0, 52,  -2,  -2, 5,  7.5, ④⑥, 6, 3, サニｰネイティブ,,高野和,212.5,,,, 4,  7.1,⑤⑥⑥, 6,12,Ｊニュｰパワｰ, 60,柴田善, 0.8, 63,* -2,   4,12,101.9, ②②, 6, 4,Ａブラックオリｰブ, 78,内田博, 0.5, 77,  -6,* 11, 1,  3.1, ⑪⑫
 7,10,Ｅスズノプロスタｰ, 52,郷原洋, 1.1, 52,  -2,  -3, 7, 12.0, ⑧⑦, 7, 7, ユウタｰストライプ,,浜野谷,216.7,,,,13,116.0,⑦⑦⑦, 7, 2,Ｈノアプレミアム, 63,草野太, 0.9, 63, -10,* 14,13,215.0, ⑬⑬, 7,10,Ｇジョウテンロマン, 71,田中勝, 0.6, 76,  -5,   9, 4,  7.1, ⑫⑪
 8,12, キュｰティガビｰ,---,小林淳, 1.2, 52,  -4,  -1, 9, 54.9, ⑨⑨, 8,10, レオスタｰライト,,大庭和,220.1,,,, 7, 19.9,⑧⑧⑧, 8,14,Ｆイｰサンヘモス, 63,江田照, 1.3, 60,  -6,   6,11, 99.9, ⑧⑧, 8, 9,Ｉマチカネエベッサン, 68,村田一, 0.6, 72,*  5,  -4, 8, 21.2, ②②
