09年 5月17日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 5月17日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1600m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 4R  芝1600m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 7R  芝1600m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■10R  芝1800m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,晩春ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｆクレバｰクリス, 54,勝浦正,, 63,  -1,*  1, 1,  2.3, ⑨⑦, 1,11,Ｂコスモエルベン, 58,松岡正,, 66,*  5,  -8, 3,  3.5, ③③, 1,15,Ａクリｰルトルネｰド, 75,武豊  ,, 70,   5,   3, 1,  3.2, ⑤⑤, 1,18,Ｊスマｰトギア, 74,武豊  ,, 83,  11,*  7, 2,  8.0,⑯⑯⑭
 2,14,Ｃマエストラｰレ, 55,松岡正, 0.6, 57,*  1,  -9, 4,  8.3, ③③, 2, 3,Ｄヒカルルｰキｰ, 57,田中勝, 0.0, 68,  -2,*  4, 1,  3.2, ⑪⑩, 2,12,Ｇウェスタリｰズ, 65,横山典, 0.0, 67,*  9,  -5, 4,  9.4, ②②, 2, 6,Ｂロｰドアリエス, 87,内田博, 0.2, 79,* 22, -18, 3, 10.0,②③③
 3, 4,Ｄキュｰティガビｰ, 54,川田将, 0.9, 58,  -8,*  3, 8, 52.2, ⑭⑭, 3, 1,Ｇアンティックドｰル, 51,柴田善, 0.1, 67,   2,* -1, 6, 16.5, ⑦⑦, 3,11,Ｄグランドスウェル, 70,内田博, 0.2, 67,*  6,  -5, 7, 17.3, ④④, 3,11,Ａレッドシュｰタｰ, 92,北村宏, 0.2, 75,  20, -16, 1,  1.3,④⑤④
 4,11,Ｂムｰンライトソング, 59,伊藤工, 0.9, 55,  -4,* -3, 2,  3.7, ⑩⑪, 4,14,Ｆバイタルシチｰ, 53,伊藤工, 0.3, 63,   1,  -5, 4, 12.1, ⑨⑨, 4, 7,Ｈダノンギムレット, 65,蛯名正, 0.2, 69,   3,   3,13, 77.6, ⑦⑦, 4, 3,Ｉドリｰムトレジャｰ, 75,武士沢, 0.3, 78,  19, -15,13,122.4,⑧⑥⑥
 5, 5,Ａシｰガルプリンセス, 60,小林慎, 1.3, 52,*  3, -18, 5, 10.7, ①①, 5, 4,Ｅジャｰジデスマイル, 55,柴山雄, 0.5, 61,   3, -12, 8, 24.5, ④④, 5,14,Ｌサクラバレット, 61,松岡正, 0.2, 66,* 11, -12, 9, 19.3, ①①, 5, 2,Ｆショウナンライジン, 78,田中勝, 0.3, 79,  20, -16, 6, 22.2,⑦④⑤
 6, 6,Ｅスｰパｰオアシス, 54,福永祐, 1.5, 53,  -6,  -5, 6, 16.3, ⑬⑫, 6, 9,Ｉケｰジｰカンザクラ, 50,内田博, 0.5, 61,  -2,  -5, 5, 13.8, ⑩⑪, 6,16,Ｅポリバレント, 69,三浦皇, 0.3, 68,   2,   3, 5, 12.0, ⑨⑨, 6, 8,Ｇドリｰムノクタｰン, 77,松岡正, 0.4, 76,* 23, -25, 4, 19.3,③②②
 7, 7,Ｊクレッシェンド, 47,浜中俊, 1.8, 49,  -1, -17, 7, 32.0, ④④, 7,10,Ａサトノサｰガ, 59,北村宏, 0.5, 57,   3, -12, 2,  3.4, ⑥⑥, 7, 4,Ｊゴｰルドネオ, 63,勝浦正, 0.4, 66,   4,  -2,11, 53.7, ⑥⑥, 7,12,Ｌアスクデピュティ, 73,蛯名正, 0.5, 78,  12,  -2, 8, 42.5,⑪⑫⑫
 8,16,Ｐビイｰネマｰヤ, 34,北村宏, 1.8, 50,   1, -17,14,189.7, ⑤⑤, 8, 5, シナノネｰジュ,---,三浦皇, 0.9, 58,  -3,  -6, 7, 19.7, ⑮⑮, 8, 3,Ｂナイキアプロｰド, 70,伊藤工, 0.5, 65,  -1,*  4, 3,  7.3, ⑪⑪, 8,16,Ｑコスモテナシャス, 64,柴山雄, 0.5, 77,  18, -13,16,280.2,⑥⑧⑧
 9, 2,Ｋダイヤモンドフィズ, 47,三浦皇, 2.1, 47,  -3, -15, 3,  6.5, ⑦⑧, 9, 2,Ｈアルセｰヌシチｰ, 50,福永祐, 1.1, 55,  -3,  -9, 9, 27.2, ⑭⑬, 9,13,Ｆダイワコルベット, 66,北村宏, 0.5, 62,   1,   2,12, 77.6, ⑩⑩, 9,17,Ｋリバｰスモｰド, 73,三浦皇, 0.5, 78,  11,   0,15,142.6,⑭⑭⑮
10, 3,Ｉハクシンアマゾｰヌ, 50,宮崎北, 2.1, 45,  -4, -13,11, 75.5, ⑪⑩,10, 6,Ｎニシノプルメリア, -1,武士沢, 1.8, 48,  -2, -18,11,199.6, ⑬⑭,10, 9,Ｐキャプテンキッド, 53,後藤浩, 0.7, 63,  -2,*  4, 2,  3.8, ⑮⑭,10, 7,Ｍヤマニンイグナイト, 73,勝浦正, 0.6, 80,  10,*  3, 9, 54.0,⑮⑮⑯
11,10,Ｎシルクマイヒメ, 34,武士沢, 2.7, 43,  -6, -16,12, 85.7, ⑫⑬,11,12,Ｍファルファラ, 39,勝浦正, 2.0, 45,   3, -33,12,269.0, ⑤⑤,11,17,Ｃエイワンキセキ, 70,浜中俊, 0.9, 62,  -3,*  4, 6, 12.3, ⑰⑯,11, 5,Ｏサインオブゴッド, 72,福永祐, 0.7, 76,  14,  -9,12,113.4,⑩⑨⑨
12,15,Ｍサワヤカトウショウ, 36,柴山雄, 2.8, 43,  -9, -11,13,185.3, ⑮⑯,12, 8,Ｊエイチエヌラスカ, 47,宮崎北, 2.2, 41,   1, -32,14,325.9, ⑧⑧,12,10,Ｑサマｰタｰゲット, 51,高橋智, 0.9, 60,*  7, -13,18,319.1, ③③,12, 4,Ｄブルｰマｰテル, 80,柴田善, 0.9, 74,  11,  -4, 5, 21.6,⑫⑬⑬
13, 9,Ｈミスハナウメノサト, 51,後藤浩, 3.0, 39,  -3, -23,10, 71.1, ⑧⑨,13, 7,Ｃヴァイタペ, 57,高橋智, 2.3, 41,  -2, -29,13,297.4, ⑫⑫,13, 1,Ｋマルサンサイレンス, 63,小牧太, 1.0, 61,  -3,   3,14,166.6, ⑭⑮,13, 1,Ｈアグネスマクシマム, 75,川田将, 1.4, 67,* 25, -41,11,108.4,①①①
14,13,Ｌゴｰバンズ, 38,小牧太, 4.0, 34,  -9, -23, 9, 68.9, ⑯⑮,14,13,Ｌデルマアヌビス, 46,郷原洋, 2.9, 35,*  7, -53,15,413.3, ①①,14, 6,Ｍミラクルロンド, 61,田中勝, 1.1, 60,   3,  -8,10, 24.9, ⑧⑧,14,10,Ｎグレｰトバルサｰ, 72,伊藤工, 1.5, 67,  12, -16,17,302.9,⑬⑪⑪
15,12,Ｇブルｰフォｰチュン, 53,小林久, 4.3, 32,*  1, -42,16,257.9, ②②,15,15,Ｋシャンパンキッス, 46,生野賢, 2.9, 35,*  7, -52,10,141.7, ②②,15, 8,Ｉエｰシントゥルボｰ, 65,福永祐, 1.2, 58,  -6,*  4, 8, 17.5, ⑱⑱,15,15,Ｐサクラロミオ, 65,小牧太, 2.0, 63,   8, -15,10, 60.8,⑰⑰⑰
