09年 2月14日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 2月14日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 4R  ダ1000m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 7R  芝1200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■10R  ダ1700m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
 9, 1,Ｅメイショウサンドラ, 55,飯田祐, 0.8, 49, -10,  -1, 8, 21.1, ⑬⑩, 9, 6,Ｍミスフェイスフル, 59,宮崎北, 1.2, 66,  -4,*  7,14,219.7,⑭⑯⑮, 9, 2,Ｎマイネルフリｰデン, 57,小牧太, 1.5, 60,   1,   2, 7, 21.7,③⑤⑥, 9,11,Ｋカシノマイケル, 72,安藤光, 0.5, 71,  12,  -1,11, 32.6,④④④
10,18,Ｆキングパレｰド, 54,中舘英, 0.8, 49,  -8,  -4, 3,  6.3, ⑫⑫,10, 8,Ｂクｰノキセキ, 72,長谷川, 1.5, 60,*  5, -17, 4,  7.2,⑤④④,10,15,Ｅステラパラダイス, 74,太宰啓, 1.8, 57,   0,   2, 5, 11.7,⑭⑨⑪,10,10,Ｇゴｰルドサクセス, 76,荻野琢, 0.6, 69,* 15, -10,12, 33.4,②②②
11,16,Ｍホワイトスパｰク, 44,太宰啓, 0.9, 48,  -1, -12,14,169.5, ⑥⑦,11, 9,Ｉビビッドビビアン, 64,中村将, 1.5, 62,   1,  -8,11, 51.0,⑩⑪⑫,11, 6,Ｇコアレスナイナｰ, 69,宮崎北, 2.0, 56,  -3,   3, 8, 28.9,⑫⑫⑩,11,16,Ｃエテルノ, 79,佐藤哲, 0.7, 69,  11,  -2, 7, 14.7,⑨⑥⑤
12, 6,Ｌヴィｰヴァレジｰナ, 46,浜中俊, 0.9, 49, -13,*  0,12, 51.6, ⑯⑰,12,12,Ｊドナフュｰジョン, 64,船曳文, 1.6, 62,  -3,   0,13,113.0,⑮⑮⑯,12, 5,Ｈトｰセンコックス, 68,丸田恭, 2.2, 55,  -3,   2, 4, 11.5,⑯⑬⑫,12, 4,Ｏナイスシャトル, 67,古川吉, 0.7, 71,   7,   5,16,124.0,⑫⑫⑩
13,13,Ｂデルマオシリス, 58,黛弘人, 1.0, 45,  -4, -11, 9, 23.8, ⑨⑨,13, 5,Ｇヴァリアントレディ, 67,浜中俊, 1.6, 61,*  7, -21, 3,  6.6,①①①,13,14,Ｋキタサンダイオウ, 65,荻野琢, 2.2, 59,  -4,   6,15,216.8,⑮⑯⑭,13,13,Ｆメイショウカレン, 77,田中博, 1.1, 69,   1,* 12,13, 69.6,⑯⑯⑯
14, 2,Ｏリバｰマｰキュリｰ, 39,鮫島良, 1.0, 46, -18,*  4,16,207.5, ⑱⑯,14, 2,Ｏヨシアイビｰム, 57,田中博, 1.6, 63,  -1,  -2,16,383.6,⑯⑭⑭,14,11,Ｌシルクイシュタｰル, 64,赤木高, 2.3, 55,   1,  -2,14,189.9,⑦⑧⑮,14, 8,Ｊアドマイヤカンナ, 72,芹沢純, 1.1, 67,   7,   0, 9, 26.2,⑩⑬⑮
15, 4,Ｑジェｰンオｰスチン, 31,宮崎北, 1.2, 43, -10,  -7,17,216.9, ⑭⑭,15, 7,Ｎプラティコドン, 58,藤岡康, 1.9, 56,   4, -20,12, 72.9,④⑦⑩,15,13,Ｉロｰズシティ, 67,浜中俊, 2.9, 53,  -3,  -2,13, 81.9,⑬⑮⑯,15, 9,Ｎオドゥｰルゲラン, 69,中村将, 1.1, 66,  11,  -7,14, 74.5,⑭⑦⑬
16,15,Ｐトラストコマチ, 38,菊沢隆, 1.8, 35, -10, -14,13, 76.5, ⑮⑮,16, 4,Ｐエプソムフクムスメ, 48,田辺裕, 3.5, 41,   0, -33,15,275.4,⑫⑬⑬,16, 9,Ｐブライティアクロス, 47,二本柳, 2.9, 51,   1, -10,16,286.3,①④⑧,16,12,Ｍピｰスキｰパｰ, 69,中舘英, 1.9, 58,  10, -17, 3,  6.9,⑤⑨⑪
17,14,Ｒカシノアスカ, 10,荻野要, 1.9, 33, -17, -10,18,235.0, ⑰⑱,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,17,Ｎホウライビクトリア, 42,古川吉, 1.9, 34,  -4, -22, 7, 13.3, ⑩⑬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:0),,,,,,,,,,,
"単勝:1,320円 複勝:05=310円 03=150円 10=160円 枠連:2,200円",,,,,,,,,,,,"単勝:520円 複勝:11=180円 13=1,630円 16=990円 枠連:2,680円",,,,,,,,,,,,単勝:450円 複勝:12=130円 04=160円 10=130円 枠連:830円,,,,,,,,,,,,"単勝:7,610円 複勝:07=1,820円 14=520円 03=160円 枠連:8,080円",,,,,,,,,,,
"馬連:2,540円 ワイド:03-05=610円 05-10=720円 03-10=330円",,,,,,,,,,,,"馬連:11,980円 ワイド:11-13=2,130円 11-16=2,500円 13-16=10,350円",,,,,,,,,,,,"馬連:1,120円 ワイド:04-12=350円 10-12=210円 04-10=340円",,,,,,,,,,,,"馬連:71,580円 ワイド:07-14=14,860円 03-07=4,050円 03-14=1,210円",,,,,,,,,,,
"馬単:6,160円 3連複:3,880円 3連単:29,630円",,,,,,,,,,,,"馬単:24,280円 3連複:91,090円 3連単:451,430円",,,,,,,,,,,,"馬単:2,300円 3連複:1,000円 3連単:5,900円",,,,,,,,,,,,"馬単:162,550円 3連複:84,310円 3連単:935,780円",,,,,,,,,,,
■ 3R  芝1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 6R  芝2600m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 9R  芝2000m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-9,,,,,■12R  芝1200m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-25,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,香春岳特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ａナムラアｰガス, 61,小牧太,, 69, -14,* 18, 6, 13.6,⑦⑤④, 1, 1,Ａメイショウイチバン, 78,飯田祐,, 71,   0,* 17, 1,  1.8,⑥⑤⑤, 1, 2,Ａオブコｰス, 72,丸田恭,, 70,   8,*  1, 2,  5.1,③④④, 1, 8,Ａヨシサプライズ, 70,田中博,, 68, -12,* 12, 4,  7.2, ⑭⑭
 2,13,Ｊタマモビｰト, 49,古川吉, 0.0, 66,*-10,  10,13, 98.9,①①①, 2,10,Ｂマイネルメロス, 74,西田雄, 0.0, 70,*  1,* 13, 2,  5.7,③③②, 2, 9,Ｄスカイリュウホｰ, 71,中舘英, 0.2, 70,   8,  -3, 1,  2.6,⑧③③, 2,15,Ｃユキノハボタン, 67,浜中俊, 0.0, 69, -15,* 14, 3,  4.8, ⑰⑯
 3, 5,Ｆオリオンザサクセス, 54,嘉藤貴, 0.3, 62,*-11,   7, 8, 28.8,②②②, 3, 2,Ｈグリフィス, 66,赤木高, 0.4, 66,   0,  10, 5,  9.8,④④③, 3, 8,Ｆペプチドトップガン, 66,芹沢純, 0.3, 66,*  9,  -8, 5,  9.1,①①①, 3,13,Ｄライフロングラバｰ, 66,小牧太, 0.2, 64,  -8,   5, 6, 20.1, ⑨⑨
 4, 8,Ｍコスモルマン, 44,中舘英, 0.5, 65, -17,* 15,12, 43.3,⑪⑧⑥, 4, 9,Ｄメイショウジャイロ, 68,田嶋翔, 0.4, 66,   0,  10, 4,  9.7,⑤⑥⑥, 4, 4,Ｂトウカイアワｰド, 72,荻野琢, 0.6, 65,   6,  -5, 3,  5.6,⑨⑥⑥, 4,12,Ｆクインズプレイヤｰ, 62,田辺裕, 0.2, 64,  -6,   4, 5,  9.2, ⑥⑥
 5, 7,Ｅアズマタイショウ, 55,鮫島良, 0.6, 63, -17,* 14, 4,  7.5,⑧⑪⑨, 5, 8,Ｇアシュレイリバｰ, 66,荻野琢, 0.8, 61,*  1,   2, 9, 61.1,①①①, 5, 7,Ｋセレスミラクル, 45,鮫島良, 0.8, 64,   3,* -2, 7, 13.9,⑪⑩⑧, 5,16,Ｑマチカネモンスｰン, 53,古川吉, 0.2, 66,* -1,  -1,16, 86.6, ①①
 6,15,Ｈゴｰルデンゴｰル, 51,浜中俊, 0.7, 65, -17,* 14, 1,  4.0,⑫⑫⑩, 6, 3,Ｅイブキレボルシオン, 67,宮崎北, 0.9, 63,  -2,   8, 6, 17.0,⑧⑦⑦, 6, 6,Ｊデルマアルタイル, 56,田辺裕, 1.1, 59,   7, -15,10, 92.4,④⑤⑤, 6, 3,Ｍステラクッキｰ, 56,生野賢, 0.3, 63, -12,*  8,10, 31.3, ⑬⑫
 7, 3,Ｂマルタｰズクリス, 57,西田雄, 0.7, 58,*-13,   6, 5,  7.6,④③③, 7, 5,Ｆナムラシンドバッド, 67,田中博, 1.0, 64,  -1,   7, 7, 24.0,⑦⑧⑨, 7, 1,Ｌカシノベガスタｰ, 42,二本柳, 1.1, 61,   3,  -5,12,107.5,⑫⑪⑦, 7,11,Ｅストラテジｰ, 64,中舘英, 0.4, 62,* -3,  -3, 1,  3.8, ②②
 8,10,Ｌパラダイスデイ, 48,太宰啓, 1.0, 60, -17,  10,10, 37.2,⑬⑬⑬, 8, 4,Ｉホッコｰマスコット, 63,長谷川, 1.6, 58,  -1,   1, 8, 27.8,⑨⑨⑧, 8, 5,Ｉグランジョイ, 59,田中健, 2.3, 48,*  9, -34, 8, 36.4,②②②, 8, 4,Ｊパラダイスイズヒア, 58,北村友, 0.5, 60,  -5,  -2, 8, 28.4, ③③
 9, 4,Ｃシャルマンスタイル, 56,藤岡康, 1.0, 55, -14,   4, 9, 29.1,⑥⑥⑦, 9, 7,Ｃウォｰタｰセレネ, 71,芹沢純, 1.9, 53,*  2, -13, 3,  7.1,②②④, 9,11,Ｇスマｰトスパイラル, 64,浜中俊, 2.4, 49,   5, -29, 9, 47.9,⑦⑨⑩, 9, 2,Ｇケイエスバウアｰ, 62,安藤光, 0.5, 60,  -8,   1, 9, 30.4, ⑦⑦
10, 6,Ｇダノンロゼ, 54,北村友, 1.1, 53,*-13,   0, 2,  4.3,③④⑤,10, 6,Ｊカシマレジェンド, 59,黛弘人, 1.9, 54,  -2,  -3,10, 72.2,⑩⑩⑩,10,12,Ｈホッコｰサンライズ, 59,長谷川, 2.7, 45,   5, -32,11, 99.8,⑥⑧⑨,10, 1,Ｉオペラセリア, 60,太宰啓, 0.6, 60, -10,   2,13, 39.6, ⑫⑪
11,16,Ｉボスオブザリンド, 50,宮崎北, 1.3, 53, -17,   4,11, 41.4,⑩⑩⑫,,,,,,,,,,,,,11, 3,Ｃマイネルヴルメリオ, 72,赤木高, 5.6,  9,   3, -68, 6, 12.7,⑩⑫⑪,11, 7,Ｈスティｰルシャｰク, 60,鮫島良, 0.6, 59,  -5,  -3,11, 31.4, ④④
12, 9,Ｄツルマルエｰス, 55,佐藤哲, 1.3, 51, -16,   1, 3,  4.4,⑤⑦⑧,,,,,,,,,,,,,,,,,,,,,,,,,12, 5,Ｂシャルマンレｰヌ, 67,藤岡康, 0.9, 55,  -8,  -4, 2,  4.7, ⑧⑧
13,12,Ｋエヴェット, 49,赤木高, 1.3, 52, -17,   4, 7, 23.6,⑨⑨⑪,,,,,,,,,,,,,,,,,,,,,,,,,13, 9,Ｎスズカルビｰ, 56,芹沢純, 0.9, 55,  -9,  -3,12, 37.4, ⑪⑩
