09年 2月21日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 2月21日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1300m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 4R  芝3000m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1600m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  ダ1600m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,白嶺ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ｃティアップハｰレｰ, 64,蛯名正,, 72,*  8,*  0, 3,  4.4, ①①, 1,11, ドクタｰグリム,,穂苅寿,,,,, 2,  3.7,⑥②③, 1, 8,Ｄファインビスティｰ, 74,勝浦正,, 77,* -3,* 17, 2,  4.6, ②②, 1,14,Ｆフォｰリクラッセ, 85,津村明,, 88,   4,* 22, 5, 20.6, ⑩⑪
 2,16,Ａモアザンストｰム, 65,伊藤工, 0.6, 64,   1,*  3, 4,  7.3, ⑥⑦, 2,14, バシケｰン,,蓑島靖,201.0,,,, 9, 47.2,⑨⑧⑥, 2,13,Ａスタッドジェルラン, 78,武豊  , 0.2, 77,  -4,* 19, 1,  1.7, ⑦⑦, 2,13,Ｄフォｰティファイド, 86,武豊  , 0.5, 84,*  7,  14, 3,  4.3, ②②
 3,12,Ｄカフェマｰシャル, 60,松岡正, 0.9, 61,   3,  -3, 2,  3.8, ⑤⑥, 3, 6, スズカイエロｰ,,宗像徹,201.5,,,, 6, 14.9,③①①, 3, 7,Ｅランドオウジ, 73,村田一, 0.9, 73,  -4,  12, 4, 11.6, ⑥⑥, 3, 9,Ｃタイキシルバｰ, 86,大庭和, 0.5, 84,   2,* 21,12, 62.2, ⑭⑭
 4, 2,Ｆコスモジブリル, 58,三浦皇, 1.4, 59,   3,  -5, 6, 27.0, ⑦⑤, 4, 7, ヨシカツゾｰ,,大庭和,202.5,,,, 7, 23.7,⑪⑪⑪, 4,11,Ｃエジソン, 74,北村宏, 0.9, 69,  -3,  10, 6, 24.3, ⑤④, 4,10,Ｂドリｰミｰペガサス, 86,内田博, 0.8, 82,   6,  13, 1,  2.7, ⑤⑤
 5, 8,Ｎダイワオｰダｰ, 36,柴山雄, 1.7, 55,  -5,* -1,15,350.1, ⑮⑮, 5,10, エイトシｰド,,平沢健,202.5,,,,14,126.8,⑧⑩⑨, 5, 5,Ｂブルｰセイコｰ, 75,丹内祐, 1.0, 70,  -6,  14, 5, 16.7, ⑩⑪, 5, 2,Ｈギシアラバストロ, 84,北村宏, 0.9, 82,   4,  15, 9, 45.2, ⑪⑫
 6, 7,Ｌトウカイトルネｰド, 44,後藤浩, 1.8, 52,  -2,  -5, 7, 29.0, ⑩⑨, 6,13, マチカネアマテラス,,熊沢重,203.6,,,, 3,  6.5,⑦⑤②, 6, 1,Ｐヤマニンバッスル, 46,伊藤工, 1.2, 69,  -7,  14, 8, 31.5, ⑭⑭, 6, 5,Ａアンダｰカウンタｰ, 88,吉田豊, 0.9, 82,   4,  15, 2,  3.4, ⑫⑬
 7, 9,Ｅビッグナイト, 58,吉田隼, 1.8, 55,*  7, -14, 9, 57.2, ②②, 7, 5, ゴスペル,,江田勇,204.5,,,,13,115.5,⑫⑫⑫, 7, 6,Ｈコスモフォｰス, 66,松岡正, 1.3, 66,  -3,   7, 7, 27.9, ③⑤, 7, 3,Ｇトｰホウアタック, 85,柴山雄, 0.9, 86,   1,* 21, 6, 27.0, ⑮⑮
 8,15,Ｈトウショウタｰボ, 56,武士沢, 2.2, 49,  -1,  -9, 8, 34.7, ⑧⑩, 8, 3, バｰチャルウォｰズ,,山本康,204.6,,,, 4,  6.7,①④⑤, 8,12,Ｆスｰパｰマｰクン, 72,ルメｰ, 1.3, 67,  -6,  11, 3, 10.0, ⑪⑨, 8, 8,Ｌプラチナメｰン, 82,田中勝, 0.9, 80,   5,  13, 8, 38.9, ⑬⑩
