09年11月21日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年11月21日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 4R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 7R  ダ2400m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  芝1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,
 9, 7, エリモファイタｰ,---,中舘英, 3.2, 40, -14,  -6, 9, 29.0,⑪⑫⑫, 9,15,Ｏリバｰレッド, 20,小野寺, 1.0, 55,   3,  -6,16,370.7, ④④, 9, 5,Ｌメルシｰエイタイム, 65,池崎祐, 1.8, 65,   1,*  8,13, 89.2,⑯⑯⑭, 9,11,Ｌシティボス, 70,太宰啓, 0.6, 71,  -8,* 16, 8, 18.0, ⑮⑭
10, 3, エｰシンアルヘナｰ,---,吉田隼, 3.2, 41, -11,  -9,11, 43.6,⑫⑧⑨,10,14,Ｆチェリｰブランデｰ, 56,津村明, 1.0, 57,  -3,   1, 8, 23.1, ⑪⑩,10, 6,Ｈシャイニｰキング, 68,古川吉, 2.1, 62,   6,  -9, 9, 31.2,⑥⑤⑦,10,15,Ｎメイショウカｰタｰ, 67,難波剛, 0.7, 70,  -8,  15,15,158.5, ⑭⑫
11,14, カレンパッキャオ,---,荻野琢, 3.3, 43, -13,  -8,10, 43.2,⑩⑬⑬,11,10,Ｌマルタカテンザン, 45,荻野琢, 1.1, 53,  -5,   1,12, 52.6, ⑬⑬,11,11,Ｃラプレ, 74,丸田恭, 2.1, 62,*  8, -15, 6, 14.4,④④⑤,11, 4,Ｋフランシｰル, 71,的場勇, 0.7, 68,   4,   3,11, 36.2, ④⑥
12, 8, ヒカルカチボシ,---,赤木高, 3.6, 38, -13,  -9, 8, 19.2,⑦⑪⑪,12, 2,Ｅセトウチニッチェ, 56,後藤浩, 1.6, 48,  -8,  -3,11, 47.5, ⑭⑭,12, 1,Ｇツカサゲンキ, 70,長谷川, 2.2, 62,   5,  -7, 8, 30.7,⑦⑨⑨,12,16,Ｆロｰドバロック, 75,後藤浩, 0.8, 70,  -4,  12, 4,  7.2, ⑬⑬
13, 6, シャインオブロｰド,---,丸山元, 3.6, 37, -12, -12,15,150.4,⑭⑨⑩,13, 4,Ｍシャイニｰグルｰム, 43,大野拓, 2.0, 43, -10,  -6,13, 91.6, ⑯⑮,13,15,Ｅマイネルアｰバニタ, 73,石橋脩, 2.8, 60,   6, -11,11, 42.1,⑧⑩⑫,13,13,Ｏトキノムテキ, 66,安藤光, 1.2, 63,   3,  -2,14,123.4, ⑧⑧
14, 4, コスモアレスト,---,石橋脩, 4.3, 37, -15, -10,12, 71.2,⑬⑮⑮,14, 5,Ｊブルｰムｰンブルｰ, 49,勝浦正, 2.6, 36,  -1, -22,14,122.1, ⑦⑨,14, 3,Ｎメイショウフウリン, 62,松田大, 3.1, 59,   2,  -5,15,215.2,⑭⑮⑮,14, 1,Ｂイｰサンラヴ, 80,スボリ, 1.5, 59, -13,  10,12, 40.8, ⑯⑯
15, 2, ビバライフワｰク,---,上村洋, 4.9, 31, -16, -14,13, 78.7,⑮⑭⑭,15,11,Ｐダイワミステリアス,  9,武士沢, 2.9, 30,  -8, -20,15,150.6, ⑮⑯,15,14,Ｐファンドリプライド, 52,難波剛, 3.7, 54,   3, -13,16,266.8,⑫⑬⑬,15,12,Ｇキヲウエタオトコ, 74,石橋脩, 1.8, 57,   6, -12, 6,  7.9, ⑥⑤
,,,,,,,,,,,,16, 1,Ｎディアコトミ, 40,中舘英, 3.2, 29,  -1, -30,10, 46.4, ⑥⑪,16, 2,Ｏサクラインパルス, 59,吉田隼, 5.5, 47,   2, -25,12, 46.7,⑤⑭⑯,16,10,Ｐワンダｰヘネシ, 62,鮫島良, 2.4, 47,  -7,  -9,16,178.0, ⑫⑮
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:稍重(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:稍重(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:0),,,,,,,,,,,
"単勝:390円 複勝:09=180円 15=250円 12=270円 枠連:1,240円",,,,,,,,,,,,"単勝:360円 複勝:13=170円 12=270円 09=860円 枠連:1,220円",,,,,,,,,,,,単勝:440円 複勝:12=160円 04=140円 16=160円 枠連:560円,,,,,,,,,,,,"単勝:750円 複勝:07=240円 14=270円 06=630円 枠連:1,430円",,,,,,,,,,,
"馬連:1,850円 ワイド:09-15=850円 09-12=860円 12-15=1,440円",,,,,,,,,,,,"馬連:1,350円 ワイド:12-13=490円 09-13=2,170円 09-12=2,300円",,,,,,,,,,,,馬連:750円 ワイド:04-12=290円 12-16=310円 04-16=310円,,,,,,,,,,,,"馬連:2,380円 ワイド:07-14=910円 06-07=2,660円 06-14=3,270円",,,,,,,,,,,
"馬単:2,700円 3連複:6,120円 3連単:28,100円",,,,,,,,,,,,"馬単:2,560円 3連複:15,780円 3連単:50,910円",,,,,,,,,,,,"馬単:1,800円 3連複:1,020円 3連単:5,770円",,,,,,,,,,,,"馬単:5,010円 3連複:18,450円 3連単:95,770円",,,,,,,,,,,
■ 2R  ダ1000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 5R  芝2000m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 8R  芝1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■11R  芝2000m 3歳上ｵｰﾌﾟﾝ(国) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,福島記念 ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ａシンボリシュタルク, 76,中舘英,, 73,*  9,* 11, 1,  1.9, ①①, 1, 8,Ｆエリモアクアポリス, 69,宮崎北,, 76,   2,* 12, 2,  4.0,⑭⑪⑦, 1, 2,Ｅブルｰモｰリシャス, 75,上村洋,, 79,  -2,* 14, 2,  5.0,④⑤④, 1, 6,Ｍサニｰサンデｰ, 78,吉田隼,, 85,* 20,   4, 8, 14.6,②②②
 2, 2,Ｃアサギリ, 72,津村明, 0.7, 65,   5,   8, 3,  7.5, ⑤②, 2, 4,Ｌザリｰン, 66,秋山真, 0.2, 74,*  4,   6, 6, 14.7,⑤⑥④, 2, 7,Ｉシンボリロｰレンス, 72,木幡初, 0.2, 74,* -1,   9,12, 36.2,⑤④⑤, 2, 1,Ｇトウショウシロッコ, 84,吉田豊, 0.0, 87,  16,* 14, 5,  9.3,⑩⑩⑩
 3,12,Ｌノボパガｰレ, 61,丸山元, 0.8, 65,   6,   6,10, 46.9, ④④, 3,10,Ｅハッピｰパレｰド, 71,長谷川, 0.2, 76,   1,* 13, 1,  4.0,⑪⑭⑮, 3,11,Ｋウエイクアイランド, 70,後藤浩, 0.2, 74,* -1,   8, 8, 19.2,②②②, 3,16,Ｋトｰセンクラウン, 82,江田照, 0.2, 85,  16,* 12,12, 35.7,⑭⑫⑧
 4, 3,Ｆアラマサスクワｰト, 68,的場勇, 1.4, 58,  -2,   6, 9, 34.9, ⑧⑧, 4,14,Ａセキサンダンスイン, 74,丸山元, 0.3, 73,   1,* 10, 3,  4.3,⑮⑫⑪, 4,13,Ｃダノンジュンコウ, 77,太宰啓, 0.2, 75,  -3,  10, 1,  2.8,⑧⑥⑥, 4, 4,Ｂデストラメンテ, 90,丸田恭, 0.3, 82,  17,   7,10, 17.6,⑧⑥④
 5,11,Ｄフラミニアンウェイ, 68,宮崎北, 1.6, 56,   3,   2, 8, 33.4, ⑦⑦, 5, 1,Ｈミナミタイヘイヨｰ, 69,木幡初, 0.4, 73,   1,* 10,10, 24.3,⑫⑬⑫, 5, 6,Ｄトムウィンズ, 75,吉田豊, 0.2, 74,* -1,   9, 5, 13.1,③③③, 5,14,Ｅサクラオリオン, 87,秋山真, 0.5, 82,  18,   4, 3,  6.5,⑨⑦⑨
 6, 1,Ｋカワチノオジサン, 63,スボリ, 1.6, 55, -10,*  9,12, 71.9, ⑫⑫, 6, 2,Ｇサムワントゥラブ, 69,スボリ, 0.6, 70,   2,   4, 8, 21.8,⑦⑩⑥, 6,12,Ｂニシノシュテルン, 78,村田一, 0.3, 76,  -4,* 13, 4,  7.8,⑫⑪⑬, 6, 2,Ｄトｰセンキャプテン, 89,鮫島良, 0.5, 83,  16,   8, 7, 10.9,⑫⑬⑫
 7, 8,Ｉティティチャｰム, 64,田辺裕, 1.7, 55,  -3,   4, 6, 26.5, ⑪⑪, 7, 3,Ｃコスモザガリア, 72,石橋脩, 0.6, 70,*  4,   0, 5, 11.4,④⑤③, 7, 9,Ｇベストラン, 73,石橋脩, 0.3, 72,*  0,   4, 6, 15.0,①①①, 7,10,Ｆレッツゴｰキリシマ, 85,柴田善, 0.5, 80,* 22,  -4, 1,  5.1,①①①
 8, 5,Ｊディパｰチャｰズ, 63,西田雄, 1.7, 56,  -3,   4, 5,  9.4, ⑩⑩, 8, 5,Ｋマヤノマヤ, 66,津村明, 0.6, 68,*  5,  -3, 9, 23.8,②②②, 8,10,Ｍロｰレルエルヴェル, 67,田辺裕, 0.3, 78,  -5,* 17,13, 42.3,⑭⑭⑭, 8, 5,Ｐリクエストソング, 75,後藤浩, 0.5, 81,  16,   7, 2,  6.3,⑪⑪⑪
 9, 9,Ｇメイショウジップ, 67,吉田豊, 1.9, 53,  -2,   1,11, 50.2, ⑨⑨, 9, 6,Ｎマイネラプソディ, 60,吉田豊, 0.7, 69,   2,   2,14,155.0,⑧⑧⑬, 9, 1,Ｊシンセサイザｰ, 70,スボリ, 0.3, 76,  -4,  12, 9, 20.7,⑥⑧⑧, 9,11,Ｃアルコセニョｰラ, 89,武士沢, 0.7, 80,  15,* 10, 6,  9.5,⑯⑯⑭
10,10,Ｅタマモハｰバｰ, 68,石橋脩, 2.1, 54,   6,  -5, 2,  5.1, ③③,10,15,Ｏラヴリｰテンダｰ, 58,丸田恭, 0.9, 64,*  4,  -6,13, 87.7,③③⑤,10,14,Ａバックハウス, 79,的場勇, 0.4, 72,  -3,   9, 3,  7.7,⑩⑩⑩,10, 9,Ｉシャドウゲイト, 84,中舘英, 0.8, 81,  15,   7, 9, 15.4,⑬⑭⑮
11, 7,Ｂマイディスカバリｰ, 74,小林慎, 2.3, 51,   6,  -6, 4,  9.0, ⑥⑥,11,12,Ｊキャッスルトン, 67,後藤浩, 1.0, 67,   1,   2, 7, 16.1,⑬⑮⑭,11, 4,Ｌウェザｰサイド, 69,鮫島良, 0.5, 75,  -5,* 14,10, 21.5,⑬⑫⑪,11,15,Ｈショウワモダン, 84,勝浦正, 0.8, 78,  17,   0,15, 60.6,⑥⑧⑥
12, 6,Ｈプリティマリ, 67,後藤浩, 2.5, 48,   6,  -9, 7, 28.1, ②⑤,12, 7,Ｂヴィｰヴァブｰケ, 72,勝浦正, 1.2, 64,   3,  -6, 4, 10.7,⑨⑨⑩,12, 3,Ｈキングスデライト, 72,吉田隼, 0.6, 72,  -6,  10,11, 31.7,⑪⑬⑫,12, 7,Ｊニルヴァｰナ, 82,村田一, 1.0, 76,  17,  -3,14, 46.4,⑤⑤③
,,,,,,,,,,,,13, 9,Ｍグッデｰコパ, 63,柴田善, 1.6, 57,*  5, -17,11, 25.5,①①①,13, 8,Ｆシュヴァイツァｰ, 73,宮崎北, 0.6, 69,  -3,   6, 7, 16.1,⑦⑨⑨,13,13,Ａマンハッタンスカイ, 90,スボリ, 1.0, 75,* 19,  -7, 4,  9.0,③③⑤
,,,,,,,,,,,,14,13,Ｐグラティテュｰド, 25,鮫島良, 2.0, 59,  -1,  -6,16,286.6,⑯⑯⑯,14, 5,Ｎアイディリック, 66,柴山雄, 0.7, 70,  -2,   5,14,135.4,⑨⑦⑦,14, 3,Ｎドリｰムフライト, 78,西田雄, 1.1, 74,  16,  -2,16, 71.0,⑦⑨⑦
,,,,,,,,,,,,15,16,Ｄテイクザスカイ, 71,大野拓, 2.0, 55,*  4, -19,15,156.1,⑩⑦⑨,,,,,,,,,,,,,15, 8,Ｏゼンノグッドウッド, 76,武幸四, 1.1, 79,  15,   4,11, 24.5,⑮⑮⑯
,,,,,,,,,,,,16,11,Ｉリワｰドルシアン, 68,的場勇, 2.4, 49,*  4, -26,12, 57.3,⑥④⑧,,,,,,,,,,,,,16,12,Ｌヤマニンメルベイユ, 80,柴山雄, 2.7, 60,* 19, -28,13, 35.8,④④⑬
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:稍重(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:89 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:0),,,,,,,,,,,
単勝:190円 複勝:04=110円 02=220円 12=570円 枠連:640円,,,,,,,,,,,,"単勝:400円 複勝:08=150円 04=350円 10=160円 枠連:1,090円",,,,,,,,,,,,"単勝:500円 複勝:02=210円 07=700円 11=640円 枠連:3,580円",,,,,,,,,,,,"単勝:1,460円 複勝:06=480円 01=310円 16=910円 枠連:1,230円",,,,,,,,,,,
"馬連:580円 ワイド:02-04=330円 04-12=1,820円 02-12=2,390円",,,,,,,,,,,,"馬連:3,910円 ワイド:04-08=1,270円 08-10=370円 04-10=1,310円",,,,,,,,,,,,"馬連:7,050円 ワイド:02-07=1,750円 02-11=1,660円 07-11=6,180円",,,,,,,,,,,,"馬連:8,500円 ワイド:01-06=2,450円 06-16=5,860円 01-16=5,210円",,,,,,,,,,,
"馬単:890円 3連複:6,490円 3連単:16,620円",,,,,,,,,,,,"馬単:6,560円 3連複:5,910円 3連単:47,340円",,,,,,,,,,,,"馬単:10,500円 3連複:42,610円 3連単:219,460円",,,,,,,,,,,,"馬単:17,670円 3連複:99,320円 3連単:497,430円",,,,,,,,,,,
■ 3R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 6R  ダ1150m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 9R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■12R  芝1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,岩谷特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ａマイネルパルティア, 76,津村明,, 72,   0,* 16, 3,  5.4,⑥⑫⑦, 1, 8,Ｂラビットマン, 78,丸山元,, 70,* 10,   3, 1,  2.2, ③①, 1,12,Ｌピサノドヌｰヴ, 65,太宰啓,, 75,   6,*  8, 5,  9.9,⑫⑪⑫, 1,16,Ｂサラトガティプトン, 75,木幡初,, 75,* -6,  13, 5, 12.1, ③④
 2,10,Ｅエイシンダッシュ, 72,宮崎北, 0.1, 70,   2,  10, 6,  9.6,⑩③③, 2, 4,Ｉラスカルデュｰク, 68,古川吉, 0.1, 71,   4,   8, 5, 12.2, ⑧⑦, 2,13,Ｂハｰドトゥセイ, 73,鷹野宏, 0.2, 72,*  7,   2, 6, 10.6,⑦⑤⑦, 2, 4,Ａフレッドバロｰズ, 76,秋山真, 0.2, 73, -11,  14, 1,  2.7, ⑥⑤
 3,11,Ｃフェイマステイル, 75,江田照, 0.3, 70,   1,* 11, 1,  4.9,⑦⑪⑨, 3,14,Ｄユメイッポ, 72,赤木高, 0.2, 68,   7,   4, 3,  7.1, ⑥⑤, 3,10,Ｋユニヴァｰスガイ, 67,柴田善, 0.2, 73,   6,*  6,10, 26.5,⑧⑩⑬, 3, 1,Ｃアイスカｰビング, 75,大野拓, 0.2, 74, -13,* 17, 7, 12.9, ⑪⑩
 4, 8,Ｍカシマパフュｰム, 65,武士沢, 0.8, 66,   0,  10,13, 83.3,⑧⑬⑧, 4,13,Ｋスタｰサイクル, 66,的場勇, 0.3, 67,  -1,* 10,11, 44.0, ⑫⑬, 4, 2,Ａウインバイヘヴン, 77,丸山元, 0.3, 73,   3,*  9, 2,  4.8,⑬⑭⑨, 4, 2,Ｅトｰホウカイザｰ, 72,勝浦正, 0.3, 73, -17,* 20, 2,  5.1, ⑯⑮
 5, 7,Ｋレグルスハｰト, 66,武英智, 0.9, 65,*  5,   0,14, 94.8,⑭①①, 5,15,Ｇキミニムチュウ, 69,小野寺, 0.4, 66,  -4,* 11,10, 38.2, ⑮⑭, 5, 3,Ｆブルｰシｰズン, 71,安藤光, 0.4, 69,   7,   2,14, 89.6,⑤⑥⑥, 5, 6,Ｄウインバンディエラ, 73,津村明, 0.3, 71,  -8,  11, 4, 11.5, ④③
 6, 6,Ｌヒラボクシャトル, 65,後藤浩, 1.0, 64,   1,   4, 4,  5.7,⑬⑧④, 6,11,Ｈオｰミレイライン, 69,太宰啓, 0.5, 64,  -4,* 10,12, 51.9, ⑭⑯, 6, 5,Ｈトゥルｰボｰン, 70,後藤浩, 0.5, 69,   6,   1, 4,  6.2,⑩⑧⑧, 6,13,Ｌマルセイユシチｰ, 62,石橋脩, 0.4, 70,* -5,   7, 8, 19.1, ②②
 7,14,Ｎマｰリンシチｰ, 64,田辺裕, 1.0, 66,   2,   4,10, 37.1,⑪⑦⑥, 7,16,Ｌエｰシンリｰドオｰ, 66,中舘英, 0.6, 64,*  9,  -1, 9, 37.6, ④③, 7, 8,Ｃテイエムカイザｰ, 73,芹沢純, 0.7, 67,*  7,  -3, 3,  5.4,③③②, 7,12,Ｇヴィｰヴァサルｰテ, 68,中舘英, 0.5, 68,* -4,   4, 3,  7.0, ①①
 8, 9,Ｄスマｰトキャスタｰ, 73,丸田恭, 1.0, 66,   1,   5, 5,  9.5,⑤⑩⑬, 8,12,Ｆマックスオネスティ, 69,木幡初, 0.6, 64,   2,   5,13, 57.9, ⑩⑩, 8, 7,Ｄマルタカワンタッチ, 73,荻野琢, 0.9, 71,   4,   3, 1,  4.6,⑭⑬⑭, 8,10,Ｉティアップノブレス, 65,スボリ, 0.5, 69, -13,  13, 9, 20.4, ⑬⑬
 9, 5,Ｆメイショウラダック, 70,飯田祐, 1.0, 66,*  4,   1,11, 43.1,⑨②②, 9, 2,Ｐビッグジャンパｰ, 55,柴山雄, 0.6, 65,  -5,* 12,16,250.6, ⑯⑮, 9, 9,Ｅメルシｰコバン, 71,古川吉, 1.1, 67,*  7,  -6, 7, 12.6,④④④, 9, 8,Ｆマッキｰビｰナス, 70,野元昭, 0.6, 69, -15,  15,10, 25.0, ⑮⑭
10,13,Ｇロトスカイブルｰ, 70,吉田豊, 1.2, 64,   0,   4, 7, 12.4,④⑨⑫,10,10,Ｊシルキｰキュｰト, 67,武士沢, 0.6, 63,   1,   6, 7, 20.0, ⑪⑫,10,11,Ｍモリトキボウ, 64,武士沢, 1.7, 60,   7,  -8,11, 40.5,⑥⑦⑩,10,11,Ｎトｰセンウｰノ, 59,難波剛, 0.6, 67, -11,   9,12, 61.7, ⑨⑨
11,15,Ｂプロヴィデンス, 76,木幡初, 1.4, 61,   2,   0, 2,  5.1,③⑥⑤,11, 3,Ｅシゲルスペランツァ, 72,丸田恭, 0.7, 65,   2,   5, 6, 19.3, ⑨⑨,11, 4,Ｉシャドウランズ, 70,宮崎北, 1.7, 61,   6,  -7,13, 69.6,⑪⑨⑪,11, 5,Ｈボタニカルアｰト, 66,吉田隼, 0.7, 66, -12,  10, 6, 12.4, ⑩⑪
12, 3,Ｏビｰビｰライナｰ, 52,丸山元, 2.2, 58,  -2,   1,15,161.0,⑫⑭⑭,12, 1,Ｃエリモシｰド, 73,スボリ, 1.2, 59,   4,  -2, 2,  5.0, ⑦⑧,12, 6,Ｊメイショウフェｰヴ, 68,村田一, 1.8, 64,   5,  -6, 9, 23.9,⑨⑫⑤,12, 7,Ｐマックスドｰズ, 47,太宰啓, 0.7, 66,  -9,   7,14, 91.4, ⑦⑥
13,12,Ｊケイアイシンドウ, 67,柴山雄, 2.3, 55,   2,  -8, 9, 21.5,①④⑩,13, 7,Ａカウンセラｰ, 79,宮崎北, 1.7, 54,*  9, -10, 4, 12.2, ②⑥,13, 1,Ｎイｰサンヘモス, 59,スボリ, 3.0, 53,*  8, -23,12, 49.4,①①①,13, 9,Ｏエフティアクトレス, 59,村田一, 0.8, 65, -13,  10,11, 56.9, ⑫⑫
