09年 5月 3日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,09年 5月 3日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 4R  芝3100m 4歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 7R  ダ1600m 3 歳500万 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■10R  ダ1400m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,立夏ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ｂサウロビスティｰ, 54,勝浦正,, 54,* -2,  -4, 3, 10.1, ②②, 1, 7, ニホンピロファイブ,,熊沢重,,,,, 6, 15.4,⑤③③, 1, 7,Ｋグロリアスノア, 62,小林慎,, 79,*  7,*  9, 2,  5.0, ③③, 1, 7,Ｇウエスタンマックス, 83,田中勝,, 83,   5,* 15, 7, 12.0, ⑨⑨
 2,16,Ｇカゼノグッドボｰイ, 47,村田一, 0.2, 54,  -2,  -5, 6, 23.4, ⑥④, 2, 1, スズカイエロｰ,,江田勇,205.9,,,, 7, 19.5,①①①, 2, 5,Ｉティアップザスタｰ, 63,江田照, 0.6, 75,   2,*  9, 9, 51.0, ⑫⑪, 2,15,Ｆタマモグレアｰ, 83,三浦皇, 0.2, 81,   8,   9, 4,  6.0, ⑥⑤
 3, 3, クｰルケイオｰ,---,柴田善, 0.5, 50,*  0, -11, 5, 13.0, ①①, 3, 5, シンメイリゲル,,西谷誠,206.6,,,, 1,  2.6,④④④, 3, 9,Ｌハリマノワタリドリ, 60,柴田善, 0.9, 75,   1,* 11, 7, 18.6, ⑯⑭, 3,13,Ｅミスタｰモナルコス, 84,吉田豊, 0.2, 82,   4,* 14, 6, 10.2, ⑭⑫
 4,12,Ａガリレオシチｰ, 58,北村宏, 0.8, 44, -10,* -1, 1,  1.9, ⑭⑭, 4, 6, タイキダイナスティ,,宗像徹,207.0,,,, 4,  7.9,⑦⑦⑦, 4,16,Ａツクバタイヨウ, 77,内田博, 0.9, 73,   5,   3, 1,  2.1, ⑨⑦, 4,10,Ｄマルタｰズマッシブ, 84,勝浦正, 0.2, 81,* 10,   7, 3,  5.9, ④③
 5, 9, ダイヤモンドフィズ,---,三浦皇, 1.0, 45,  -5,  -8, 4, 10.7, ⑫⑩, 5, 4, エイシンボストン,,林満明,207.7,,,, 5, 11.3,③⑤⑤, 5,15,Ｄシツジツゴウケン, 67,熊沢重, 1.4, 70,   4,   1,12, 64.4, ⑪⑨, 5, 1,Ｂフライデイフライト, 84,北村宏, 0.3, 79,   8,   8, 1,  3.8, ③④
 6, 1,Ｃスイｰトヴァランス, 51,内田博, 1.0, 45,  -3, -11, 2,  3.9, ④⑤, 6, 8, ノボライトニング,,大庭和,207.7,,,,12, 67.1,②②②, 6,10,Ｈリアルディｰル, 64,柴山雄, 1.5, 69,   0,   6, 5, 12.2, ⑭⑮, 6, 9,Ａタイキシルバｰ, 88,内田博, 0.3, 81,   8,   9, 2,  5.8, ⑤⑥
 7,13, エアカンパニュラ,---,上村洋, 1.1, 45,  -4, -11,12, 67.9, ⑤⑥, 7,11, ハリｰコマンド,,白浜雄,208.0,,,, 2,  3.9,⑪⑪⑪, 7,12,Ｂゴｰルドアカデミｰ, 73,北村宏, 1.5, 67,   0,   7, 3,  7.5, ⑮⑯, 7, 8,Ｏリンリンリン, 74,村田一, 0.4, 81,* 10,   5,10, 31.0, ②②
 8, 5,Ｅオｰスチンエブリン, 49,高山太, 1.5, 41,  -6, -11, 8, 42.3, ⑩⑫, 8,13, メイショウラダック,,今村康,208.1,,,, 3,  5.7,⑥⑥⑥, 8,11,Ｃフェイマステイル, 73,勝浦正, 1.6, 68,*  7,  -6, 4, 10.1, ⑤⑤, 8,14,Ｈペルルノワｰル, 83,郷原洋, 0.6, 78,   5,   9, 5,  9.9, ⑧⑧
 9, 6, シルクコンダクタｰ,---,熊沢重, 1.6, 39, -24,* 10,13,143.1, ⑯⑯, 9,12, ブラックレディ,,五十嵐,208.2,,,, 8, 34.9,⑫⑫⑫, 9, 4,Ｆトサップ, 66,三浦皇, 1.9, 64,*  8, -10, 8, 22.2, ②②, 9,11,Ｃトップディアマンテ, 84,川島信, 0.9, 76,   6,   8, 8, 15.5, ⑩⑩
10,15,Ｆクロスグランマ, 48,柴山雄, 1.6, 41,* -2, -18,10, 55.8, ③③,10, 2, ワイズタイクｰン,,高野和,208.3,,,,14,180.9,⑩⑩⑩,10, 3,Ｊマコトバンクウ, 62,川島信, 3.0, 56,   4, -12,13,138.7, ⑩⑩,10, 3,Ｎアクセルファイヤｰ, 75,丹内祐, 0.9, 80,   2,* 13,13, 56.3, ⑮⑮
11, 8,Ｊミスケンタッキｰ, 15,伊藤工, 1.8, 36,  -8, -13,14,201.9, ⑪⑬,11, 3, マウントフォンテン,,金子光,208.3,,,, 9, 50.6,⑧⑧⑨,11, 6,Ｏパｰトナｰシップ, 50,吉田豊, 3.2, 56,   2, -10,14,208.2, ⑬⑫,11, 5,Ｋスタｰボイジャｰ, 80,伊藤直, 1.0, 77,   3,  10,12, 51.5, ⑫⑬
12,11, ヘイハニｰ,---,小野寺, 1.9, 37,  -6, -16,15,210.1, ⑬⑪,12,10, メイショウタロｰ,,大江原,208.5,,,,10, 57.7,⑬⑨⑧,12, 8,Ｇスラマティンガル, 64,丹内祐, 3.4, 56,*  7, -22,11, 57.1, ④④,12, 6,Ｉブラックシャドウ, 81,嘉藤貴, 1.3, 72,   3,   5, 9, 30.9, ⑬⑪
13, 2,Ｉサジタリウス, 29,吉田豊, 2.3, 34,  -5, -20, 7, 23.5, ⑦⑦,13,14, アウトオブサイト,,出津孝,210.1,,,,11, 61.1,⑨⑬⑬,13, 1,Ｅラブリイロｰズ, 67,小林淳, 3.7, 51,*  8, -26, 6, 14.3, ①①,13, 4,Ｊメガリス, 80,宗像徹, 1.9, 67,   5,  -3,11, 47.0, ⑦⑦
14,10, キャッツオンルｰフ,---,武士沢, 3.0, 28,  -6, -26, 9, 54.5, ⑨⑧,14, 9, ウォｰタｰトリトン,,菊地昇,211.3,,,,13,129.7,⑭⑭⑭,14,14,Ｐティティチャｰム, 49,大庭和, 4.3, 44,   4, -25,10, 54.8, ⑦⑧,14,12,Ｍイチライタッチ, 76,西田雄, 2.1, 66,   2,  -1,15, 94.0, ⑪⑭
15,14,Ｄブライティアホｰム, 51,嘉藤貴, 3.0, 28,  -5, -27,11, 59.1, ⑧⑨,,,,,,,,,,,,,15, 2,Ｍキタノオハナ, 57,池崎祐, 4.4, 46,   5, -28,16,323.2, ⑥⑥,15, 2,Ｌテイエムポイント, 77,菊地昇, 2.4, 63,* 12, -15,14, 90.2, ①①
