06年 6月10日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 6月10日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ2100m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-0.7,,,,,■ 4R  芝2000m 3 歳未勝利(父) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-6.8,,,,,■ 7R  芝1800m 4歳上500万(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:0.8,,,,,■10R  芝1600m 4歳上1600万(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-3.4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,湘南ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ａアロンダイト, 62,後藤浩,, 64,* -4,*  7, 1,  2.0,①①①, 1, 8,Ｇダイワグラム, 46,後藤浩,, 68,   5,*  5, 4,  6.5,⑦⑨⑩, 1,15,Ｆオンリｰワンクロス, 68,安藤勝,, 81,  -2,* 21, 4,  7.6,⑮⑮⑭, 1, 2,Ｌガブリン, 72,ボス  ,, 85,* 13,  10, 6, 10.4, ①①
 2, 2,Ｆハイエンドクォｰツ, 49,内田博, 1.3, 54,  -8,*  6, 3,  7.2,⑨⑪⑩, 2,15,Ｃスウィｰトネス, 49,藤田伸, 0.1, 68,* 10,  -8, 2,  5.4,③③③, 2,13,Ｊニシノイチバンボシ, 64,ボス  , 0.1, 72,   2,  12, 7, 11.9,⑪⑨⑦, 2, 8,Ｇニホンピロキｰス, 78,後藤浩, 0.2, 83,* 12,   9, 7, 12.5, ②②
 3, 9,Ｅミラクルトライ, 50,藤田伸, 1.6, 52,* -4,  -6, 4,  8.1,③③③, 3, 6,Ｂコスモベリュｰムト, 51,佐藤聖, 0.2, 62,   6,* -7, 8, 26.1,⑩⑨⑥, 3, 6,Ｃマイネコンテッサ, 72,後藤浩, 0.1, 73,   1,  13, 8, 12.3,⑦⑧⑦, 3, 6,Ｂマヤノグレイシｰ, 81,安藤勝, 0.3, 84,   5,* 19, 1,  3.9, ⑪⑪
 4,11,Ｂトウカイチｰフ, 57,大野拓, 1.6, 49,  -8,  -2, 2,  6.7,⑥⑥⑥, 4,17,Ｆマイネルスパルナ, 48,蛯名正, 0.2, 67,* 12, -14, 3,  6.2,①①①, 4,14,Ｄムｰンフェイズ, 69,勝浦正, 0.2, 74,  -2,* 16,10, 17.4,⑪⑪⑪, 4,16,Ｍダイタクソニック, 72,小野次, 0.3, 82,* 11,   9,11, 36.7, ②③
 5, 4,Ｍブレイブバニヤン, 39,吉田豊, 2.3, 46,  -7,  -5, 8, 36.0,⑨⑩⑧, 5,14,Ａアイアムドラマ, 61,横山典, 0.3, 65,   8,  -8, 1,  2.2,⑦⑤⑤, 5, 5,Ｈフサイチギャロップ, 66,張田京, 0.2, 66,*  4,   5, 9, 15.9,③③③, 5,12,Ａホッコｰソレソレｰ, 87,吉田豊, 0.4, 83,   7,* 15, 2,  4.9, ⑧⑨
 6,10,Ｃゴｰルドバディｰ, 55,吉田隼, 2.9, 40,  -6, -18, 5,  8.3,③④④, 6,11,Ｅタケノフェロｰ, 48,千葉直, 1.3, 51,   6, -24, 6, 18.8,⑤⑦⑥, 6, 2,Ｂドリｰムパｰトナｰ, 73,高橋智, 0.5, 73,  -3,* 17, 5,  7.8,⑱⑰⑰, 6, 1,Ｄスクｰルボｰイ, 79,柴田善, 0.6, 78,* 10,   6, 5,  9.0, ⑤④
 7,15,Ｄオリオンザピラテス, 50,田中博, 3.0, 38, -12,  -6, 9, 36.9,⑫⑬⑬, 7,16,Ｍトッチンコボ, 40,石神深, 1.4, 54,   8, -23,18,448.1,⑦⑦⑥, 7,17,Ｉマイネルｰシッド, 64,吉田隼, 0.6, 66,  -5,  12,16,142.2,⑭⑭⑭, 7,13,Ｊテンイムホウ, 73,柄崎将, 0.6, 80,   7,  12,14, 96.6, ⑧⑨
 8,13,Ｌマイネルマキシマム, 40,郷原洋, 3.1, 41,  -6, -18,10,116.8,⑥④④, 8, 7,Ｌトゥルｰビュｰティ, 42,四位洋, 1.5, 53,* 11, -32, 9, 30.5,②②②, 8, 1,Ｅトラッドスキｰム, 68,内田博, 0.7, 59,   2,   0, 2,  6.3,⑦⑤⑤, 8, 5,Ｐアクレイム, 70,内田博, 0.7, 78,   9,   8, 8, 19.8, ⑧⑦
