06年 9月30日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 9月30日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2.1,,,,,■ 4R  芝1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3.5,,,,,■ 7R  ダ1000m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1.9,,,,,■10R  芝1200m 2 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:0.2,,,,
10, 7,Ｊエマｰブル, 29,太宰啓, 1.4, 34, -33,*  0, 9, 64.7, ⑮⑬,10, 5,Ｏスリｰエルキリコ, 41,今村康, 1.3, 40, -18,   0,15,196.1, ⑭⑬,10, 6,Ｌクリテリウム, 48,福永祐, 1.3, 50, -26,*  8,10, 51.4, ⑮⑮,10, 5,Ｉコウセイカズコ, 44,吉永護, 2.9, 23,  -3, -33, 8, 48.2, ⑤⑦
11,15,Ａケイウンファミリｰ, 57,角田晃, 1.5, 31,  -9, -16, 3,  5.0, ⑦⑥,11,14,Ｂマチカネコウバイ, 64,上野翔, 1.7, 34,  -6, -21, 5, 20.4, ⑥⑤,11, 8,Ｉニシノレｰスメイク, 51,小牧太, 1.3, 49, -14,   1, 8, 41.7, ⑬⑬,,,,,,,,,,,,
12,14,Ｏオｰナｰドリｰム, 21,田村太, 1.6, 28, -21, -12,14,355.1, ⑩⑩,12,13,Ｑコアレスカレント, 30,赤木高, 2.1, 31, -13, -17,17,227.9, ⑪⑬,12,12,Ｈクリｰンスウィｰプ, 52,北村友, 1.3, 46, -11,  -3,11, 94.9, ⑪⑪,,,,,,,,,,,,
13, 4,Ｎシゲルサラマッポ, 21,赤木高, 1.7, 29, -28,  -6, 7, 43.6, ⑫⑫,13,18,Ｋパフィｰダンス, 53,長谷川, 2.3, 18,* -1, -32,14,126.1, ③⑤,13, 1,Ｂバンロｰゼ, 71,佐藤哲, 1.3, 47,* 11, -15, 5, 11.6, ①①,,,,,,,,,,,,
14,12,Ｌパｰプルマンテン, 26,田中克, 2.2, 22, -31, -12,15,408.8, ⑫⑬,14, 3,Ｎシンボリジュピタｰ, 46,小牧太, 2.3, 16,*  0, -33,13,113.5, ①①,14, 5,Ｏレインボｰサンサン, 41,野元昭, 1.4, 49, -25,*  8,16,256.2, ⑮⑮,,,,,,,,,,,,
15, 6,Ｇカネコメハｰシル, 38,野元昭, 2.4, 22, -29, -12,13,204.4, ⑫⑬,15, 7,Ｐアグネスチャレンジ, 40,佐藤哲, 2.5, 18, -11, -25,16,220.3, ⑪⑫,15,15,Ｍマイネミニケリｰ, 45,川原正, 2.1, 38, -13,  -8,15,222.7, ⑬⑭,,,,,,,,,,,,
,,,,,,,,,,,,16, 4,Ｌシゲルキタハマ, 52,宇都英, 2.7,-13,*  0, -39,11, 56.4, ②②,16,16,Ｐダンスエタｰナル, 39,難波剛, 2.4, 34,  -5, -16,13,176.3, ⑧⑧,,,,,,,,,,,,
,,,,,,,,,,,,17,12,Ｍショウズイ, 46,中村将, 2.9, -4, -25, -23, 8, 31.5, ⑰⑱,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:-8),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:-8),,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:-8),,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:-8),,,,,,,,,,,
"単勝:1,980円 複勝:11=430円 05=150円 13=210円 枠連:780円",,,,,,,,,,,,"単勝:190円 複勝:09=130円 08=540円 17=840円 枠連:2,270円",,,,,,,,,,,,単勝:290円 複勝:04=130円 13=160円 14=210円 枠連:480円,,,,,,,,,,,,単勝:670円 複勝:06=150円 10=100円 09=130円 枠連:350円,,,,,,,,,,,
"馬連:2,410円 ワイド:05-11=800円 11-13=1,040円 05-13=430円",,,,,,,,,,,,"馬連:2,480円 ワイド:08-09=1,250円 09-17=1,600円 08-17=10,620円",,,,,,,,,,,,馬連:780円 ワイド:04-13=320円 04-14=550円 13-14=600円,,,,,,,,,,,,馬連:480円 ワイド:06-10=190円 06-09=480円 09-10=190円,,,,,,,,,,,
"馬単:7,330円 3連複:4,170円",,,,,,,,,,,,"馬単:3,950円 3連複:22,650円",,,,,,,,,,,,"馬単:1,490円 3連複:1,720円",,,,,,,,,,,,"馬単:1,550円 3連複:640円 3連単:5,120円",,,,,,,,,,,
■ 2R  芝1200m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8.8,,,,,■ 5R  芝1800m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  芝2000m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.4,,,,,■11R  ダ1700m 3歳上ｵｰﾌﾟﾝ(国) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-5.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,美作特別,,,,,,,,,,,,ｼﾘｳｽｽﾃｰｸｽ ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｇヴィンテｰジライン, 35,船曳文,, 46, -12,*  2, 9,134.4, ⑨⑧, 1, 1, フュｰチャｰボｰイ,---,福永祐,, 68, -17,* 26, 3,  6.7,⑦⑤④, 1, 5,Ａマイジョｰカｰ, 77,池添謙,, 75, -24,* 32, 1,  2.7,④⑤⑤, 1, 2,Ｈメイショウバトラｰ, 81,佐藤哲,, 90,  12,* 17, 2,  3.4,③③②
 2,11,Ａエイワンキセキ, 63,川田将, 0.2, 52,* -1,  -9, 2,  3.2, ②②, 2, 5, ルミナスハｰバｰ,---,小牧太, 0.0, 74, -18,* 29, 2,  3.0,⑨⑧④, 5, 1,Ｃミスティックリバｰ, 75,佐藤哲, 0.0, 58,*-23,  27, 4,  5.7,①①②, 2, 5,Ｄツムジカゼ, 84,鮫島良, 0.2, 85,   8,* 17, 3,  9.8,⑩⑦⑦
 3, 2,Ｂマヤノラヴィｰナ, 61,福永祐, 0.2, 49,  -5,  -4, 3,  5.6, ④④, 3, 6, ヘヴンボｰン,---,熊沢重, 0.1, 54,*-12,  15, 5,  8.2,①①①, 2, 6,Ｄカネトシツヨシオｰ, 73,川原正, 0.1, 66, -24,  28, 5, 12.1,⑥④③, 3, 8,Ｃキネティクス, 85,池添謙, 0.4, 84,   8,* 16,11, 43.2,⑧⑦⑦
 4, 4,Ｅジョｰテレジア, 53,鮫島良, 0.4, 43, -14,*  0, 6, 27.8, ⑪⑧, 4,11, マイネルカンタｰレ,---,安藤勝, 0.9, 44, -17,  12, 1,  2.6,⑤⑤⑦, 3, 4,Ｂクリソプレｰズ, 75,福永祐, 0.2, 56, -22,  26, 3,  3.9,④②③, 4,11,Ｌセフティｰエンペラ, 75,長谷川, 0.6, 82,   8,  14,13,150.4,⑨⑦⑦
 5, 3,Ｃハニｰダンサｰ, 59,渡辺薫, 0.7, 40,  -9,  -9, 1,  1.9, ⑦⑥, 5, 8, マイネルフォｰグ,---,鮫島良, 0.9, 41,*-14,   4, 6, 16.7,②②②, 4, 3,Ｆコウエイマｰブル, 70,和田竜, 0.2, 68, -24,  29, 6, 24.7,②⑤⑤, 5, 6,Ｇオｰスミヘネシｰ, 82,武幸四, 0.8, 80,   9,  10, 7, 11.6,⑥⑤⑤
 6,10,Ｄケルビック, 59,太宰啓, 0.8, 43,* -1, -18, 5, 12.7, ②②, 6, 3, グラントリアノン,---,武幸四, 2.0, 34, -19,   0, 4,  7.3,⑩⑨⑨, 6, 2,Ｅワンマンシャチョウ, 72,熊沢重, 0.3, 50,*-22,  23, 2,  3.0,②②①, 6, 9,Ｆカフェオリンポス, 82,安藤勝, 0.8, 82,  11,  11, 8, 13.5,⑥⑤④
 7, 5,Ｋエリモディアナ,-79,高橋亮, 1.0, 36,  -5, -17, 8,132.7, ④④, 7,10, ルナヴァレｰ,---,和田竜, 2.2, 26, -15, -11, 9, 76.1,③③③,,,,,,,,,,,,, 7, 1,Ｅトラストスタｰ, 84,福永祐, 1.0, 74,* 11,   2, 9, 24.7,①①①
 8, 7,Ｈトｰホウマリン, 35,和田竜, 1.2, 33,  -9, -17, 7, 51.6, ⑦⑩, 8, 7, スプリングサンテ,---,太宰啓, 2.6, -5, -15, -19,11,164.6,③③④,,,,,,,,,,,,, 8,15,Ｊハギノベルテンポ, 79,小牧太, 1.1, 80,   5,  15,10, 35.5,⑬⑬⑫
 9, 6,Ｆバクシンセイコｰ, 38,中村将, 1.3, 33,* -1, -29, 4, 12.1, ①①, 9, 4, サンマルミシル,---,渡辺薫, 2.7,  2, -17, -16,10,146.1,⑤⑤⑧,,,,,,,,,,,,, 9,10,Ｂサイレントディｰル, 86,渡辺薫, 1.1, 81,   9,  12, 5, 11.2,⑬⑩⑩
10, 9,Ｊエリスシチｰ,-26,岩崎祐, 1.5, 29, -12, -18,11,279.3, ⑨⑪,10, 2, ニホンピロコナユキ,---,佐藤哲, 3.0,  8, -21, -11, 7, 49.0,⑧⑩⑩,,,,,,,,,,,,,10, 7,Ｎアンドゥオｰル, 74,上村洋, 1.2, 80,   9,  11, 4, 10.8,⑩⑩⑪
11, 8,Ｉシゲルマズビタ, 17,佐藤哲, 2.4, 16,  -7, -37,10,173.0, ④⑥,11, 9, ジｰキャラバンク,---,川原正, 3.9,-24, -27, -14, 8, 70.3,⑪⑪⑪,,,,,,,,,,,,,11,14,Ｋメイショウスイセイ, 76,飯田祐, 1.4, 75,   2,  13,12,124.4,⑮⑮⑬
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,Ｉワンダｰハヤブサ, 80,石橋守, 2.9, 60,  11, -12, 6, 11.2,③③⑤
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13, 4,Ｍナイキゲルマン, 75,熊沢重, 3.5, 55,   3,  -9,15,379.7,⑩⑬⑭
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14, 3,Ａサンライズキング, 87,和田竜, 3.5, 57,* 13, -19, 1,  3.1,②②②
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,13, モエレトレジャｰ,---,川原正, 5.0, 45,   7, -27,14,266.6,③⑩⑮
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:-8),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+28 馬場:良(指数:-9),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-27 ﾚｰｽｱｶﾞﾘ指数:+21 馬場:良(指数:-9),,,,,,,,,,,,ｸﾗｽ上位平均:90 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:-8),,,,,,,,,,,
"単勝:13,440円 複勝:01=1,720円 11=140円 02=160円 枠連:14,990円",,,,,,,,,,,,"単勝:670円 複勝:01=190円 05=150円 06=200円 枠連:1,340円",,,,,,,,,,,,単勝:270円 複勝:05=190円 06=590円 枠連:0円,,,,,,,,,,,,"単勝:340円 複勝:02=190円 05=300円 08=1,040円 枠連:1,020円",,,,,,,,,,,
"馬連:21,730円 ワイド:01-11=5,070円 01-02=6,160円 02-11=270円",,,,,,,,,,,,"馬連:1,370円 ワイド:01-05=330円 01-06=710円 05-06=420円",,,,,,,,,,,,"馬連:1,850円 ワイド:05-06=450円 04-05=190円 04-06=610円",,,,,,,,,,,,"馬連:2,170円 ワイド:02-05=960円 02-08=2,850円 05-08=5,850円",,,,,,,,,,,
"馬単:60,920円 3連複:21,540円",,,,,,,,,,,,"馬単:3,140円 3連複:2,390円",,,,,,,,,,,,"馬単:2,960円 3連複:1,490円",,,,,,,,,,,,"馬単:3,620円 3連複:40,770円 3連単:147,880円",,,,,,,,,,,
■ 3R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0.8,,,,,■ 6R  ダ1700m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4.4,,,,,■ 9R  ダ2300m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-6.6,,,,,■12R  芝2000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4.9,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ｋイグザクトリｰ, 37,池添謙,, 56,*-13,*  9,11,145.9,③②②, 1,16,Ｃヒカリダイキャスト, 57,小坂忠,, 57,* -5,   2, 6, 26.6,①①①, 1, 1,Ａストラディヴァリオ, 69,安藤勝,, 78,* -2,* 17, 1,  1.7,②②①, 1,11,Ｄアキノレッドスタｰ, 64,安藤勝,, 68,* -7,* 15, 1,  1.7,①①①
 2, 6,Ｃウォｰタｰトリック, 54,高橋亮, 0.3, 50,*-12,   5, 5, 18.0,①①①, 2,14,Ｍマルイチハｰト, 39,中村将, 0.1, 54,* -7,   1,15,203.6,②②②, 2, 9,Ｎカレンパパ, 47,福永祐, 0.3, 79,  -3,* 19, 4,  8.4,⑩⑤③, 2,10,Ｋミスズワｰルド, 61,北村友, 0.4, 61,  -9,* 13,14,117.8,⑧⑤⑥
 3,15,Ｇゼンノコルモ, 49,川原正, 0.3, 52,*-13,   7, 3, 10.6,③④④, 3, 2,Ｅブルｰレパｰド, 54,飯田祐, 0.3, 59,  -9,*  6, 3,  7.8,⑥⑧⑤, 3,16,Ｃダイショウジェット, 66,川原正, 1.6, 55,* -2,   2, 3,  7.3,⑤③③, 3,13,Ｐダイシンハｰバｰ, 58,池添謙, 0.5, 60,  -9,  12, 9, 33.9,⑤⑤③
 4, 9,Ｌベイリｰビッド, 36,北村友, 0.3, 54, -17,* 10,10, 93.5,⑧⑦⑥, 4,15,Ｈトウカイタイクｰン, 47,赤木高, 0.4, 53,* -6,   0, 7, 33.2,⑤③③, 4, 6,Ｆツルミベレイザ, 58,和田竜, 1.6, 61,  -3,   8, 5, 11.9,⑦⑦⑦, 4, 9,Ｉサントニｰビン, 62,難波剛, 0.6, 60,  -8,  12, 2, 10.1,⑤⑤⑥
 5, 5,Ｈハギノグランハｰト, 47,鮫島良, 0.6, 50, -16,*  8, 7, 39.6,⑫⑦⑧, 5, 8,Ｄデンコウグリｰン, 56,安藤勝, 0.5, 52,  -7,   0, 2,  3.4,⑥⑤④, 5, 3,Ｋタガノグロｰリｰ, 51,中村将, 1.8, 52,  -4,   1,11, 85.3,③⑤⑤, 5, 8,Ｅユキノボｰイ, 64,福永祐, 0.7, 59, -10,  12, 6, 16.2,⑬⑫⑩
 6,11,Ａアドマイヤロマネ, 61,安藤勝, 0.7, 45,*-13,   2, 1,  1.3,②②②, 6,10,Ｆステップロケット, 53,武幸四, 0.6, 56, -10,*  5, 8, 45.7,⑫⑩⑩, 6,10,Ｂラクリマ, 67,赤木高, 1.9, 54,  -2,   1, 2,  5.6,⑫④⑤, 6, 5,Ｏビクトリｰフラッグ, 58,中村将, 0.7, 54, -11,   9, 5, 15.9,⑧⑧⑧
 7, 4,Ｄマイスイｰトプラン, 53,石橋守, 1.0, 43, -14,   2, 4, 17.4,⑨⑥⑥, 7, 1,Ｌコスミックパワｰ, 42,熊沢重, 1.3, 45,  -9,  -4, 9, 47.9,⑨⑧⑨, 7, 2,Ｅデンコウニンジャ, 58,武幸四, 2.0, 59,  -6,   8, 6, 41.1,⑮⑩⑩, 7, 7,Ａロｰズドレッシュ, 72,佐藤哲, 0.8, 52,* -8,   6, 4, 11.0,④③③
 8,12,Ｏアストラット, 30,上村洋, 1.1, 41, -14,   0,15,477.8,⑤⑤⑤, 8, 7,Ｇマルブツクロフネ, 53,鮫島良, 1.7, 39,  -8, -10, 5, 19.8,⑨⑥⑦, 8,14,Ｍウインルミエｰル, 49,熊沢重, 2.4, 51,* -1,  -7, 8, 43.0,①①②, 8,14,Ｈレグルスキッド, 62,武幸四, 0.8, 62, -12,* 15, 8, 24.8,⑰⑮⑬
 9,14,Ｉレスタｰパｰソン, 45,川田将, 1.1, 43, -15,   3, 8, 43.3,⑫⑦⑧, 9,12,Ｂバシマｰ, 60,福永祐, 1.7, 43, -12,  -3, 4, 16.3,⑬⑬⑫, 9, 4,Ｈラガｰルｰジュ, 53,田中克, 2.6, 52,  -7,   5,12,102.7,⑫⑬⑬, 9,15,Ｊロングヘラクレス, 62,田嶋翔, 0.9, 54,  -8,   9,10, 34.3,⑪⑧⑩
 9,10,Ｆセフティｰトキメキ, 50,河北通, 1.1, 44, -16,   4, 9, 45.0,⑤⑩⑩,10,11,Ｉニホンピロブリナｰ, 47,小牧太, 1.7, 40,* -6, -12,10, 59.3,③③⑤,10, 8,Ｊディクタトル, 52,北沢伸, 2.6, 50,  -3,  -3,15,181.7,⑤⑦⑦,10, 1,Ｂセレスステｰラｰ, 71,和田竜, 0.9, 52,  -9,   8,13, 67.0,⑩⑧⑩
11, 2,Ｊトワノヴィナス, 40,酒井学, 1.4, 44, -19,   6,13,226.8,⑫⑪⑪,11, 9,Ａカワキタラプラタ, 67,田中克, 2.3, 35,  -9, -17, 1,  1.9,⑪⑥⑦,11,13,Ｌケンブリッジケン, 49,宇都英, 2.7, 50,  -6,   1,10, 68.3,⑭⑩⑪,11,16,Ｒアドマイヤコング, 50,上村洋, 1.1, 60, -12,* 15,17,162.1,⑮⑰⑰
12, 7,Ｎアグネスダリア, 35,小牧太, 2.1, 34, -18,  -2,14,248.2,⑨⑪⑫,12, 6, ウインウォリアｰ,---,石橋守, 2.5, 35, -12, -10,12,108.8,⑬⑬⑭,12, 7,Ｄキンショｰハヤテ, 59,長谷川, 3.2, 47,  -7,  -1, 7, 41.4,⑩⑬⑬,12, 4,Ｃアラタマサモンズ, 68,渡辺薫, 1.2, 49,  -8,   4,12, 52.7,⑤⑧⑧
13, 8,Ｅハギノリュウ, 53,熊沢重, 2.2, 33, -19,  -2, 2, 10.5,⑫⑪⑫,13,13, エイシンランシング,---,和田竜, 2.5, 36,  -9, -14,11, 68.9,③⑩⑬,13,12,Ｉマルヨウィザｰド, 53,上野翔, 3.3, 45,  -5, -10, 9, 65.8,⑦⑦⑨,13, 3,Ｌランドフラッグ, 61,高橋亮, 1.3, 51, -11,   9,11, 48.0,⑪⑮⑬
14, 3,Ｂメディアスナイパｰ, 54,福永祐, 3.2, 29, -20,  -9, 6, 28.7,⑪⑭⑭,14, 4,Ｊウォｰタｰトリトン, 46,菊地昇, 2.7, 35, -10, -15,14,173.1,⑥⑩⑪,14, 5,Ｏミスタｰキセキ, 42,今村康, 3.8, 44,  -6,  -8,14,176.3,⑮⑫⑫,14, 6,Ｍニホンピロファイブ, 61,小牧太, 1.5, 44,* -7,  -6, 3, 10.5,②②②
15, 1,Ｍツルミグロウ, 36,和田竜, 4.0, 24, -22, -12,12,192.3,⑦⑮⑮,15, 3,Ｎスズカバｰディｰ,-20,上村洋, 2.8, 33, -14, -10,13,129.4,⑯⑮⑭,15,15,Ｇカイパｰベルト, 55,高野容, 4.6, 44,  -7, -11,16,192.1,⑦⑯⑮,15,12,Ｇインタｰメルボルン, 63,川原正, 1.6, 45,* -7,  -5, 7, 16.8,③③③
,,,,,,,,,,,,16, 5,Ｋルスナイレッド, 44,石山繁, 3.0, 32, -17,  -7,16,211.8,⑮⑯⑯,16,11,Ｐテイエムライデン, 31,佐久間, 7.0,-26,  -6, -38,13,108.2,③⑬⑯,16, 2,Ｎエリモフィナｰレ, 59,田中克, 1.6, 40, -12,   1,15,130.0,⑱⑭⑬
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,17,Ｑキアヌバロｰズ, 53,鮫島良, 1.7, 43, -14,   6,18,300.4,⑮⑱⑱
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,18,Ｆメイショウハヤボシ, 64,上野翔, 2.1, 39, -11, -10,16,148.1,⑬⑫⑬
