06年 3月18日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 3月18日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-6.4,,,,,■ 4R  芝2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1.8,,,,,■ 7R  ダ1700m 4歳上500万 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-3.3,,,,,■10R  芝2000m 3 歳500万 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4.8,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾌﾘｰｼﾞｱ賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ｅパルティアシチｰ, 41,北村浩,, 51,*-17,   8, 6, 18.0,②①②, 1,11,Ｅスノｰバロック, 54,小林徹,, 66,  -9,* 16, 3,  7.4,⑧⑩⑧, 1, 8,Ｍブルルイ, 57,芹沢純,, 71,* -7,* 17, 7, 13.8,①②②, 1,16,Ｄホｰマンアラシ, 63,中舘英,, 73,*  5,   6, 1,  2.8,①①①
 2,12,Ｄメジログリフィｰ, 46,中舘英, 0.0, 50,*-16,   7, 2,  4.7,①①①, 2,10,Ｃエリモストッパｰ, 55,藤岡佑, 0.1, 64,  -9,* 13, 2,  3.3,⑭⑧④, 2, 2,Ｃメイショウゴジラ, 63,藤岡佑, 0.5, 67,  -9,* 16, 6,  9.7,④⑤④, 2, 3,Ｊマイネルバシリコス, 55,橋本美, 0.2, 72,*  3,   8, 5,  9.3,③③③
 3, 2,Ｂアドマイヤミラクル, 51,武幸四, 0.1, 55, -19,* 12, 1,  2.8,⑦⑤④, 3,13,Ａアｰスクリスハｰン, 63,野元昭, 0.1, 59,* -6,   7, 1,  2.4,②①①, 3, 6,Ｂダイシンチャンス, 66,太宰啓, 0.6, 61,* -6,   9, 3,  6.7,⑮①①, 3, 8,Ｉテンシノゴｰルド, 56,中村将, 0.4, 72,  -1,* 14,11, 47.1,⑪⑪⑪
 4, 5,Ｃサンパレス, 49,藤岡佑, 0.2, 50,*-18,   8, 3,  4.9,③③③, 4,12,Ｂエイシンテンライ, 55,長谷川, 0.2, 59,* -7,   7, 6, 16.7,④③①, 4,11,Ｄシャインリザルト, 62,中村将, 0.6, 60,* -8,  11,10, 23.6,⑥③③, 4, 7,Ｆロｰドエキスパｰト, 62,藤岡佑, 0.5, 68,*  4,   0, 3,  6.8,②②②
 5, 6,Ｌオｰバｰシｰズ, 23,赤木高, 0.3, 51, -19,* 10, 5,  8.0,⑤⑤⑥, 5, 9,Ｈオｰプンセサミ, 51,中舘英, 0.4, 57,  -8,   7, 4,  9.0,⑦④④, 5,16,Ａエイシンボストン, 67,鮫島良, 0.9, 60, -11,  13, 1,  3.9,⑨⑨⑧, 5, 9,Ｋマグマノｰベル, 52,田辺裕, 0.6, 70,   0,   9,16,564.7,⑩⑩⑧
 6, 7, マチカネセイカイハ,---,小林徹, 1.0, 43, -21,   6, 7, 31.1,⑨⑧⑩, 6, 5,Ｋトｰセンバサラ, 47,佐藤聖, 0.6, 50, -11,   3,13,190.8,⑩⑧⑧, 6, 5,Ｌマルブツワｰルド, 58,船曳文, 1.0, 60, -13,  13,11, 38.0,⑥⑩⑨, 6,13,Ｏサｰユウジｰン, 38,芹沢純, 0.8, 69,  -3,* 14,12, 81.8,⑮⑬⑫
 7, 1,Ｇナムラベンケイ, 34,鮫島良, 1.0, 42, -24,   7, 8, 55.2,⑪⑪⑪, 7,14,Ｆシルクアヴァロン, 52,柴山雄, 0.9, 49,  -8,  -1, 9, 30.3,⑧④④, 7,12,Ｊアグネスヘルメス, 59,安藤光, 1.1, 63, -11,  15, 8, 18.6,⑫⑩⑨, 7, 2,Ｂコスモラバンジン, 64,村田一, 0.8, 66,   1,   3, 4,  8.9,⑧⑥⑤
 8, 9,Ａアッパｰクラス, 56,太宰啓, 1.0, 43, -21,   6, 4,  5.5,⑪⑧⑧, 8, 8,Ｄイイデクリコマサン, 54,赤木高, 1.0, 50, -10,   2, 8, 25.7,⑫⑪⑩, 8,15,Ｇアンジェロファニｰ, 62,高橋智, 1.3, 63, -14,* 17, 4,  8.5,⑭⑬⑬, 8, 4,Ａトップオブサンデｰ, 65,柴山雄, 1.0, 68,  -6,* 17, 2,  4.7,⑯⑮⑭
