06年 8月13日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 8月13日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1400m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4.3,,,,,■ 4R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.7,,,,,■ 7R  ダ1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-0.7,,,,,■10R  芝1400m 3歳上1000万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-6.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,月岡温泉特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ｅミラクルボネット, 43,勝浦正,, 51,* -6,   0, 2,  3.8, ①①, 1,11,Ａエイシンフｰテン, 60,蛯名正,, 65,*-17,* 16, 1,  1.2,①①①, 1,10,Ｇチョウカイモンド, 63,小野次,, 69,   7,   3, 1,  3.4, ③④, 1, 2,Ｄトシザサンサン, 73,蛯名正,, 74,*  3,  16, 8, 16.2, ①①
 3, 2,Ｇニシノクイック, 34,田辺裕, 0.0, 53,* -8,   3, 9, 86.2, ②③, 2,14,Ｎヒカルサンピラｰ, 29,村田一, 1.0, 48,*-18,*  8, 6, 32.9,⑨③②, 2, 2,Ｉトｰセンラヴ, 62,田中博, 0.1, 61,  -3,*  9, 9, 25.2, ⑪⑧, 2, 6,Ｇアイスドｰル, 70,江田照, 0.0, 76,*  1,  19, 1,  3.9, ③③
 2, 5,Ａロットオブカクテル, 49,吉田隼, 0.2, 53, -14,*  6, 1,  2.1, ⑥⑤, 3, 2,Ｃグランマｰジｰン, 49,高橋智, 1.7, 37,*-19,   2, 5, 17.6,③③④, 3,14,Ｄサキノリュウオｰ, 65,江田照, 0.3, 66,   7,   0,10, 29.1, ③③, 3, 3,Ｃキラリダイヤモンド, 75,吉田隼, 0.2, 74,*  4,  16, 5, 11.4, ②②
 4, 4,Ｃエイワンキセキ, 46,小林淳, 0.5, 47,  -9,   0, 4,  7.6, ④③, 4, 7,Ｄエルンテフェスト, 48,塚田祥, 1.7, 38, -21,   3, 4, 15.5,⑥⑥⑥, 4, 8,Ｆベルモントバレット, 64,石橋脩, 0.7, 59,   5,  -5,12, 55.6, ③④, 4, 4,Ｂコスモスカイライン, 76,塚田祥, 0.3, 69,*  1,  14,11, 26.2, ③③
 5, 1,Ｈタイフｰンスウェル, 28,石橋脩, 0.7, 41, -12,  -3, 6, 18.0, ④⑤, 5,13,Ｌブルｰアジサイ, 36,熊沢重, 1.7, 36,*-18,   0,10, 82.9,②②②, 5, 6,Ｊセンスオブアｰト, 60,田中勝, 0.7, 59,   1,   1, 7, 18.3, ⑧⑧, 5, 1,Ｍレインボｰロマンス, 65,石神深, 0.4, 75,  -2,  21, 6, 12.2, ⑨⑧
 6, 6,Ｂマイネルピｰク, 46,吉田豊, 0.9, 40, -16,  -1, 7, 28.5, ⑦⑦, 6,10,Ｉメサジェ, 40,高野和, 1.8, 33,*-19,  -1,14,182.7,③③④, 6, 5,Ｃトウショウヴォイス, 68,小林淳, 0.8, 57,  -2,   3, 8, 18.7, ⑪⑪, 6, 5,Ｋクイックセイコｰ, 67,柴田善, 0.4, 73,   1,  18, 2,  5.7, ⑥⑤
 7,10,Ｊワキノハクオウ,-21,柴田善, 0.9, 48, -20,*  8, 8, 70.8, ⑩⑩, 7, 3,Ｋウィンディｰタイム, 37,木幡初, 2.0, 36, -20,   2,12,141.3,⑥⑧⑧, 7,12,Ｈスパｰブスピリット, 62,柴田善, 0.8, 60,*  7,  -8, 2,  4.3, ②①, 7,16,Ｆアミュレット, 71,高橋智, 0.5, 78,  -6,* 25,13, 34.6, ⑭⑫
 8, 8,Ｄファストソニック, 45,田中勝, 1.0, 37,* -8, -12, 3,  5.9, ②②, 8, 8,Ｂウインソリスト, 51,嘉藤貴, 2.2, 34, -21,   2, 2, 12.6,⑤⑩⑩, 8, 4,Ｋスカｰリイベイビｰ, 60,穂苅寿, 0.9, 57,   0,   0, 4,  7.8, ⑧⑪, 8,12,Ｊストロベリｰドｰル, 67,木幡初, 0.6, 74,  -5,  22,12, 33.8, ⑪⑫
