06年 5月21日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 5月21日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1600m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-0.4,,,,,■ 4R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2.1,,,,,■ 7R  ダ1600m 4歳上500万 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-3.8,,,,,■10R  芝1400m 4歳上1600万(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-2.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾌﾘｰｳｪｲｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ｂショウナンアンジュ, 62,横山典,, 51,*  1,*-15, 1,  1.9, ②②, 1, 9,Ｂアドバンテｰジ, 56,柴田善,, 63,* -3,*  6, 1,  2.4,③②②, 1, 2,Ｂナムラオルフェ, 67,藤田伸,, 71,   5,*  5, 2,  5.2, ④④, 1,18,Ｉダイワメンフィス, 76,北村宏,, 80,* -2,* 21, 8, 27.8, ③③
 2, 5,Ａソｰマサイト, 62,四位洋, 0.0, 51,*  1,*-15, 2,  2.5, ①①, 2, 7,Ｃトｰセンクルｰズ, 55,武豊  , 0.1, 61,* -2,   3, 3,  4.4,②①①, 2, 6,Ａクラウニングスタｰ, 73,蛯名正, 0.1, 71,*  6,   1, 1,  1.6, ①①, 2,13,Ａカタナ, 97,吉田豊, 0.1, 82,  -4,* 23, 1,  2.7, ⑤⑤
 3, 9,Ｅガイアレインボｰ, 44,石神深, 1.0, 41,  -2, -20,11, 99.1, ⑥⑤, 3, 8,Ｆテンエイミュｰズ, 50,ボス  , 0.3, 60,  -5,*  6, 7, 36.1,⑧⑥⑦, 3,11,Ｈゴｰルドジェネラル, 56,福永祐, 0.2, 69,   4,*  4, 9, 58.1, ⑥⑥, 3,15,Ｏエレスサｰル, 70,福永祐, 0.2, 73,* -1,  17, 6, 22.6, ②②
 4, 3,Ｊディアブロｰディア, 40,田中勝, 1.2, 38,  -4, -18, 6, 28.1, ⑪⑨, 4, 2,Ａキングポッシブル, 58,安藤勝, 0.4, 59,  -4,   3, 2,  3.7,⑤⑥④, 4, 1,Ｄヴィオラポンポｰサ, 64,大庭和, 0.4, 64,  -1,* 10, 6, 19.6, ⑭⑭, 4,10,Ｇスクｰルボｰイ, 78,本田優, 0.2, 74,* -2,  18, 9, 38.3, ③③
 5, 2,Ｃケイアイメガミ, 48,岩田康, 1.3, 38,  -2, -22, 4, 15.5, ⑦⑤, 5,10,Ｄヨシウォｰリア, 51,岩田康, 0.7, 57,  -7,   4, 9, 65.9,⑧⑨⑧, 5, 9,Ｇクリノシシマル, 56,四位洋, 0.9, 63,*  5,  -5, 4, 15.2, ③②, 5, 9,Ｃワキノカイザｰ, 83,四位洋, 0.4, 76,  -7,* 21,11, 42.2, ⑦⑩
 6, 1,Ｆプリンセススピカ, 43,小林淳, 1.3, 37,  -6, -17,12,139.0, ⑫⑫, 6, 1,Ｈロｰドオブワン, 39,田中勝, 0.9, 53,  -4,  -5,10,106.2,⑥④④, 6, 3,Ｉチャッティｰギャル, 55,北村宏, 1.0, 62,   3,  -3, 5, 16.0, ⑧⑧, 6, 4,Ｆエイシンデピュティ, 78,安藤勝, 0.5, 71,  -5,  19, 3,  5.0, ⑥⑦
 7,13,Ｄフレッシュチェリｰ, 45,柴田善, 2.0, 32,  -3, -28, 5, 19.0, ⑦⑦, 7, 4,Ｊラインハルト, 36,松岡正, 1.4, 46,* -4, -14, 8, 40.8,③④④, 7,12,Ｏセイカモリオカ, 50,田中勝, 1.2, 59,   2,  -3,11,127.6, ⑩⑨, 7, 8,Ｒガブリン, 43,ボス  , 0.5, 73,  -9,* 21,14, 46.2, ⑫⑬
 8, 4,Ｇエムオｰフラワｰ, 43,蛯名正, 2.0, 33,* -1, -31, 3, 11.9, ③④, 8,11,Ｇスカイウォｰク, 45,横山典, 1.4, 48,  -6,  -8, 4, 11.0,⑪⑪⑧, 8,15,Ｆヴイトゥリｰ, 58,松岡正, 1.3, 59,   2,  -4, 7, 25.9, ⑩⑨, 8, 3,Ｈシゲルドントイケ, 77,蛯名正, 0.6, 73,  -9,* 21, 7, 25.5, ⑯⑮
 9, 8,Ｋモモネシャイン, 38,鈴木慶, 2.2, 29,  -6, -26,14,275.2, ⑭⑫, 9, 3,Ｅマイネルシュバルツ, 50,藤田伸, 1.7, 42,* -3, -20, 6, 12.6,①②②, 9,14,Ｊジュリアスアロｰ, 54,武士沢, 1.4, 56,  -1,   0,15,476.9, ⑭⑭, 9,17,Ｂフィレンツェ, 84,武豊  , 0.6, 67,  -6,  17, 2,  4.2, ⑨⑦
10,11, ハイフレンドステキ,---,江田照, 2.6, 26,  -5, -30, 9, 85.3, ⑩⑨,10, 5, モエレヴァチャス,---,北村宏, 3.0, 30,  -8, -28, 5, 12.5,⑩⑩⑪,10,10,Ｍミスタｰジェイド, 53,本田優, 1.4, 59,   5,  -8, 8, 38.1, ④④,10,16,Ｄピサノグラフ, 81,横山典, 0.7, 67,  -7,  17, 4, 11.9, ⑫⑩
11,10,Ｈヤマノルｰジュ, 41,福永祐, 2.6, 25,  -6, -28,10, 94.9, ⑬⑫,11, 6,Ｉフジミライ, 38,的場勇, 3.4, 21,  -9, -38,11,281.6,⑥⑥⑩,11,16,Ｅゴｰルドザボｰガｰ, 62,吉田豊, 1.4, 59,   4,  -7, 3,  8.1, ⑧⑥,11,14,Ｊビｰナスライン, 75,藤田伸, 0.7, 65,  -6,  15,10, 38.6, ⑨⑦
12,14,Ｉライブリｰダンス, 40,藤田伸, 2.7, 27,*  0, -39, 7, 40.2, ③③,,,,,,,,,,,,,12,13,Ｋトｰセンゴｰルド, 54,見沢譲, 1.6, 55,   1,  -5,14,368.9, ⑫⑫,12,12,Ｅサクセスドマｰニ, 79,松岡正, 0.8, 70, -10,  20,13, 45.2, ⑭⑰
13, 6, トミケンパシオン,---,吉田豊, 2.9, 24,  -4, -35, 8, 52.6, ⑦⑦,,,,,,,,,,,,,13, 7,Ｎテンエイトップガン, 50,石神深, 1.8, 56,*  6, -14,10,124.8, ②②,13, 2,Ｍチアフルワｰルド, 73,柴田善, 0.9, 64,  -9,  17,12, 43.3, ⑰⑮
14, 7,Ｌエビスチェリｰ, 19,小野次, 3.8, 16,  -4, -43,13,269.3, ⑤⑨,,,,,,,,,,,,,14, 5,Ｐトｰアツキノオｰ, 50,小林淳, 2.1, 51,   1,  -9,13,337.0, ⑬⑫,14, 1,Ｎスパイン, 71,石神深, 0.9, 51,*  2,   3,15, 91.9, ①①
,,,,,,,,,,,,,,,,,,,,,,,,15, 8,Ｌリネンドン, 54,江田照, 3.0, 43,   2, -22,12,293.3, ⑥⑨,15, 6,Ｌシンボリスナイパｰ, 74,田中勝, 0.9, 62,  -7,  14,16,205.5, ⑭⑩
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16, 7,Ｋウォｰタｰヘンリｰ, 75,石橋守, 0.9, 70, -12,* 22, 5, 13.2, ⑱⑱
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17, 5,Ｐショｰストッパｰ, 67,川島信, 1.3, 51,  -8,   9,17,295.7, ⑨⑬
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,11,Ｑトニｰビｰバｰ, 61,熊沢重, 1.4, 42,* -4,   1,18,366.3, ⑦⑤
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:+9 ﾚｰｽｱｶﾞﾘ指数:-12 馬場:重(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:稍重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:稍重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:-11 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:良(指数:-4),,,,,,,,,,,
単勝:190円 複勝:12=110円 05=110円 09=550円 枠連:180円,,,,,,,,,,,,単勝:240円 複勝:09=130円 07=170円 08=480円 枠連:420円,,,,,,,,,,,,単勝:520円 複勝:02=150円 06=120円 11=610円 枠連:340円,,,,,,,,,,,,"単勝:2,780円 複勝:18=640円 13=160円 15=590円 枠連:350円",,,,,,,,,,,
"馬連:180円 ワイド:05-12=120円 09-12=1,310円 05-09=1,880円",,,,,,,,,,,,"馬連:570円 ワイド:07-09=260円 08-09=890円 07-08=1,160円",,,,,,,,,,,,"馬連:440円 ワイド:02-06=230円 02-11=2,300円 06-11=1,520円",,,,,,,,,,,,"馬連:3,920円 ワイド:13-18=1,760円 15-18=5,400円 13-15=1,430円",,,,,,,,,,,
"馬単:330円 3連複:3,360円",,,,,,,,,,,,"馬単:920円 3連複:2,930円",,,,,,,,,,,,"馬単:1,200円 3連複:5,010円",,,,,,,,,,,,"馬単:9,870円 3連複:19,570円 3連単:136,740円",,,,,,,,,,,
■ 2R  ダ1300m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-7.5,,,,,■ 5R  芝1600m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.8,,,,,■ 8R  芝1800m 3 歳500万(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2.9,,,,,■11R  芝2400m 3 歳ｵｰﾌﾟﾝ(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.8,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ｶｰﾈｰｼｮﾝｶｯﾌﾟ,,,,,,,,,,,,優駿牝馬 ＧⅠ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｈウインブラッド, 35,蛯名正,, 68,* -2,*  4, 5, 10.0, ⑨①, 1, 2, エンタｰティナｰ,---,柴田善,, 61,  -9,* 18, 6, 19.4, ⑯⑯, 1,10,Ｉマイネトップレディ, 56,郷原洋,, 73,*  3,  10, 5, 17.7,③⑤③, 1, 9,Ｅカワカミプリンセス, 74,本田優,, 80,  10,   8, 3,  6.7,⑦⑤⑤
 2,10,Ａダイワダイハｰド, 57,柴田善, 0.3, 62,* -2,   1, 1,  2.2, ①②, 2,15, シュヴァルドｰル,---,岩田康, 0.2, 61,*  2,  -4, 2,  5.6, ⑤②, 2,15,Ｂホｰリｰミスト, 66,横山典, 0.1, 74,  -2,* 17, 1,  2.4,⑨⑨⑨, 2, 2,Ｇフサイチパンドラ, 69,福永祐, 0.1, 79,   9,   9, 5, 12.6,⑦⑧⑦
 3,16,Ｆネイチャｰガイド, 40,武豊  , 0.7, 58,* -3,  -2, 6, 20.5, ④②, 3,17, ダイシンアラシ,---,ボス  , 0.6, 54,  -6,*  2, 5, 19.3, ⑪⑫, 3, 4,Ｄユｰロペ, 63,藤田伸, 0.1, 71,*  5,   3, 4,  6.7,①①①, 3,10,Ｆアサヒライジング, 72,柴田善, 0.2, 76,* 13,  -4, 7, 18.2,②②②
 4,13,Ｂサザンウインド, 49,石神深, 0.9, 52, -10,*  5, 2,  3.5, ④⑦, 4, 8,Ｈクチベニ, 40,郷原洋, 0.6, 53,  -8,*  5,12, 91.7, ⑮⑭, 4, 7,Ｃアラマサスナイパｰ, 66,武豊  , 0.1, 76,  -5,* 25, 2,  4.7,⑬⑭⑮, 4,13,Ｂアドマイヤキッス, 81,武豊  , 0.4, 76,   8,   8, 1,  3.0,⑫⑩⑧
 5, 6,Ｃマイネケｰニギン, 47,ボス  , 1.0, 54,* -3,  -4, 4,  9.3, ②④, 5, 1,Ｄヤマノマイラヴ, 52,四位洋, 0.7, 53,  -5,  -1, 8, 24.5, ⑬⑩, 4, 9,Ｐチェイスバニヤン, 42,ボス  , 0.1, 71,*  4,   5,10, 58.8,②②②, 5, 5,Ｈニシノフジムスメ, 69,藤田伸, 0.6, 74,   8,   5, 6, 13.8,⑩⑧⑧
 6, 4,Ｄトｰホウヘッド, 45,岩田康, 1.1, 52,  -7,  -1, 7, 21.9, ④⑤, 6,12,Ｅヒカルダイチ, 52,田中勝, 0.9, 52,*  1, -13, 4, 15.6, ⑥③, 6,13,Ａメジロラルゴ, 72,武士沢, 0.5, 69,  -2,  11, 3,  5.1,⑨⑪⑨, 6,17,Ｄキストゥヘヴン, 76,安藤勝, 0.7, 74,   6,* 11, 2,  3.8,⑮⑬⑫
 7, 9,Ｎバトルソウルフル,-12,的場勇, 1.3, 42, -17,*  5,16,544.7, ⑬⑫, 7,13,Ｋシルククロｰチェ, 32,的場勇, 0.9, 47,  -4, -11, 9, 60.6, ②⑥, 7, 5,Ｅメタルビｰズ, 61,江田照, 0.6, 69,  -3,  13, 7, 26.6,⑭⑭⑫, 7,15,Ａシェルズレイ, 82,岩田康, 0.7, 71,* 11,  -6,11, 46.2,③④④
 8, 5,Ｇオンワｰドアリア, 39,郷原洋, 1.7, 42, -14,   1, 9, 74.1, ⑪⑪, 8,18,Ａコアレスストｰム, 62,蛯名正, 1.0, 50,*  2, -16, 1,  1.6, ①①, 8, 1,Ｈジラソｰレ, 57,岩田康, 0.6, 65,*  4,  -1,13, 93.1,③③③, 8,16,Ｉマイネジャｰダ, 68,四位洋, 0.9, 72,   4,* 12,18,277.2,⑱⑰⑮
 9, 1,Ｉブルｰノｰザｰ, 34,武士沢, 1.7, 42, -15,   2,10, 76.9, ⑬⑫, 9, 7,Ｊカイシュウワンダｰ, 38,石神深, 1.2, 46,  -6,  -7,16,291.8, ⑩⑫, 9, 3,Ｍショウナンバラｰド, 50,吉田豊, 0.9, 65,  -4,  10, 8, 33.8,⑨⑫⑫, 9, 1,Ｊブルｰメンブラット, 67,川島信, 0.9, 72,   5,* 11, 8, 21.1,⑫⑭⑭
10, 3,Ｊタマモエンジェル, 28,小野次, 2.2, 38, -12,  -6, 8, 66.8, ⑧⑩,10, 5,Ｆマｰカッシン, 49,吉田豊, 1.2, 46,  -3, -12, 7, 23.5, ⑥⑦,10, 6,Ｎパッサリン, 49,松岡正, 0.9, 63,   1,   0,12, 76.7,⑤⑥⑧,10, 8,Ｐシｰクレットコｰド, 59,ボス  , 1.3, 65,  10, -11,13, 52.9,⑥⑤⑤
11, 8, ニシノコクリュウ,---,田中勝, 2.2, 35, -18,   0, 3,  6.9, ⑯⑮,11,11,Ｃミヤギブレイド, 54,松岡正, 1.3, 45,  -3, -13, 3, 10.3, ⑥⑦,11,14,Ｊクリスタルロｰズ, 55,柴田善, 0.9, 62,   1,  -1,11, 67.3,⑤⑥⑥,11,11,Ｏテイエムプリキュア, 60,熊沢重, 1.3, 66,   7,  -3,10, 37.8,⑭⑩⑪
12, 7,Ｅベルモントブロンド, 40,横山典, 2.2, 39, -11,  -7,11, 88.4, ④⑦,12, 3,Ｎミウラフェニックス, 20,江田照, 1.6, 40,  -8, -10,17,350.6, ⑬⑭,12, 2,Ｌポｰトエリザベス, 51,北村宏, 1.0, 61,   1,  -3, 9, 36.2,⑧⑥⑥,12,12,Ｒキｰプユアスマイル, 48,田中勝, 2.2, 57,   4,  -7,14, 69.9,⑰⑭⑮
13,14,Ｋプリンセスチケット, 27,岩部純, 2.3, 36, -15,  -4,14,442.0, ⑪⑫,13,16,Ｌダブルエイト, 32,千葉直, 1.6, 37,  -5, -20,18,361.8, ⑥⑦,13,11,Ｋハタノアディクト, 54,小林淳, 1.2, 61,  -3,   3,16,438.9,⑭⑫⑫,13,18,Ｍヤマトマリオン, 66,菊沢隆, 2.9, 46,* 12, -43, 9, 33.6,④②③
14,15,Ｍスロバキアシチｰ, 18,吉田豊, 2.9, 28, -18,  -6,13,246.0, ⑮⑮,14,14,Ｍラプラシアン, 28,北村宏, 1.9, 36,  -5, -19,14,185.6, ⑪⑩,14,16,Ｆメジロレント, 57,小野次, 1.4, 55,*  3, -12, 6, 20.6,⑤③③,14, 3,Ｑアクロスザヘイブン, 56,小野次, 3.7, 38,   9, -44,15, 81.3,④⑦⑧
