06年 4月 9日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 4月 9日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0.5,,,,,■ 4R  ダ1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2.3,,,,,■ 7R  芝2200m 4歳上500万 別定,,,,,,,出走馬ﾚﾍﾞﾙ:1.5,,,,,■10R  ダ1800m 4歳上1600万 ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-0.5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,梅田ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ｅミズリングリｰダｰ, 50,安藤勝,, 54,* -6,  -4, 4, 10.1,③③①, 1, 6,Ｂトップアｰチ, 64,安藤勝,, 55,*-10,   3, 1,  3.5, ①①, 1,12,Ｇポップロック, 68,四位洋,, 80,  -2,* 21, 3,  6.0,④④③, 1, 2,Ｂスｰパｰチャンス, 83,デムｰ,, 83,   4,  16, 3,  4.9,⑧⑤③
 2, 7,Ａヤマニンリュクス, 58,四位洋, 0.0, 54,  -8,   0, 1,  1.6,⑥④③, 2,16,Ｅエイシンハテンコｰ, 51,四位洋, 0.0, 62, -16,* 11, 6, 13.6, ⑫⑤, 2,15,Ａサクラキングダム, 75,岩田康, 0.8, 70,  -3,  13, 1,  1.7,⑤⑤⑤, 2, 6,Ａラッキｰブレイク, 90,安藤勝, 0.1, 84,   3,* 18, 2,  4.1,⑩⑩⑧
 3, 5,Ｂケイアイシャｰプ, 54,船曳文, 0.2, 51, -12,*  1, 5, 11.8,⑧⑦⑥, 3,11,Ｃタケショウボス, 59,小牧太, 0.1, 56,*-12,   5, 4,  5.8, ④②, 3,16,Ｋイナズマロｰレル, 66,川田将, 0.8, 64,*  0,   3, 6, 24.9,①①①, 3, 3,Ｅスカｰレットベル, 80,武豊  , 0.2, 78,*  7,   9, 1,  2.8,①①①
 4, 1,Ｊクｰドゥフｰドル, 46,柴原央, 0.7, 53, -16,*  9, 7, 28.4,⑮⑮⑭, 4, 3,Ａシルクウィザｰド, 64,池添謙, 0.4, 57, -18,* 10, 2,  3.7, ⑫⑧, 4, 4,Ｅシルクスクランブル, 69,福永祐, 1.0, 67,  -4,  11, 7, 34.7,⑤⑤⑥, 4, 8,Ｇテイエムヤマトオｰ, 78,和田竜, 0.5, 74,*  5,   8, 9, 47.3,②②②
 5, 6,Ｎマイスイｰトロｰド, 35,藤岡佑, 0.9, 46,* -6, -12, 9, 40.7,②①①, 5, 5,Ｉアイアムドルフィｰ, 43,横山典, 0.6, 49,*-11,  -1, 3,  5.3, ②②, 5, 8,Ｍリッカドリムオ, 60,田中勝, 1.0, 65,*  0,   2,12, 72.5,②②①, 5, 4,Ｃバンブｰライカルト, 81,田中勝, 0.5, 79,   1,* 17, 8, 23.4,⑪⑩⑪
 6,12,Ｆアイファｰエキスポ, 50,小牧太, 1.0, 48, -12,  -3, 3,  9.4,⑫⑨⑧, 6, 7,Ｋブライアンズイｰラ, 41,福永祐, 0.7, 48, -13,   1, 9, 50.6, ⑤⑤, 6, 2,Ｊマイネルマグナｰト, 67,小牧太, 1.2, 65,  -5,  11, 4, 12.5,⑦⑦⑨, 6,11,Ｉブリッコｰネ, 78,岩田康, 0.7, 74,   4,   9, 6, 11.1,⑤⑤⑥
 7,14,Ｄヤマニンビアンカ, 51,酒井学, 1.2, 47, -14,  -1,11, 55.6,⑧⑩⑨, 7, 9,Ｈシンメイシロフネ, 45,岩田康, 1.3, 43, -17,  -1, 7, 22.4, ⑧⑧, 7, 6,Ｈブレッザ, 67,佐藤哲, 1.2, 69,  -6,* 14, 8, 43.7,⑯⑯⑪, 7,10,Ｍアグネスギンガ, 74,長谷川, 0.9, 74,  -1,  14,10,128.6,⑫⑫⑫
 8, 3,Ｌレインボｰミｰナ, 41,田村太, 1.4, 40, -10, -15,14,261.6,④④⑤, 8, 4,Ｆスズカウエスト, 50,武豊  , 1.3, 42, -16,  -2, 5,  7.7, ⑦⑧, 8, 9,Ｂマイネルピカドｰル, 72,安藤勝, 1.3, 68,  -5,  13, 2,  5.7,⑪⑫⑪, 8, 9,Ｄゼンノパルテノン, 81,福永祐, 0.9, 73,*  5,   6, 5, 10.8,③④③
