06年 9月18日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 9月18日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2.7,,,,,■ 4R  芝2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-0.1,,,,,■ 7R  芝1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0.1,,,,,■10R  芝2500m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-0.5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,熊野特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｄマイネルダイナモ, 39,長谷川,, 58,   8,*-15, 1,  2.4,⑥③④, 1, 3,Ｏポンデアスｰカル, 41,中舘英,, 64,* -1,   7, 6, 15.0,⑭②①, 1, 8,Ｄタムロスタｰディ, 71,佐藤哲,, 81,  10,  14, 2,  6.4, ④⑤, 1, 3,Ｅイブキトレッキング, 71,江田照,, 73,   8,*  5, 8, 37.4,⑦⑦⑤
 2, 1,Ｈテイエムアタック, 29,中村将, 0.3, 51,   7, -23,10, 59.4,③③③, 2, 8,Ｆロｰレルナイト, 54,長谷川, 0.2, 68,  -4,* 11, 5, 13.3,⑪⑦③, 2,12,Ｊメジロシリング, 64,川田将, 0.1, 78,* 11,  11, 3,  6.7, ②③, 2, 6,Ｃミツワスカイハイ, 78,渡辺薫, 0.0, 75,* 13,  -4, 1,  2.1,⑦②①
 3, 7,Ａタケイチゼット, 69,和田竜, 0.3, 55,* 10, -24, 3,  3.7,①①①, 3,17,Ｉデルフィヌス, 52,川田将, 0.3, 62,* -3,   7, 4, 12.5,⑦③③, 3,14,Ｅパパラチア, 71,田中克, 0.2, 76,   3,  14,10, 37.4, ⑦⑦, 3, 2,Ｈチョウノゾミ, 70,中舘英, 0.3, 69,  10,  -6, 3,  5.6,④④③
 4, 9,Ｉニオウ, 28,太宰啓, 0.9, 48,* 10, -33, 7, 29.6,②②②, 4,13,Ｂアグネスネクタル, 58,鮫島良, 0.4, 57,* -3,   3, 2,  4.3,③③⑦, 4, 7,Ｃメイショウヨシヒサ, 71,石橋守, 0.3, 75,   8,  11, 1,  2.8, ④④, 4, 4,Ｂダブルキング, 79,塚田祥, 0.3, 68,* 11, -11, 6, 17.1,⑨②③
 5, 4,Ｆゴｰルデンエビス, 33,赤木高, 0.9, 48,   4, -20, 6, 19.4,⑨⑦⑤, 5, 1,Ｃエプソムベガ, 57,渡辺薫, 0.5, 61,  -5,   8, 1,  2.3,⑦⑦⑦, 5,16,Ａセイシュンジダイ, 80,中村将, 0.4, 82, -14,* 28, 4,  7.6, ⑮⑮, 5, 8,Ｄゴｰルドフォイル, 73,秋山真, 0.4, 69,* 11, -11, 4,  6.4,③①②
 6, 5,Ｅリバｰトｰマス, 36,西原玲, 1.7, 41,   4, -32,11, 78.6,⑧⑦⑦, 6,11,Ｑウォルトンパワｰ, 34,内田浩, 0.5, 65,  -6,* 11,16,151.8,⑦⑪⑫, 6, 4,Ｇムｰランルｰジュ, 66,中舘英, 0.4, 72,* 13,   5, 6,  9.0, ②②, 6, 9,Ｇニホンピロザプラウ, 70,北村浩, 0.4, 67,   7,* -2, 7, 20.4,⑥⑦⑦
 7, 3,Ｃテイエムジカッド, 44,鮫島良, 1.7, 41,  -3, -20, 5, 16.8,⑪⑩⑩, 7,12,Ｒクラウドキャッスル, 22,角田晃, 0.7, 60,  -6,   8,14, 90.9,⑯⑪⑨, 7,15,Ｂコアレスパレｰド, 73,田村太, 0.5, 75,  -8,* 20, 9, 34.9, ⑬⑬, 7, 5,Ａグランドパルファン, 82,和田竜, 1.1, 62,   9, -16, 2,  4.6,⑤⑤⑤
 8, 8,Ｋセレスディｰン, 15,幸英明, 2.5, 36,   4, -44, 9, 51.4,④⑦⑦, 8,15,Ｇラブイズエンジェル, 53,佐藤哲, 0.9, 51,* -3,  -2, 3,  9.9,②③③, 8,13,Ｋアグネスプロトン, 63,塚田祥, 0.5, 72,  -1,  14,11, 38.3, ⑩⑩, 8, 7,Ｉグランプリゴｰルド, 67,赤木高, 2.9, 52,  10, -43, 5, 16.9,②⑤⑦
