06年 8月19日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 8月19日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1000m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5.0,,,,,■ 4R  芝1200m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  芝1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0.2,,,,,■10R  芝2000m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-4.3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,西部ｽﾎﾟﾆﾁ賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｂエミネンツァベルタ, 58,福永祐,, 70,* 14,* -5, 2,  7.1, ①①, 1, 7, ベルモントプロテア,---,和田竜,, 49,  -3,  -8, 5,  8.4, ②①, 1, 8,Ａドマｰニ, 65,福永祐,, 72,*  1,* 11, 2,  3.8,②②②, 1,11,Ｃマｰブルバルダｰ, 74,熊沢重,, 74,* -9,* 26, 6, 12.0,④③②
 2, 8,Ａナンゴクプラネット, 67,熊沢重, 0.5, 59,* 11, -12, 1,  1.2, ②②, 2, 3, コアレスアタック,---,南井大, 0.1, 44,  -6,  -9, 7, 35.1, ④⑤, 2, 2,Ｃサクラインザダｰク, 57,熊沢重, 0.0, 72,*  3,*  8, 1,  1.5,①①①, 2, 8,Ｄキングオブウィナｰ, 73,佐藤哲, 0.1, 65,* -7,  20, 2,  7.0,①①①
 3, 3,Ｅグッドヘラクレス, 39,太宰啓, 0.7, 53,* 10, -16, 4, 16.5, ②②, 3, 4, エｰシンエｰユｰ,---,川田将, 0.5, 40,  -5, -14, 1,  2.2, ④⑤, 3, 6,Ｇブルｰマタドｰル, 49,鮫島良, 1.0, 58,  -1,  -2, 3,  9.5,⑤④③, 3, 6,Ｅテンシノゴｰルド, 72,小牧太, 0.3, 69, -12,* 25, 4,  8.1,⑦⑤⑤
 4, 4,Ｃネイルビュｰティｰ, 54,金折知, 0.7, 49,   4, -10, 5, 22.6, ④④, 4, 9, キｰポジション,---,太宰啓, 0.5, 38, -21,* -2, 9, 59.3, ⑨⑨, 4, 1,Ｊゴｰルデンラダｰ, 42,和田竜, 1.8, 49,  -5,  -4, 6, 29.4,⑦⑦⑥, 4,10,Ｂマイジョｰカｰ, 75,池添謙, 0.4, 77, -11,* 30, 5,  9.1,⑨⑦⑦
 5, 2,Ｄリサミサツインズ, 42,川田将, 0.8, 48,  -8,* -4, 3, 11.4, ⑥⑤, 5,11, トウカイアワｰド,---,幸英明, 0.6, 39,  -5, -15, 4,  5.9, ④②, 5,11,Ｈケンブリッジケン, 48,赤木高, 2.0, 46, -13,*  8,10,146.7,⑫⑫⑪, 5, 2,Ｇマストビｰトゥルｰ, 65,船曳文, 0.6, 55,*-10,  16, 7, 13.6,③③②
 6, 9,Ｈブラックマジック, 22,飯田祐, 1.6, 30,  -2, -23, 6, 33.5, ⑤⑥, 6, 8, サクラサンビｰム,---,佐藤哲, 0.8, 32,  -8, -18, 2,  5.2, ⑧⑤, 6, 3,Ｅメイショウカレン, 53,北村友, 2.2, 41, -11,  -3, 8, 64.5,⑨⑩⑧, 6, 9,Ｆクｰフｰリン, 70,飯田祐, 0.6, 60, -11,  19,11,122.7,⑥⑤⑤
 7, 6,Ｆカシノダンク, 29,高野容, 1.7, 18, -17, -15, 9, 84.4, ⑧⑦, 7, 5, ゴｰルデンエビス,---,赤木高, 1.0, 32, -21,  -9, 6, 30.4, ⑨⑨, 7, 4,Ｄホネマデアイシテ, 56,中村将, 2.4, 40,  -2, -24, 7, 33.4,⑤④④, 7, 4,Ｈエキゾｰストノｰト, 62,幸英明, 0.7, 68, -11,  25, 3,  7.7,⑦⑦⑦
 8, 7,Ｇカオリエスポワｰル, 25,野元昭, 2.2,  0, -14, -24, 8, 76.9, ⑦⑦, 8,10, スズノユｰフォｰド,---,中村将, 1.1, 26,  -8, -26,10, 60.6, ④⑧, 8,10,Ｋエプソムフォルテ, 37,渡辺薫, 2.5, 41,  -9,  -7, 9,143.3,⑨⑧⑨, 8, 5,Ａアグネスツイスタｰ, 79,福永祐, 1.0, 62, -16,  23, 1,  1.9,⑩⑩⑦
 9, 5,Ｉダンツトリプル, 20,中村将, 3.6,-66, -25, -41, 7, 38.7, ⑨⑨, 9, 1, ウォｰタｰクレス,---,小牧太, 1.5, 25,* -3, -34, 3,  5.3, ②②, 9, 5,Ｂエレガントホｰラｰ, 57,飯田祐, 3.0, 36,  -2, -28, 4, 13.0,②⑥⑦, 9, 1,Ｊブラストサンデｰ, 60,和田竜, 1.6, 47,* -9,   0, 8, 50.0,②②②
,,,,,,,,,,,,10, 2, オｰスミオペラ,---,渡辺薫, 1.9, 20,* -1, -41, 8, 39.6, ①②,10, 7,Ｆトシツカサオｰ, 50,角田晃, 3.1, 35,*  0, -35, 5, 21.0,②③⑤,10, 7,Ｉサンショｰオｰ, 61,鮫島良, 1.6, 57, -19,  22,10, 95.8,⑪⑪⑩
,,,,,,,,,,,,11, 6, パｰプルマンテン,---,鮫島良, 3.3,-79, -47, -20,11,130.3, ⑪⑪,11,12,Ｉサイキョウキング, 45,田中克, 3.1, 31, -10, -20,11,348.8,⑧⑧⑨,11, 3,Ｋキンシタイガｰ, 56,角田晃, 2.0, 40, -14,   2, 9, 83.4,⑤⑦⑩
