06年 3月19日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 3月19日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0.1,,,,,■ 4R  芝3140m 4歳上ｵｰﾌﾟﾝ 別定,,,,,,,,,,,,■ 7R  ダ1800m 3 歳500万 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0.5,,,,,■10R  芝1600m 3 歳500万 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0.3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,さわらび賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ｃウォｰクライ, 50,武幸四,, 65, -10,* 13, 3,  5.1,⑥⑥③, 1, 8, スプリングゲント,,白浜雄,,,,, 1,  2.8,②②②, 1, 8,Ｂサンライズレクサス, 68,武豊  ,, 74,* -7,* 16, 1,  1.4,②②①, 1, 6,Ａアドマイヤディｰノ, 79,安藤勝,, 86,* 20,  -3, 1,  2.3,①①①
 2, 6,Ａトウカイポリシｰ, 60,芹沢純, 0.0, 62,* -8,   9, 1,  2.0,②①①, 2,10, メイショウタロｰ,,嘉堂信, 0.1,,,, 2,  3.3,⑤⑤⑤, 2, 4,Ｅマイネルファｰマ, 59,佐藤哲, 1.0, 61,  -8,   9, 5, 22.8,④③③, 2, 7,Ｂメイショウゲンジ, 70,池添謙, 0.7, 77,* 17,  -9, 2,  5.4,①②②
 3, 8, シルクユニコｰン,---,岩田康, 0.0, 63,* -8,   9, 2,  3.4,③③①, 3, 2, テイエムアラムシャ,,出津孝, 0.1,,,, 6, 14.8,①①①, 3, 1,Ｃマルタカタキオン, 63,池添謙, 1.7, 54,  -9,   4, 3,  8.9,⑤⑤④, 3, 4,Ｄパｰフェクトジョイ, 67,岩田康, 0.9, 74,  10,* -1, 3,  6.2,⑥⑤⑤
 4, 3,Ｅコスミックパワｰ, 41,渡辺薫, 0.9, 54,  -9,   4, 8, 96.9,④③③, 4,11, コウエイトライ,,小坂忠, 1.0,,,, 3,  5.0,④④④, 4, 3,Ｄペケジェイ, 60,安藤勝, 2.5, 43,* -6,  -9, 4, 12.2,①①①, 4,12,Ｈロｰドアルファｰド, 62,武豊  , 0.9, 75,  14,  -6, 4,  8.2,③③③
 5, 7,Ｄビッグアラジン, 44,和田竜, 1.0, 56, -11,   6, 5, 21.4,⑧⑧⑥, 5, 1, マイビッグドリｰム,,中村将, 1.4,,,, 7, 26.5,③②②, 5, 6,Ａフレンチウォリアｰ, 71,岩田康, 2.7, 43,  -9,  -6, 2,  3.7,⑤⑤⑤, 5,10,Ｆソリッドプラチナム, 64,柴原央, 1.0, 75,   5,*  7, 7, 18.8,⑪⑭⑨
 6,10,Ｇキョウコマチ, 38,小原義, 1.6, 51, -13,   4, 9,107.5,⑨⑩⑧, 6, 4, ビジネスサイクル,,宗像徹, 2.1,,,, 9, 44.1,⑥⑥⑥, 6, 5,Ｇネイルカイザｰ, 48,和田竜, 4.4, 30, -13, -14, 8,144.4,⑦⑧⑦, 6, 5,Ｅロｰタス, 64,佐藤哲, 1.3, 69,  12,  -9, 6, 14.9,③④④
 7, 1,Ｆダブルデュｰス, 40,中村将, 1.9, 40,* -9, -11, 4, 10.3,①①③, 7, 5, スリｰフェロｰ,,北沢伸, 3.5,,,, 5, 12.3,⑧⑧⑧, 7, 2,Ｆスピｰドタッチ, 51,中村将, 5.0, 15,  -9, -31, 6,115.4,②③⑤, 7, 1,Ｇマイネルウェルス, 63,小牧太, 1.5, 67,   8,  -6,11, 37.3,⑧⑧⑧
 8, 2,Ｈマルタカネイティブ, 24,佐久間, 4.0, 24, -10, -25,10,250.8,④③⑦, 8, 9, ノボリハウツｰ,,西谷誠, 3.9,,,, 4,  7.3,⑦⑦⑦, 8, 7,Ｈモエレヤマト, 38,須貝尚, 5.5, 17, -11, -28, 7,128.5,⑧⑦⑦, 8,13,Ｋスズカボス, 59,小林徹, 1.5, 67,  10,  -9, 5, 14.7,⑥⑤⑤
