06年11月18日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年11月18日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2.0,,,,,■ 4R  芝2910m 3歳上未勝利 定量,,,,,,,,,,,,■ 7R  ダ1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.1,,,,,■10R  芝2400m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1.9,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,八瀬特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ａナックルパｰト, 64,武豊  ,, 63,* -4,   4, 1,  1.5, ①①, 1, 2, バリトンヴォイス,,岩崎祐,,,,, 1,  1.8,④③②, 1, 3,Ｂホウシュウムサシ, 68,岩田康,, 61, -16,* 14, 2,  3.9,⑫⑬⑪, 1,14,Ｈマキハタサイボｰグ, 73,武幸四,, 82,  16,  -3,10, 65.7,⑦⑥⑥
 2,10,Ｃウインルｰセント, 55,佐藤哲, 0.5, 57,* -6,   2, 3,  6.5, ③②, 2,10, カノヤバトルスタｰ,,高野容, 0.6,,,, 2,  5.1,③③①, 2, 9,Ｏテｰオｰキング, 50,芹沢純, 0.0, 52, -13,   8,14,128.2,②③⑤, 2,12,Ｆチョウカイサンデｰ, 74,小牧太, 0.0, 82,  13,*  6, 6, 14.0,⑫⑪⑨
 3, 1,Ｋツルマルキセキ, 36,岩田康, 1.1, 64, -19,* 13, 6, 48.0, ⑬⑨, 3, 3, リバｰスプライト,,今村康, 1.5,,,, 5, 14.4,⑤③⑤, 3, 8,Ａダンスアジョイ, 68,幸英明, 0.0, 58, -15,* 13, 1,  2.7,⑫⑩⑨, 3, 2,Ｄマイネルリｰデル, 77,岩田康, 0.3, 79,  12,*  5, 5,  9.7,⑫⑫⑪
 4, 4,Ｂアｰスコマンダｰ, 60,野元昭, 1.1, 52, -11,   3, 5, 18.5, ⑥⑤, 4,13, ウインリゲル,,内田浩, 1.7,,,, 3,  8.5,②②④, 4,11,Ｃテイエムカミガカリ, 66,和田竜, 0.0, 50,*-12,   6, 5, 10.2,③②②, 4,15,Ｂマイネルポライト, 81,角田晃, 0.4, 79,* 17, -14, 4,  6.9,⑤⑥②
 5,16,Ｆワキノドライバｰ, 45,福永祐, 1.2, 48,  -8,  -3, 2,  5.5, ④④, 5, 8, マンテンフラワｰ,,佐久間, 2.0,,,, 6, 16.4,①①②, 5,10,Ｈパワｰラン, 61,小牧太, 0.1, 62, -17,* 15, 4,  9.1,⑭⑬⑭, 5,11,Ｎイエロｰジャケット, 66,安藤光, 0.4, 78,  12,*  5,17,194.6,⑪⑫⑬
 6,14,Ｅニシオハンセル, 45,高橋亮, 1.7, 43, -10,  -5,10,198.1, ⑤⑤, 6, 4, スズカウエスト,,北沢伸, 2.4,,,, 9, 38.9,⑥⑥⑥, 6, 5,Ｄエイティフロｰ, 64,ルメｰ, 0.2, 49, -13,   7, 6, 15.7,④⑥⑤, 6, 4,Ｃテンシノゴｰルド, 81,ルメｰ, 0.6, 76,  11,*  5, 2,  3.9,⑰⑰⑰
 7, 5,Ｉレッドソウル, 41,鮫島良, 2.0, 41, -16,  -1,11,202.8, ⑩⑧, 7, 9, セイウンバンチョｰ,,林満明, 3.0,,,, 7, 23.0,⑥⑦⑦, 7, 1,Ｆオｰキッドコｰト, 63,橋本美, 0.4, 49, -15,   7, 3,  6.0,⑥⑧⑨, 7,13,Ｇラピッドオレンジ, 74,和田竜, 0.7, 75,* 18, -20, 8, 24.2,②③②
 8, 7,Ｇカリスマダンディｰ, 43,小牧太, 2.1, 40, -12,  -6, 7, 54.4, ⑥⑦, 8, 6, シロキタスピｰド,,南井大, 3.1,,,,12,132.4,⑫⑪⑩, 8, 2,Ｌメイショウアズｰロ, 57,四位洋, 0.6, 53, -18,  12, 9, 27.6,⑮⑮⑭, 8, 3,Ｉマイネルファｰマ, 73,長谷川, 0.8, 74,  14,  -9,11, 69.4,⑧⑨⑨
 9,15,Ｎトップクライマｰ, 26,船曳文, 2.9, 37, -29,*  5,13,279.7, ⑯⑭, 9,12, オｰスミサムソン,,石山繁, 3.4,,,, 8, 23.6,⑪⑧⑧, 9, 4,Ｉユウアイラ, 60,鮫島良, 0.8, 41, -14,   1, 8, 26.1,⑥⑥⑤, 9, 5,Ｊマヤノリバティ, 73,藤岡佑, 1.1, 72,  11,  -1,13, 86.7,⑭⑯⑰
10, 6,Ｈテイエムサプライズ, 43,菊地昇, 3.4, 17,* -4, -28,14,403.1, ②③,10,14, トｰタチス,,仲田雅, 3.7,,,,13,152.1,⑨⑨⑨,10, 7,Ｇサカイヤベンケイ, 62,赤木高, 0.9, 43, -16,   5, 7, 22.7,⑨⑫⑪,10, 7,Ｑイｰグルドライバｰ, 62,鮫島良, 1.4, 70,  11,  -7,12, 78.8,⑭⑭⑭
11, 3,Ｄツルマルビビッド, 51,四位洋, 3.4, 32, -18, -12, 4, 12.9, ⑪⑪,11,11, アイエススピリット,,白坂聡, 3.9,,,,11,113.1,⑬⑫⑫,11,12,Ｊホッコｰランチャｰ, 60,渡辺薫, 0.9, 42, -14,   2,10, 48.2,⑨⑧⑤,11,16,Ｋカネトシツヨシオｰ, 71,秋山真, 1.5, 68,* 21, -43, 7, 17.4,⑤①①
