06年 5月27日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 5月27日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.9,,,,,■ 4R  芝1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.5,,,,,■ 7R  芝2000m 4歳上500万(牝) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-0.5,,,,,■10R  芝1800m 3 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:0.1,,,,
単勝:400円 複勝:05=130円 01=110円 08=140円 枠連:370円,,,,,,,,,,,,"単勝:230円 複勝:15=120円 16=980円 11=130円 枠連:2,010円",,,,,,,,,,,,単勝:580円 複勝:09=160円 02=130円 06=240円 枠連:640円,,,,,,,,,,,,"単勝:2,060円 複勝:05=650円 12=830円 06=560円 枠連:4,300円",,,,,,,,,,,
馬連:370円 ワイド:01-05=170円 05-08=330円 01-08=240円,,,,,,,,,,,,"馬連:8,820円 ワイド:15-16=2,580円 11-15=200円 11-16=2,390円",,,,,,,,,,,,馬連:750円 ワイド:02-09=300円 06-09=670円 02-06=450円,,,,,,,,,,,,"馬連:18,990円 ワイド:05-12=4,300円 05-06=3,000円 06-12=5,160円",,,,,,,,,,,
馬単:930円 3連複:650円,,,,,,,,,,,,"馬単:11,160円 3連複:7,410円",,,,,,,,,,,,"馬単:1,810円 3連複:2,120円",,,,,,,,,,,,"馬単:35,160円 3連複:85,570円 3連単:518,030円",,,,,,,,,,,
■ 2R  ダ1000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-0.8,,,,,■ 5R  ダ1700m 3 歳500万 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.2,,,,,■ 8R  芝1200m 4歳上500万 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-1.0,,,,,■11R  芝2000m 3歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-9.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,金鯱賞 ＧⅡ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,15,Ｃボムシェル, 56,田島裕,, 62,*  8,  -2, 3,  4.1, ①①, 1, 1,Ｃシルククルセイダｰ, 64,川田将,, 70,  -5,* 13, 2,  4.0,⑧⑧⑧, 1, 3,Ｈエｰスデヨバン, 63,本田優,, 72, -11,* 19, 4,  8.3, ⑨⑧, 1,10,Ｄコンゴウリキシオｰ, 81,岩田康,, 83,* 12,  17, 3,  6.0,①①①
 2, 2,Ｇスペクタクル, 46,佐藤哲, 0.2, 61,   0,   1, 8, 54.9, ③③, 2, 3,Ｊベルフリｰ, 53,柴山雄, 0.6, 71,  -9,* 16, 9, 34.8,⑮⑬⑪, 2,16,Ｇトップステイ, 63,吉田稔, 0.1, 63,* -2,   8,11, 79.6, ③②, 2, 6,Ａロｰゼンクロイツ, 85,安藤勝, 0.5, 95,   2,* 33, 1,  2.6,⑥⑥⑤
 3,12,Ａエイシンボンテン, 58,吉田稔, 0.4, 60, -13,*  7, 1,  3.3, ⑨⑧, 3, 6,Ｇコクシムソウ, 57,金折知, 0.6, 58,* -1,   2, 6, 17.7,②①①, 3,13,Ａミヤジアイ, 76,和田竜, 0.2, 61,*  2,   4, 5, 14.2, ①①, 3, 7,Ｃエリモハリアｰ, 82,武豊  , 1.0, 78,   3,  22, 2,  4.1,④④③
 4, 9,Ｅホｰマンラブリｰ, 49,飯田祐, 0.6, 55,  -5,   0, 5, 18.9, ⑥⑥, 4,13,Ａニホンピロファイブ, 67,小牧太, 0.9, 55,* -2,   1, 5, 11.6,③③③, 4, 8,Ｑメモリｰセレソン, 46,岩田康, 0.3, 62,  -8,  12,10, 71.4, ⑥⑥, 4, 5,Ｇブルｰトルネｰド, 76,池添謙, 1.0, 75,   4,  19, 4,  6.1,④②②
 5, 3,Ｂベルモントスキル, 58,秋山真, 0.6, 54,  -1,  -2, 2,  3.4, ④⑤, 5, 4,Ｅパピヨンシチｰ, 59,鮫島良, 1.0, 57,  -7,   6,10, 45.3,⑪⑨⑨, 5, 7,Ｏケイティｰズギフト, 47,秋山真, 0.3, 60,* -3,   7, 7, 29.7, ④⑤, 5, 8,Ｆタイガｰカフェ, 78,熊沢重, 1.1, 82,   0,  26, 6,  9.7,⑧⑧⑦
 6,14,Ｄトウケイアトラント, 50,高橋亮, 0.7, 53,  -1,  -3, 7, 42.7, ④④, 6, 8,Ｋオピニオンシチｰ, 53,芹沢純, 1.2, 53,  -3,   0,11,151.0,④④④, 6,18,Ｅネヴァｰストリｰト, 66,安藤勝, 0.4, 62, -13,  14, 3,  7.8, ⑨⑩, 6, 3,Ｅサンバレンティン, 78,佐藤哲, 1.3, 77,   0,  23, 5,  9.1,⑨⑧⑦
 7, 8,Ｉダンスレッスン, 36,芹沢純, 0.8, 50,*  8, -10, 4,  4.5, ②②, 7,10,Ｄインスパイアリング, 63,渡辺薫, 1.2, 53,  -3,   0, 3,  4.2,⑥④④, 7,14,Ｃメイショウバル, 72,武豊  , 0.4, 57,*  0,   2, 1,  2.1, ②②, 7, 1,Ｈセフティｰエンペラ, 76,河北通, 1.6, 66,   4,  11, 8, 50.5,②③④
 8, 5,Ｊワンダｰキャン, 36,服部剛, 0.9, 50,  -8,  -1,12,127.1, ⑦⑦, 8,12,Ｏゴｰルドリｰズン, 36,川島信, 1.2, 53,  -4,   1,14,182.4,④⑦⑥, 8,12,Ｄロｰドマｰシャル, 69,田中克, 0.4, 63, -23,* 20,13,116.8, ⑮⑫, 8, 9,Ｉエルカミｰノ, 69,和田竜, 1.9, 63,   2,  11, 9,112.9,⑥⑥⑥
 9, 1,Ｆストロングパワｰ, 47,田中克, 0.9, 50, -20,*  5, 6, 26.8, ⑫⑫, 9,15,Ｌキンショｰハヤテ, 52,長谷川, 1.3, 55,  -6,   5,15,240.7,⑫⑨⑩, 9, 1,Ｊシュペｰルサンバ, 59,赤木高, 0.5, 59, -13,  13, 6, 20.3, ⑨⑩, 9, 2,Ｂアサカディフィｰト, 84,秋山真, 2.8, 64,  -9,  22, 7, 20.4,⑩⑩⑩
10, 4, マドモアゼルシチｰ,---,小林徹, 1.1, 48, -14,   1, 9, 68.5, ⑩⑩,10, 7,Ｈサンレイコマンド, 56,熊沢重, 1.5, 50,  -3,  -3, 8, 22.7,⑥④⑥,10, 2,Ｂコウユｰルビｰ, 73,川田将, 0.6, 54,  -9,   6, 2,  3.8, ⑥⑥,10, 4,Ｊエリモシャルマン, 60,福永祐, 3.1, 59,   3, -10,10,166.2,②④⑦
11,10,Ｎニシノカガヤキ, 12,小牧太, 1.2, 47, -17,   2,13,170.6, ⑪⑪,11,11,Ｉウインフェイム, 55,中舘英, 2.0, 51, -10,   5, 7, 19.3,⑬⑭⑭,11, 4,Ｆダンシングママ, 64,中舘英, 0.8, 52,  -8,   4, 9, 53.2, ⑥⑧,,,,,,,,,,,,
12, 6, スピリットファイタ,---,熊沢重, 1.5, 44, -24,   3,10, 69.6, ⑬⑭,12,16,Ｂリヴィエｰルジｰタ, 65,武豊  , 2.6, 43,  -7,  -6, 1,  3.1,⑬⑪⑫,12, 9,Ｒキタノジャジャウマ, 42,鮫島良, 0.9, 49, -17,   9,15,167.7, ⑬⑫,,,,,,,,,,,,
13,13,Ｋベルトリック, 33,中村将, 1.9, 35, -23,  -3,14,186.6, ⑬⑬,13,14,Ｎキクノプログレッソ, 40,和田竜, 2.9, 42,  -7, -10,12,157.4,⑧⑪⑫,13,17,Ｌヤクモソニック, 48,上野翔, 1.1, 44, -20,   6,18,661.9, ⑬⑫,,,,,,,,,,,,
14,16,Ｈアサヒダケ, 40,和田竜, 2.1, 36, -10, -12,11,124.0, ⑦⑧,14, 5,Ｍセンゲンゴロｰ, 43,吉田稔, 3.1, 40, -10,  -6,13,181.0,⑩⑭⑮,14, 5,Ｐゴｰルゲッタｰ, 46,金折知, 1.2, 49, -26,  14,16,338.6, ⑰⑰,,,,,,,,,,,,
15, 7,Ｌハｰドダルメシアン, 33,鮫島良, 2.1, 34, -30,  -1,15,281.0, ⑮⑮,15, 9,Ｆエイシングラマｰ, 59,安藤勝, 3.1, 44,* -1, -22, 4,  8.6,①②②,15,11,Ｎコアレスメッセ, 48,渡辺薫, 1.3, 47, -24,  11,17,380.7, ⑯⑯,,,,,,,,,,,,
16,11,Ｍキンショｰビｰナス, 22,上野翔, 2.2, 32, -28,  -3,16,455.9, ⑮⑮,16, 2, シンメイスイフト,---,丸野勝, 3.2, 39, -12,  -4,16,307.7,⑯⑯⑯,16,15,Ｋエポックジンク, 57,池添謙, 1.6, 41, -25,   8,14,126.4, ⑰⑰,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,17, 6,Ｉライズサウンド, 60,熊沢重, 1.9, 38,  -5, -17,12, 92.2, ④④,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,18,10,Ｍサマニタｰフ, 48,小坂忠, 2.2, 32, -11, -15, 8, 50.2, ⑨⑮,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+11 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:良(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:良(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+14 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:94 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:良(指数:-4),,,,,,,,,,,
"単勝:410円 複勝:15=170円 02=800円 12=140円 枠連:3,030円",,,,,,,,,,,,"単勝:400円 複勝:01=190円 03=610円 06=430円 枠連:2,840円",,,,,,,,,,,,"単勝:830円 複勝:03=310円 16=2,120円 13=440円 枠連:2,590円",,,,,,,,,,,,単勝:600円 複勝:10=170円 06=130円 07=140円 枠連:780円,,,,,,,,,,,
"馬連:10,300円 ワイド:02-15=3,120円 12-15=330円 02-12=2,380円",,,,,,,,,,,,"馬連:5,160円 ワイド:01-03=1,800円 01-06=1,190円 03-06=3,450円",,,,,,,,,,,,"馬連:24,460円 ワイド:03-16=8,090円 03-13=1,850円 13-16=8,160円",,,,,,,,,,,,馬連:780円 ワイド:06-10=320円 07-10=390円 06-07=270円,,,,,,,,,,,
"馬単:14,080円 3連複:9,430円",,,,,,,,,,,,"馬単:7,670円 3連複:20,030円",,,,,,,,,,,,"馬単:47,970円 3連複:85,310円",,,,,,,,,,,,"馬単:1,970円 3連複:1,160円 3連単:6,980円",,,,,,,,,,,
■ 3R  芝1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-0.7,,,,,■ 6R  芝1800m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-0.4,,,,,■ 9R  ダ1700m 4歳上1000万(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-2.6,,,,,■12R  ダ1700m 4歳上1000万 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-4.7,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,御嶽特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ｃエイシンテンライ, 57,川田将,, 63,*  5,  -7, 4, 15.0,③②②, 1, 9,Ｂロｰドアルファｰド, 70,武豊  ,, 68,*  1,  12, 1,  2.4,⑥①②, 1, 6,Ｄセトノシェｰバｰ, 74,安藤勝,, 75,   5,   9, 3,  4.5,⑦⑤④, 1, 1,Ａビッグクラウン, 75,和田竜,, 80,*  9,   8, 2,  4.0,①①①
 2, 9,Ｌテイエムフウウンジ, 37,和田竜, 0.2, 61,   3,  -3,14,304.0,④④④, 2,15,Ａビッグカポネ, 72,安藤勝, 0.0, 68,*  1,  12, 2,  4.3,②②①, 2,10,Ｃナリタプレリュｰド, 77,渡辺薫, 0.0, 75,   4,* 12, 1,  3.1,⑬⑪⑪, 2,14,Ｅソウルサバイヴァｰ, 71,太宰啓, 0.4, 76,   7,   9, 1,  3.1,⑤③③
 3,10,Ａゲイルバニヤン, 61,武豊  , 0.2, 61,   1,   0, 1,  1.3,⑧⑥⑥, 3, 1,Ｇブレイズワン, 59,角田晃, 0.1, 70,  -1,  15, 4,  8.3,④⑤④, 3,11,Ｌアグネスクラウン, 66,岩田康, 0.2, 73,   4,   9, 5, 11.0,⑩⑩⑧, 3, 4,Ｇマンジュデンコウベ, 68,田中克, 0.5, 73,   2,* 12,12,100.3,⑮⑫⑦
 4, 1,Ｊテイエムブライトン, 45,岩田康, 0.3, 59,   0,*  2, 8, 35.8,⑦⑦⑦, 4,13,Ｌメイショウナイト, 54,高橋亮, 0.3, 72,  -4,* 18, 9, 34.1,⑫⑧⑥, 4, 8,Ｉサテライトキャノン, 67,芹沢純, 0.2, 73,   5,   7, 9, 29.3,⑤⑤⑥, 4, 7,Ｍエアオｰサム, 65,角田晃, 0.6, 74,   5,   9, 5,  8.9,⑦⑧⑥
 5,13,Ｐシゲルダイハッカイ,-16,酒井学, 0.4, 60,*  6, -13, 9, 64.5,①①①, 5,10,Ｅケンブリッジレｰザ, 66,熊沢重, 0.4, 83, -10,* 27, 7, 17.4,⑯⑮⑬, 5,16,Ｍエスケｰアパッチ, 65,野元昭, 0.5, 70,   2,* 10,13,102.1,⑭⑭⑭, 5, 8,Ｃラブイズゴｰルド, 71,吉田稔, 0.8, 73,*  8,   3, 9, 29.6,②②②
 6, 4,Ｅヒカリクロメｰト, 54,田嶋翔, 0.5, 56,  -2,*  2, 2, 12.6,⑬⑨⑧, 6, 4,Ｈメイショウアンドレ, 58,福永祐, 0.8, 56,  -1,   4, 6, 15.0,④⑤④, 6, 4,Ｏシュンサイ, 59,和田竜, 0.5, 71,*  7,   2,11, 80.8,③②③, 6, 2,Ｉセフティパラダイス, 67,河北通, 1.0, 70,   5,   6,10, 49.2,⑦⑩⑩
 7, 6,Ｉタガノエンブレス, 47,小原義, 0.6, 54,  -5,*  6,15,336.3,⑭⑭⑫, 7, 6,Ｍシルクアヴァロン, 54,鮫島良, 0.8, 53,* -1,  -2,13, 98.6,②②③, 7,15,Ｋメイショウポパイ, 66,佐藤哲, 0.5, 71,   5,   5, 7, 17.4,⑧⑧⑩, 7,13,Ｈカミノヤマボｰイ, 67,本田優, 1.0, 71,   7,   3, 4,  8.1,⑦③③
 8,15,Ｇマキハタシュｰタｰ, 52,小牧太, 0.6, 55,  -2,   0, 7, 27.2,⑨⑨⑧, 8,16,Ｊトシザダイオｰ, 55,生野賢, 1.1, 57,  -7,  11,12, 97.2,⑮⑫⑨, 8, 9,Ｎワンダｰゼネラス, 64,丸野勝, 0.5, 70,   3,   8,15,173.5,⑯⑫⑪, 8,10,Ｄパラディン, 71,川田将, 1.1, 69,   6,   1, 6,  9.4,⑩③③
 9, 3,Ｎボｰナスフィｰバｰ, 23,福永祐, 0.9, 51,  -3,  -1, 3, 13.7,⑨⑫⑬, 9,14,Ｄテイエムオｰディン, 68,川田将, 1.1, 53,  -5,   5, 8, 20.5,⑧⑧⑨, 9, 3,Ｊテイエムカミガカリ, 67,中舘英, 0.5, 71,   6,   5,10, 39.2,④⑤④, 9,12,Ｏグラスクレバｰ, 62,中村将, 1.1, 67,   4,   3,13,118.8,⑤⑧⑩
10, 7,Ｂワンダｰタバスコ, 59,野元昭, 0.9, 53,   3, -13, 5, 19.0,④④④,10,11,Ｃディアタキオン, 69,本田優, 1.1, 61,  -9,  15, 3,  8.2,⑬⑮⑯,10,14,Ｅフォｰカルフィギア, 73,角田晃, 0.5, 71,   5,   6, 6, 13.7,⑧⑧⑧,10, 3,Ｌトモクン, 66,北村友, 1.3, 65,   2,   5, 8, 27.0,⑩⑬⑬
11, 8,Ｆタイセイコンドル, 54,川島信, 1.3, 47,  -2, -10, 6, 21.1,⑫⑨⑧,11, 5,Ｐブイアタッカｰ, 48,西原玲, 1.3, 51,  -3,   0,16,206.7,⑦⑦⑧,11, 5,Ｇウェディングマタｰ, 70,川田将, 0.9, 67,   1,   8, 8, 20.9,⑭⑯⑮,11, 6,Ｐバイオレットボス, 55,小坂忠, 1.4, 66,   1,   9,15,222.7,⑬⑮⑬
12, 2,Ｍテイエムライデン, 36,佐久間, 1.7, 43,  -1, -18,11,166.8,⑥⑦⑪,12,12,Ｏマチカネセイカイハ, 51,小林徹, 1.3, 54,  -7,   9,14,139.2,⑬⑫⑬,12, 2,Ｂヒｰロｰアンセム, 77,長谷川, 1.1, 66,*  7,  -3, 4,  8.9,②②②,12, 5,Ｊトｰホウハヤテ, 66,内田浩, 2.0, 62,   3,   0,14,159.6,⑬⑬⑫
13,11,Ｋシロキタダンディｰ, 42,柴山雄, 1.9, 41,  -4, -15,16,419.3,⑭⑬⑭,13, 7,Ｎビッグシャトル, 51,和田竜, 1.5, 50,  -6,   3,11, 65.4,⑩⑩⑪,13,13,Ｐセルリアングルｰヴ, 57,田嶋翔, 1.4, 63,   3,   0,16,667.5,⑪⑫⑪,13,15,Ｋニシノウラシマ, 66,田村太, 2.1, 59,   5,  -7,11, 82.6,②⑥⑦
