06年 7月30日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 7月30日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1.8,,,,,■ 4R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.9,,,,,■ 7R  芝1000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5.9,,,,,■10R  芝1800m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-2.5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,五頭連峰特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ａクインズプレイヤｰ, 63,小林淳,, 55, -19,* 12, 2,  2.9, ③③, 1,12,Ａラズベリｰタイム, 56,蛯名正,, 57,  -3,*  1, 1,  2.0,⑥④④, 1, 5,Ｋウインディｰアロｰ, 41,江田照,, 63,* -1,   4, 8, 19.0,   , 1, 9,Ａニシノナｰスコｰル, 81,柴田善,, 82,   4,* 21, 1,  2.8, ⑦⑦
 8, 7,Ｂアラバマ, 57,後藤浩, 0.1, 49,*-15,   5, 1,  1.8, ①①, 2, 2,Ｃエビスハルカ, 50,後藤浩, 0.5, 53,  -5,* -1, 2,  3.8,⑥⑥⑥, 2,17,Ｃベルモントキャスカ, 51,吉田隼, 0.1, 59,* -1,   2, 5,  8.3,   , 2,14,Ｂメジロベネット, 79,高橋智, 0.3, 74,   2,  16, 4,  7.1, ⑨⑦
 2, 5,Ｄチュｰイングサイン, 41,大野拓, 0.6, 37,*-17,  -2, 3,  5.7, ②②, 3, 3,Ｄオｰウイナｰ, 44,丹内祐, 0.8, 49,  -4,  -6, 9, 80.0,④④④, 3,16,Ｊヤマニンアマランス, 42,丹内祐, 0.2, 58, -11,*  6, 3,  5.7,   , 3, 8,Ｃスプリングドリュｰ, 77,中舘英, 0.5, 69,   3,  10, 7, 20.6, ⑥⑥
 3, 1,Ｅエタｰナルフラワｰ, 39,江田照, 0.7, 41, -26,   7, 6, 24.1, ⑥⑦, 4,10,Ｉフレッシュチェリｰ, 39,大野拓, 0.8, 49,* -4,  -8,12,118.7,③②②, 4,13,Ｎアルマｰジ, 34,小林淳, 0.2, 58,* -1,   1, 2,  4.2,   , 4,10,Ｈアポロイレヴン, 72,小野次, 0.6, 65,   1,   8,11, 49.7, ⑦⑦
 4, 6,Ｆメジロスピカ, 34,石橋脩, 0.9, 36, -22,   1, 4, 15.9, ⑤⑤, 5,15,Ｇグランマｰジｰン, 41,高橋智, 0.9, 49,  -6,* -2, 6, 18.4,⑨⑨⑧, 5, 6,Ｍトｰセンピュア, 38,石神深, 0.2, 57,*  2,  -1,10, 34.9,   , 5,11,Ｅモエレフェニックス, 75,蛯名正, 0.7, 64,* 19, -26, 2,  3.6, ②②
 5, 8,Ｇナンヨｰミドル, 32,吉田隼, 1.5, 29, -20, -12, 7, 38.7, ③③, 6, 6,Ｂリンガスパｰトナｰ, 54,田中勝, 0.9, 50,  -4,  -6, 5, 11.5,⑥⑥⑥, 6, 3,Ａヨシノヒメ, 63,吉永護, 0.2, 58,* -1,   1, 4,  5.9,   , 6, 7,Ｉマイネサンサン, 71,吉田豊, 0.9, 73,  -9,* 24, 3,  6.4, ⑭⑭
 6, 4,Ｈサチノマイウェｰ,-39,大庭和, 1.7, 25, -40,   5, 8,105.2, ⑧⑧, 7, 4,Ｅトｰアアストラエア, 44,江田照, 1.5, 46,* -2, -15,10, 90.3,①①①, 7,10,Ｇヘリテｰジロｰズ, 47,後藤浩, 0.3, 56,  -5,   3, 1,  4.1,   , 7, 1,Ｋシンボリデビル, 67,石橋脩, 1.0, 58,   8, -10,14,130.7, ③③
 7, 2,Ｃガトリン, 46,池田鉄, 1.8, 21, -25, -13, 5, 23.6, ⑥⑤, 8, 5,Ｆセルジュｰク, 43,佐藤聖, 1.9, 40,  -7, -13, 7, 53.2,⑬⑨⑨, 8, 7,Ｄユｰワミネルヴァ, 50,吉田豊, 0.5, 53, -13,   4, 7, 13.5,   , 8,12,Ｄショｰトロｰブス, 75,吉田隼, 1.0, 64,  -2,  11, 6, 18.2, ⑩⑩
,,,,,,,,,,,, 9,11,Ｋブランシュロゼ, 30,武士沢, 2.3, 38,  -8, -11,13,351.4,⑮⑬⑬, 9, 8,Ｏラブリｰテンシア, 28,石橋脩, 0.5, 55, -22,* 11,15,197.1,   , 9, 4,Ｆグレｰトバルサｰ, 74,塚田祥, 1.2, 65,  -6,  15, 8, 28.1, ⑫⑫
,,,,,,,,,,,,10, 9,Ｈリアルリアル, 40,中舘英, 2.6, 37,  -6, -19, 8, 60.6,⑨⑨⑨,10,18,Ｈオンワｰドヨシノ, 47,田辺裕, 0.5, 53, -15,*  6,16,228.3,   ,10, 3,Ｇヒカルドウキセイ, 74,後藤浩, 1.3, 64,  -4,  13, 5, 12.4, ⑫⑫
,,,,,,,,,,,,11, 7,Ｍフィルドｰル, 27,吉田隼, 2.8, 35,  -6, -22, 4, 10.8,⑨⑧⑨,11,14,Ｂムｰコロネｰション, 54,田中博, 0.6, 48, -22,*  6, 9, 33.4,   ,11, 5,Ｎサンショｰオｰ, 63,田中勝, 1.4, 59,  -5,   9,10, 46.7, ⑪⑪
,,,,,,,,,,,,12,14,Ｌフレンチアガサ, 28,田中博, 3.1, 31, -10, -19,14,353.6,④⑬⑭,12, 4,Ｌアｰチャン, 40,中舘英, 0.8, 44,* -1,  -9,12, 89.7,   ,12,13,Ｍマルタカキラリｰ, 65,田辺裕, 1.5, 56,* 20, -47,12,101.4, ①①
,,,,,,,,,,,,13, 1,Ｎブライティアテラス, 24,勝浦正, 3.3, 32,  -6, -25,11,104.5,⑬⑨⑫,13, 2,Ｐテンユウ, 26,高野和, 1.0, 39, -27,   2,18,519.4,   ,13, 6,Ｌオｰクルｰム, 66,村田一, 1.8, 51,   4, -14,13,120.4, ④④
,,,,,,,,,,,,14, 8,Ｊロレットチャペル, 37,梶晃啓, 3.7, 30,* -3, -35, 3,  6.3,②②②,14,11,Ｅコスモレスポワｰル, 50,勝浦正, 1.0, 38, -14,  -5, 6, 13.4,   ,14, 2,Ｊアグネスパウエル, 69,勝浦正, 2.1, 49,   4, -19, 9, 30.9, ④④
,,,,,,,,,,,,15,13,Ｏオウバイ, 22,嘉藤貴, 8.6,-28, -10, -68,15,402.9,⑨⑮⑮,15, 1,Ｆトウショウビｰム, 48,塚田祥, 1.2, 35, -10, -12,11, 87.4,   ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16,15,Ｒナゲットアロｰン, 24,村田一, 1.4, 34, -27,  -1,13,189.2,   ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,17,12,Ｉタマモダイアリｰ, 43,佐藤聖, 1.5, 30, -22,  -9,14,189.4,   ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,18, 9,Ｑレオヴィｰナス, 24,高山太, 1.7, 32, -13, -15,17,275.3,   ,,,,,,,,,,,,
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+14 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:-1),,,,,,,,,,,
単勝:290円 複勝:03=110円 05=190円 01=390円 枠連:0円,,,,,,,,,,,,単勝:200円 複勝:12=110円 02=140円 03=720円 枠連:320円,,,,,,,,,,,,"単勝:1,900円 複勝:05=480円 17=290円 16=210円 枠連:1,860円",,,,,,,,,,,,単勝:280円 複勝:09=140円 14=200円 08=450円 枠連:910円,,,,,,,,,,,
"馬連:760円 ワイド:03-05=270円 01-03=850円 01-05=1,670円",,,,,,,,,,,,"馬連:320円 ワイド:02-12=170円 03-12=1,370円 02-03=1,760円",,,,,,,,,,,,"馬連:8,320円 ワイド:05-17=2,380円 05-16=1,830円 16-17=790円",,,,,,,,,,,,"馬連:960円 ワイド:09-14=390円 08-09=1,040円 08-14=2,100円",,,,,,,,,,,
"馬単:1,270円 3連複:4,730円",,,,,,,,,,,,"馬単:540円 3連複:3,520円",,,,,,,,,,,,"馬単:20,790円 3連複:16,810円",,,,,,,,,,,,"馬単:1,680円 3連複:4,970円 3連単:16,670円",,,,,,,,,,,
■ 2R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2.0,,,,,■ 5R  芝2850m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 8R  ダ1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4.1,,,,,■11R  芝1400m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-1.1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,新潟日報賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ａデアリングワｰルド, 57,中舘英,, 58,*  5, -11, 1,  1.7, ②②, 1,12, ブレｰブティック,,浜野谷,,,,, 2,  4.5,①①①, 1, 1,Ｈゴｰルドステイブル, 57,柴田善,, 75,  -7,* 17, 2,  3.8,⑩⑫⑫, 1, 2,Ｆスクｰルボｰイ, 82,小野次,, 80,  12,  12, 9, 18.3, ⑦⑤
 2, 6,Ｅシルクヴァルキリｰ, 45,田中勝, 0.0, 50,  -5,* -1, 2,  6.0, ⑦⑤, 2, 9, フォレストダンス,,金子光, 0.7,,,, 1,  1.9,②②②, 2,14,Ｍロックアウト, 44,後藤浩, 0.5, 62,  -5,*  8,10, 49.6,⑫⑦④, 2,16,Ｇシルクヴェルリッツ, 80,生野賢, 0.2, 77,   5,* 21, 1,  3.9, ⑯⑬
 3, 9,Ｃアマゾンリブ, 52,塚田祥, 0.3, 45,  -7,* -4, 6, 24.0, ⑨⑧, 3, 6, ピエナビスケット,,穂苅寿, 1.2,,,, 8, 38.7,⑤③③, 6, 9,Ｆギャラクシｰキッド, 59,高山太, 0.5, 56,* -1,   1, 5, 16.4,①①①, 3, 4,Ｏシベリアンメドウ, 74,武士沢, 0.2, 70,   1,* 18,17,119.0, ⑯⑬
 4,10,Ｄベルモントアダマス, 45,柴田善, 0.4, 49,   0, -10, 3,  6.1, ③③, 4, 8, レオスタｰライト,,菊池憲, 2.0,,,, 5, 15.6,⑧⑤④, 3, 4,Ａピｰスデザイン, 68,吉田隼, 0.7, 62,  -5,*  8, 1,  3.0,⑩⑦⑨, 4, 8,Ｒプリモスタｰ, 72,江田照, 0.2, 76,   8,  14,14, 60.3, ⑩⑧
 5,15,Ｇエｰルスタンス, 41,蛯名正, 0.5, 46,  -4,  -7, 5, 15.0, ⑤⑤, 5, 3, キングフォンテン,,平沢健, 3.4,,,, 9, 39.8,⑥⑥⑥, 4, 5,Ｅバルジフォンテン, 61,小林淳, 1.0, 56,  -3,   3, 9, 44.1,⑤④④, 5,14,Ｌヒシフェアレディ, 76,二本柳, 0.3, 79,* 19,  -4,16, 78.0, ①①
 6, 1, ルｰトマスタｰ,---,吉田隼, 0.6, 42, -11,* -3, 8, 42.6, ⑩⑩, 6, 4, メイスンボｰイ,,白浜雄, 3.6,,,, 3,  5.0,⑬⑦⑦, 5,15,Ｄプレゼンスウｰマン, 62,小野次, 1.1, 53,  -4,   1, 6, 22.6,⑥⑥④, 6, 6,Ｑマチカネリュウセイ, 73,塚田祥, 0.3, 78,  15,   3,18,168.1, ③③
 7, 5,Ｂマチカネキリツボ, 53,梶晃啓, 0.8, 45,   0, -14, 4,  7.8, ③③, 7,14, レッツゴｰアテネ,,江田勇, 4.4,,,,12,112.7,⑧⑦⑧, 7,11,Ｊロジエｰル, 55,石橋脩, 1.2, 53,* -2,  -1, 8, 39.9,③②②, 7, 7,Ｈトｰセンテンショウ, 79,村田一, 0.3, 75,   7,* 16,11, 29.7, ⑬⑬
 8, 4, ヤマニンジャルダン,---,二本柳, 0.9, 50,*  7, -21,11,108.0, ①①, 8, 1, ウエスタンリピｰト,,五十嵐, 5.2,,,,14,245.5,⑦⑦⑧, 8, 6,Ｂダンサｰズナカヤマ, 67,塚田祥, 1.2, 53,  -5,   2, 3,  4.2,⑦⑦⑨, 8, 5,Ｃヤマノサンデｰズ, 84,梶晃啓, 0.5, 70,   5,  11,12, 31.3, ⑬⑬
 9, 3, トｰセンオリｰブ,---,勝浦正, 1.1, 39, -13,  -5,10,103.5, ⑪⑪, 9, 5, ダイシンツウィギｰ,,矢原洋, 7.0,,,, 7, 28.8,⑪⑪⑪, 9,10,Ｇアライブシチｰ, 59,佐藤聖, 1.3, 51,  -5,   1,12, 98.8,⑦⑦⑧, 9, 3,Ｎソウゴン, 75,石神深, 0.6, 69,   7,   6,15, 76.2, ⑩⑧
10, 8,Ｆオアシスシチｰ, 43,丹内祐, 1.1, 38,  -6, -13, 9, 69.3, ⑦⑧,10,13, ゲイリｰジェネラル,,伊藤直, 8.0,,,, 4, 14.3,③⑩⑩,10, 8,Ｃボナパルト, 65,大野拓, 1.3, 52,  -5,   2, 4,  6.6,⑦⑦⑨,10,18,Ｉシゲルドントイケ, 78,蛯名正, 0.6, 70,   5,  12, 7, 13.9, ⑬⑬
11,13,Ｈゴｰルデンメドウ, 40,千葉直, 1.4, 35, -16,  -7, 7, 35.0, ⑫⑫,11,10, チアズエイブル,,横山義, 8.0,,,, 6, 22.5,④④④,11,13,Ｌグランドホイッスル, 51,田面木, 2.0, 50,  -7,   2, 7, 23.0,⑭⑬⑬,11,10,Ｐカシマフラワｰ, 73,勝浦正, 0.7, 74,  13,   3, 8, 14.8, ⑦⑤
12,12,Ｋミカヅキオトヒメ, 27,伊藤直, 2.2, 29,  -4, -24,14,343.0, ⑤⑦,12, 7, ギャンブルダンサｰ,,柴田大,10.1,,,,11,109.5,⑭⑬⑫,12, 2,Ｎチェアマン, 44,田中勝, 2.6, 41,  -9,  -4,11, 75.2,⑮⑮⑬,12, 1,Ｊマイネルアルビオン, 77,吉田隼, 0.7, 78,* 19,  -2, 2,  5.8, ③③
13, 7,Ｌウエスタンエバｰ,-52,西田雄, 2.3, 31, -19, -11,13,332.7, ⑬⑫,13,11, パイレｰツシチｰ,,高野和,11.9,,,,10, 63.1,⑪⑫⑬,13, 3,Ｉワンズカｰド, 55,吉田豊, 2.8, 45,* -2, -16,14,105.2,③④④,13,12,Ｋメジロハンタｰ, 77,吉田豊, 0.7, 70,   4,  15,10, 19.5, ⑯⑱
14, 2,Ｊエイトダンサｰ, 29,田辺裕, 2.6, 27, -21, -12,15,375.0, ⑭⑭,,,,,,,,,,,,,14, 7,Ｏシャンパｰニュ, 43,勝浦正, 2.9, 42,  -6,  -8,15,283.5,⑬⑬⑬,14,17,Ｂルタンティｰル, 86,後藤浩, 0.9, 66,   7,   4, 4,  8.0, ⑩⑫
15,11,Ｉスパイシｰガｰル, 34,大野拓, 3.2, 12, -22, -19,12,250.4, ⑭⑮,,,,,,,,,,,,,15,12,Ｋトワイライトワルツ, 53,丹内祐, 3.5, 39,* -2, -25,13,100.4,②②②,15,11,Ｍウェディングバレｰ, 75,大西直, 1.1, 65,  10,  -1, 5, 11.4, ⑨⑧
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16, 9,Ｅサクラグッドラック, 83,田中勝, 1.3, 67,* 18, -15, 3,  7.0, ②②
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,15,Ｄサンキンバスタｰ, 84,中舘英, 1.4, 63,  14, -10, 6, 13.2, ⑤⑤
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,13,Ａタイキエンデバｰ, 87,丹内祐,16.1,16.1---,  13, ---,13, 31.6, ⑤⑧
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+12 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:-3),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:-1),,,,,,,,,,,
単勝:170円 複勝:14=110円 06=190円 09=300円 枠連:530円,,,,,,,,,,,,単勝:450円 複勝:12=160円 09=110円 06=720円 枠連:420円,,,,,,,,,,,,"単勝:380円 複勝:01=160円 14=770円 04=170円 枠連:2,030円",,,,,,,,,,,,"単勝:1,830円 複勝:02=410円 16=190円 04=2,450円 枠連:610円",,,,,,,,,,,
"馬連:650円 ワイド:06-14=310円 09-14=560円 06-09=1,220円",,,,,,,,,,,,"馬連:490円 ワイド:09-12=270円 06-12=1,850円 06-09=980円",,,,,,,,,,,,"馬連:6,760円 ワイド:01-14=2,170円 01-04=360円 04-14=2,370円",,,,,,,,,,,,"馬連:4,040円 ワイド:02-16=1,610円 02-04=15,390円 04-16=9,780円",,,,,,,,,,,
"馬単:1,050円 3連複:2,970円",,,,,,,,,,,,"馬単:1,300円 3連複:3,660円",,,,,,,,,,,,"馬単:9,290円 3連複:9,520円",,,,,,,,,,,,"馬単:11,640円 3連複:211,190円 3連単:944,200円",,,,,,,,,,,
■ 3R  芝1600m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-0.4,,,,,■ 6R  芝1800m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 9R  ダ1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0.3,,,,,■12R  芝2000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0.2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,出雲崎特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ａタｰキｰストｰン, 76,吉田隼,, 70,   1,* 12, 1,  1.8, ⑥⑥, 1,13, ニシノコンドコソ,---,吉田豊,, 61, -28,* 20, 2,  5.0, ⑯⑯, 1, 3,Ｈアドマイヤドゴｰル, 65,蛯名正,, 77,* 11,   8, 4,  5.6, ①①, 1, 6,Ｂトロフィｰディｰル, 78,後藤浩,, 67,   0,* 12, 2,  4.0, ⑦⑦
 2, 7,Ｂキングルｰキｰ, 62,塚田祥, 0.5, 61,   1,   1, 3,  5.6, ②③, 2,17, シルクプログレス,---,小野次, 0.0, 50, -25,* 14, 7, 20.8, ⑨⑧, 2, 6,Ｆワンモアフリｰト, 67,中舘英, 0.7, 67,* 10,   2, 7, 10.6, ②②, 2, 7,Ａダｰクメッセｰジ, 81,柴田善, 0.1, 66,   0,* 12, 1,  3.2, ⑩⑪
