06年10月 7日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年10月 7日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 2 歳未勝利(抽) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1.9,,,,,■ 4R  芝3170m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 7R  ダ1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.2,,,,,■10R  芝2400m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鳴滝特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ｃシンデレラマン, 46,和田竜,, 57,  -2,* -3, 3,  6.6, ④④, 1, 7, タニノエタニティ,,熊沢重,,,,, 3,  5.1,④①①, 1, 1,Ｆパｰフェクトラン, 61,上野翔,, 64,* -3,   6, 9, 46.6,①①①, 1, 7,Ａアエロｰザ, 84,岩田康,, 81,  -4,* 23, 2,  2.5,⑤⑥⑦
 2, 2,Ｂアルｰリングライン, 50,武豊  , 0.2, 58,*  2, -10, 2,  2.6, ①①, 2,10, オンワｰドタイタン,,横山義, 0.6,,,, 4, 11.4,⑦③③, 2, 2,Ｄアグネスネクタル, 62,佐久間, 0.0, 82,  -8,* 20, 6, 11.6,⑪⑬⑪, 2,10,Ｅトウショウパワｰズ, 76,池添謙, 0.0, 76,* -2,  19, 3,  7.1,③③③
 3, 3,Ｋウインルｰセント, 27,中村将, 0.4, 49,  -5,* -6, 7, 32.6, ⑦⑤, 3, 1, モガリブエ,,高田潤, 0.7,,,, 1,  2.6,②②②, 3, 6,Ｂトウカイフラッグ, 67,生野賢, 0.2, 67,  -3,   9, 1,  2.7,⑥④④, 3,11,Ｇエイシンテンライ, 73,福永祐, 0.4, 62,* -2,  11, 8, 49.7,②②②
 4, 6,Ｄウィズインデザｰト, 45,金折知, 0.7, 52,*  1, -14,10, 61.9, ②②, 4, 2, アドマイヤホｰプ,,北沢伸, 0.8,,,, 6, 13.8,⑨⑥⑤, 4, 7,Ｇトップコｰナｰ, 60,小坂忠, 0.4, 62,* -2,   4, 3,  8.0,②②②, 4, 4,Ｃキングオブウィナｰ, 78,幸英明, 0.5, 61,* -1,   9, 4, 10.6,①①①
 5,13,Ｇエイシンイッパツ, 37,福永祐, 1.8, 41,   0, -23, 5, 16.5, ③③, 5, 6, マルブツトップ,,船曳文, 1.0,,,, 5, 12.7,⑬⑨⑦, 5,10,Ｉグッドフロマｰジュ, 54,北村友, 1.0, 56,  -7,   4,10, 55.3,⑬⑦⑦, 5, 1,Ｈマイネルファｰマ, 71,長谷川, 0.7, 72,  -7,* 20, 9, 50.2,⑦⑨⑩
 6,12,Ｆファンドリメロデイ, 41,岩田康, 1.8, 39,  -4, -19, 4,  7.3, ⑥⑦, 6,13, ヤシャボサツ,,白浜雄, 1.2,,,, 7, 16.4,⑤⑥⑧, 6, 8,Ｋホクセツバロン, 52,船曳文, 1.2, 51,  -4,  -3,12, 80.1,③④④, 6, 6,Ｉチョウノゾミ, 69,太宰啓, 0.7, 62,  -3,  12, 5, 20.1,⑦⑤⑤
 7, 5,Ｍバイオレットピｰス, 17,上野翔, 1.9, 35,  -8, -17,11,144.9, ⑩⑩, 7, 4, アｰトレｰタ,,山本康, 1.3,,,, 9, 47.9,⑪⑨⑧, 7,13,Ｃタムロブライアン, 62,田中克, 1.4, 50,  -5,  -4, 4, 10.7,⑥④④, 7, 2,Ｄマヤノリバティ, 77,藤岡佑, 0.7, 68,  -4,  16, 6, 22.7,⑩⑨⑧
 8, 8,Ａヴェリタス, 56,秋山真, 2.1, 36, -11, -12, 1,  2.6, ⑬⑬, 8,14, ペルフェット,,岩崎祐, 1.4,,,, 2,  3.9,⑤③④, 8, 3,Ｈメイショウギリｰ, 57,田村太, 1.4, 52,  -7,   1,11, 74.0,⑩⑩⑨, 8, 5,Ｂテンシノゴｰルド, 79,武豊  , 0.9, 59,  -5,  11, 1,  2.2,⑨⑧⑧
 9, 7,Ｅデュｰクラウド, 44,熊沢重, 2.5, 32,  -6, -23, 8, 41.6, ⑩⑪, 9,12, シャンディムｰン,,白坂聡, 2.1,,,,13,118.4,⑫⑫⑪, 9, 9,Ａブライアンズエッセ, 72,鮫島良, 1.4, 51,* -3,  -5, 2,  2.9,③③③, 9, 9,Ｋマｰブルオｰディン, 48,熊沢重, 1.1, 56,* -2,   2,10,127.8,④③③
