06年 8月13日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 8月13日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1.0,,,,,■ 4R  芝1800m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5.0,,,,,■10R  芝2600m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0.0,,,,
 9, 7,Ｋグラム, 38,五十嵐, 7.5,-15,  -7, -70, 9, 46.2,②④⑧, 9, 8, マｰキュリｰ,---,小林徹, 2.2, 28, -21,  -8,13,109.2,⑧⑨⑧, 9, 3, デンコウアタック,---,五十嵐, 1.7, 38, -20,   8, 7, 41.9,⑧⑤⑦, 9, 2,Ｊシルクロゼット, 59,小原義, 0.7, 45, -13,   8,12,103.0,⑨⑧⑦
10, 4,Ｇディアフラワｰ, 46,小原義, 7.9,-20,* -6, -75, 7, 16.5,②②⑨,10, 3, タスカｰタソルテ,---,藤田伸, 2.3, 27, -22,  -8, 2,  4.9,⑩⑪⑩,10,10,Ｃキｰプウイン, 59,的場勇, 1.8, 39, -22,  10, 8, 68.7,③⑥⑨,10,13,Ｉレディティアラ, 66,五十嵐, 1.0, 42, -14,   7,10, 63.2,⑪⑩⑩
11, 2,Ｅサイレントベッド, 48,藤田伸, 8.3,-22,  -9, -74, 6,  9.3,①⑦⑪,11,13, リワｰドアルビオン,---,的場勇, 2.5,-57,* -9, -42, 7, 26.7,②②③,,,,,,,,,,,,,11, 1,Ｃフェラｰリセブン, 71,岩田康, 1.2, 38,*-11, -14, 3,  5.2,①①①
12, 8,Ｌインディアバッハ, 31,津村明,10.7,-41, -13, -91,12,106.9,⑤⑩⑫,12, 1, マイネルヴァイパｰ,---,津村明, 2.7,  6, -21, -16,10, 42.4,⑩⑨⑩,,,,,,,,,,,,,12,12,Ｆセレスステｰラｰ, 68,四位洋, 1.4, 37, -13, -12, 9, 28.7,④④⑥
13,13, ジョウネツ,---,本田優,12.6,-50, -32, -75,13,186.0,⑬⑬⑬,13, 7, アｰバニティ,---,横山典, 8.5, 8.5---, -25, -96, 4,  6.4,⑫⑫⑫,,,,,,,,,,,,,13,10, ゴｰルドイチモンジ,---,坂下秀, 1.4, 33, -16,   0,13,136.0,⑨⑩⑫
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14, 9,Ｌデルマジュピタｰ, 55,川島信, 1.6, 38, -16,   7,14,184.8,⑬⑭⑭
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+22 馬場:良(指数:-9),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-23 ﾚｰｽｱｶﾞﾘ指数:+28 馬場:良(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-12 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:良(指数:-7),,,,,,,,,,,
"単勝:480円 複勝:01=180円 12=1,000円 09=260円 枠連:9,960円",,,,,,,,,,,,"単勝:2,350円 複勝:04=540円 06=150円 10=480円 枠連:860円",,,,,,,,,,,,単勝:130円 複勝:06=100円 07=230円 05=370円 枠連:490円,,,,,,,,,,,,"単勝:2,190円 複勝:07=480円 05=410円 08=130円 枠連:1,190円",,,,,,,,,,,
"馬連:9,240円 ワイド:01-12=2,810円 01-09=540円 09-12=3,080円",,,,,,,,,,,,"馬連:2,960円 ワイド:04-06=1,290円 04-10=4,060円 06-10=1,010円",,,,,,,,,,,,"馬連:680円 ワイド:06-07=360円 05-06=410円 05-07=1,630円",,,,,,,,,,,,"馬連:13,870円 ワイド:05-07=3,090円 07-08=760円 05-08=640円",,,,,,,,,,,
"馬単:15,740円 3連複:18,970円",,,,,,,,,,,,"馬単:8,340円 3連複:16,570円",,,,,,,,,,,,"馬単:870円 3連複:2,430円",,,,,,,,,,,,"馬単:23,710円 3連複:7,910円 3連単:90,990円",,,,,,,,,,,
■ 2R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1.7,,,,,■ 5R  芝1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3.8,,,,,■ 8R  芝1800m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1.1,,,,,■11R  ダ1700m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,羊蹄山特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ｄボビン, 53,菊沢隆,, 64, -16,* 14, 3,  6.9,⑨⑨⑦, 1,15,Ｅホウショウリヴ, 57,武幸四,, 66,*-12,* 16, 3,  5.2, ①①, 1, 9,Ｋクｰドゥシャンス, 63,岩田康,, 60,* -9,  13, 7, 15.9,①①①, 1, 8,Ｈマンノレｰシング, 68,五十嵐,, 70,  -6,* 16, 7, 20.7,⑤③②
 2, 6,Ｉランキング, 45,秋山真, 0.4, 45,*-10,  -1, 9, 40.7,①①①, 2,14,Ｃハッピｰムｰド, 63,須貝尚, 0.3, 61, -17,* 16, 6,  9.8, ③③, 2,13,Ｅジョウノエリザベス, 67,北村宏, 0.1, 64, -15,* 17, 2,  5.4,⑦⑥⑥, 2, 4,Ｅナムラカイソク, 72,藤田伸, 0.0, 77,  -7,* 21, 4,  9.6,⑪⑨⑥
 3,12,Ａシルクユニコｰン, 61,川島信, 0.4, 49, -13,   4, 1,  2.8,④⑤⑤, 3, 6,Ｆシゲルダイノウカイ, 56,岩田康, 0.4, 57,*-15,  12, 2,  5.2, ③③, 3, 7,Ａフミノバラｰド, 75,本田優, 0.2, 60, -12,  15, 3,  7.1,③③③, 3, 7,Ａマンオブパｰサｰ, 78,四位洋, 0.2, 63,* -4,  10, 1,  1.8,②②①
 4,10,Ｊハギノミネルバ, 45,古川吉, 0.5, 45,*-11,   0, 8, 38.9,②②②, 4,16,Ｂアイトサクラ, 63,秋山真, 0.5, 54,*-14,   9, 5,  8.6, ②②, 4,11,Ｇレディキルシェ, 66,四位洋, 0.4, 60, -14,  16, 5,  9.5,⑧⑥⑥, 4, 5,Ｆイズミデヒア, 71,柴山雄, 0.2, 68,  -4,  15, 6, 17.6,③③④
 5,11,Ｆパブリッシャｰ, 51,安藤勝, 0.6, 45, -12,   1, 7, 20.0,③③③, 5, 8,Ａロｰドソニック, 65,北村宏, 0.5, 58, -20,* 15, 1,  4.3, ⑦⑤, 5, 3,Ｄシンシンマｰキｰ, 68,秋山真, 0.4, 60, -14,  16, 4,  7.8,⑤⑥⑥, 5, 3,Ｄダブルスポット, 74,北村宏, 0.3, 69,  -5,  16, 3,  6.5,⑤⑥⑥
 6, 2,Ｃリキアイテンリュウ, 53,北村宏, 0.8, 47, -15,   4, 4,  6.9,⑦⑧⑦, 6, 5,Ｈゼットクレヴァ, 52,津村明, 0.7, 56, -27,* 18, 9, 16.4, ⑪⑩, 6,12,Ｍタイキエトワｰル, 59,菊沢隆, 0.5, 49,*-10,   7,12, 62.0,②②②, 6, 2,Ｂスｰパｰブレｰブ, 78,武幸四, 1.0, 60,  -7,  12,10, 66.9,⑧⑨⑨
 7,13,Ｅアルタントプチ, 52,藤田伸, 0.9, 43, -14,   1, 5,  8.9,⑦⑥⑤, 7, 7,Ｄゼットエクセル, 61,柴山雄, 0.7, 52, -18,  11, 4,  7.7, ⑤⑤, 7, 8,Ｂホｰリｰミスト, 74,横山典, 0.5, 60, -18,* 17, 1,  2.6,⑧⑪⑨, 7, 6,Ｇカミノヤマボｰイ, 70,本田優, 1.2, 59,  -8,  12, 5, 16.4,⑫⑪⑪
 8, 8,Ｇメルシｰブロッコ, 50,小林徹, 1.1, 39, -12,  -4, 6,  9.0,④③③, 8, 1,Ｇサクラレスタｰ, 55,横山典, 0.8, 49, -18,   9, 7, 11.7, ⑤⑦, 8, 4,Ｉウインヴィｰナス, 65,柴山雄, 0.7, 54, -18,  14, 6, 10.5,⑫⑪⑨, 8,10,Ｌウォｰタｰゴｰラン, 61,秋山真, 1.3, 56,  -6,   8,11, 71.7,⑧⑧⑨
 9, 3,Ｂノボプレゼンス, 56,横山典, 1.3, 39, -15,  -2, 2,  3.9,⑨⑥⑨, 9, 2,Ｎグランドミッション,-17,四位洋, 1.0, 47, -23,  11, 8, 12.5, ⑧⑦, 9, 2,Ｆイナズマイｰジス, 66,藤岡佑, 1.0, 40, -14,   1,11, 37.4,③③③, 9,13,Ｃセイコｰアカデミｰ, 74,横山典, 1.5, 62, -12,  16, 2,  5.7,⑬⑬⑫
10, 4,Ｈロイバｰブレット, 46,津村明, 1.3, 42, -18,   2,10, 72.9,⑫⑪⑩,10,10, リンリングリｰン,---,郷原洋, 1.2, 46, -30,  14,12, 87.4, ⑬⑬,10,10,Ｈプレシャスレディｰ, 65,小林徹, 1.0, 40, -14,   1, 8, 29.9,⑤③③,10,11,Ｉミッドナイトトｰク, 66,河北通, 1.6, 52,  -4,   1, 9, 46.2,③③④
11, 5,Ｋクリノダグラス, 31,五十嵐, 3.3, 28, -19, -15,12,178.7,⑪⑬⑫,11, 3,Ｉマイネオｰドリｰ, 43,坂下秀, 1.3, 42, -26,   9,15,197.4, ⑪⑩,11,14,Ｃミズホユウセイ, 69,的場勇, 1.1, 40, -17,   5,13,144.1,⑩⑨⑨,11,12,Ｊマイティシｰダｰ, 65,芹沢純, 1.9, 50,  -5,   0,13, 99.4,⑤⑥⑧
12, 1,Ｍイスズユｰタロｰ, 25,加藤士, 4.0,  2, -17, -23,13,347.0,⑫⑪⑪,12,13, パワｰスポット,---,川島信, 1.6, 39, -36,  14,11, 68.0, ⑯⑬,12, 5,Ｊメジロレント, 65,藤田伸, 1.1, 41, -17,   7,10, 33.9,⑫⑨⑨,12, 9,Ｋグリシｰナ, 64,菊沢隆, 2.3, 51,* -2, -10,12, 77.8,①①②
13, 7,Ｌスリｰミスズヒメ, 29,武英智, 4.4,-23, -16, -30,11,169.9,④⑨⑬,13, 4,Ｌダンシングフロｰラ, 21,五十嵐, 2.1, 33, -23,  -6,16,214.5, ⑧⑦,13, 1,Ｌスパンゴｰルド, 63,津村明, 1.8, 35, -20,   5, 9, 30.4,⑩⑬⑬,13, 1,Ｍマイネシュリンクス, 54,藤岡佑, 3.8, 39, -10, -14, 8, 29.1,⑧⑪⑫
,,,,,,,,,,,,14,12,Ｊスプリｰムラヴ, 36,黛弘人, 2.6, 15, -33,  -8,14,169.3, ⑭⑮,14, 6,Ｎコンゴウマドンナ, 45,五十嵐, 2.3, 28, -23,   1,14,273.3,⑭⑭⑬,,,,,,,,,,,,
,,,,,,,,,,,,15,11,Ｋケイアイメガミ, 25,藤田伸, 2.6,  8, -23, -14,10, 52.2, ⑧⑫,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,16, 9,Ｍサンデｰカｰニバル, 15,千葉直, 2.8,  1, -35, -10,13,151.0, ⑭⑯,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+17 馬場:良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+19 馬場:良(指数:-9),,,,,,,,,,,,ｸﾗｽ上位平均:75 ﾚｰｽﾍﾟｰｽ指数:-15 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:良(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-12 ﾚｰｽｱｶﾞﾘ指数:+15 馬場:良(指数:-5),,,,,,,,,,,
"単勝:690円 複勝:09=200円 06=980円 12=170円 枠連:10,450円",,,,,,,,,,,,単勝:520円 複勝:15=210円 14=280円 06=180円 枠連:970円,,,,,,,,,,,,"単勝:1,590円 複勝:09=440円 13=190円 07=240円 枠連:2,490円",,,,,,,,,,,,"単勝:2,070円 複勝:08=380円 04=230円 07=120円 枠連:4,010円",,,,,,,,,,,
"馬連:16,850円 ワイド:06-09=2,980円 09-12=420円 06-12=2,470円",,,,,,,,,,,,"馬連:1,890円 ワイド:14-15=1,010円 06-15=860円 06-14=1,120円",,,,,,,,,,,,"馬連:4,550円 ワイド:09-13=1,370円 07-09=1,510円 07-13=600円",,,,,,,,,,,,"馬連:8,090円 ワイド:04-08=1,900円 07-08=600円 04-07=340円",,,,,,,,,,,
"馬単:22,690円 3連複:14,750円",,,,,,,,,,,,"馬単:3,470円 3連複:6,010円",,,,,,,,,,,,"馬単:11,200円 3連複:6,990円",,,,,,,,,,,,"馬単:20,520円 3連複:3,530円 3連単:44,700円",,,,,,,,,,,
■ 3R  ダ1000m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 6R  ダ1000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5.7,,,,,■ 9R  芝1800m 3歳上ｵｰﾌﾟﾝ(牝) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-5.8,,,,,■12R  芝1500m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1.4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,北海道新聞杯ｸｲｰﾝｽﾃｰｸｽ ＧⅢ,,,,,,,,,,,,摩周湖特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7, ファイトソング,---,安藤勝,, 62,* -6,*  4, 4, 10.7, ①①, 1, 3,Ｈロｰズギャラリｰ, 56,岩田康,, 63,   6,* -3, 1,  3.5, ③③, 1, 9,Ｄデアリングハｰト, 82,藤田伸,, 86,  20,   2, 3,  5.1,⑤④①, 1, 2,Ａシンボリウエスト, 82,岩田康,, 71,* -5,  18, 2,  4.6,①①①
 2, 4, ヒカルクロフネ,---,横山典, 0.2, 57, -12,*  4, 1,  1.4, ④③, 2, 7,Ｄクィｰンマルトク, 61,小林徹, 0.1, 60,   5,* -3, 2,  4.2, ④③, 2, 4,Ａヤマニンシュクル, 88,四位洋, 0.3, 81,  18,   2, 2,  4.5,⑪⑥③, 2, 3,Ｆミスティラブ, 73,秋山真, 0.3, 66,  -7,  16, 8, 28.1,③③③
 3, 9, セクシｰザムライ,---,菊沢隆, 0.3, 57,* -8,   2, 3,  9.0, ②②, 3, 4,Ｊサクラカンパネラ, 30,的場勇, 0.4, 60,*  8, -10, 9, 30.0, ②②, 3, 3,Ｆレクレドｰル, 77,柴山雄, 0.3, 82,  18,   0, 7, 15.6,⑧⑥③, 3,11,Ｃディアチャンス, 78,藤田伸, 0.3, 69,  -9,  19, 4,  7.9,⑤⑤③
 4, 3, トｰセンクロス,---,岩田康, 1.0, 46, -23,*  3, 2,  4.8, ⑦⑥, 4,10,Ｉダイナミックタｰン, 55,秋山真, 0.5, 49,  -3,* -4, 6,  9.2, ⑨⑧, 4, 5,Ｊコアレスパティオ, 72,菊沢隆, 0.4, 81,  16,   3,13,142.7,⑪⑩⑤, 4,10,Ｈマッハジュウクン, 73,横山典, 0.3, 64,* -6,  15, 5,  8.9,②②②
 5, 5, ドナプレミア,---,小林徹, 2.0, 33, -27,  -3, 5, 17.3, ⑨⑧, 5, 6,Ａシルクリザルト, 64,柴山雄, 0.7, 49,  -3,  -4, 3,  5.7, ⑨⑧, 5, 1,Ｃチアフルスマイル, 83,横山典, 0.6, 77,   9,* 16, 5,  7.8,⑭⑭⑩, 5, 6,Ｄマッチレスバロｰ, 77,四位洋, 0.4, 60, -10,  14, 1,  3.1,⑤⑤⑥
 6, 6, ドンアドヴァイタ,---,五十嵐, 2.4, 29, -24, -10, 8, 60.5, ⑧⑧, 6, 9,Ｇスズカミンクス, 56,黛弘人, 0.8, 45,  -2,  -9,10, 35.2, ⑧⑩, 6,12,Ｉブルｰメンブラット, 72,川島信, 0.8, 72,  14,  -5, 4,  6.6,⑦⑩⑦, 6, 5,Ｇエレスサｰル, 73,藤岡佑, 0.6, 64, -11,  18, 3,  4.8,⑦⑦⑨
 7, 8, レッドソウル,---,柴山雄, 2.5, 29, -18, -15, 6, 38.4, ⑥⑤, 7, 8,Ｅムソウ, 60,千葉直, 0.8, 48,   2, -10, 8, 18.8, ④⑤, 7, 7,Ｅロフティｰエイム, 79,五十嵐, 1.5, 68,  18, -16, 6, 12.7,⑤⑥⑩, 7,12,Ｂダブルタイトル, 79,川島信, 0.7, 57,  -7,  10,10, 30.7,③③③
 8, 1, ラガｰホノカｰ,---,藤田伸, 2.6, 30, -12, -19, 7, 44.0, ⑤⑥, 8, 5,Ｃシルクラズベリｰ, 61,菊沢隆, 0.9, 46,   0, -10, 5,  8.5, ⑥⑥, 8,11,Ｂマイネサマンサ, 85,安藤勝, 2.1, 62,* 21, -33, 1,  4.0,③②②, 8, 4,Ｉスリｰスピニング, 70,本田優, 0.9, 68, -18,* 24, 9, 29.7,⑫⑪⑪
 9, 2, ロッキｰパラダイス,---,北村宏, 3.0, 16,* -8, -26, 9, 88.2, ②③, 9, 2,Ｂデュランティ, 62,藤田伸, 1.6, 49,* 10, -21, 4,  8.3, ①①, 9,13,Ｇシュフルｰル, 76,津村明, 2.2, 61,  15, -23,10, 32.9,⑩⑩⑩, 9, 1,Ｅコスモキララ, 76,五十嵐, 0.9, 59, -13,  16, 7, 21.7,⑩⑨⑥
,,,,,,,,,,,,10, 1,Ｆナムラパリ, 57,津村明, 1.7, 36,   0, -19, 7, 11.2, ⑥⑥,10,10,Ｍトｰセンジョウオｰ, 67,北村宏, 2.4, 59,  21, -36,12,115.5,④②⑤,10, 9,Ｊアドマイヤメガミ, 69,安藤勝, 1.0, 67, -20,* 24, 6,  9.5,⑩⑫⑪
,,,,,,,,,,,,11,11, リバイブ,---,川島洋, 1.7, 36,  -4, -15,11, 96.2, ⑨⑩,11, 2,Ｋタッチザピｰク, 70,岩田康, 2.7, 53,  17, -40, 8, 18.4,②④⑩,11, 7,Ｋパｰプルコブラ, 53,津村明, 1.1, 55, -14,  15,12,203.0,⑨⑨⑨
,,,,,,,,,,,,,,,,,,,,,,,,12, 8,Ｎマドンナブラボｰ, 57,高井彰, 2.9, 52,   8, -24,11, 92.2,⑬⑬⑭,12, 8,Ｌカネスベネフィット, 52,郷原洋, 1.3, 49, -12,   9,11, 95.5,⑧⑦⑥
,,,,,,,,,,,,,,,,,,,,,,,,13,14,Ｌホウザングラマｰ, 67,加藤士, 4.1, 46,  18, -56,14,402.8,⑧⑥⑧,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14, 6,Ｈアズマサンダｰス, 74,藤岡佑, 5.3, 36,* 23, -85, 9, 18.6,①①⑧,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:+18 馬場:良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+11 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:91 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:良(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-13 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:良(指数:-8),,,,,,,,,,,
"単勝:1,070円 複勝:07=180円 04=110円 09=170円 枠連:870円",,,,,,,,,,,,単勝:350円 複勝:03=150円 07=170円 04=590円 枠連:410円,,,,,,,,,,,,単勝:510円 複勝:09=180円 04=170円 03=400円 枠連:930円,,,,,,,,,,,,"単勝:460円 複勝:02=180円 03=620円 11=210円 枠連:8,770円",,,,,,,,,,,
馬連:870円 ワイド:04-07=330円 07-09=940円 04-09=260円,,,,,,,,,,,,"馬連:1,010円 ワイド:03-07=450円 03-04=2,020円 04-07=1,580円",,,,,,,,,,,,"馬連:1,280円 ワイド:04-09=520円 03-09=1,610円 03-04=1,030円",,,,,,,,,,,,"馬連:9,130円 ワイド:02-03=2,530円 02-11=620円 03-11=3,120円",,,,,,,,,,,
"馬単:3,090円 3連複:1,770円",,,,,,,,,,,,"馬単:2,090円 3連複:8,980円",,,,,,,,,,,,"馬単:2,470円 3連複:5,980円 3連単:29,140円",,,,,,,,,,,,"馬単:14,870円 3連複:18,190円 3連単:124,420円",,,,,,,,,,,
,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,,,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,
