06年 6月25日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 6月25日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1.6,,,,,■ 4R  芝2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1.1,,,,,■ 7R  ダ1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-0.7,,,,,■10R  芝1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-0.8,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,三年坂特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ｂフレンチアロマ, 51,岩田康,, 61,*  0,  -3, 2,  6.1,③③③, 1, 7,Ｅヨドノテイオｰ, 52,五十嵐,, 75,*  3,*  8, 4,  5.9,①①①, 1, 2,Ｂピサノヘネシｰ, 68,藤田伸,, 74,   4,   8, 1,  2.6, ⑥④, 1, 3,Ｄナリタシｰクレット, 76,熊沢重,, 83,* 11,   5, 2,  5.1, ①①
 2, 6,Ｇタバスコムスメ, 47,武幸四, 0.2, 60,   0,  -4, 3,  6.2,③③④, 2,13,Ｉクｰルビスティｰ, 47,福永祐, 0.1, 74,*  3,*  7, 8, 32.7,②②②, 2, 6,Ａマヤノサムサラ, 75,武豊  , 0.1, 73,   6,   5, 2,  3.7, ④④, 2,10,Ａブリリアントグレイ, 81,角田晃, 0.1, 78,*  7,*  6, 3,  5.2, ②②
 3, 9,Ｃトｰホウシャイン, 51,川田将, 0.9, 52,  -3,  -7, 1,  3.1,⑤⑤⑤, 3,14,Ｂエレガンスボｰイ, 62,川田将, 0.7, 66,   0,   3, 2,  4.2,⑦⑥⑥, 3, 8,Ｎチキリサンボｰイ, 50,太宰啓, 0.2, 69,  -3,* 12,16,315.5, ⑭⑪, 3, 9,Ｈエネルマオｰ, 71,和田竜, 0.6, 67,   2,   5, 8, 19.4, ⑧⑧
 4, 4,Ａカノヤランブル, 51,中村将, 1.1, 48, -10,*  3, 7, 12.7,⑩⑩⑩, 4, 1,Ｄスｰパｰジェット, 55,小牧太, 0.8, 66,   1,   1, 7, 22.4,③③③, 4, 3,Ｄペプチドジャスパｰ, 66,岩田康, 0.3, 69,   3,   5, 3,  5.7, ⑥⑨, 4, 1,Ｆリガｰドシチｰ, 74,岩田康, 0.6, 69,   6,   0, 1,  4.5, ④④
 5, 8,Ｅホクザンワンダフル, 48,川原正, 1.2, 49, -10,*  5, 4,  6.9,⑪⑪⑫, 5,10,Ｆヤマカツダンサｰ, 52,横山典, 1.1, 62,*  2,  -5, 5, 10.8,③③③, 5, 5,Ｃエｰピｰゴンタ, 67,田中勝, 0.3, 66,  -6,* 15, 4,  6.7, ⑯⑯, 5, 7,Ｅトｰワユメジ, 75,渡辺薫, 0.7, 67,   5,   0, 7, 14.3, ④④
 6,11,Ｊキョウコマチ, 42,小原義, 1.4, 49,  -6,  -5, 9, 26.8,⑦⑦⑦, 6, 6,Ｃドマｰニ, 59,武豊  , 1.1, 64,  -1,   2, 1,  2.9,⑪⑩⑨, 6, 4,Ｏタムロスタｰディ, 47,和田竜, 0.4, 71,*  7,   0, 7, 18.3, ③③, 6, 8,Ｇテイエムポイント, 72,上村洋, 0.9, 63,   4,  -3, 6,  9.2, ④④
 7, 3,Ｋイチバンサクラ, 41,鮫島良, 1.7, 45, -10,  -1,11, 56.5,⑪⑪⑩, 7, 4,Ｌナリタモｰガン, 43,池添謙, 1.1, 68,  -5,* 12,10, 69.0,⑯⑯⑯, 7,11,Ｈワンダｰプロ, 64,渡辺薫, 0.7, 65,   3,   1, 8, 30.9, ⑥⑥, 7, 5,Ｂシルクゾディアック, 81,武豊  , 1.1, 56,  -1,  -2, 5,  7.1, ⑧⑧
 8, 1,Ｄフェｰデ, 49,上村洋, 1.7, 48,*  1, -22, 5,  7.1,②②②, 8,16,Ｈメイショウチュラ, 47,四位洋, 1.2, 61,*  2,  -7,12, 81.5,⑥③③, 8,13,Ｐワンダｰフォｰティ, 42,川原正, 0.9, 61,  -3,   5,13,189.8, ⑫⑬, 8, 4,Ｃコスモフォｰチュン, 81,武幸四, 1.1, 58,   0,  -1, 4,  5.8, ⑧⑧
