06年12月24日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年12月24日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5.0,,,,,■ 4R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.6,,,,,■ 7R  芝2000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1.7,,,,,■10R  ダ1700m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-6.8,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,矢作川特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ａニシノヴァネッサ, 49,川島信,, 53,   0,  -3, 1,  3.7, ⑥⑥, 1, 8,Ｂライトグランデュア, 59,古川吉,, 79,*  3,* 13, 2,  3.5, ①①, 1, 6,Ｅジョウノエリザベス, 67,塚田祥,, 75,*  8,   5, 2,  4.4,③③②, 1, 1,Ｃウルフボｰイ, 71,佐藤哲,, 80,   7,* 13, 2,  3.9,③④④
 2, 8,Ｅプラグマティック, 43,柴山雄, 0.0, 52,  -8,*  2, 3,  6.2, ⑩⑧, 2,12,Ａシルクレグナム, 69,田中克, 0.3, 68,* -1,*  8, 1,  2.1, ②②, 2, 7,Ａフルヴィクトリｰ, 74,田辺裕, 0.4, 71,   5,*  7, 1,  2.9,⑦⑧⑥, 2,11,Ｅイセノイチ, 70,上村洋, 0.0, 83,   5,* 16, 4, 10.8,⑩⑦⑥
 3, 3,Ｈティムガッド, 40,津村明, 0.1, 57,   6,  -8, 2,  4.8, ③③, 3, 2,Ｃセレブラｰル, 57,和田竜, 0.5, 69,  -2,*  9, 3,  5.1, ④③, 3, 8,Ｋセブンスアンコｰル, 60,上野翔, 0.4, 66,   2,* 10,11, 52.1,⑪⑪⑨, 3, 2,Ｄゴｰルドイモン, 71,太宰啓, 0.1, 76,*  8,   9, 7, 25.0,①①①
 4,10,Ｏマルダイロマン, 23,菊沢隆, 0.4, 58,*  9, -13,14,142.4, ②②, 4, 9,Ｇグロリアスソｰド, 37,田辺裕, 0.8, 63,  -5,   8, 4, 12.3, ⑤⑤, 4,14,Ｎマイネルネオス, 49,黛弘人, 0.6, 64,   4,   1,13,107.6,⑩⑥⑥, 4, 6,Ａマコトスペリオル, 74,和田竜, 0.3, 75,*  7,   9, 1,  2.1,③③②
 5, 9,Ｂマイティマイロｰド, 48,和田竜, 0.4, 58,*  9, -13, 5,  6.4, ①①, 5, 4,Ｄメイショウコレット, 40,上村洋, 1.1, 58,  -8,   6, 5, 19.4, ⑥⑥, 5,13,Ｍロイバｰブリング, 58,大野拓, 0.6, 66,   6,  -2,10, 50.8,⑤④④, 5,12,Ｉウォｰタｰポロ, 64,柴原央, 0.4, 73,*  8,   7, 9, 40.9,②②②
 6,14,Ｆスプリングサンテ, 43,石橋脩, 0.5, 52, -17,*  3,13,103.3, ⑭⑬, 6, 3,Ｎアストロンシチｰ,  1,柴山雄, 1.4, 54, -15,   8,11,105.9, ⑨⑨, 6,12,Ｆオイワケウコン, 64,的場勇, 0.7, 63,   3,   2, 9, 50.4,⑪⑨⑨, 6, 3,Ｋアグネスクラウン, 59,菊沢隆, 0.5, 74,   6,   9,10, 47.6,⑦⑤⑤
 7,13,Ｃシゲルオブリガｰド, 45,佐藤聖, 0.7, 48,   5, -15, 4,  6.4, ③③, 7, 1,Ｈセオソフィア, 36,佐藤哲, 1.6, 47,  -7,  -3, 7, 34.4, ⑥⑥, 7, 1,Ｂマルイチクエスト, 73,鮫島良, 0.9, 64,* 10, -13, 3,  4.8,①①①, 7,13,Ｌマルブツブラボｰ, 59,中舘英, 0.6, 76,   3,* 13, 8, 27.9,⑩⑩⑨
 8, 5,Ｍアガシイ, 26,太宰啓, 0.9, 44, -11,  -5, 8, 23.3, ⑪⑪, 8,10,Ｉメイショウフォンテ, 34,橋本美, 1.7, 46,*  1, -12,13,152.5, ②③, 8, 4,Ｃレディティアラ, 73,小坂忠, 0.9, 65,   4,   4, 7, 36.4,⑭⑪⑫, 8, 9,Ｍグレイトアロｰ, 59,河北通, 0.8, 71,   5,   8,12, 63.3,⑦⑦⑥
 9, 7,Ｉボンバｰヘッド, 37,野元昭, 1.0, 46,   5, -16, 6,  9.8, ⑤⑤, 9,15,Ｋエクスハイタッチ, 33,大野拓, 1.7, 44, -16,   2, 8, 53.8, ⑨⑨, 9, 5,Ｌドレスコｰド, 59,津村明, 1.2, 60,   5,  -7, 4,  5.6,⑤⑥④, 9, 4,Ｆセイウンタイヨウ, 70,大野拓, 0.8, 71,   5,   8, 5, 14.8,⑨⑦⑨
10, 4,Ｋシランプリソブリン, 32,荻野要, 1.1, 40,  -5, -11,12, 96.7, ⑦⑥,10, 6,Ｏサンマルマジック, -2,鮫島良, 1.7, 48, -20,   7,15,206.9, ⑪⑪,10, 2,Ｄシｰサイドブリｰズ, 68,北村友, 1.6, 55,   0,  -5, 5, 10.3,⑭⑯⑫,10,10,Ｇエスエスウィナｰ, 66,津村明, 0.9, 75,   2,* 13, 6, 24.3,⑭⑭⑬
11,15,Ｊウォｰタｰルルン, 36,竹之下, 1.2, 42, -11,  -8,16,236.1, ⑪⑪,11,14,Ｍマイネパピヨン, 15,川島信, 1.7, 49, -20,   8,14,188.9, ⑪⑪,11, 3,Ｈイグニッション, 61,田中博, 1.8, 51,   1, -12,15,144.9,⑦⑪⑪,11,15,Ｏオンワｰドミシェル, 57,梶晃啓, 1.4, 66,   3,   6,16,386.4,⑫⑩⑪
12, 2,Ｄティンバｰルｰカン, 45,北村友, 1.7, 32,  -6, -18, 7, 14.3, ⑦⑧,12,16,Ｆナムラシャイニング, 38,上野翔, 2.0, 39,  -9, -11, 6, 23.5, ⑥⑥,12,16,Ｉマイネルブラジリエ, 60,南井大, 2.1, 53,   7, -22, 6, 24.7,⑦⑤⑥,12, 7,Ｈエスケｰアパッチ, 66,柴山雄, 1.6, 63,   3,   4,11, 54.3,⑬⑩⑪
13, 6,Ｇコスモミッドナイト, 40,池田鉄, 1.7, 36, -17,  -9,10, 53.3, ⑭⑬,13,11,Ｅディアルマ, 38,北村友, 2.9, 25, -33,  -2,12,113.6, ⑭⑭,13,15,Ｊプライムナンバｰ, 60,北村浩, 2.4, 50,*  9, -32,12, 54.2,②②③,13,16,Ｎティアマット, 58,東川公, 1.8, 63,   2,   5,13, 88.8,⑭⑭⑬
14,12,Ｐナンゴククレイン,-43,上野翔, 1.8, 31,  -6, -19,11, 56.8, ⑦⑩,14, 7,Ｌスリｰラジアル, 29,中舘英, 3.0, 27, -36,   3, 9, 58.5, ⑯⑯,14,10, ジョｰイｰストン,---,佐久間, 2.5, 49,   4, -22,14,143.4,⑪⑨⑫,14, 5,Ｐシルクプロフェット, 56,赤木高, 2.1, 60,   1,   4,15,154.2,⑭⑯⑮
15,11,Ｌエムオｰチェイサｰ, 31,鮫島良, 3.0,  9, -15, -24, 9, 49.9, ⑬⑮,15,13,Ｊカイテキベガ, 33,柴原央, 3.4, 24, -32,  -6,16,242.6, ⑮⑮,15,11,Ｇアラビックリｰダｰ, 62,小島太, 3.0, 42,   1, -28, 8, 45.5,⑭⑭⑮,15, 8,Ｂブイアタッカｰ, 72,須貝尚, 2.2, 57,   6,  -7, 3,  7.7,⑤⑤⑥
16,16,Ｎカッタｰレ, 26,田辺裕, 3.3, -7, -17, -25,15,230.7, ⑭⑮,16, 5,Ｐブライティアクロス,-54,赤木高, 4.4,-50, -20, -34,10, 95.9, ⑪⑬,16, 9,Ｏケイコアデｰジョ, 41,田中克, 3.1, 41,   1, -30,16,148.3,④⑭⑯,16,14,Ｊファンドリコンドル, 62,川島信, 5.6, 25,   2, -32,14, 88.8,⑤⑬⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:+19 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:良(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:-1),,,,,,,,,,,
単勝:370円 複勝:01=160円 08=170円 03=190円 枠連:650円,,,,,,,,,,,,単勝:350円 複勝:08=120円 12=100円 02=130円 枠連:350円,,,,,,,,,,,,単勝:440円 複勝:06=150円 07=140円 08=870円 枠連:340円,,,,,,,,,,,,"単勝:390円 複勝:01=170円 11=380円 02=680円 枠連:1,560円",,,,,,,,,,,
"馬連:1,460円 ワイド:01-08=560円 01-03=430円 03-08=690円",,,,,,,,,,,,馬連:300円 ワイド:08-12=150円 02-08=260円 02-12=220円,,,,,,,,,,,,"馬連:540円 ワイド:06-07=240円 06-08=3,210円 07-08=2,360円",,,,,,,,,,,,"馬連:2,420円 ワイド:01-11=790円 01-02=910円 02-11=3,260円",,,,,,,,,,,
"馬単:2,990円 3連複:2,650円",,,,,,,,,,,,馬単:730円 3連複:490円,,,,,,,,,,,,"馬単:1,220円 3連複:8,930円",,,,,,,,,,,,"馬単:3,690円 3連複:12,530円 3連単:47,960円",,,,,,,,,,,
■ 2R  ダ1700m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.8,,,,,■ 5R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-6.6,,,,,■ 8R  ダ1700m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-0.4,,,,,■11R  芝2000m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-8.7,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,名古屋日刊ｽﾎﾟｰﾂ杯,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ｂパリサンジェルマン, 64,菊沢隆,, 63,* -2,   7, 2,  6.7,①①①, 1, 1,Ａアドマイヤミラクル, 64,柴山雄,, 70,*  2,*  8, 1,  2.1,⑨③③, 1, 6,Ａエイシンニュｰトン, 73,柴山雄,, 76,*  5,* 11, 1,  3.3,②①②, 1,13,Ａスマイルフォライフ, 76,佐藤哲,, 85,   3,* 22, 5,  8.5,⑭⑬⑦
 2,12,Ｈドリｰムアプロｰチ, 59,東川公, 0.1, 65,  -4,* 10,11, 85.5,⑬⑤④, 2, 8,Ｈアルカライズ, 58,菊沢隆, 0.2, 69,*  4,   3, 5, 14.9,③①①, 2,13,Ｅブルルイ, 66,芹沢純, 0.5, 73,*  4,   7, 4,  7.8,③③③, 2, 8,Ｆアｰスクリスハｰン, 68,野元昭, 0.1, 78,   8,  10, 1,  5.4,④④②
 3, 2,Ｃテンジンノジョオｰ, 64,塚田祥, 0.2, 59,* -2,   5, 3,  8.3,②②②, 3, 6,Ｇアリロン, 59,河北通, 0.7, 65,   0,   5, 4,  8.6,⑦⑨⑦, 3,14,Ｄデジデｰリオ, 69,川島信, 1.0, 69,*  4,   4, 5,  9.0,⑤④④, 3, 7,Ｉサイレンスゴｰルド, 67,赤木高, 0.3, 77,   7,  10, 3,  7.6,⑩⑧⑥
