06年 7月 8日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 7月 8日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1600m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2.1,,,,,■ 4R  芝2910m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1.2,,,,,■10R  芝2000m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:0.2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,出石特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ｉマルカハンニバル, 29,福永祐,, 69,   3,*  4, 3,  5.8, ⑤④, 1,13, メジャｰカフェ,,西谷誠,,,,, 1,  2.3,④①①, 1,14,Ａマルブツフジ, 73,武豊  ,, 80,*  9,   5, 2,  2.5,②②②, 1, 2,Ｅマチカネウマジルシ, 74,赤木高,, 73,*  5,   2, 3,  6.3,①①①
 2, 8,Ｂクラウンプリンセス, 61,小牧太, 0.1, 69,*  6,* -2, 4,  6.2, ②②, 2, 3, マイティｰビｰム,,黒岩悠, 0.2,,,,10, 68.0,⑤④③, 2, 5,Ｂワキノエクセル, 73,小牧太, 0.0, 80,   7,* 11, 1,  2.5,⑩⑥③, 2, 5,Ｈグランプリゴｰルド, 71,福永祐, 0.0, 75,*  6,   5, 6,  8.1,②②②
 3,10,Ｃエリモハルカ, 58,渡辺薫, 0.8, 59,*  5, -11, 2,  4.9, ③②, 3,14, ニシノニシｰノ,,内田浩, 0.9,,,, 2,  2.4,③②②, 3, 8,Ｃリバプｰルサウンド, 70,幸英明, 0.1, 78,   8,*  7, 3,  5.7,④④③, 3, 8,Ｉカネトシツヨシオｰ, 71,岩田康, 0.1, 72,*  5,   3, 1,  3.8,④②②
 4,13,Ａアドマイヤデュｰク, 63,武豊  , 1.0, 55,   3, -11, 1,  2.4, ⑤④, 4, 2, ダイゴシラギク,,小坂忠, 1.8,,,, 5, 27.5,⑦⑤④, 4,11,Ｋプルミエｰルマルク, 57,飯田祐, 0.9, 74,* 11,  -6,15,384.4,①①①, 4,10,Ａグランドパルファン, 86,和田竜, 0.1, 71,*  5,   2, 4,  6.4,②②②
 5, 4,Ｅテンザンコノハナ, 53,角田晃, 1.6, 47,   1, -17, 6, 11.0, ⑧⑦, 5,11, ゼンノソロモン,,北沢伸, 3.1,,,, 3,  9.4,⑧⑥⑥, 5,13,Ｄライゾｰ, 68,岩田康, 1.6, 65,   6,  -5, 5, 14.6,⑦⑥⑤, 5, 3,Ｃトｰワクリスタル, 77,渡辺薫, 0.2, 73,   4,*  7, 5,  6.5,⑦⑨⑧
 6, 2,Ｆマイネルデネブ, 40,川島信, 1.6, 49,*  5, -23, 9, 57.2, ③④, 6, 8, カツヨキャンドゥ,,熊沢重, 3.9,,,, 4,  9.7,②③④, 6, 7,Ｏクレスコゴｰルド, 54,和田竜, 1.7, 65,   4,   1, 9, 65.5,⑬⑫⑪, 6, 7,Ｆマｰブルバルダｰ, 73,熊沢重, 0.3, 70,   5,   2, 9, 30.1,⑦⑤⑤
 7, 3,Ｄタニノハイクレア, 53,幸英明, 1.7, 49,*  7, -29, 5,  9.2, ①①, 7, 9, シャンディムｰン,,菊池憲, 4.0,,,,11, 74.1,⑫⑨⑦, 7,12,Ｇヤマニンコｰリング, 61,角田晃, 1.8, 63,   0,*  8, 7, 46.6,⑯⑯⑯, 7, 1,Ｇベルジュｰル, 72,武豊  , 0.3, 71,   5,   2, 2,  5.7,④⑤⑤
 8, 6,Ｌマイネルクルｰガｰ,-25,熊沢重, 2.1, 41,   0, -23, 7, 30.4, ⑩⑩, 8, 4, シロキタスピｰド,,今村康, 6.5,,,,13, 93.0,⑪⑩⑧, 8, 3,Ｐシｰクルｰザｰ, 54,池添謙, 2.2, 62,   7, -11, 6, 33.7,⑤⑤⑤, 8, 9,Ｄビッグタイガｰ, 76,上村洋, 0.4, 72,   4,*  8, 8, 13.0,⑩⑩⑧
 9, 5,Ｎアントラン,-32,田中克, 2.1, 38,  -3, -24,14,296.0, ⑩⑩, 9, 1, フィルハｰモニｰ,,嘉堂信, 7.5,,,, 6, 30.2,⑥⑧⑧, 9, 9,Ｌダｰクアイズクロス, 55,中村将, 2.4, 57,   3, -10,14,292.3,⑫⑪⑧, 9, 6,Ｂミスティラブ, 82,中村将, 0.7, 65,   4,  -3, 7, 10.8,⑦⑦⑦
10, 1,Ｋカイテキセレブ, 22,上村洋, 2.8, 34,   2, -37,10,167.5, ⑤⑦,10, 5, プレミアシチｰ,,佐久間, 8.5,,,,12, 82.7,⑩⑩⑩,10, 6,Ｈマｰベラスボｰイ, 59,渡辺薫, 2.4, 59,   2,  -3,12,141.8,⑬⑬⑫,10, 4,Ｊエストレｰア, 69,川島信, 1.3, 57,   2, -10,11,122.2,④⑦⑩
