06年 7月16日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 7月16日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-0.5,,,,,■ 4R  芝1200m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  ダ1700m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5.8,,,,,■10R  芝2600m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-7.5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,松前特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ａモデスティｰ, 64,木幡初,, 58,  -2,  -1, 3,  5.4, ③③, 1, 9, ゼットカｰク,---,藤田伸,, 63,*-12,* 12, 1,  1.4, ①①, 1, 8,Ａデイフラッシュ, 69,藤田伸,, 74,* -5,* 14, 1,  1.7,③②②, 1, 8,Ｂメジロコルセア, 75,吉田豊,, 85,*  1,* 21, 2,  2.9,①①①
 2,10,Ｊプレｰザヒｰロｰ, 34,松田大, 0.2, 49,*  3, -12,11, 71.3, ①①, 2, 3, コパノスケ,---,横山典, 0.4, 57, -19,* 12, 2,  6.9, ④③, 2, 7,Ｂビコｰジェネラル, 62,横山典, 0.5, 62,* -6,*  7, 2,  2.6,②②①, 2, 1,Ｅアドマイヤタｰボ, 65,津村明, 1.0, 65,*  0,  10, 3,  8.8,②②②
 3, 7,Ｈヤマカツシリウス, 36,藤岡佑, 0.5, 46,  -8,  -6, 7, 15.0, ④⑤, 3, 5, バクシンヒロイン,---,藤岡佑, 0.8, 51, -19,   9, 5, 18.4, ④⑥, 3, 3,Ｅキタノジャジャウマ, 51,郷原洋, 1.6, 53,  -7,   3, 7, 71.0,⑧⑤④, 3, 2,Ｆマグマノｰベル, 65,柴山雄, 1.2, 62,  -4,   9, 6, 69.6,⑤④④
 4, 4,Ｃキングエルドラド, 48,横山典, 0.5, 46,  -8,  -6, 1,  3.0, ④③, 4, 7, トウカイファイン,---,柴山雄, 1.5, 38, -17,  -3, 9,105.5, ④③, 4, 6,Ｆヨシインクレデブル, 51,安藤勝, 1.8, 52,  -8,   3, 5, 26.5,⑤⑧⑨, 4, 7,Ｇロケットパンチ, 62,的場勇, 1.3, 61,* -1,   7, 7, 72.1,②②③
 5, 2,Ｆアタゴコマンダｰ, 44,四位洋, 0.6, 46, -12,  -3, 8, 52.6, ⑦⑦, 5, 2, イカンセン,---,安藤勝, 1.7, 36,*-14, -12, 4,  8.8, ②②, 5, 4,Ｄバッラｰレ, 56,柴山雄, 1.9, 49,  -6,  -1, 3, 10.5,⑤⑤④, 5, 6,Ｈタヤスレノックス, 60,藤岡佑, 1.5, 63,  -2,  10, 5, 21.6,⑦⑦④
 6, 3,Ｅサンレイサイレンス, 46,藤田伸, 0.6, 44,  -8,  -7, 5,  9.4, ④⑤, 6, 6, ミスタｰリスリン,---,武幸四, 1.8, 32, -23,  -4, 7, 26.7, ⑦⑦, 6, 9,Ｇメイショウランマル, 50,吉田豊, 1.9, 52,  -8,   2, 6, 45.4,⑨⑧④, 6, 3,Ｄロングセンチュリｰ, 65,秋山真, 2.0, 53,  -1,  -1, 4, 21.5,②④⑦
 7, 6,Ｋマイネルピｰク, 29,吉田豊, 0.8, 45, -19,*  0, 9, 69.0, ⑩⑨, 7, 1, ウインエトワｰル,---,四位洋, 2.1, 32, -22,  -7, 3,  8.2, ⑦⑦, 7, 2,Ｈカミタカジョｰ, 50,黛弘人, 2.3, 43,  -8,  -5, 9,229.7,⑦⑤④, 7, 4,Ａニュｰヨｰクカフェ, 79,四位洋, 3.7, 40,  -1, -25, 1,  1.5,⑤④④
 8, 8,Ｇウィズディクタット, 42,柴山雄, 0.8, 43, -16,  -3, 2,  3.9, ⑨⑨, 8, 8, キンショｰナデシコ,---,長谷川, 2.7, -4, -14, -24, 6, 26.2, ②③, 8, 5,Ｉメイショウイチヨウ, 41,武幸四, 2.6, 44,  -5, -10, 8,107.3,④④③,,,,,,,,,,,,
